,dual_momentum_topn,composite_calm_trend_specialist,composite_healthier_recovery_specialist,composite_anti_chop_clarity,composite_regime_conditioned,taa_10m_sma,cash::BIL
2005-01-14,0.07638798169577218,0.16085600646587392,0.10367896796760132,0.24,0.24,0.17907704387075263,0.0
2005-01-21,0.0754323526346906,0.15751490428701834,0.10200661711070855,0.24000000000000002,0.24000000000000002,0.18504612596758255,0.0
2005-01-28,0.07529975159812266,0.1560609384067541,0.10177456529671468,0.24,0.24,0.18686474469840858,0.0
2005-02-04,0.07529593331845125,0.15548088491897,0.10176788330728968,0.24,0.24,0.18745529845528916,0.0
2005-02-11,0.07530374710888516,0.15525864068874018,0.10178155744054902,0.24,0.24,0.18765605476182579,0.0
2005-02-18,0.07530850090772367,0.15517523475076195,0.10178987658851643,0.24,0.24,0.187726387752998,0.0
2005-02-25,0.0753106283729642,0.15514428325133492,0.10179359965268736,0.24,0.24,0.1877514887230135,0.0
2005-03-04,0.07531148557482115,0.15513287003944873,0.10179509975593701,0.24,0.24,0.18776054462979314,0.0
2005-03-11,0.07404402732965765,0.160520147265735,0.0995770478269009,0.24,0.24,0.18585877757770647,0.0
2005-03-18,0.0868485252061029,0.24,0.16543298675801044,0.14,0.14,0.22771848803588665,0.0
2005-03-25,0.09010054149579567,0.24,0.222894746044941,0.10597857167035651,0.10102614078890687,0.24,0.0
2005-04-01,0.08810126582278477,0.24,0.24,0.09139240506329115,0.10050632911392404,0.24,0.0
2005-04-08,0.08810126582278477,0.24,0.24,0.09139240506329115,0.10050632911392404,0.24,0.0
2005-04-15,0.08810126582278477,0.24,0.24,0.09139240506329115,0.10050632911392404,0.24,0.0
2005-04-22,0.08810126582278477,0.24,0.24,0.09139240506329115,0.10050632911392404,0.24,0.0
2005-04-29,0.08810126582278477,0.24,0.24,0.09139240506329115,0.10050632911392404,0.24,0.0
2005-05-06,0.08810126582278477,0.24,0.24,0.09139240506329115,0.10050632911392404,0.24,0.0
2005-05-13,0.08810126582278477,0.24,0.24,0.09139240506329115,0.10050632911392404,0.24,0.0
2005-05-20,0.09067521202227413,0.24,0.24,0.08997229681529706,0.09935249116242885,0.24,0.0
2005-05-27,0.09158895907532767,0.24000000000000002,0.24000000000000002,0.08946816051016408,0.09894288041450831,0.24000000000000002,0.0
2005-06-03,0.09179517268916222,0.24000000000000002,0.24000000000000002,0.08935438748184153,0.09885043982899623,0.24000000000000002,0.0
2005-06-10,0.09589163734480932,0.24,0.24,0.08709426905113972,0.09701409360405101,0.24,0.0
2005-06-17,0.08810126582278477,0.24,0.24,0.09139240506329115,0.10050632911392404,0.24,0.0
2005-06-24,0.08810126582278477,0.24,0.24,0.09139240506329115,0.10050632911392404,0.24,0.0
2005-07-01,0.08810126582278477,0.24,0.24,0.09139240506329115,0.10050632911392404,0.24,0.0
2005-07-08,0.08810126582278477,0.24,0.24,0.09139240506329115,0.10050632911392404,0.24,0.0
2005-07-15,0.08810126582278477,0.24,0.24,0.09139240506329115,0.10050632911392404,0.24,0.0
2005-07-22,0.08977125558708784,0.24,0.24,0.0904710314002274,0.09975771301268475,0.24,0.0
2005-07-29,0.0906411376487449,0.24,0.24,0.08999109646965801,0.09936776588159713,0.24,0.0
2005-08-05,0.08810126582278477,0.24,0.24,0.09139240506329115,0.10050632911392404,0.24,0.0
2005-08-12,0.08810126582278477,0.24,0.24,0.09139240506329115,0.10050632911392404,0.24,0.0
2005-08-19,0.043556649318547205,0.20083333333333334,0.10561001734811949,0.2,0.21,0.24,0.0
2005-08-26,0.06636769670208087,0.20083333333333334,0.08614346922864152,0.2,0.21,0.23665550073594432,0.0
2005-09-02,0.06515151515151517,0.20083333333333334,0.08401515151515154,0.2,0.21,0.24,0.0
2005-09-09,0.06515151515151517,0.20083333333333334,0.08401515151515154,0.2,0.21,0.24,0.0
2005-09-16,0.12648187947200093,0.24,0.12648187947200093,0.12703624105599823,0.14,0.24,0.0
2005-09-23,0.14556930335491586,0.24,0.14920050069923302,0.1097821770735731,0.11544801887227812,0.24,0.0
2005-09-30,0.06515151515151517,0.20083333333333334,0.08401515151515154,0.2,0.21,0.24,0.0
2005-10-07,0.06515151515151517,0.20083333333333334,0.08401515151515154,0.2,0.21,0.24,0.0
2005-10-14,0.12055947264392575,0.24,0.12883166577825017,0.14,0.13060886157782403,0.24,0.0
2005-10-21,0.07137019888321715,0.24,0.08164047984115058,0.18,0.19112222432349904,0.23586709695213334,0.0
2005-10-28,0.12000000000000002,0.24,0.12000000000000002,0.14,0.14,0.24,0.0
2005-11-04,0.13090401180435435,0.24,0.17248246606243564,0.10502815014246072,0.11158537199074933,0.24,0.0
2005-11-11,0.11289187823053992,0.24,0.20797148020394063,0.09538573327752803,0.10375090828799152,0.24,0.0
2005-11-18,0.08979217871562073,0.24,0.21142138204810199,0.10677929712032938,0.112007142115948,0.24,0.0
