version_name,market_state,observations,avg_production_weight,avg_phasen_weight,avg_phaseo_weight,avg_trust_score,avg_phaseo_prob,avg_model_confidence,avg_model_uncertainty,phaseo_selected_share,production_selected_share,phasen_selected_share
improved_phasep_hard_trust_switch_allocator,calm_trend,295,0.6067796610169491,0.0,0.39322033898305087,0.46367076459857753,0.43421353750420966,0.1745949162320766,0.5490291232731828,0.39322033898305087,0.6067796610169491,0.0
improved_phasep_hard_trust_switch_allocator,neutral_mixed,492,0.8333333333333334,0.0,0.16666666666666666,0.2901880929012424,0.3859586943681167,0.16180282838418406,0.5417166176173817,0.16666666666666666,0.8333333333333334,0.0
improved_phasep_hard_trust_switch_allocator,recovery_confirmed,44,0.9772727272727273,0.0,0.022727272727272728,0.16882705441348758,0.29094181039672457,0.1776469598926335,0.5688352684090577,0.022727272727272728,0.9772727272727273,0.0
improved_phasep_hard_trust_switch_allocator,recovery_fragile,49,0.673469387755102,0.0,0.32653061224489793,0.44435585565910485,0.41447171508694436,0.11477692109976823,0.5553639185349963,0.32653061224489793,0.673469387755102,0.0
improved_phasep_hard_trust_switch_allocator,stressed_panic,229,0.6986899563318777,0.0,0.30131004366812225,0.4059157195848288,0.3664625355055729,0.18175877411482147,0.5539205972353056,0.30131004366812225,0.6986899563318777,0.0
improved_phasep_soft_trust_blend_allocator,calm_trend,295,0.6930597621505235,0.0,0.3069402378494764,0.3069402378494764,0.43421353750420966,0.1745949162320766,0.5490291232731828,0.21694915254237288,0.7830508474576271,0.0
improved_phasep_soft_trust_blend_allocator,neutral_mixed,492,0.846891796562735,0.0,0.15310820343726486,0.15310820343726486,0.3859586943681167,0.16180282838418406,0.5417166176173817,0.028455284552845527,0.9715447154471545,0.0
improved_phasep_soft_trust_blend_allocator,recovery_confirmed,44,0.9322693305989032,0.0,0.06773066940109694,0.06773066940109694,0.29094181039672457,0.1776469598926335,0.5688352684090577,0.0,1.0,0.0
improved_phasep_soft_trust_blend_allocator,recovery_fragile,49,0.7051312083674058,0.0,0.29486879163259416,0.29486879163259416,0.41447171508694436,0.11477692109976823,0.5553639185349963,0.22448979591836735,0.7755102040816326,0.0
improved_phasep_soft_trust_blend_allocator,stressed_panic,229,0.7334498464056824,0.0,0.26655015359431755,0.26655015359431755,0.3664625355055729,0.18175877411482147,0.5539205972353056,0.14847161572052403,0.851528384279476,0.0
improved_phasep_regret_aware_meta_allocator,calm_trend,295,0.3008693227355951,0.3422470569554933,0.3568836203089117,0.5280071487866582,0.43421353750420966,0.1745949162320766,0.5490291232731828,0.4847457627118644,0.29152542372881357,0.22372881355932203
improved_phasep_regret_aware_meta_allocator,neutral_mixed,492,0.36205364107812477,0.3405650891927808,0.29738126972909434,0.4676638143254848,0.3859586943681167,0.16180282838418406,0.5417166176173817,0.02032520325203252,0.5345528455284553,0.4451219512195122
improved_phasep_regret_aware_meta_allocator,recovery_confirmed,44,0.39639591594340584,0.3200790991145277,0.28352498494206646,0.44356453449933025,0.29094181039672457,0.1776469598926335,0.5688352684090577,0.0,0.8181818181818182,0.18181818181818182
improved_phasep_regret_aware_meta_allocator,recovery_fragile,49,0.3035102156198322,0.3469170039654505,0.3495727804147173,0.5230312823974426,0.41447171508694436,0.11477692109976823,0.5553639185349963,0.3877551020408163,0.3877551020408163,0.22448979591836735
improved_phasep_regret_aware_meta_allocator,stressed_panic,229,0.31160977442307203,0.34040436386851264,0.34798586170841544,0.5181880436426717,0.3664625355055729,0.18175877411482147,0.5539205972353056,0.38427947598253276,0.35807860262008734,0.2576419213973799
