method_name,subperiod,ann_return,ann_vol,sharpe,max_drawdown
baseline_hrp_default,split_1,0.04362967765970893,0.06773207408439388,0.644150917412429,-0.08603229820039204
baseline_hrp_default,split_2,0.03483424280513536,0.05421594221196502,0.6425092211612939,-0.08871297414308987
baseline_hrp_default,split_3,0.07366827392417252,0.068182283112317,1.0804606499142662,-0.12220885373119006
improved_hrp_selective,split_1,0.06236401756519094,0.07508762005327535,0.83054992981457,-0.09730651690596126
improved_hrp_selective,split_2,0.04391449472050435,0.061950099505922916,0.7088688326691998,-0.08459196754673093
improved_hrp_selective,split_3,0.08119868002128561,0.07804693218747184,1.040382725438114,-0.14054808286004095
improved_hrp_recovery_tilt,split_1,0.0678569912005973,0.08069845227062376,0.8408710364486002,-0.09991423376886399
improved_hrp_recovery_tilt,split_2,0.04554884732616782,0.06410467451460317,0.7105386256316099,-0.08358179902288154
improved_hrp_recovery_tilt,split_3,0.08448602852918485,0.08122627053924916,1.0401318190321265,-0.14283444257337585
improved_hrp_recovery_concentrated,split_1,0.06708380891114651,0.08269158317666374,0.8112531691142918,-0.10079917972634256
improved_hrp_recovery_concentrated,split_2,0.04027361112127248,0.0632535461816918,0.6367012373597061,-0.0879803427596707
improved_hrp_recovery_concentrated,split_3,0.08865051090619036,0.07860781043547928,1.1277570309499214,-0.1314791153548588
baseline_max_div_default,split_1,0.0454978214963806,0.0673360014782145,0.675683445669115,-0.08632656333967681
baseline_max_div_default,split_2,0.03410301448096709,0.05506640394977331,0.6193070917082734,-0.0840006316422095
baseline_max_div_default,split_3,0.07197244962323457,0.06811430740495882,1.0566421705698041,-0.12718042362031812
improved_max_div_selective,split_1,0.0627377952229915,0.07613790168647175,0.8240021570510238,-0.09785409274263557
improved_max_div_selective,split_2,0.04545376350830255,0.0614965294150459,0.7391272961361899,-0.07448553266358549
improved_max_div_selective,split_3,0.07917746228192413,0.0789280062023146,1.0031605521488798,-0.14824268559329157
improved_max_div_recovery_tilt,split_1,0.06902550629698534,0.08155170607323556,0.8464017446182994,-0.1007462875079882
improved_max_div_recovery_tilt,split_2,0.04658764716813901,0.06388923141082427,0.7291940463106905,-0.07825446877995657
improved_max_div_recovery_tilt,split_3,0.08220432173047088,0.08206768809012076,1.0016648895994253,-0.15042260017084486
improved_inverse_vol_recovery_tilt,split_1,0.06513746037047596,0.08190150616640346,0.7953145603712448,-0.09807989824451613
improved_inverse_vol_recovery_tilt,split_2,0.045956627369055925,0.064513227644678,0.712359760112655,-0.08701177577992536
improved_inverse_vol_recovery_tilt,split_3,0.08754191784167609,0.08688913553357161,1.0075128185370454,-0.1556279172515983
improved_herc_recovery_tilt,split_1,0.06864236999048434,0.08459723588206712,0.811402042569988,-0.10191738583113708
improved_herc_recovery_tilt,split_2,0.04597500605304816,0.06476678938468272,0.7098546413962153,-0.08105498556398039
improved_herc_recovery_tilt,split_3,0.08032337292620806,0.08507842616325835,0.9441097649370507,-0.1558287469150611
