version_name,bucket,observations,share,avg_production_weight,avg_phasen_weight,avg_phaseo_weight,avg_abstain_weight
improved_phaset_soft_regime_posterior_allocator,ambiguous_abstain,55,0.04959422903516682,0.5210643486405682,0.20962242450624058,0.23555769759686684,0.033755529256324544
improved_phaset_soft_regime_posterior_allocator,calm_trust,731,0.6591523895401262,0.3514066697875491,0.27061954934775917,0.36144090279837876,0.016532878066312925
improved_phaset_soft_regime_posterior_allocator,defense_production,250,0.2254283137962128,0.610554425977628,0.1744621894653519,0.19332285561715037,0.021660528939869764
improved_phaset_soft_regime_posterior_allocator,recovery_trust,73,0.06582506762849413,0.3919943988711917,0.29880968480981274,0.2929146002708322,0.016281316048163293
improved_phaset_soft_trust_weighted_allocator,ambiguous_abstain,55,0.04959422903516682,0.6161897219907441,0.17059538139408725,0.18890062660902163,0.024314270006146974
improved_phaset_soft_trust_weighted_allocator,calm_trust,731,0.6591523895401262,0.42640693327330587,0.23969894692524413,0.3208723468608759,0.013021772940574182
improved_phaset_soft_trust_weighted_allocator,defense_production,250,0.2254283137962128,0.6620443974578732,0.1530308335928963,0.16760057773862064,0.01732419121060977
improved_phaset_soft_trust_weighted_allocator,recovery_trust,73,0.06582506762849413,0.517291537832282,0.23780256453451318,0.233225658913189,0.011680238720015735
improved_phaset_production_anchored_soft_combo,ambiguous_abstain,55,0.04959422903516682,0.6161897219907441,0.17059538139408725,0.18890062660902163,0.024314270006146974
improved_phaset_production_anchored_soft_combo,calm_trust,731,0.6591523895401262,0.42640693327330587,0.23969894692524413,0.3208723468608759,0.013021772940574182
improved_phaset_production_anchored_soft_combo,defense_production,250,0.2254283137962128,0.6620443974578732,0.1530308335928963,0.16760057773862064,0.01732419121060977
improved_phaset_production_anchored_soft_combo,recovery_trust,73,0.06582506762849413,0.517291537832282,0.23780256453451318,0.233225658913189,0.011680238720015735
