,dual_momentum_topn,cta_trend_long_only,composite_trend_quality_refined,composite_regime_conditioned,taa_10m_sma,composite_confirmation_aware_momentum
2012-05-11,0.2828124325415647,0.42962011120948734,0.2430470727139057,0.229002256728978,0.25952293549486927,0.2622942048797683
2012-05-18,0.28485754443741707,0.2931500201119337,0.27673627900735137,0.25972625733646515,0.4512495206538671,0.2896558410400745
2012-05-25,0.28817772759265264,0.28796493309691756,0.26335349964165616,0.24190180888292345,0.31329195164884993,0.3508577359477609
2012-06-01,0.32079651240720136,0.3173781688992866,0.25758932416102065,0.25503202466229286,0.41234288073082387,0.3289935653436514
2012-06-08,0.3059567665084723,0.2890345318217724,0.24038660594608752,0.25556874058914403,0.2743784235115939,0.3304106384634519
2012-06-15,0.3374510305622616,0.29180752468449467,0.24626765760847139,0.3162366568731831,0.26442037550799874,0.31385296999318574
2012-06-22,0.33493538630900405,0.2990720359941789,0.2409030060181331,0.30885307769042647,0.23640648633714437,0.307616920413722
2012-06-29,0.3272988767284291,0.3099932411184361,0.23357551268158616,0.33809654858065064,0.282724996510797,0.26764241917054843
2012-07-06,0.3374510305622616,0.3037999262461511,0.22060430228247804,0.34062377544985123,0.23895238357013598,0.2648042355070343
2012-07-13,0.3011349831793515,0.3172938550835844,0.23785153752437832,0.2767851437639053,0.2006826263776796,0.27038142417925093
2012-07-20,0.30574971845565957,0.279880176633972,0.24868305356308956,0.2767851437639053,0.23323374503154437,0.27935135337927214
2012-07-27,0.3111720811884273,0.24736879716513424,0.23785153752437832,0.2888472484432273,0.30944200953062084,0.2935104304405939
2012-08-03,0.33060544043128,0.24035677900361654,0.25399918955965683,0.33965900153760936,0.33923605956617914,0.225266302126205
2012-08-10,0.30893777356106544,0.23649200018376335,0.30026965438228037,0.34572801883397764,0.36066893407594874,0.23646821644152569
2012-08-17,0.3390634398623334,0.21843606620528472,0.24077267683947665,0.38241171588001677,0.2791984912728763,0.2821602948873198
2012-08-24,0.3522171731513288,0.2535154878125557,0.2434925507341861,0.35733945415095525,0.3076929860618955,0.23701264962623694
2012-08-31,0.3824137602853174,0.23756309662864367,0.223513421705229,0.36920748053655283,0.32521974276303384,0.21943686397520407
2012-09-07,0.35746122313287915,0.19275749184687116,0.22305317937836597,0.5499368991746294,0.3483635352276862,0.2189826485003352
2012-09-14,0.3806814583702934,0.1954285399834607,0.22305317937836597,0.5465092401242356,0.38707677200758395,0.22312124200040953
2012-09-21,0.4421969014198633,0.20296558784159532,0.23373408490721073,0.6516037719361192,0.3483635352276862,0.2217901891325062
2012-09-28,0.38656336938335983,0.3906466999043035,0.2915800864502778,0.6418305565447718,0.20170984465506556,0.2780947009343265
2012-10-05,0.39749164224960193,0.33691095095513773,0.314426124847955,0.5381125483295409,0.2021375053436466,0.3222767977419329
2012-10-12,0.38468097825128617,0.49673658184271186,0.42899400357791584,0.6981262338607748,0.2190280765868404,0.3118077290936253
2012-10-19,0.3546869108708483,0.47861899023003257,0.43132299319369644,0.6981262338607748,0.19665085271585334,0.3391642013314735
2012-10-26,0.2968346243193252,0.507877803598888,0.4488397593314244,0.5368477293769772,0.20093235764487488,0.3799764811719288
2012-11-02,0.2968346243193252,0.5106685868727632,0.44213431955810484,0.5368477293769772,0.20093235764487488,0.34633790115056906
2012-11-09,0.2625077914531161,0.4826581850415196,0.5401230405796354,0.50450975148843,0.21280214428018873,0.3867412627837287
2012-11-16,0.2874119047341276,0.3741466449508076,0.47734304611055484,0.3484839427962053,0.20947030750894,0.38191494181275526
2012-11-23,0.2704786197903306,0.4072826383142981,0.41518338227805957,0.3019950640127363,0.2472767768167576,0.3536344955792789
2012-11-30,0.32279939791124324,0.3938051264100771,0.3966954988681263,0.3464125258705073,0.22200695693689762,0.3602809022436374
2012-12-07,0.3336673644918915,0.3473614653884787,0.40162157858514885,0.3976139032514554,0.23263894634977184,0.3736533315997386
2012-12-14,0.36612705374562954,0.3193628141951748,0.4157706590695061,0.45044702355620847,0.24474843627207069,0.3842232980710392
2012-12-21,0.333458855365994,0.34192262548622504,0.41352283036456156,0.42736273811983594,0.2415480564084064,0.3395993677594466
2012-12-28,0.2819383492166644,0.3762213877946983,0.40162157858514885,0.4176464865022705,0.2415480564084064,0.3149335821704029
2013-01-04,0.30809641702520196,0.3550179758533255,0.40929647217423687,0.3759450554670683,0.2521023899246936,0.30044258794443185
2013-01-11,0.2922012156077822,0.31609001426128136,0.31542230072156974,0.29550337622187206,0.25328354363128647,0.35203734159733235
2013-01-18,0.27790725928873355,0.31609001426128136,0.29162293168575393,0.3156316563806974,0.25775572627562787,0.33109584162122196
2013-01-25,0.40319433022013773,0.2807641697625359,0.2864024488475703,0.5853829853041788,0.23404649669073324,0.3624026678230987
2013-02-01,0.35492119117151794,0.2907507812052736,0.2958998342980502,0.6098803472905532,0.23707373037583762,0.34385681244614896
2013-02-08,0.36360234230439464,0.268409802077601,0.33595525087473965,0.5805636861586978,0.23956742538323786,0.37402873373172585
2013-02-15,0.34885022234548185,0.261974988534423,0.3329423016100835,0.5862774821369766,0.20216868928673784,0.3715466294288335
2013-02-22,0.3486677589439344,0.2737990594916854,0.25733113282845305,0.5863155636038518,0.23266717544094578,0.36453390800683005
2013-03-01,0.32931246648450097,0.28004736893843024,0.25733113282845305,0.6187273203228005,0.23009741110770882,0.34882999983449847
2013-03-08,0.34147703584239125,0.24379972263509683,0.3035149253494102,0.6171215408553954,0.2667762932922564,0.3840289101502801
2013-03-15,0.483690759903912,0.24467063254493734,0.2735949316074721,0.3790007230815071,0.2656517881656228,0.3896248325628725
2013-03-22,0.39978801361280675,0.24854724343109386,0.2705492094110704,0.6118547823205097,0.2689442781128487,0.38404850043533345
2013-03-29,0.4467297616683302,0.24854724343109386,0.24504954789908634,0.6111657496025801,0.286593700078234,0.3390237747125164
2013-04-05,0.40523994065051006,0.24854724343109386,0.2520097734730142,0.6041360271135774,0.3878304813310009,0.309872670466466
2013-04-12,0.43371768070193634,0.30192095119784956,0.3005980544456556,0.3410976866423335,0.4067007305118653,0.3828452890864811
2013-04-19,0.34881055405155137,0.361062851503663,0.3618180628062536,0.42615567354338746,0.3926364058048932,0.38194194604456877
2013-04-26,0.4176940096797817,0.36194573159703736,0.362701741277706,0.5513797906349739,0.3966629389893453,0.340909729992822
2013-05-03,0.5908669679115289,0.5452431604059543,0.5613515691458176,0.5311439165460495,0.45943455847568493,0.5050449833506089
2013-05-10,0.470029535956516,0.5287692929553458,0.5257620320509611,0.4469604906985909,0.41506414738995623,0.49458715730974473
2013-05-17,0.5292133395781099,0.5184080421410138,0.5560222280404363,0.494518602481448,0.5526496407957507,0.513860442163351
2013-05-24,0.47254078510395237,0.3393036854123532,0.4994162794302511,0.3892151641129103,0.5585898743573634,0.3194361237687231
2013-05-31,0.3441459111322757,0.3566049453462204,0.34198883792927787,0.4105373925376845,0.4181898385354237,0.36977929961237765
2013-06-07,0.3441459111322757,0.35748302369210955,0.3585162246179185,0.350002691239369,0.4104668455915324,0.35586184948444977
2013-06-14,0.35981411470195646,0.3710796815834509,0.36049771752375204,0.3509880036167642,0.39476564950798715,0.3649600383410983
2013-06-21,0.35470857386075166,0.3710796815834509,0.34827993734125207,0.2563309799314459,0.32456935851034097,0.35544332320658467
2013-06-28,0.3365163295100393,0.3610123786692035,0.3134357679576503,0.2339560788952683,0.3502223219672695,0.33658068776201505
2013-07-05,0.3705426488523023,0.34421462597832303,0.32608193540115654,0.2339560788952683,0.33027542539496585,0.3400173407852683
2013-07-12,0.36971527549945865,0.3293544034190839,0.39093209376924104,0.23267553094328816,0.3284303627444625,0.35853454211116137
2013-07-19,0.3813161203311808,0.329685055305904,0.38166956544003505,0.2549251736041253,0.3349296541006158,0.35048532678919925
2013-07-26,0.36283239271641177,0.33419015223678217,0.35547663059598056,0.25441538856549906,0.38644455515981374,0.3553029618004473
2013-08-02,0.3755091070660914,0.3333346257152572,0.37542001427028004,0.23475108223087301,0.4016531062877342,0.35032245320299016
2013-08-09,0.3725123150723893,0.32291077138573887,0.3473976713519136,0.23267553094328816,0.3834946728468457,0.3436788184749312
2013-08-16,0.40099249219126765,0.3326898802501008,0.3473976713519136,0.23267553094328816,0.3904816257324148,0.3619148696484253
2013-08-23,0.38621106027704855,0.33792362915851293,0.3587912736432574,0.23267553094328816,0.3830983416162653,0.3508298097621009
2013-08-30,0.37796654444406247,0.3635990810280578,0.3408719458522974,0.2821711339063148,0.42918708108657183,0.33433116498902377
2013-09-06,0.36355319932395985,0.342046681631183,0.3394077299251886,0.27103456175189505,0.3961634667840005,0.3033666055913583
2013-09-13,0.36886099415138,0.34238357050275814,0.3436675124617645,0.2780871939715335,0.3750009576249944,0.3112224589872457
2013-09-20,0.36147944941484444,0.3353187023031864,0.35968424028388224,0.28072188221577715,0.37464902966689295,0.32777823350135615
2013-09-27,0.3653803253630381,0.28820649995950204,0.37150960052781845,0.417857194538206,0.39883899643018844,0.28738877671720114
2013-10-04,0.3763080897562036,0.2991606107692118,0.3761676694520379,0.40999957502189227,0.3864507213996163,0.2861724455109102
2013-10-11,0.37593880441210475,0.3158890944941222,0.4100170816860212,0.4178436271698499,0.379881741904343,0.3030245465651379
2013-10-18,0.347733117362354,0.3264448904600063,0.4057405236046305,0.43499759813788563,0.37078829976116406,0.32213186130344984
2013-10-25,0.3677995023269344,0.33749820332013514,0.40436672472640867,0.42733068546276926,0.37719425037072424,0.3180796359108358
2013-11-01,0.36009664487374987,0.3189605401519939,0.4169806703214147,0.43944078014203836,0.3555406124395934,0.3178788050307434
2013-11-08,0.3763469881423431,0.3381680560602221,0.4213188732770066,0.40565467010859435,0.35663117797309096,0.3101245332883406
2013-11-15,0.3736216323686307,0.33976826382685776,0.42979356057010504,0.41590075853666775,0.36191241608276586,0.3300107180304677
2013-11-22,0.3931075031789656,0.35704420691507727,0.46143759824511743,0.4294414874890906,0.35975443937742063,0.3486283260218202
2013-11-29,0.4113055332380996,0.4189485154373531,0.45760644087817554,0.2268194751940986,0.36243717154599064,0.3265429150832677
2013-12-06,0.4263106383004453,0.4301539010180138,0.44644209536864404,0.2268194751940986,0.36756394266863807,0.3381249634572202
2013-12-13,0.44766444500717706,0.42225772472344253,0.4313589949480356,0.2549471772847531,0.37906858713947966,0.33627688668993727
2013-12-20,0.4520248715832409,0.42446238276084886,0.4330185788396502,0.23623785141143255,0.3737179442425371,0.34155417054154974
2013-12-27,0.3990401789045425,0.37981867230016736,0.4330185788396502,0.2359344522829456,0.3718247747645429,0.3556745950687502
2014-01-03,0.43682993945314924,0.36210001895331545,0.41447675360191605,0.22838840291173118,0.3779357790150973,0.3353470013398391
2014-01-10,0.43944542600762754,0.37026866244804313,0.38254367185723787,0.25981439763485414,0.3650919120960775,0.39075986473397983
2014-01-17,0.41650067183958206,0.39884413462943963,0.40114912136805275,0.23970366686747704,0.30528536882226,0.41561283631425183
2014-01-24,0.3727612321299782,0.37544701959318494,0.4051962424150837,0.2470333443979529,0.3162122982277806,0.36458510868903177
2014-01-31,0.345231232441643,0.32699620859016626,0.42231445298137016,0.372179577363331,0.34344590411605846,0.3190048672370773
2014-02-07,0.34542055623162665,0.3650659945668712,0.43602308555962654,0.372179577363331,0.3470462452431265,0.3630453362001854
2014-02-14,0.3911099532956455,0.3494459699219377,0.4374826156884495,0.38900306728166134,0.3495307398834969,0.36123779172944875
2014-02-21,0.3799307693979542,0.3411186434450508,0.4157157338763624,0.44575471049778953,0.34007051086096357,0.36123779172944875
2014-02-28,0.3818258561979223,0.3108641028021711,0.4439509546017478,0.4548729384987091,0.3426530457550203,0.3682669064370323
2014-03-07,0.3956310031525522,0.3178576418108944,0.42784387280696584,0.42491247249248104,0.3495307398834969,0.35784241887660473
2014-03-14,0.33666970391407014,0.31940852518106544,0.4233738195049385,0.389581678610709,0.32476994214500343,0.3765647945398472
2014-03-21,0.34587961218139185,0.3356691631664967,0.41698536620133464,0.39617136309449036,0.3129782854727759,0.3568438066408533
2014-03-28,0.3374946127895872,0.4530634326229855,0.3927761623799631,0.4166251461775387,0.2646211976311238,0.373191546170722
2014-04-04,0.338476660844213,0.45133183719924796,0.4103321004868874,0.4268375760839794,0.26682602124580396,0.3814379587680621
2014-04-11,0.3636207459192093,0.3651978431715184,0.3810272028561325,0.42624497690297114,0.2820710649987581,0.3114437309214542
2014-04-18,0.35766320906261645,0.37201943234623075,0.3603364253270906,0.49704578632341273,0.3444300339998877,0.31853201524836544
2014-04-25,0.3464973014663423,0.3442090307530008,0.35722331893484865,0.4597016916100998,0.19592573993610352,0.2788773706881411
2014-05-02,0.3484653972477693,0.3570370756241628,0.4037403762446564,0.47828795398622226,0.19915528901405175,0.2856539707368274
2014-05-09,0.3605247761312899,0.3450189428289559,0.3572988906127944,0.47337430991338364,0.19064527681033538,0.27926935388724217
2014-05-16,0.2967387218924851,0.35824900850994834,0.37749192354644107,0.4563603017314924,0.19064527681033538,0.29995667965695144
2014-05-23,0.30265503994476506,0.3856329379047332,0.3907837903953292,0.44881376806445855,0.19064527681033538,0.28075699299902207
2014-05-30,0.3203984286234793,0.4157499296389117,0.38699641010166413,0.43370433901679545,0.32721709893804474,0.34255846783210264
2014-06-06,0.32780999539619976,0.4200978334764577,0.3761142984072174,0.4833386864220128,0.316207359148131,0.33891161658019076
2014-06-13,0.2819254365730981,0.41244432422870075,0.4036596233263761,0.4879111372237335,0.316207359148131,0.35779150517103275
2014-06-20,0.27278181116286604,0.3819975529951907,0.38333267861080667,0.6594930338342255,0.30426821855070885,0.3328348550029626
2014-06-27,0.29972884384049997,0.4153243341603271,0.3731322256485063,0.5192326723640804,0.2676125919233829,0.34262273842962
2014-07-04,0.3520179853853896,0.41666281366515767,0.3918326795518329,0.48880909206064854,0.2676125919233829,0.38493150239799284
2014-07-11,0.3244990360548537,0.35621634072296593,0.39512451992655784,0.47297219124394746,0.3086288461894051,0.35817312428573195
2014-07-18,0.3878219439238476,0.33544820161747757,0.35547286634219954,0.47474448602309866,0.3450916103518256,0.32519364008638163
2014-07-25,0.3878219439238476,0.33544820161747757,0.378934172572796,0.44178463885743413,0.4086855052445119,0.21255852215595095
2014-08-01,0.36651039755855497,0.3479991567713853,0.382843934493077,0.4472642464316225,0.26335440262412596,0.22750403700880018
2014-08-08,0.35901262431534575,0.34667255891479903,0.3867008292169896,0.4472642464316225,0.26808852484543816,0.22734704144560208
2014-08-15,0.37997822989962243,0.362801541488863,0.39547123877912765,0.4600327466111137,0.26160470914696043,0.228293265340281
2014-08-22,0.3891961268349084,0.37757349860292644,0.40287989479291025,0.4770455385790873,0.26160470914696043,0.22904559948312134
2014-08-29,0.3793793970795553,0.3975828147030972,0.3735174292371668,0.4464080679287945,0.2717953191868467,0.31362945105905476
2014-09-05,0.3706098757911353,0.36884691336305414,0.3951775677009641,0.43265328221801447,0.2717953191868467,0.3091524129086177
2014-09-12,0.3665746907649999,0.38103886975889967,0.38461824855799437,0.3657824669170553,0.32358452443493246,0.28636439583140605
2014-09-19,0.363594179236078,0.3784561209196196,0.37201139377943887,0.3605982245164362,0.30786938585847157,0.2902553061544333
2014-09-26,0.37016605252221624,0.3851669324994057,0.37369035370882153,0.3699023224993814,0.36820038148188566,0.34250776257233523
2014-10-03,0.40689122612609785,0.3767523957665883,0.4060202784309225,0.362570033240906,0.36565324593409193,0.32490306155464915
2014-10-10,0.336803681846607,0.3715239196743658,0.36312472818614244,0.4117649832845863,0.3510834109132209,0.38233775351552335
2014-10-17,0.33256838978557984,0.389105475530359,0.2962003886922583,0.4117649832845863,0.3551650870163731,0.3929322872492433
2014-10-24,0.33231866797682014,0.37104452276527394,0.34875354642470624,0.4284183506633141,0.3542208623667417,0.37387102407976897
2014-10-31,0.37620023415430204,0.3599781318844513,0.37608990378329576,0.3023193965800365,0.2969878978244456,0.40189695575144396
2014-11-07,0.37938774767707256,0.3549392120009683,0.3702467886745101,0.3023193965800365,0.3261994001680233,0.4020963173143701
2014-11-14,0.3847595832357508,0.361991849714704,0.3702467886745101,0.29511803868676234,0.3048531653641415,0.4250229426906836
2014-11-21,0.374933587755587,0.37957448683885286,0.36790704636447624,0.29925973143614476,0.3048531653641415,0.4305926197729158
2014-11-28,0.37060943846829497,0.37511945968333815,0.3737804628802028,0.29925973143614476,0.303692810357346,0.4140310997477099
2014-12-05,0.4245149977169561,0.3510852927287578,0.3510304266978524,0.36294978706001735,0.3191378618735649,0.3964398917304946
2014-12-12,0.32932671005921077,0.3559481652295833,0.35732135526933334,0.25200928849293647,0.3190858863219148,0.35141332043340306
2014-12-19,0.37242075483784737,0.3559481652295833,0.35687807586180453,0.31754370840630053,0.3094150784516831,0.42287483451474434
2014-12-26,0.33279793385026996,0.34650896676634424,0.3625838382156357,0.35514639299670514,0.30591777241124457,0.35541301934506875
2015-01-02,0.3348855778171066,0.3555601049598151,0.4211503804987006,0.3548980861950859,0.30591777241124457,0.3479571608456802
2015-01-09,0.32916715399321195,0.3991121801062325,0.4382061341384133,0.29207587641773,0.34661225611471125,0.3429899284495396
2015-01-16,0.330510823117593,0.35852618497684646,0.41392532618832995,0.3056827231682549,0.3098404634900948,0.34614588667871254
2015-01-23,0.3225299052802491,0.37609194801858975,0.38689046176955455,0.31527292739979806,0.3256108330758849,0.3312675940213583
2015-01-30,0.3323625933139712,0.41659713626808326,0.3648111373275776,0.33186166335571954,0.345154307680396,0.34246970495057566
2015-02-06,0.31228728117228594,0.37305965827804227,0.3606008650131201,0.2963516811579392,0.3066990908039151,0.3201037165648243
2015-02-13,0.35880548114817007,0.365371125327409,0.3368737423594984,0.30180240520153967,0.34857592594571946,0.3305147083394202
2015-02-20,0.3600518651944714,0.3685125382095327,0.3374766801744562,0.27940682340585166,0.36240060909923366,0.3098386789918101
2015-02-27,0.3892544280393644,0.35922678401191316,0.3032862932842173,0.2975152719304829,0.3654577635620884,0.2693710692462827
2015-03-06,0.4405944427360158,0.3830557333047057,0.3491914154111864,0.22514824711388473,0.35800145143982864,0.30528620506375165
2015-03-13,0.46297835156589273,0.37467834539877454,0.3479875297316639,0.22645422062444637,0.3576418060164951,0.30960129442685214
2015-03-20,0.41603592092900904,0.34152306400655646,0.35323592523031183,0.24399989296521452,0.3746738847134525,0.2945544009303804
2015-03-27,0.436460248875885,0.3612721538640511,0.33514984707007006,0.3158176773374413,0.3921106478768479,0.3354879432857622
2015-04-03,0.44628558108487437,0.3612721538640511,0.338142518932026,0.3187470249638037,0.39588434433693254,0.32774463636729156
2015-04-10,0.41782725995687364,0.3588723504487687,0.34026032901275827,0.33631541590854874,0.3886179986529028,0.32115122961790177
2015-04-17,0.41205624932516427,0.35993333424629215,0.33227592734900857,0.33061830229120265,0.38239066572443586,0.30908780541937253
2015-04-24,0.39858717389840576,0.36218035238900553,0.3304899752780492,0.24836740555801248,0.33287073337594786,0.3260609285741975
2015-05-01,0.4075974286276227,0.35657480916236056,0.3275848059834499,0.24305072838894215,0.2815325476642438,0.34420914552366094
2015-05-08,0.40621787734595177,0.3582609048829273,0.32215183011797405,0.23594800735140778,0.30297557389800134,0.35336725554213094
2015-05-15,0.4027581717484013,0.3516155139794614,0.31984393367996883,0.2268492835479278,0.28974599538442736,0.3299845812683648
2015-05-22,0.4171286066869087,0.3397361591906179,0.3413500827671577,0.24860713097745524,0.2671326313251727,0.3622268039276479
2015-05-29,0.3855826070857435,0.3477947070743935,0.33409987954243836,0.30755715673822365,0.3292231309246584,0.3330888314420808
2015-06-05,0.41893686532918023,0.34234724365154606,0.3755904262854415,0.31512790417216435,0.35746805654167263,0.3008175385130609
2015-06-12,0.41189923195702455,0.3349358686326582,0.37560871239113064,0.3338046656413159,0.35746805654167263,0.2970993831537197
2015-06-19,0.31351857008297823,0.33012776417823025,0.2932208266833646,0.2606661196688511,0.213188893323778,0.3135381391161934
2015-06-26,0.33166498952785767,0.31053949912915685,0.35732231041030116,0.2599063164087456,0.25270424096587557,0.2854697657342128
2015-07-03,0.2927229838931702,0.3394527871477314,0.2860392965952103,0.2205938306775606,0.22602255612987976,0.27487804372350566
2015-07-10,0.29270070909861373,0.3778732845498183,0.2710055866810293,0.18776044516830812,0.21802512372285926,0.2439930376770247
2015-07-17,0.3856834723651746,0.34103138874192446,0.37835307561961184,0.27604928402425255,0.3250234494085989,0.3303483393827836
2015-07-24,0.32177975379809126,0.33737292999051716,0.2995336242436881,0.2714974272193291,0.36329168166085996,0.28572649803006783
2015-07-31,0.33065776743928854,0.3939371122603567,0.3758841466342891,0.2798122782361085,0.41550585675888474,0.32653868253680723
2015-08-07,0.33434605130909534,0.37562951788828636,0.3758841466342891,0.2928998499320666,0.27461440238628093,0.3323170325498924
2015-08-14,0.3438142822593043,0.371868770541758,0.3758841466342891,0.28958322458141134,0.2379830786824502,0.3272435543972931
2015-08-21,0.3367319160423372,0.28860749558695237,0.4291069167341026,0.2680803288434199,0.43208185363587986,0.3808109824457609
2015-08-28,0.3529836932924231,0.2916094666823596,0.4712720869512024,0.32466119941533844,0.4584199319832411,0.4313603284657467
2015-09-04,0.355331864991888,0.30812505509193994,0.444877211722841,0.32236817970425613,0.3332109280714773,0.3632418277154323
2015-09-11,0.3514629216797251,0.2916094666823596,0.3366377293314175,0.32035463357249105,0.4763851880465864,0.2805227267129734
2015-09-18,0.4598722641098163,0.39805020723507134,0.3977954269560193,0.3937584313403835,0.41180562077559585,0.3214768517037214
2015-09-25,0.45366411068220386,0.3157069110599995,0.3978477407847097,0.3949539878780277,0.3368597171466368,0.33913160421896876
2015-10-02,0.3588977160376461,0.31071817355411935,0.40773430047113707,0.42209058554602347,0.3663007111516448,0.36066244140721665
2015-10-09,0.36711370339398813,0.3111097931567329,0.33537470340909575,0.3784395169889695,0.2888352489861274,0.2744948398839956
2015-10-16,0.36711370339398813,0.27907678704427163,0.32254188502416603,0.40314299003781734,0.27348021717759247,0.253204895172533
2015-10-23,0.3555176209124574,0.3275610959519282,0.3373399036036453,0.4092609386371386,0.28728816723645223,0.25461035875829735
2015-10-30,0.36251660509395206,0.3189768186685163,0.3280706575606347,0.2706068616422195,0.3647154889996954,0.26523801537257796
2015-11-06,0.3887456720765867,0.30679967229441757,0.3358979703273697,0.2706068616422195,0.3614576789381533,0.26587917577898446
2015-11-13,0.3691750314142354,0.30018729693925267,0.32430385301782916,0.2738530424177712,0.37530687290048625,0.25098573855095774
2015-11-20,0.3744946650803674,0.31121018505780784,0.3350560911353636,0.22651355671603754,0.42234137051823467,0.2599475336390004
2015-11-27,0.35702166465133117,0.3192252759018897,0.3276931766470368,0.21433205130905128,0.3518273787167785,0.25360564270560265
2015-12-04,0.3288816393796228,0.32253657361681787,0.3276931766470368,0.21433205130905128,0.3234212778898698,0.2514301176994664
2015-12-11,0.36214318969490084,0.31886051519317743,0.3276931766470368,0.20674739715121654,0.3528210723421233,0.2643061422284223
2015-12-18,0.34684090338758844,0.3098429171832919,0.3276931766470368,0.21431834796001364,0.33396109750589104,0.2693560725945097
2015-12-25,0.33254337969189063,0.31237251110342956,0.33152564602981544,0.21431834796001364,0.3006508294834938,0.26884513806371774
2016-01-01,0.3397751367616756,0.31237251110342956,0.3276931766470368,0.21441565266863005,0.3081972107617677,0.26614690300547394
2016-01-08,0.38900496685143443,0.3740304848335366,0.3331401875003841,0.23795219725591055,0.2691932855077044,0.2847371481364892
2016-01-15,0.3418318641879383,0.35348451128636527,0.3199647913524246,0.2345910560452278,0.2621652888228647,0.2715379568364528
2016-01-22,0.3749498296729605,0.3191644821233144,0.30374128138706674,0.22931381279441568,0.22514842915745717,0.23867667599587214
2016-01-29,0.3812640881317911,0.3497117926675154,0.3247195095645105,0.2510421611637529,0.2303665657969931,0.2652691623412708
2016-02-05,0.3411406152653315,0.3831888368928691,0.3208556378921283,0.23559273659618726,0.22423093553813578,0.25824995365935083
2016-02-12,0.3535537335894893,0.3996961572131879,0.3480791864458165,0.23331537735622093,0.21859737749429012,0.2633207632842104
2016-02-19,0.32938613112028964,0.3650957310573039,0.34408047113305756,0.2356825294444172,0.21637049726603802,0.2532171419544474
2016-02-26,0.3385708678648355,0.3915809403169937,0.3222330650556826,0.3194016389161751,0.23512164436989974,0.2661687511067906
2016-03-04,0.3419204669790243,0.35408974117122866,0.32759227395374135,0.3032812034126329,0.22504092573871087,0.26077793245423453
2016-03-11,0.3467650180578568,0.3562717464727844,0.3457559718776384,0.26756925314305213,0.2271319079089866,0.2633280136276244
2016-03-18,0.3389414233308664,0.34853334863961904,0.3610044647422127,0.2883996388261113,0.2546633801562849,0.2806261477344614
2016-03-25,0.3389414233308664,0.3710980596449979,0.39496092696193863,0.31978841003996306,0.27083650486416205,0.26208764173165494
2016-04-01,0.33239481765011236,0.34028373166853204,0.3826022176428673,0.334604604495527,0.27220280464786084,0.2590124142905745
2016-04-08,0.3571374150783073,0.4623201861275553,0.4068788746771703,0.3070724822289419,0.22172842224851796,0.26582595190261804
2016-04-15,0.32427076714115116,0.4602900679618009,0.4006798456550879,0.3093833382209468,0.23186005962678785,0.26887588077755137
2016-04-22,0.3880951594905759,0.49034442591769845,0.445107924222235,0.3258709699683287,0.2229167384727514,0.3097744183443368
2016-04-29,0.3400076346740087,0.47042153870314846,0.4046475480162231,0.2060430542421307,0.2324682172654701,0.28287261986899565
2016-05-06,0.3319243465395414,0.41274556872252477,0.3532392999880238,0.19468035404141584,0.3101736571898324,0.3260245526443361
2016-05-13,0.37764043554567156,0.3619247803437741,0.4266587078200401,0.18773535935828323,0.280818047036075,0.3325146906462943
2016-05-20,0.43942892468463507,0.384190427577958,0.4074832529417265,0.20312851422985276,0.2454763441988981,0.2614049155705146
2016-05-27,0.4438836402714201,0.3879040884633496,0.36563342890603195,0.206888440071265,0.31370952466512286,0.33456828755071405
2016-06-03,0.4430402831537751,0.3452675588641116,0.36584778980673605,0.22528078957199632,0.32702463381095237,0.33181386961210696
2016-06-10,0.4430402831537751,0.3205529266016905,0.36584778980673605,0.22510174961452295,0.31440603127214684,0.3280593489129485
2016-06-17,0.4465234580367436,0.3284488945436487,0.37153191832041554,0.22265482473569587,0.3250800701231121,0.3305916282055745
2016-06-24,0.4388704995721145,0.3254583447295811,0.3809048863204562,0.2222087087103558,0.2841372308718558,0.35806435644169193
2016-07-01,0.4141447647799225,0.3465540908546737,0.3644157075961914,0.24931917284540753,0.35743191751757547,0.3497940322215035
2016-07-08,0.4272265563775518,0.3383256399804083,0.37635599130525826,0.25890549029986626,0.3807285592746721,0.3453275216175034
2016-07-15,0.3489405842769073,0.3139777172317242,0.3457787167412035,0.26804412380661724,0.35242601852080224,0.3031295717478485
2016-07-22,0.35640775343263886,0.33682231217096686,0.34914740673073497,0.28098081133712305,0.3721620122915882,0.3133874278116368
2016-07-29,0.36068515867700934,0.3147873468693336,0.35704213758592335,0.2992996317337637,0.34260282934670155,0.29672413702939604
2016-08-05,0.38455576989410606,0.3056070921802468,0.3324484010917052,0.285176473136841,0.31566168940180567,0.2843361396779711
2016-08-12,0.38603307453420005,0.29844708208394444,0.33500761284659514,0.2877383708345946,0.3594637171130369,0.27123212457085966
2016-08-19,0.38455576989410606,0.3127002337247371,0.3867091564692172,0.28009240448025596,0.3557530673597187,0.2953440144543761
2016-08-26,0.3695791711371369,0.3343163594106495,0.38679830762370054,0.2646099060524229,0.31598170201162323,0.28739325956172784
2016-09-02,0.368721383271211,0.32560441410557966,0.34158951423017636,0.268355052023024,0.3121738954700436,0.2782547979618272
2016-09-09,0.3822774826308924,0.34466096639783744,0.36675356928720454,0.29603689611879297,0.30061881772372345,0.341203274379116
2016-09-16,0.4020542206243313,0.3349675219961829,0.34814390169872966,0.2799604711044174,0.2716338280104309,0.3013353064389971
2016-09-23,0.3806607281586824,0.33340894178396563,0.35227962460247564,0.28481827326500747,0.2434898240266524,0.3129392161370304
