,config_name,learned_confidence,margin_confidence,agreement,risk_guard,signal_top_gap,mu_scale,lambda_turn,lambda_tail,selection_score,selected_config
2005-01-14,pp_holdout,0.09727194192377493,0.19804597701149423,0.3333333333333333,0.6,0.06,0.29337533653720504,1.1271970373284936,1.18496,,pp_holdout
2005-01-21,pp_holdout,0.08971931034482757,0.19804597701149423,0.3333333333333333,0.6,0.03999999999999998,0.28699487337931034,1.1301788162758621,1.18496,,pp_holdout
2005-01-28,pp_holdout,0.08971931034482757,0.19804597701149423,0.3333333333333333,0.6,0.03999999999999998,0.28699487337931034,1.1301788162758621,1.18496,,pp_holdout
2005-02-04,pp_holdout,0.08971931034482757,0.19804597701149423,0.3333333333333333,0.6,0.03999999999999998,0.28699487337931034,1.1301788162758621,1.18496,,pp_holdout
2005-02-11,pp_holdout,0.08971931034482757,0.19804597701149423,0.3333333333333333,0.6,0.03999999999999998,0.28699487337931034,1.1301788162758621,1.18496,,pp_holdout
2005-02-18,pp_holdout,0.08971931034482757,0.19804597701149423,0.3333333333333333,0.6,0.03999999999999998,0.28699487337931034,1.1301788162758621,1.18496,,pp_holdout
2005-02-25,pp_holdout,0.08971931034482757,0.19804597701149423,0.3333333333333333,0.6,0.03999999999999998,0.28699487337931034,1.1301788162758621,1.18496,,pp_holdout
2005-03-04,pp_holdout,0.08971931034482757,0.19804597701149423,0.3333333333333333,0.6,0.03999999999999998,0.28699487337931034,1.1301788162758621,1.18496,,pp_holdout
2005-03-11,pp_holdout,0.19341111312764667,0.4302298850574713,0.3333333333333333,0.6,0.1633333333333333,0.37459370837023587,1.089241292537205,1.18496,,pp_holdout
2005-03-18,pp_holdout,0.10840289624924378,0.3280890804597701,0.0,0.1,0.11333333333333334,0.3027787667513611,1.0758025365607986,0.9641600000000001,,pp_holdout
2005-03-25,pp_holdout,0.10840289624924378,0.3280890804597701,0.0,0.1,0.11333333333333334,0.3027787667513611,1.0758025365607986,0.9641600000000001,,pp_holdout
2005-04-01,pp_holdout,0.05777918179068358,0.22464080459770114,0.0,0.1,0.046666666666666634,0.26001185277676947,1.095788779029038,0.9641600000000001,,pp_holdout
2005-04-08,pp_holdout,0.062391681790683585,0.24339080459770115,0.0,0.1,0.046666666666666634,0.2639084927767695,1.0939677640290382,0.9641600000000001,,pp_holdout
2005-04-15,pp_holdout,0.062391681790683585,0.24339080459770115,0.0,0.1,0.046666666666666634,0.2639084927767695,1.0939677640290382,0.9641600000000001,,pp_holdout
2005-04-22,pp_holdout,0.062391681790683585,0.24339080459770115,0.0,0.1,0.046666666666666634,0.2639084927767695,1.0939677640290382,0.9641600000000001,,pp_holdout
2005-04-29,pp_holdout,0.062391681790683585,0.24339080459770115,0.0,0.1,0.046666666666666634,0.2639084927767695,1.0939677640290382,0.9641600000000001,,pp_holdout
2005-05-06,pp_holdout,0.1127957533921009,0.34594622331691294,0.0,0.1,0.11333333333333334,0.30648985246564686,1.0740682365607983,0.9641600000000001,,pp_holdout
2005-05-13,pp_holdout,0.06217203893354072,0.242497947454844,0.0,0.1,0.046666666666666634,0.26372293849105516,1.094054479029038,0.9641600000000001,,pp_holdout
2005-05-20,pp_holdout,0.17675638233514818,0.5109195402298851,0.3333333333333333,0.1,0.06666666666666665,0.36052379179673316,1.0488165802540834,0.9641600000000001,,pp_holdout
2005-05-27,pp_holdout,0.17675638233514818,0.5109195402298851,0.3333333333333333,0.1,0.06666666666666665,0.36052379179673316,1.0488165802540834,0.9641600000000001,,pp_holdout
2005-06-03,pp_holdout,0.17675638233514818,0.5109195402298851,0.3333333333333333,0.1,0.06666666666666665,0.36052379179673316,1.0488165802540834,0.9641600000000001,,pp_holdout
2005-06-10,pp_holdout,0.2222904416212946,0.5936781609195403,0.3333333333333333,0.1,0.13333333333333333,0.3989909650816697,1.0308397336479127,0.9641600000000001,,pp_holdout
2005-06-17,pp_holdout,0.2348781609195402,0.5936781609195403,0.3333333333333333,0.1,0.16666666666666666,0.40962507034482754,1.0258701020689653,0.9641600000000001,,pp_holdout
2005-06-24,pp_holdout,0.06856896551724137,0.27873563218390807,0.0,0.1,0.013333333333333336,0.26912706206896553,1.091528972413793,0.9641600000000001,,pp_holdout
2005-07-01,pp_holdout,0.08892758620689653,0.3614942528735632,0.0,0.1,0.019999999999999962,0.2863260248275862,1.0834913889655173,0.9641600000000001,,pp_holdout
2005-07-08,pp_holdout,0.08892758620689653,0.3614942528735632,0.0,0.1,0.019999999999999962,0.2863260248275862,1.0834913889655173,0.9641600000000001,,pp_holdout
2005-07-15,pp_holdout,0.1067413793103448,0.4339080459770115,0.0,0.1,0.013333333333333364,0.3013751172413793,1.0764585034482759,0.9641600000000001,,pp_holdout
2005-07-22,pp_holdout,0.13446164549304293,0.4442528735632184,0.0,0.1,0.10666666666666666,0.3247931981125226,1.0655145423593464,0.9641600000000001,,pp_holdout
2005-07-29,pp_holdout,0.07111379310344826,0.2890804597701149,0.0,0.1,0.006666666666666654,0.2712769324137931,1.0905242744827583,0.9641600000000001,,pp_holdout
