,dual_momentum_topn,cta_trend_long_only,composite_trend_quality_refined,composite_regime_conditioned,taa_10m_sma,cash::BIL
2006-10-06,0.09809795083369356,0.28224,0.054062560264773074,0.29207542617338617,0.07352406272814721,0.19999999999999996
2006-10-13,0.09809795083369356,0.28224,0.054062560264773074,0.29207542617338617,0.07352406272814721,0.19999999999999996
2006-10-20,0.09809795083369356,0.28224,0.054062560264773074,0.29207542617338617,0.07352406272814721,0.19999999999999996
2006-10-27,0.11056599203670979,0.37640448000000004,0.051609126220793666,0.340718864257095,0.07799255438214418,0.042708983103257325
2006-11-03,0.11056599203670979,0.37640448000000004,0.051609126220793666,0.340718864257095,0.07799255438214418,0.042708983103257325
2006-11-10,0.11056599203670979,0.37640448000000004,0.051609126220793666,0.340718864257095,0.07799255438214418,0.042708983103257325
2006-11-17,0.11056599203670979,0.37640448000000004,0.051609126220793666,0.340718864257095,0.07799255438214418,0.042708983103257325
2006-11-24,0.08718840994891117,0.4499999999999999,0.02982447338855961,0.37568112020088573,0.057305996461643555,0.0
2006-12-01,0.08718840994891117,0.4499999999999999,0.02982447338855961,0.37568112020088573,0.057305996461643555,0.0
2006-12-08,0.08718840994891117,0.4499999999999999,0.02982447338855961,0.37568112020088573,0.057305996461643555,0.0
2006-12-15,0.08718840994891117,0.4499999999999999,0.02982447338855961,0.37568112020088573,0.057305996461643555,0.0
2006-12-22,0.08718840994891117,0.4499999999999999,0.02982447338855961,0.37568112020088573,0.057305996461643555,0.0
2006-12-29,0.11181901380368245,0.42277941938608743,0.039597633977724075,0.35039565783295834,0.0754082749995478,0.0
2007-01-05,0.11181901380368245,0.42277941938608743,0.039597633977724075,0.35039565783295834,0.0754082749995478,0.0
2007-01-12,0.11181901380368245,0.42277941938608743,0.039597633977724075,0.35039565783295834,0.0754082749995478,0.0
2007-01-19,0.11181901380368245,0.42277941938608743,0.039597633977724075,0.35039565783295834,0.0754082749995478,0.0
2007-01-26,0.11398047286005131,0.44871603271475735,0.04627986101434309,0.3198168123830584,0.07120682102778984,0.0
2007-02-02,0.11398047286005131,0.44871603271475735,0.04627986101434309,0.3198168123830584,0.07120682102778984,0.0
2007-02-09,0.11398047286005131,0.44871603271475735,0.04627986101434309,0.3198168123830584,0.07120682102778984,0.0
2007-02-16,0.11398047286005131,0.44871603271475735,0.04627986101434309,0.3198168123830584,0.07120682102778984,0.0
2007-02-23,0.11269419779488399,0.3241662286263749,0.04288217578121395,0.4379948481694025,0.08226254962812458,0.0
2007-03-02,0.11269419779488399,0.3241662286263749,0.04288217578121395,0.4379948481694025,0.08226254962812458,0.0
2007-03-09,0.11269419779488399,0.3241662286263749,0.04288217578121395,0.4379948481694025,0.08226254962812458,0.0
2007-03-16,0.11269419779488399,0.3241662286263749,0.04288217578121395,0.4379948481694025,0.08226254962812458,0.0
2007-03-23,0.11269419779488399,0.3241662286263749,0.04288217578121395,0.4379948481694025,0.08226254962812458,0.0
2007-03-30,0.11276656307885868,0.3014592097505547,0.04294903080293283,0.4215426572743627,0.07789133615978723,0.04339120293350385
2007-04-06,0.11276656307885868,0.3014592097505547,0.04294903080293283,0.4215426572743627,0.07789133615978723,0.04339120293350385
2007-04-13,0.11276656307885868,0.3014592097505547,0.04294903080293283,0.4215426572743627,0.07789133615978723,0.04339120293350385
2007-04-20,0.11276656307885868,0.3014592097505547,0.04294903080293283,0.4215426572743627,0.07789133615978723,0.04339120293350385
2007-04-27,0.10764577548958496,0.30249855088578376,0.04404422332101548,0.4196214897420106,0.0828065662154212,0.0433833943461841
2007-05-04,0.10764577548958496,0.30249855088578376,0.04404422332101548,0.4196214897420106,0.0828065662154212,0.0433833943461841
2007-05-11,0.10764577548958496,0.30249855088578376,0.04404422332101548,0.4196214897420106,0.0828065662154212,0.0433833943461841
2007-05-18,0.10764577548958496,0.30249855088578376,0.04404422332101548,0.4196214897420106,0.0828065662154212,0.0433833943461841
2007-05-25,0.11171510438984726,0.3196221095582528,0.04816724535696734,0.3950560274967023,0.08224937721536989,0.04319013598286037
2007-06-01,0.11171510438984726,0.3196221095582528,0.04816724535696734,0.3950560274967023,0.08224937721536989,0.04319013598286037
2007-06-08,0.11171510438984726,0.3196221095582528,0.04816724535696734,0.3950560274967023,0.08224937721536989,0.04319013598286037
2007-06-15,0.11171510438984726,0.3196221095582528,0.04816724535696734,0.3950560274967023,0.08224937721536989,0.04319013598286037
2007-06-22,0.11171510438984726,0.3196221095582528,0.04816724535696734,0.3950560274967023,0.08224937721536989,0.04319013598286037
2007-06-29,0.11124174803933784,0.32806636958138047,0.04965876054910967,0.3840950581837457,0.08383744981386779,0.04310061383255859
2007-07-06,0.11124174803933784,0.32806636958138047,0.04965876054910967,0.3840950581837457,0.08383744981386779,0.04310061383255859
2007-07-13,0.11124174803933784,0.32806636958138047,0.04965876054910967,0.3840950581837457,0.08383744981386779,0.04310061383255859
2007-07-20,0.11124174803933784,0.32806636958138047,0.04965876054910967,0.3840950581837457,0.08383744981386779,0.04310061383255859
2007-07-27,0.09523161441718467,0.2552191926139855,0.04218601325960458,0.3366698152316894,0.07069336447753592,0.19999999999999996
2007-08-03,0.09523161441718467,0.2552191926139855,0.04218601325960458,0.3366698152316894,0.07069336447753592,0.19999999999999996
2007-08-10,0.09523161441718467,0.2552191926139855,0.04218601325960458,0.3366698152316894,0.07069336447753592,0.19999999999999996
2007-08-17,0.09523161441718467,0.2552191926139855,0.04218601325960458,0.3366698152316894,0.07069336447753592,0.19999999999999996
2007-08-24,0.09523161441718467,0.2552191926139855,0.04218601325960458,0.3366698152316894,0.07069336447753592,0.19999999999999996
2007-08-31,0.04828354846199451,0.11896769312545126,0.022193692695520864,0.17300094456950685,0.03755412114752659,0.5999999999999999
2007-09-07,0.04828354846199451,0.11896769312545126,0.022193692695520864,0.17300094456950685,0.03755412114752659,0.5999999999999999
2007-09-14,0.04828354846199451,0.11896769312545126,0.022193692695520864,0.17300094456950685,0.03755412114752659,0.5999999999999999
2007-09-21,0.04828354846199451,0.11896769312545126,0.022193692695520864,0.17300094456950685,0.03755412114752659,0.5999999999999999
2007-09-28,0.1243796990983708,0.3029968371262513,0.05927886479536374,0.3918704612299788,0.0926777576300435,0.02879638011999175
2007-10-05,0.1243796990983708,0.3029968371262513,0.05927886479536374,0.3918704612299788,0.0926777576300435,0.02879638011999175
2007-10-12,0.1243796990983708,0.3029968371262513,0.05927886479536374,0.3918704612299788,0.0926777576300435,0.02879638011999175
2007-10-19,0.1243796990983708,0.3029968371262513,0.05927886479536374,0.3918704612299788,0.0926777576300435,0.02879638011999175
2007-10-26,0.05026840737413886,0.11612955181460688,0.024425069559905255,0.1688374795666584,0.040339491684690684,0.5999999999999999
2007-11-02,0.05026840737413886,0.11612955181460688,0.024425069559905255,0.1688374795666584,0.040339491684690684,0.5999999999999999
2007-11-09,0.05026840737413886,0.11612955181460688,0.024425069559905255,0.1688374795666584,0.040339491684690684,0.5999999999999999
2007-11-16,0.05026840737413886,0.11612955181460688,0.024425069559905255,0.1688374795666584,0.040339491684690684,0.5999999999999999
2007-11-23,0.05026840737413886,0.11612955181460688,0.024425069559905255,0.1688374795666584,0.040339491684690684,0.5999999999999999
2007-11-30,0.04999784334469509,0.11027852500549017,0.02441269530889304,0.17330248773999504,0.04200844860092671,0.5999999999999999
2007-12-07,0.04999784334469509,0.11027852500549017,0.02441269530889304,0.17330248773999504,0.04200844860092671,0.5999999999999999
2007-12-14,0.04999784334469509,0.11027852500549017,0.02441269530889304,0.17330248773999504,0.04200844860092671,0.5999999999999999
2007-12-21,0.04999784334469509,0.11027852500549017,0.02441269530889304,0.17330248773999504,0.04200844860092671,0.5999999999999999
2007-12-28,0.10120801016108923,0.21581434977023337,0.04835431319955487,0.351962985287994,0.08266034158112863,0.19999999999999984
2008-01-04,0.10120801016108923,0.21581434977023337,0.04835431319955487,0.351962985287994,0.08266034158112863,0.19999999999999984
2008-01-11,0.10120801016108923,0.21581434977023337,0.04835431319955487,0.351962985287994,0.08266034158112863,0.19999999999999984
2008-01-18,0.10120801016108923,0.21581434977023337,0.04835431319955487,0.351962985287994,0.08266034158112863,0.19999999999999984
2008-01-25,0.050011074551018,0.10502627311145384,0.024601074831879677,0.1775888955863982,0.042772681919250315,0.6
2008-02-01,0.050011074551018,0.10502627311145384,0.024601074831879677,0.1775888955863982,0.042772681919250315,0.6
2008-02-08,0.050011074551018,0.10502627311145384,0.024601074831879677,0.1775888955863982,0.042772681919250315,0.6
2008-02-15,0.050011074551018,0.10502627311145384,0.024601074831879677,0.1775888955863982,0.042772681919250315,0.6
2008-02-22,0.050011074551018,0.10502627311145384,0.024601074831879677,0.1775888955863982,0.042772681919250315,0.6
2008-02-29,0.04955820325955396,0.10309597619490221,0.02504128849289962,0.17855333735183893,0.043751194700805324,0.6
2008-03-07,0.04955820325955396,0.10309597619490221,0.02504128849289962,0.17855333735183893,0.043751194700805324,0.6
2008-03-14,0.04955820325955396,0.10309597619490221,0.02504128849289962,0.17855333735183893,0.043751194700805324,0.6
2008-03-21,0.04955820325955396,0.10309597619490221,0.02504128849289962,0.17855333735183893,0.043751194700805324,0.6
2008-03-28,0.04942544958701322,0.10221584741127265,0.02500631526182965,0.17913200241110336,0.04422038532878117,0.6
2008-04-04,0.04942544958701322,0.10221584741127265,0.02500631526182965,0.17913200241110336,0.04422038532878117,0.6
2008-04-11,0.04942544958701322,0.10221584741127265,0.02500631526182965,0.17913200241110336,0.04422038532878117,0.6
2008-04-18,0.04942544958701322,0.10221584741127265,0.02500631526182965,0.17913200241110336,0.04422038532878117,0.6
2008-04-25,0.04958658178025853,0.10152458516960255,0.025086008140279687,0.17947920144666196,0.04432362346319722,0.6000000000000001
2008-05-02,0.04958658178025853,0.10152458516960255,0.025086008140279687,0.17947920144666196,0.04432362346319722,0.6000000000000001
2008-05-09,0.04958658178025853,0.10152458516960255,0.025086008140279687,0.17947920144666196,0.04432362346319722,0.6000000000000001
2008-05-16,0.04958658178025853,0.10152458516960255,0.025086008140279687,0.17947920144666196,0.04432362346319722,0.6000000000000001
2008-05-23,0.04958658178025853,0.10152458516960255,0.025086008140279687,0.17947920144666196,0.04432362346319722,0.6000000000000001
2008-05-30,0.100791622049976,0.20506961737261334,0.049441610999649326,0.3593750417359944,0.08532210784176698,0.19999999999999996
2008-06-06,0.100791622049976,0.20506961737261334,0.049441610999649326,0.3593750417359944,0.08532210784176698,0.19999999999999996
2008-06-13,0.100791622049976,0.20506961737261334,0.049441610999649326,0.3593750417359944,0.08532210784176698,0.19999999999999996
2008-06-20,0.100791622049976,0.20506961737261334,0.049441610999649326,0.3593750417359944,0.08532210784176698,0.19999999999999996
2008-06-27,0.10159565471177408,0.20589529435331888,0.04928799053057235,0.35962502504159666,0.08359603536273812,0.19999999999999996
2008-07-04,0.10159565471177408,0.20589529435331888,0.04928799053057235,0.35962502504159666,0.08359603536273812,0.19999999999999996
2008-07-11,0.10159565471177408,0.20589529435331888,0.04928799053057235,0.35962502504159666,0.08359603536273812,0.19999999999999996
2008-07-18,0.10159565471177408,0.20589529435331888,0.04928799053057235,0.35962502504159666,0.08359603536273812,0.19999999999999996
2008-07-25,0.08029114170710434,0.20047938553484507,0.04881045288505128,0.359775015024958,0.11064400484804138,0.19999999999999996
2008-08-01,0.08029114170710434,0.20047938553484507,0.04881045288505128,0.359775015024958,0.11064400484804138,0.19999999999999996
2008-08-08,0.08029114170710434,0.20047938553484507,0.04881045288505128,0.359775015024958,0.11064400484804138,0.19999999999999996
2008-08-15,0.08029114170710434,0.20047938553484507,0.04881045288505128,0.359775015024958,0.11064400484804138,0.19999999999999996
2008-08-22,0.08029114170710434,0.20047938553484507,0.04881045288505128,0.359775015024958,0.11064400484804138,0.19999999999999996
2008-08-29,0.0711087080086873,0.20227371150781562,0.04997571230982847,0.35986500901497487,0.11677685915869383,0.19999999999999996
2008-09-05,0.0711087080086873,0.20227371150781562,0.04997571230982847,0.35986500901497487,0.11677685915869383,0.19999999999999996
2008-09-12,0.0711087080086873,0.20227371150781562,0.04997571230982847,0.35986500901497487,0.11677685915869383,0.19999999999999996
2008-09-19,0.0711087080086873,0.20227371150781562,0.04997571230982847,0.35986500901497487,0.11677685915869383,0.19999999999999996
2008-09-26,0.032410057324157464,0.09906005361622039,0.026119282864700957,0.17995950270449246,0.062451103490428775,0.6
2008-10-03,0.032410057324157464,0.09906005361622039,0.026119282864700957,0.17995950270449246,0.062451103490428775,0.6
2008-10-10,0.032410057324157464,0.09906005361622039,0.026119282864700957,0.17995950270449246,0.062451103490428775,0.6
2008-10-17,0.032410057324157464,0.09906005361622039,0.026119282864700957,0.17995950270449246,0.062451103490428775,0.6
2008-10-24,0.032410057324157464,0.09906005361622039,0.026119282864700957,0.17995950270449246,0.062451103490428775,0.6
2008-10-31,0.03229664939763928,0.09648698953206132,0.028555076068717253,0.1799757016226955,0.06268558337888672,0.6
2008-11-07,0.03229664939763928,0.09648698953206132,0.028555076068717253,0.1799757016226955,0.06268558337888672,0.6
2008-11-14,0.03229664939763928,0.09648698953206132,0.028555076068717253,0.1799757016226955,0.06268558337888672,0.6
2008-11-21,0.03229664939763928,0.09648698953206132,0.028555076068717253,0.1799757016226955,0.06268558337888672,0.6
2008-11-28,0.0329652090227324,0.0933802233048461,0.029810093927248496,0.17998542097361728,0.06385905277155572,0.6000000000000001
2008-12-05,0.0329652090227324,0.0933802233048461,0.029810093927248496,0.17998542097361728,0.06385905277155572,0.6000000000000001
2008-12-12,0.0329652090227324,0.0933802233048461,0.029810093927248496,0.17998542097361728,0.06385905277155572,0.6000000000000001
2008-12-19,0.0329652090227324,0.0933802233048461,0.029810093927248496,0.17998542097361728,0.06385905277155572,0.6000000000000001
2008-12-26,0.04561264337249306,0.0773861861843896,0.04417021485104641,0.17999125258417037,0.05283970300790058,0.6
2009-01-02,0.04561264337249306,0.0773861861843896,0.04417021485104641,0.17999125258417037,0.05283970300790058,0.6
2009-01-09,0.04561264337249306,0.0773861861843896,0.04417021485104641,0.17999125258417037,0.05283970300790058,0.6
2009-01-16,0.04561264337249306,0.0773861861843896,0.04417021485104641,0.17999125258417037,0.05283970300790058,0.6
2009-01-23,0.04561264337249306,0.0773861861843896,0.04417021485104641,0.17999125258417037,0.05283970300790058,0.6
2009-01-30,0.05339950832859659,0.06736131438527196,0.053744192182157785,0.17999475155050224,0.045500233553471485,0.5999999999999999
2009-02-06,0.05339950832859659,0.06736131438527196,0.053744192182157785,0.17999475155050224,0.045500233553471485,0.5999999999999999
2009-02-13,0.05339950832859659,0.06736131438527196,0.053744192182157785,0.17999475155050224,0.045500233553471485,0.5999999999999999
2009-02-20,0.05339950832859659,0.06736131438527196,0.053744192182157785,0.17999475155050224,0.045500233553471485,0.5999999999999999
2009-02-27,0.05896982489246432,0.061046731225320686,0.059171189473903554,0.17999685093030135,0.040815403478010125,0.6000000000000001
2009-03-06,0.05896982489246432,0.061046731225320686,0.059171189473903554,0.17999685093030135,0.040815403478010125,0.6000000000000001
2009-03-13,0.05896982489246432,0.061046731225320686,0.059171189473903554,0.17999685093030135,0.040815403478010125,0.6000000000000001
2009-03-20,0.05896982489246432,0.061046731225320686,0.059171189473903554,0.17999685093030135,0.040815403478010125,0.6000000000000001
2009-03-27,0.0627004597199109,0.056916052155495445,0.06255865605804688,0.17999811055818077,0.037826721508365996,0.6
2009-04-03,0.0627004597199109,0.056916052155495445,0.06255865605804688,0.17999811055818077,0.037826721508365996,0.6
2009-04-10,0.0627004597199109,0.056916052155495445,0.06255865605804688,0.17999811055818077,0.037826721508365996,0.6
2009-04-17,0.0627004597199109,0.056916052155495445,0.06255865605804688,0.17999811055818077,0.037826721508365996,0.6
2009-04-24,0.10635288065025349,0.13536176996096586,0.10371410074010695,0.359997732669817,0.0945735159788568,0.19999999999999996
2009-05-01,0.10635288065025349,0.13536176996096586,0.10371410074010695,0.359997732669817,0.0945735159788568,0.19999999999999996
2009-05-08,0.10635288065025349,0.13536176996096586,0.10371410074010695,0.359997732669817,0.0945735159788568,0.19999999999999996
2009-05-15,0.10635288065025349,0.13536176996096586,0.10371410074010695,0.359997732669817,0.0945735159788568,0.19999999999999996
2009-05-22,0.10635288065025349,0.13536176996096586,0.10371410074010695,0.359997732669817,0.0945735159788568,0.19999999999999996
2009-05-29,0.10053707270136113,0.11961648871992568,0.11818832801192672,0.35999863960189016,0.10165947096489636,0.19999999999999996
2009-06-05,0.10053707270136113,0.11961648871992568,0.11818832801192672,0.35999863960189016,0.10165947096489636,0.19999999999999996
2009-06-12,0.10053707270136113,0.11961648871992568,0.11818832801192672,0.35999863960189016,0.10165947096489636,0.19999999999999996
2009-06-19,0.10053707270136113,0.11961648871992568,0.11818832801192672,0.35999863960189016,0.10165947096489636,0.19999999999999996
2009-06-26,0.1194847928224894,0.11977715216350973,0.17710363731643464,0.4355995061754861,0.11823716476489875,0.029797746757181387
2009-07-03,0.1194847928224894,0.11977715216350973,0.17710363731643464,0.4355995061754861,0.11823716476489875,0.029797746757181387
2009-07-10,0.1194847928224894,0.11977715216350973,0.17710363731643464,0.4355995061754861,0.11823716476489875,0.029797746757181387
2009-07-17,0.1194847928224894,0.11977715216350973,0.17710363731643464,0.4355995061754861,0.11823716476489875,0.029797746757181387
2009-07-24,0.1194847928224894,0.11977715216350973,0.17710363731643464,0.4355995061754861,0.11823716476489875,0.029797746757181387
2009-07-31,0.11327409136629363,0.11963253624743066,0.1941803769006824,0.4131290838208102,0.1300195968256003,0.029764314839182848
2009-08-07,0.11327409136629363,0.11963253624743066,0.1941803769006824,0.4131290838208102,0.1300195968256003,0.029764314839182848
2009-08-14,0.11327409136629363,0.11963253624743066,0.1941803769006824,0.4131290838208102,0.1300195968256003,0.029764314839182848
2009-08-21,0.11327409136629363,0.11963253624743066,0.1941803769006824,0.4131290838208102,0.1300195968256003,0.029764314839182848
2009-08-28,0.10813745755709292,0.11549934424406155,0.1920749161351818,0.4145785666715949,0.12497454591175267,0.044735169480316195
2009-09-04,0.10813745755709292,0.11549934424406155,0.1920749161351818,0.4145785666715949,0.12497454591175267,0.044735169480316195
2009-09-11,0.10813745755709292,0.11549934424406155,0.1920749161351818,0.4145785666715949,0.12497454591175267,0.044735169480316195
2009-09-18,0.10813745755709292,0.11549934424406155,0.1920749161351818,0.4145785666715949,0.12497454591175267,0.044735169480316195
2009-09-25,0.19533963003529659,0.10788983276542534,0.11363901689328315,0.45,0.13313152030599495,0.0
2009-10-02,0.19533963003529659,0.10788983276542534,0.11363901689328315,0.45,0.13313152030599495,0.0
2009-10-09,0.19533963003529659,0.10788983276542534,0.11363901689328315,0.45,0.13313152030599495,0.0
2009-10-16,0.19533963003529659,0.10788983276542534,0.11363901689328315,0.45,0.13313152030599495,0.0
2009-10-23,0.19533963003529659,0.10788983276542534,0.11363901689328315,0.45,0.13313152030599495,0.0
2009-10-30,0.22242417393429417,0.09825199088747283,0.11357229903786889,0.45,0.11575153614036413,0.0
2009-11-06,0.22242417393429417,0.09825199088747283,0.11357229903786889,0.45,0.11575153614036413,0.0
2009-11-13,0.22242417393429417,0.09825199088747283,0.11357229903786889,0.45,0.11575153614036413,0.0
2009-11-20,0.22242417393429417,0.09825199088747283,0.11357229903786889,0.45,0.11575153614036413,0.0
2009-11-27,0.2400071739661962,0.09577996289958174,0.10006230500255664,0.45,0.11415055813166548,0.0
2009-12-04,0.2400071739661962,0.09577996289958174,0.10006230500255664,0.45,0.11415055813166548,0.0
2009-12-11,0.2400071739661962,0.09577996289958174,0.10006230500255664,0.45,0.11415055813166548,0.0
2009-12-18,0.2400071739661962,0.09577996289958174,0.10006230500255664,0.45,0.11415055813166548,0.0
2009-12-25,0.24044496192592568,0.09588730856313045,0.10000430674219456,0.44999999999999996,0.1136634227687493,1.1102230246251565e-16
2010-01-01,0.24044496192592568,0.09588730856313045,0.10000430674219456,0.44999999999999996,0.1136634227687493,1.1102230246251565e-16
2010-01-08,0.24044496192592568,0.09588730856313045,0.10000430674219456,0.44999999999999996,0.1136634227687493,1.1102230246251565e-16
2010-01-15,0.24044496192592568,0.09588730856313045,0.10000430674219456,0.44999999999999996,0.1136634227687493,1.1102230246251565e-16
2010-01-22,0.24044496192592568,0.09588730856313045,0.10000430674219456,0.44999999999999996,0.1136634227687493,1.1102230246251565e-16
2010-01-29,0.241240584166608,0.09422147460837683,0.09289506030280964,0.45,0.1216428809222054,0.0
2010-02-05,0.241240584166608,0.09422147460837683,0.09289506030280964,0.45,0.1216428809222054,0.0
2010-02-12,0.241240584166608,0.09422147460837683,0.09289506030280964,0.45,0.1216428809222054,0.0
2010-02-19,0.241240584166608,0.09422147460837683,0.09289506030280964,0.45,0.1216428809222054,0.0
2010-02-26,0.24494580461170798,0.09404092979201926,0.09235948618551085,0.44999999999999996,0.11865377941076198,0.0
2010-03-05,0.24494580461170798,0.09404092979201926,0.09235948618551085,0.44999999999999996,0.11865377941076198,0.0
2010-03-12,0.24494580461170798,0.09404092979201926,0.09235948618551085,0.44999999999999996,0.11865377941076198,0.0
2010-03-19,0.24494580461170798,0.09404092979201926,0.09235948618551085,0.44999999999999996,0.11865377941076198,0.0
2010-03-26,0.24656316431458236,0.0942623360474942,0.09243330432956437,0.44353687627291155,0.12320431903544743,0.0
2010-04-02,0.24656316431458236,0.0942623360474942,0.09243330432956437,0.44353687627291155,0.12320431903544743,0.0
2010-04-09,0.24656316431458236,0.0942623360474942,0.09243330432956437,0.44353687627291155,0.12320431903544743,0.0
2010-04-16,0.24656316431458236,0.0942623360474942,0.09243330432956437,0.44353687627291155,0.12320431903544743,0.0
2010-04-23,0.24656316431458236,0.0942623360474942,0.09243330432956437,0.44353687627291155,0.12320431903544743,0.0
2010-04-30,0.20879107691043342,0.11828995587695057,0.09037570615561402,0.45,0.13254326105700198,0.0
2010-05-07,0.20879107691043342,0.11828995587695057,0.09037570615561402,0.45,0.13254326105700198,0.0
2010-05-14,0.20879107691043342,0.11828995587695057,0.09037570615561402,0.45,0.13254326105700198,0.0
2010-05-21,0.20879107691043342,0.11828995587695057,0.09037570615561402,0.45,0.13254326105700198,0.0
2010-05-28,0.16851342663706617,0.08919983738321348,0.07308647867274208,0.36000000000000004,0.10920025730697834,0.19999999999999984
2010-06-04,0.16851342663706617,0.08919983738321348,0.07308647867274208,0.36000000000000004,0.10920025730697834,0.19999999999999984
2010-06-11,0.16851342663706617,0.08919983738321348,0.07308647867274208,0.36000000000000004,0.10920025730697834,0.19999999999999984
2010-06-18,0.16851342663706617,0.08919983738321348,0.07308647867274208,0.36000000000000004,0.10920025730697834,0.19999999999999984
2010-06-25,0.16718180358721588,0.08707001412410838,0.07283136644617409,0.36,0.11291681584250167,0.19999999999999996
2010-07-02,0.16718180358721588,0.08707001412410838,0.07283136644617409,0.36,0.11291681584250167,0.19999999999999996
2010-07-09,0.16718180358721588,0.08707001412410838,0.07283136644617409,0.36,0.11291681584250167,0.19999999999999996
2010-07-16,0.16718180358721588,0.08707001412410838,0.07283136644617409,0.36,0.11291681584250167,0.19999999999999996
2010-07-23,0.16718180358721588,0.08707001412410838,0.07283136644617409,0.36,0.11291681584250167,0.19999999999999996
2010-07-30,0.16938173586894312,0.09046988952514103,0.07509734265580266,0.3523192258540171,0.11273180609609618,0.19999999999999996
2010-08-06,0.16938173586894312,0.09046988952514103,0.07509734265580266,0.3523192258540171,0.11273180609609618,0.19999999999999996
2010-08-13,0.16938173586894312,0.09046988952514103,0.07509734265580266,0.3523192258540171,0.11273180609609618,0.19999999999999996
2010-08-20,0.16938173586894312,0.09046988952514103,0.07509734265580266,0.3523192258540171,0.11273180609609618,0.19999999999999996
2010-08-27,0.17157498406448504,0.09436202988176012,0.07712052968563125,0.34380668073222675,0.11313577563589693,0.19999999999999984
2010-09-03,0.17157498406448504,0.09436202988176012,0.07712052968563125,0.34380668073222675,0.11313577563589693,0.19999999999999984
2010-09-10,0.17157498406448504,0.09436202988176012,0.07712052968563125,0.34380668073222675,0.11313577563589693,0.19999999999999984
2010-09-17,0.17157498406448504,0.09436202988176012,0.07712052968563125,0.34380668073222675,0.11313577563589693,0.19999999999999984
2010-09-24,0.21416935337063123,0.16004647415467654,0.0893394111526861,0.3400109615791289,0.14664022858339282,0.04979357115948435
2010-10-01,0.21416935337063123,0.16004647415467654,0.0893394111526861,0.3400109615791289,0.14664022858339282,0.04979357115948435
2010-10-08,0.21416935337063123,0.16004647415467654,0.0893394111526861,0.3400109615791289,0.14664022858339282,0.04979357115948435
2010-10-15,0.21416935337063123,0.16004647415467654,0.0893394111526861,0.3400109615791289,0.14664022858339282,0.04979357115948435
2010-10-22,0.21416935337063123,0.16004647415467654,0.0893394111526861,0.3400109615791289,0.14664022858339282,0.04979357115948435
2010-10-29,0.24262298080452518,0.12309814069319183,0.16774157123235928,0.35163901881139653,0.07676318771275996,0.038135100745767314
2010-11-05,0.24262298080452518,0.12309814069319183,0.16774157123235928,0.35163901881139653,0.07676318771275996,0.038135100745767314
2010-11-12,0.24262298080452518,0.12309814069319183,0.16774157123235928,0.35163901881139653,0.07676318771275996,0.038135100745767314
2010-11-19,0.24262298080452518,0.12309814069319183,0.16774157123235928,0.35163901881139653,0.07676318771275996,0.038135100745767314
2010-11-26,0.23931039113483119,0.12422214154837584,0.17077284716112906,0.33538053095097503,0.07444636959161727,0.05586771961307169
2010-12-03,0.23931039113483119,0.12422214154837584,0.17077284716112906,0.33538053095097503,0.07444636959161727,0.05586771961307169
2010-12-10,0.23931039113483119,0.12422214154837584,0.17077284716112906,0.33538053095097503,0.07444636959161727,0.05586771961307169
2010-12-17,0.23931039113483119,0.12422214154837584,0.17077284716112906,0.33538053095097503,0.07444636959161727,0.05586771961307169
2010-12-24,0.23931039113483119,0.12422214154837584,0.17077284716112906,0.33538053095097503,0.07444636959161727,0.05586771961307169
2010-12-31,0.2399742090635819,0.1303266316381321,0.16851989454922994,0.32999533212561477,0.07322552467803607,0.05795840794540508
2011-01-07,0.2399742090635819,0.1303266316381321,0.16851989454922994,0.32999533212561477,0.07322552467803607,0.05795840794540508
2011-01-14,0.2399742090635819,0.1303266316381321,0.16851989454922994,0.32999533212561477,0.07322552467803607,0.05795840794540508
2011-01-21,0.2399742090635819,0.1303266316381321,0.16851989454922994,0.32999533212561477,0.07322552467803607,0.05795840794540508
2011-01-28,0.23948317507414504,0.1302877612972236,0.16872285512626525,0.3365440168104998,0.07318276772320736,0.05177942396865909
2011-02-04,0.23948317507414504,0.1302877612972236,0.16872285512626525,0.3365440168104998,0.07318276772320736,0.05177942396865909
2011-02-11,0.23948317507414504,0.1302877612972236,0.16872285512626525,0.3365440168104998,0.07318276772320736,0.05177942396865909
2011-02-18,0.23948317507414504,0.1302877612972236,0.16872285512626525,0.3365440168104998,0.07318276772320736,0.05177942396865909
2011-02-25,0.2441829108755087,0.1628858334406636,0.14798658933284994,0.28349930257845474,0.1037457790233189,0.057699584749204114
2011-03-04,0.2441829108755087,0.1628858334406636,0.14798658933284994,0.28349930257845474,0.1037457790233189,0.057699584749204114
2011-03-11,0.2441829108755087,0.1628858334406636,0.14798658933284994,0.28349930257845474,0.1037457790233189,0.057699584749204114
2011-03-18,0.2441829108755087,0.1628858334406636,0.14798658933284994,0.28349930257845474,0.1037457790233189,0.057699584749204114
2011-03-25,0.2540997832561289,0.17718363288647113,0.13053641453555592,0.23954298984930536,0.12709872295844749,0.0715384565140913
2011-04-01,0.2540997832561289,0.17718363288647113,0.13053641453555592,0.23954298984930536,0.12709872295844749,0.0715384565140913
2011-04-08,0.2540997832561289,0.17718363288647113,0.13053641453555592,0.23954298984930536,0.12709872295844749,0.0715384565140913
2011-04-15,0.2540997832561289,0.17718363288647113,0.13053641453555592,0.23954298984930536,0.12709872295844749,0.0715384565140913
