,dual_momentum_topn,cta_trend_long_only,composite_trend_quality_refined,composite_regime_conditioned,taa_10m_sma,cash::BIL
2011-04-22,0.2540997832561289,0.17718363288647113,0.13053641453555592,0.23954298984930536,0.12709872295844749,0.0715384565140913
2011-04-29,0.28639480015870805,0.2045307721362953,0.09751387962809387,0.16058958063541287,0.1508746029488114,0.10009636449267856
2011-05-06,0.28639480015870805,0.2045307721362953,0.09751387962809387,0.16058958063541287,0.1508746029488114,0.10009636449267856
2011-05-13,0.28639480015870805,0.2045307721362953,0.09751387962809387,0.16058958063541287,0.1508746029488114,0.10009636449267856
2011-05-20,0.28639480015870805,0.2045307721362953,0.09751387962809387,0.16058958063541287,0.1508746029488114,0.10009636449267856
2011-05-27,0.27528600025529676,0.19340649770251533,0.09869612544246523,0.1744585870015486,0.16147044951284897,0.09668234008532517
2011-06-03,0.27528600025529676,0.19340649770251533,0.09869612544246523,0.1744585870015486,0.16147044951284897,0.09668234008532517
2011-06-10,0.27528600025529676,0.19340649770251533,0.09869612544246523,0.1744585870015486,0.16147044951284897,0.09668234008532517
2011-06-17,0.27528600025529676,0.19340649770251533,0.09869612544246523,0.1744585870015486,0.16147044951284897,0.09668234008532517
2011-06-24,0.2742234504030678,0.1891732949530544,0.09663539015799573,0.17006719451665064,0.1566355313962879,0.11326513857294351
2011-07-01,0.2742234504030678,0.1891732949530544,0.09663539015799573,0.17006719451665064,0.1566355313962879,0.11326513857294351
2011-07-08,0.2742234504030678,0.1891732949530544,0.09663539015799573,0.17006719451665064,0.1566355313962879,0.11326513857294351
2011-07-15,0.2742234504030678,0.1891732949530544,0.09663539015799573,0.17006719451665064,0.1566355313962879,0.11326513857294351
2011-07-22,0.2742234504030678,0.1891732949530544,0.09663539015799573,0.17006719451665064,0.1566355313962879,0.11326513857294351
2011-07-29,0.2526396416474374,0.20456500851887244,0.09770142797818444,0.1554213469943566,0.1522143187031708,0.13745825615797824
2011-08-05,0.2526396416474374,0.20456500851887244,0.09770142797818444,0.1554213469943566,0.1522143187031708,0.13745825615797824
2011-08-12,0.2526396416474374,0.20456500851887244,0.09770142797818444,0.1554213469943566,0.1522143187031708,0.13745825615797824
2011-08-19,0.2526396416474374,0.20456500851887244,0.09770142797818444,0.1554213469943566,0.1522143187031708,0.13745825615797824
2011-08-26,0.10917976354133466,0.09404552100018465,0.045546453942858375,0.07858201698632915,0.07264624452929318,0.6
2011-09-02,0.10917976354133466,0.09404552100018465,0.045546453942858375,0.07858201698632915,0.07264624452929318,0.6
2011-09-09,0.10917976354133466,0.09404552100018465,0.045546453942858375,0.07858201698632915,0.07264624452929318,0.6
2011-09-16,0.10917976354133466,0.09404552100018465,0.045546453942858375,0.07858201698632915,0.07264624452929318,0.6
2011-09-23,0.10917976354133466,0.09404552100018465,0.045546453942858375,0.07858201698632915,0.07264624452929318,0.6
2011-09-30,0.10101598393248766,0.09527638944060185,0.044851781881452536,0.08313860286973929,0.07571724187571871,0.6
2011-10-07,0.10101598393248766,0.09527638944060185,0.044851781881452536,0.08313860286973929,0.07571724187571871,0.6
2011-10-14,0.10101598393248766,0.09527638944060185,0.044851781881452536,0.08313860286973929,0.07571724187571871,0.6
2011-10-21,0.10101598393248766,0.09527638944060185,0.044851781881452536,0.08313860286973929,0.07571724187571871,0.6
2011-10-28,0.09478646469398547,0.09498730869816652,0.043953548210861684,0.08478513845471411,0.08148753994227227,0.5999999999999999
2011-11-04,0.09478646469398547,0.09498730869816652,0.043953548210861684,0.08478513845471411,0.08148753994227227,0.5999999999999999
2011-11-11,0.09478646469398547,0.09498730869816652,0.043953548210861684,0.08478513845471411,0.08148753994227227,0.5999999999999999
2011-11-18,0.09478646469398547,0.09498730869816652,0.043953548210861684,0.08478513845471411,0.08148753994227227,0.5999999999999999
2011-11-25,0.1801694820077938,0.18931649329194486,0.08809212096349198,0.1665595951240058,0.1758623086127637,0.19999999999999973
2011-12-02,0.1801694820077938,0.18931649329194486,0.08809212096349198,0.1665595951240058,0.1758623086127637,0.19999999999999973
2011-12-09,0.1801694820077938,0.18931649329194486,0.08809212096349198,0.1665595951240058,0.1758623086127637,0.19999999999999973
2011-12-16,0.1801694820077938,0.18931649329194486,0.08809212096349198,0.1665595951240058,0.1758623086127637,0.19999999999999973
2011-12-23,0.1801694820077938,0.18931649329194486,0.08809212096349198,0.1665595951240058,0.1758623086127637,0.19999999999999973
2011-12-30,0.18276833140258555,0.1658886066524156,0.12472425478136098,0.21586979323325206,0.15574901393038598,0.1549999999999998
2012-01-06,0.18276833140258555,0.1658886066524156,0.12472425478136098,0.21586979323325206,0.15574901393038598,0.1549999999999998
2012-01-13,0.18276833140258555,0.1658886066524156,0.12472425478136098,0.21586979323325206,0.15574901393038598,0.1549999999999998
2012-01-20,0.18276833140258555,0.1658886066524156,0.12472425478136098,0.21586979323325206,0.15574901393038598,0.1549999999999998
2012-01-27,0.193103824659107,0.15011039272018656,0.16211997874095813,0.2914441496465315,0.12812044176968224,0.07510121246353463
2012-02-03,0.193103824659107,0.15011039272018656,0.16211997874095813,0.2914441496465315,0.12812044176968224,0.07510121246353463
2012-02-10,0.193103824659107,0.15011039272018656,0.16211997874095813,0.2914441496465315,0.12812044176968224,0.07510121246353463
2012-02-17,0.193103824659107,0.15011039272018656,0.16211997874095813,0.2914441496465315,0.12812044176968224,0.07510121246353463
2012-02-24,0.17921673232949864,0.13094800283490185,0.17435720742666383,0.3305917042100295,0.11780299367130628,0.06708335952759992
2012-03-02,0.17921673232949864,0.13094800283490185,0.17435720742666383,0.3305917042100295,0.11780299367130628,0.06708335952759992
2012-03-09,0.17921673232949864,0.13094800283490185,0.17435720742666383,0.3305917042100295,0.11780299367130628,0.06708335952759992
2012-03-16,0.17921673232949864,0.13094800283490185,0.17435720742666383,0.3305917042100295,0.11780299367130628,0.06708335952759992
2012-03-23,0.17921673232949864,0.13094800283490185,0.17435720742666383,0.3305917042100295,0.11780299367130628,0.06708335952759992
2012-03-30,0.18364944621727708,0.13514550962341693,0.17956951864479287,0.31038697665862686,0.11985509632812967,0.07139345252775664
2012-04-06,0.18364944621727708,0.13514550962341693,0.17956951864479287,0.31038697665862686,0.11985509632812967,0.07139345252775664
2012-04-13,0.18364944621727708,0.13514550962341693,0.17956951864479287,0.31038697665862686,0.11985509632812967,0.07139345252775664
2012-04-20,0.18364944621727708,0.13514550962341693,0.17956951864479287,0.31038697665862686,0.11985509632812967,0.07139345252775664
2012-04-27,0.1816138631454464,0.1333056915028883,0.1772678713026243,0.317285552463112,0.12082336965026375,0.06970365193566519
2012-05-04,0.1816138631454464,0.1333056915028883,0.1772678713026243,0.317285552463112,0.12082336965026375,0.06970365193566519
2012-05-11,0.1816138631454464,0.1333056915028883,0.1772678713026243,0.317285552463112,0.12082336965026375,0.06970365193566519
2012-05-18,0.1816138631454464,0.1333056915028883,0.1772678713026243,0.317285552463112,0.12082336965026375,0.06970365193566519
2012-05-25,0.15996750984099997,0.11222374983982848,0.1586857709769111,0.27120240962265424,0.11106284379730766,0.1868577159222985
2012-06-01,0.15996750984099997,0.11222374983982848,0.1586857709769111,0.27120240962265424,0.11106284379730766,0.1868577159222985
2012-06-08,0.15996750984099997,0.11222374983982848,0.1586857709769111,0.27120240962265424,0.11106284379730766,0.1868577159222985
2012-06-15,0.15996750984099997,0.11222374983982848,0.1586857709769111,0.27120240962265424,0.11106284379730766,0.1868577159222985
2012-06-22,0.15996750984099997,0.11222374983982848,0.1586857709769111,0.27120240962265424,0.11106284379730766,0.1868577159222985
2012-06-29,0.18526511727264938,0.1182026371159311,0.18097058934233093,0.31532752277298504,0.12703237335395323,0.0732017601421503
2012-07-06,0.18526511727264938,0.1182026371159311,0.18097058934233093,0.31532752277298504,0.12703237335395323,0.0732017601421503
2012-07-13,0.18526511727264938,0.1182026371159311,0.18097058934233093,0.31532752277298504,0.12703237335395323,0.0732017601421503
2012-07-20,0.18526511727264938,0.1182026371159311,0.18097058934233093,0.31532752277298504,0.12703237335395323,0.0732017601421503
2012-07-27,0.2011768296946409,0.21609882989322696,0.09808496952032998,0.17732720435706623,0.2559614951149026,0.051350671419833405
2012-08-03,0.2011768296946409,0.21609882989322696,0.09808496952032998,0.17732720435706623,0.2559614951149026,0.051350671419833405
2012-08-10,0.2011768296946409,0.21609882989322696,0.09808496952032998,0.17732720435706623,0.2559614951149026,0.051350671419833405
2012-08-17,0.2011768296946409,0.21609882989322696,0.09808496952032998,0.17732720435706623,0.2559614951149026,0.051350671419833405
2012-08-24,0.2011768296946409,0.21609882989322696,0.09808496952032998,0.17732720435706623,0.2559614951149026,0.051350671419833405
2012-08-31,0.18944039453838754,0.20324405647226335,0.10455286865308563,0.17814862555535857,0.27972822119369084,0.044885833587213986
2012-09-07,0.18944039453838754,0.20324405647226335,0.10455286865308563,0.17814862555535857,0.27972822119369084,0.044885833587213986
2012-09-14,0.18944039453838754,0.20324405647226335,0.10455286865308563,0.17814862555535857,0.27972822119369084,0.044885833587213986
2012-09-21,0.18944039453838754,0.20324405647226335,0.10455286865308563,0.17814862555535857,0.27972822119369084,0.044885833587213986
2012-09-28,0.18370333426514127,0.10438284361113707,0.17930461852858687,0.3290877648068294,0.15233371584554817,0.05118772294275731
2012-10-05,0.18370333426514127,0.10438284361113707,0.17930461852858687,0.3290877648068294,0.15233371584554817,0.05118772294275731
2012-10-12,0.18370333426514127,0.10438284361113707,0.17930461852858687,0.3290877648068294,0.15233371584554817,0.05118772294275731
2012-10-19,0.18370333426514127,0.10438284361113707,0.17930461852858687,0.3290877648068294,0.15233371584554817,0.05118772294275731
2012-10-26,0.18177551568389955,0.11042406890657087,0.16933997767724668,0.3342225068016395,0.17033678987371564,0.033901141056927875
2012-11-02,0.18177551568389955,0.11042406890657087,0.16933997767724668,0.3342225068016395,0.17033678987371564,0.033901141056927875
2012-11-09,0.18177551568389955,0.11042406890657087,0.16933997767724668,0.3342225068016395,0.17033678987371564,0.033901141056927875
2012-11-16,0.18177551568389955,0.11042406890657087,0.16933997767724668,0.3342225068016395,0.17033678987371564,0.033901141056927875
2012-11-23,0.18177551568389955,0.11042406890657087,0.16933997767724668,0.3342225068016395,0.17033678987371564,0.033901141056927875
2012-11-30,0.1719908374684103,0.11845564853067928,0.1780601267165825,0.3070683788404583,0.20309743964830165,0.021327568795568075
2012-12-07,0.1719908374684103,0.11845564853067928,0.1780601267165825,0.3070683788404583,0.20309743964830165,0.021327568795568075
2012-12-14,0.1719908374684103,0.11845564853067928,0.1780601267165825,0.3070683788404583,0.20309743964830165,0.021327568795568075
2012-12-21,0.1719908374684103,0.11845564853067928,0.1780601267165825,0.3070683788404583,0.20309743964830165,0.021327568795568075
2012-12-28,0.17643426098684895,0.11800884155792893,0.1685059576326383,0.32983857120005544,0.20029417152646653,0.0069181970960617845
2013-01-04,0.17643426098684895,0.11800884155792893,0.1685059576326383,0.32983857120005544,0.20029417152646653,0.0069181970960617845
2013-01-11,0.17643426098684895,0.11800884155792893,0.1685059576326383,0.32983857120005544,0.20029417152646653,0.0069181970960617845
2013-01-18,0.17643426098684895,0.11800884155792893,0.1685059576326383,0.32983857120005544,0.20029417152646653,0.0069181970960617845
2013-01-25,0.18000730492935446,0.12497750830973973,0.18059573393708028,0.3001038978874847,0.21431555493634083,0.0
2013-02-01,0.18000730492935446,0.12497750830973973,0.18059573393708028,0.3001038978874847,0.21431555493634083,0.0
2013-02-08,0.18000730492935446,0.12497750830973973,0.18059573393708028,0.3001038978874847,0.21431555493634083,0.0
2013-02-15,0.18000730492935446,0.12497750830973973,0.18059573393708028,0.3001038978874847,0.21431555493634083,0.0
2013-02-22,0.18769313092210038,0.12640816802764912,0.17887145066530544,0.30306449062861124,0.20396275975633388,0.0
2013-03-01,0.18769313092210038,0.12640816802764912,0.17887145066530544,0.30306449062861124,0.20396275975633388,0.0
2013-03-08,0.18769313092210038,0.12640816802764912,0.17887145066530544,0.30306449062861124,0.20396275975633388,0.0
2013-03-15,0.18769313092210038,0.12640816802764912,0.17887145066530544,0.30306449062861124,0.20396275975633388,0.0
2013-03-22,0.18769313092210038,0.12640816802764912,0.17887145066530544,0.30306449062861124,0.20396275975633388,0.0
2013-03-29,0.18790044794634242,0.12638643162156943,0.17889279513621476,0.3034087139766582,0.2034116113192153,0.0
2013-04-05,0.18790044794634242,0.12638643162156943,0.17889279513621476,0.3034087139766582,0.2034116113192153,0.0
2013-04-12,0.18790044794634242,0.12638643162156943,0.17889279513621476,0.3034087139766582,0.2034116113192153,0.0
2013-04-19,0.18790044794634242,0.12638643162156943,0.17889279513621476,0.3034087139766582,0.2034116113192153,0.0
2013-04-26,0.18419207362364473,0.12793533721231243,0.16236309526203416,0.2886010928164428,0.19439247260172168,0.04251592848384411
2013-05-03,0.18419207362364473,0.12793533721231243,0.16236309526203416,0.2886010928164428,0.19439247260172168,0.04251592848384411
2013-05-10,0.18419207362364473,0.12793533721231243,0.16236309526203416,0.2886010928164428,0.19439247260172168,0.04251592848384411
2013-05-17,0.18419207362364473,0.12793533721231243,0.16236309526203416,0.2886010928164428,0.19439247260172168,0.04251592848384411
2013-05-24,0.18419207362364473,0.12793533721231243,0.16236309526203416,0.2886010928164428,0.19439247260172168,0.04251592848384411
2013-05-31,0.18837050405268196,0.13537808824497,0.18317929075495681,0.30571727329257203,0.18735484365481928,0.0
2013-06-07,0.18837050405268196,0.13537808824497,0.18317929075495681,0.30571727329257203,0.18735484365481928,0.0
2013-06-14,0.18837050405268196,0.13537808824497,0.18317929075495681,0.30571727329257203,0.18735484365481928,0.0
2013-06-21,0.18837050405268196,0.13537808824497,0.18317929075495681,0.30571727329257203,0.18735484365481928,0.0
2013-06-28,0.1466576965106621,0.11131521416629346,0.1575189347684737,0.2725224405637819,0.1494998248803868,0.16248588911040207
2013-07-05,0.1466576965106621,0.11131521416629346,0.1575189347684737,0.2725224405637819,0.1494998248803868,0.16248588911040207
2013-07-12,0.1466576965106621,0.11131521416629346,0.1575189347684737,0.2725224405637819,0.1494998248803868,0.16248588911040207
2013-07-19,0.1466576965106621,0.11131521416629346,0.1575189347684737,0.2725224405637819,0.1494998248803868,0.16248588911040207
2013-07-26,0.17279995431943326,0.12254224664917499,0.19202015620527316,0.3300068141119978,0.15635235987764134,0.02627846883647944
2013-08-02,0.17279995431943326,0.12254224664917499,0.19202015620527316,0.3300068141119978,0.15635235987764134,0.02627846883647944
2013-08-09,0.17279995431943326,0.12254224664917499,0.19202015620527316,0.3300068141119978,0.15635235987764134,0.02627846883647944
2013-08-16,0.17279995431943326,0.12254224664917499,0.19202015620527316,0.3300068141119978,0.15635235987764134,0.02627846883647944
2013-08-23,0.17279995431943326,0.12254224664917499,0.19202015620527316,0.3300068141119978,0.15635235987764134,0.02627846883647944
2013-08-30,0.15024997519293598,0.13528012056672528,0.13352400980990614,0.24322943382891393,0.17704631557663272,0.16067014502488586
2013-09-06,0.15024997519293598,0.13528012056672528,0.13352400980990614,0.24322943382891393,0.17704631557663272,0.16067014502488586
2013-09-13,0.15024997519293598,0.13528012056672528,0.13352400980990614,0.24322943382891393,0.17704631557663272,0.16067014502488586
2013-09-20,0.15024997519293598,0.13528012056672528,0.13352400980990614,0.24322943382891393,0.17704631557663272,0.16067014502488586
2013-09-27,0.1511005998479279,0.1527941532306467,0.11401111418716084,0.2178844398866038,0.2028400366265238,0.16136965622113697
2013-10-04,0.1511005998479279,0.1527941532306467,0.11401111418716084,0.2178844398866038,0.2028400366265238,0.16136965622113697
2013-10-11,0.1511005998479279,0.1527941532306467,0.11401111418716084,0.2178844398866038,0.2028400366265238,0.16136965622113697
2013-10-18,0.1511005998479279,0.1527941532306467,0.11401111418716084,0.2178844398866038,0.2028400366265238,0.16136965622113697
2013-10-25,0.17336091715671717,0.19043696158072854,0.1234695987420417,0.2394573962292397,0.2440592283048535,0.029215897986419326
2013-11-01,0.17336091715671717,0.19043696158072854,0.1234695987420417,0.2394573962292397,0.2440592283048535,0.029215897986419326
2013-11-08,0.17336091715671717,0.19043696158072854,0.1234695987420417,0.2394573962292397,0.2440592283048535,0.029215897986419326
2013-11-15,0.17336091715671717,0.19043696158072854,0.1234695987420417,0.2394573962292397,0.2440592283048535,0.029215897986419326
2013-11-22,0.17336091715671717,0.19043696158072854,0.1234695987420417,0.2394573962292397,0.2440592283048535,0.029215897986419326
2013-11-29,0.17178677560600564,0.1978407709661293,0.1150558968249993,0.24022253592892648,0.2487056083976749,0.026388412276264428
2013-12-06,0.17178677560600564,0.1978407709661293,0.1150558968249993,0.24022253592892648,0.2487056083976749,0.026388412276264428
2013-12-13,0.17178677560600564,0.1978407709661293,0.1150558968249993,0.24022253592892648,0.2487056083976749,0.026388412276264428
2013-12-20,0.17178677560600564,0.1978407709661293,0.1150558968249993,0.24022253592892648,0.2487056083976749,0.026388412276264428
2013-12-27,0.17008115878304053,0.20418229110450414,0.1062107848512499,0.23976870987933238,0.24925275760634608,0.03050429777552699
2014-01-03,0.17008115878304053,0.20418229110450414,0.1062107848512499,0.23976870987933238,0.24925275760634608,0.03050429777552699
2014-01-10,0.17008115878304053,0.20418229110450414,0.1062107848512499,0.23976870987933238,0.24925275760634608,0.03050429777552699
2014-01-17,0.17008115878304053,0.20418229110450414,0.1062107848512499,0.23976870987933238,0.24925275760634608,0.03050429777552699
2014-01-24,0.17008115878304053,0.20418229110450414,0.1062107848512499,0.23976870987933238,0.24925275760634608,0.03050429777552699
2014-01-31,0.16812930966443682,0.20872518215206906,0.10085041144412775,0.2395529209970789,0.24909532091903913,0.03364685482324825
2014-02-07,0.16812930966443682,0.20872518215206906,0.10085041144412775,0.2395529209970789,0.24909532091903913,0.03364685482324825
2014-02-14,0.16812930966443682,0.20872518215206906,0.10085041144412775,0.2395529209970789,0.24909532091903913,0.03364685482324825
2014-02-21,0.16812930966443682,0.20872518215206906,0.10085041144412775,0.2395529209970789,0.24909532091903913,0.03364685482324825
2014-02-28,0.1652473804077922,0.21484298039072586,0.096758473826364,0.23441151470024665,0.24660884195980876,0.04213080871506247
2014-03-07,0.1652473804077922,0.21484298039072586,0.096758473826364,0.23441151470024665,0.24660884195980876,0.04213080871506247
2014-03-14,0.1652473804077922,0.21484298039072586,0.096758473826364,0.23441151470024665,0.24660884195980876,0.04213080871506247
2014-03-21,0.1652473804077922,0.21484298039072586,0.096758473826364,0.23441151470024665,0.24660884195980876,0.04213080871506247
2014-03-28,0.1585918049020005,0.17159473042154968,0.12599146994828075,0.3080002275201489,0.19711067465870796,0.038711092549312154
2014-04-04,0.1585918049020005,0.17159473042154968,0.12599146994828075,0.3080002275201489,0.19711067465870796,0.038711092549312154
2014-04-11,0.1585918049020005,0.17159473042154968,0.12599146994828075,0.3080002275201489,0.19711067465870796,0.038711092549312154
2014-04-18,0.1585918049020005,0.17159473042154968,0.12599146994828075,0.3080002275201489,0.19711067465870796,0.038711092549312154
2014-04-25,0.15166219316954588,0.13005375094441787,0.14944227463314005,0.3878994417726513,0.15468666216723143,0.026255677313013592
2014-05-02,0.15166219316954588,0.13005375094441787,0.14944227463314005,0.3878994417726513,0.15468666216723143,0.026255677313013592
2014-05-09,0.15166219316954588,0.13005375094441787,0.14944227463314005,0.3878994417726513,0.15468666216723143,0.026255677313013592
2014-05-16,0.15166219316954588,0.13005375094441787,0.14944227463314005,0.3878994417726513,0.15468666216723143,0.026255677313013592
2014-05-23,0.15166219316954588,0.13005375094441787,0.14944227463314005,0.3878994417726513,0.15468666216723143,0.026255677313013592
2014-05-30,0.17035412151764961,0.08968221760505585,0.16315108260369343,0.36255556396894845,0.15559787976074668,0.05865913454390603
2014-06-06,0.17035412151764961,0.08968221760505585,0.16315108260369343,0.36255556396894845,0.15559787976074668,0.05865913454390603
2014-06-13,0.17035412151764961,0.08968221760505585,0.16315108260369343,0.36255556396894845,0.15559787976074668,0.05865913454390603
2014-06-20,0.17035412151764961,0.08968221760505585,0.16315108260369343,0.36255556396894845,0.15559787976074668,0.05865913454390603
2014-06-27,0.16590387965780992,0.11312806946402743,0.17886537077879627,0.36509198671318943,0.17701069338617698,0.0
2014-07-04,0.16590387965780992,0.11312806946402743,0.17886537077879627,0.36509198671318943,0.17701069338617698,0.0
2014-07-11,0.16590387965780992,0.11312806946402743,0.17886537077879627,0.36509198671318943,0.17701069338617698,0.0
2014-07-18,0.16590387965780992,0.11312806946402743,0.17886537077879627,0.36509198671318943,0.17701069338617698,0.0
2014-07-25,0.1610063158523528,0.09904322457705045,0.1662472116496378,0.4041542288267964,0.16954901909416256,0.0
2014-08-01,0.1610063158523528,0.09904322457705045,0.1662472116496378,0.4041542288267964,0.16954901909416256,0.0
2014-08-08,0.1610063158523528,0.09904322457705045,0.1662472116496378,0.4041542288267964,0.16954901909416256,0.0
2014-08-15,0.1610063158523528,0.09904322457705045,0.1662472116496378,0.4041542288267964,0.16954901909416256,0.0
2014-08-22,0.1610063158523528,0.09904322457705045,0.1662472116496378,0.4041542288267964,0.16954901909416256,0.0
2014-08-29,0.07562247974365296,0.17842961295693063,0.0686956695319735,0.3613131573037658,0.3159390804636772,0.0
2014-09-05,0.07562247974365296,0.17842961295693063,0.0686956695319735,0.3613131573037658,0.3159390804636772,0.0
2014-09-12,0.07562247974365296,0.17842961295693063,0.0686956695319735,0.3613131573037658,0.3159390804636772,0.0
2014-09-19,0.07562247974365296,0.17842961295693063,0.0686956695319735,0.3613131573037658,0.3159390804636772,0.0
2014-09-26,0.11789240474898566,0.14215355363081417,0.0766779022609696,0.37889064695003183,0.2843854924091988,0.0
2014-10-03,0.11789240474898566,0.14215355363081417,0.0766779022609696,0.37889064695003183,0.2843854924091988,0.0
2014-10-10,0.11789240474898566,0.14215355363081417,0.0766779022609696,0.37889064695003183,0.2843854924091988,0.0
2014-10-17,0.11789240474898566,0.14215355363081417,0.0766779022609696,0.37889064695003183,0.2843854924091988,0.0
2014-10-24,0.11789240474898566,0.14215355363081417,0.0766779022609696,0.37889064695003183,0.2843854924091988,0.0
2014-10-31,0.1272470427618844,0.17267918543490532,0.17602693224974034,0.26254782729011944,0.25876908329566795,0.002729928967682538
2014-11-07,0.1272470427618844,0.17267918543490532,0.17602693224974034,0.26254782729011944,0.25876908329566795,0.002729928967682538
2014-11-14,0.1272470427618844,0.17267918543490532,0.17602693224974034,0.26254782729011944,0.25876908329566795,0.002729928967682538
2014-11-21,0.1272470427618844,0.17267918543490532,0.17602693224974034,0.26254782729011944,0.25876908329566795,0.002729928967682538
2014-11-28,0.12459598830341527,0.17875973090270803,0.17965600802982387,0.24112463898478306,0.2547036825663768,0.021159951212892825
2014-12-05,0.12459598830341527,0.17875973090270803,0.17965600802982387,0.24112463898478306,0.2547036825663768,0.021159951212892825
2014-12-12,0.12459598830341527,0.17875973090270803,0.17965600802982387,0.24112463898478306,0.2547036825663768,0.021159951212892825
2014-12-19,0.12459598830341527,0.17875973090270803,0.17965600802982387,0.24112463898478306,0.2547036825663768,0.021159951212892825
2014-12-26,0.10344383758101287,0.14940617994894845,0.15719250721172673,0.20716554683248778,0.2206517720681786,0.16214015635764545
2015-01-02,0.10344383758101287,0.14940617994894845,0.15719250721172673,0.20716554683248778,0.2206517720681786,0.16214015635764545
2015-01-09,0.10344383758101287,0.14940617994894845,0.15719250721172673,0.20716554683248778,0.2206517720681786,0.16214015635764545
2015-01-16,0.10344383758101287,0.14940617994894845,0.15719250721172673,0.20716554683248778,0.2206517720681786,0.16214015635764545
2015-01-23,0.10344383758101287,0.14940617994894845,0.15719250721172673,0.20716554683248778,0.2206517720681786,0.16214015635764545
2015-01-30,0.13619961723848048,0.1900739739484575,0.19624240390445238,0.23856004964850244,0.2389239552601072,0.0
2015-02-06,0.13619961723848048,0.1900739739484575,0.19624240390445238,0.23856004964850244,0.2389239552601072,0.0
2015-02-13,0.13619961723848048,0.1900739739484575,0.19624240390445238,0.23856004964850244,0.2389239552601072,0.0
2015-02-20,0.13619961723848048,0.1900739739484575,0.19624240390445238,0.23856004964850244,0.2389239552601072,0.0
2015-02-27,0.1143413245780089,0.18787573934761917,0.20019453759916217,0.22894518587417292,0.22514843248471028,0.04349478011632657
2015-03-06,0.1143413245780089,0.18787573934761917,0.20019453759916217,0.22894518587417292,0.22514843248471028,0.04349478011632657
2015-03-13,0.1143413245780089,0.18787573934761917,0.20019453759916217,0.22894518587417292,0.22514843248471028,0.04349478011632657
2015-03-20,0.1143413245780089,0.18787573934761917,0.20019453759916217,0.22894518587417292,0.22514843248471028,0.04349478011632657
2015-03-27,0.1483238217941282,0.14311381370597562,0.1536072120165013,0.3146980179374314,0.21538519203683115,0.024871942509132272
2015-04-03,0.1483238217941282,0.14311381370597562,0.1536072120165013,0.3146980179374314,0.21538519203683115,0.024871942509132272
2015-04-10,0.1483238217941282,0.14311381370597562,0.1536072120165013,0.3146980179374314,0.21538519203683115,0.024871942509132272
2015-04-17,0.1483238217941282,0.14311381370597562,0.1536072120165013,0.3146980179374314,0.21538519203683115,0.024871942509132272
2015-04-24,0.1291899725613725,0.16008502126513566,0.19789604081994408,0.2733297239830624,0.22077693132717363,0.01872231004331182
2015-05-01,0.1291899725613725,0.16008502126513566,0.19789604081994408,0.2733297239830624,0.22077693132717363,0.01872231004331182
2015-05-08,0.1291899725613725,0.16008502126513566,0.19789604081994408,0.2733297239830624,0.22077693132717363,0.01872231004331182
2015-05-15,0.1291899725613725,0.16008502126513566,0.19789604081994408,0.2733297239830624,0.22077693132717363,0.01872231004331182
2015-05-22,0.1291899725613725,0.16008502126513566,0.19789604081994408,0.2733297239830624,0.22077693132717363,0.01872231004331182
2015-05-29,0.14126768547864788,0.1310977808885211,0.1505013238426266,0.3363285077993996,0.21945201562218375,0.021352686368621088
2015-06-05,0.14126768547864788,0.1310977808885211,0.1505013238426266,0.3363285077993996,0.21945201562218375,0.021352686368621088
2015-06-12,0.14126768547864788,0.1310977808885211,0.1505013238426266,0.3363285077993996,0.21945201562218375,0.021352686368621088
2015-06-19,0.14126768547864788,0.1310977808885211,0.1505013238426266,0.3363285077993996,0.21945201562218375,0.021352686368621088
2015-06-26,0.13075359735931685,0.09594262306922846,0.10530727501272431,0.30571072970221796,0.19819351801206392,0.1640922568444485
2015-07-03,0.13075359735931685,0.09594262306922846,0.10530727501272431,0.30571072970221796,0.19819351801206392,0.1640922568444485
2015-07-10,0.13075359735931685,0.09594262306922846,0.10530727501272431,0.30571072970221796,0.19819351801206392,0.1640922568444485
2015-07-17,0.13075359735931685,0.09594262306922846,0.10530727501272431,0.30571072970221796,0.19819351801206392,0.1640922568444485
2015-07-24,0.13075359735931685,0.09594262306922846,0.10530727501272431,0.30571072970221796,0.19819351801206392,0.1640922568444485
2015-07-31,0.13760495246282847,0.08527477987652525,0.09011783105187804,0.3109897178795227,0.20385790266857962,0.17215481606066596
2015-08-07,0.13760495246282847,0.08527477987652525,0.09011783105187804,0.3109897178795227,0.20385790266857962,0.17215481606066596
2015-08-14,0.13760495246282847,0.08527477987652525,0.09011783105187804,0.3109897178795227,0.20385790266857962,0.17215481606066596
2015-08-21,0.13760495246282847,0.08527477987652525,0.09011783105187804,0.3109897178795227,0.20385790266857962,0.17215481606066596
2015-08-28,0.06956714984238281,0.03609814264501493,0.03802355036802187,0.1587965262314581,0.09751463091312235,0.5999999999999999
2015-09-04,0.06956714984238281,0.03609814264501493,0.03802355036802187,0.1587965262314581,0.09751463091312235,0.5999999999999999
2015-09-11,0.06956714984238281,0.03609814264501493,0.03802355036802187,0.1587965262314581,0.09751463091312235,0.5999999999999999
2015-09-18,0.06956714984238281,0.03609814264501493,0.03802355036802187,0.1587965262314581,0.09751463091312235,0.5999999999999999
2015-09-25,0.0739598087274463,0.032374104740569204,0.03385379883463626,0.15537801186456798,0.1044342758327803,0.6
