date,bucket,prod_share,partner_share,l1_distance_to_production,l1_distance_to_partner,bil_weight
2005-01-14,defense_production,0.9,0.09999999999999998,0.010239110636524527,0.09215199572872108,0.9948804446817378
2005-01-21,defense_production,0.9,0.09999999999999998,0.00992391554082126,0.08931523986739134,0.9950380422295894
2005-01-28,defense_production,0.9,0.09999999999999998,0.009873507516835491,0.08886156765151966,0.9950632462415823
2005-02-04,defense_production,0.9,0.09999999999999998,0.009845984363249691,0.08861385926924756,0.9950770078183752
2005-02-11,defense_production,0.9,0.09999999999999998,0.009832316862182123,0.08849085175963935,0.9950838415689089
2005-02-18,defense_production,0.9,0.09999999999999998,0.009826389532686188,0.08843750579417559,0.9950868052336569
2005-02-25,defense_production,0.9,0.09999999999999998,0.016679939602480567,0.15011945642232488,0.9916600301987597
2005-03-04,defense_production,0.9,0.09999999999999998,0.016679223046203395,0.1501130074158308,0.9916603884768983
2005-03-11,defense_production,0.9,0.09999999999999998,0.0167124703590513,0.1504122332314615,0.9916437648204743
2005-03-18,ambiguous_abstain,0.7,0.30000000000000004,0.03885310203321463,0.09065723807750119,0.9805734489833927
2005-03-25,ambiguous_abstain,0.7,0.30000000000000004,0.03794295797620117,0.0885335686111362,0.9810285210118994
2005-04-01,ambiguous_abstain,0.7,0.30000000000000004,0.09742033188506655,0.22731410773182237,0.9512898340574667
2005-04-08,ambiguous_abstain,0.7,0.30000000000000004,0.09732845359362965,0.2270997250518032,0.9513357732031852
2005-04-15,ambiguous_abstain,0.7,0.30000000000000004,0.09710257891509558,0.22657268413522325,0.9514487105424522
2005-04-22,ambiguous_abstain,0.7,0.30000000000000004,0.09688907786275014,0.22607451501308404,0.9515554610686249
2005-04-29,ambiguous_abstain,0.7,0.30000000000000004,0.09981980304569524,0.232912873773289,0.9500900984771523
2005-05-06,ambiguous_abstain,0.7,0.30000000000000004,0.09973723307732782,0.2327202105137653,0.9501313834613361
2005-05-13,ambiguous_abstain,0.7,0.30000000000000004,0.09959828703522372,0.23239600308218947,0.9502008564823882
2005-05-20,defense_production,0.9,0.09999999999999998,0.033070072586024436,0.2976306532742205,0.9834649637069878
2005-05-27,defense_production,0.9,0.09999999999999998,0.032995941586370287,0.2969634742773309,0.9835020292068147
2005-06-03,defense_production,0.9,0.09999999999999998,0.013164360294519754,0.11847924265067834,0.9934178198527401
2005-06-10,defense_production,0.9,0.09999999999999998,0.013046576388032131,0.11741918749228997,0.993476711805984
2005-06-17,defense_production,0.9,0.09999999999999998,0.012962487447027472,0.11666238702324672,0.9935187562764862
