version_name,full_raw_delta_vs_production,holdout_raw_delta_vs_production,holdout_sharpe_delta_vs_production,bootstrap_prob_vs_production,full_raw_delta_vs_phaseh_reference,holdout_raw_delta_vs_phaseh_reference,holdout_sharpe_delta_vs_phaseh_reference,bootstrap_prob_vs_phaseh_reference,full_raw_delta_vs_phasen_reference,holdout_raw_delta_vs_phasen_reference,holdout_sharpe_delta_vs_phasen_reference,bootstrap_prob_vs_phasen_reference,full_raw_delta_vs_phaseo_reference,holdout_raw_delta_vs_phaseo_reference,holdout_sharpe_delta_vs_phaseo_reference,bootstrap_prob_vs_phaseo_reference,full_raw_delta_vs_refined_blend,holdout_raw_delta_vs_refined_blend,holdout_sharpe_delta_vs_refined_blend,bootstrap_prob_vs_refined_blend,max_drawdown_delta_vs_production,cvar_delta_vs_production,rolling_raw_win_rate_vs_production,rolling_mean_raw_delta_vs_production,rolling_mean_sharpe_delta_vs_production,rolling_mean_ann_return_delta_vs_production,classification
improved_phasep_hard_trust_switch_allocator,0.002191372371587952,-0.013616765892522142,-0.006502587827433626,0.5865,-0.06771112730992457,-0.0008624074434637752,0.18957883599926406,0.486,-0.0867381473803206,-0.0008624074434637752,0.08881966294022892,0.8015,-0.08596166115890247,-0.0008624074434637752,0.10954786742687461,0.912,-0.04010591508690764,0.0017110591664426522,0.16995745516986882,0.519,-0.0002846811290019291,0.0010892134831509137,0.3333333333333333,-0.008399674985118125,0.020645518147122444,0.0007851780555698795,Research-only
improved_phasep_soft_trust_blend_allocator,0.011174003857470804,-0.01739472043174195,0.047445250376750625,0.465,-0.058728495824041715,-0.004640361982683583,0.2435266742034483,0.427,-0.07775551589443774,-0.004640361982683583,0.14276750114441317,0.7555,-0.07697902967301962,-0.004640361982683583,0.16349570563105886,0.8865,-0.031123283601024787,-0.0020668953727771555,0.22390529337405307,0.4465,0.0015120917828322922,0.0009135006628686534,0.26666666666666666,-0.004896299960014169,0.0202133545148843,0.00042059347327092487,Research-only
improved_phasep_regret_aware_meta_allocator,0.07212806307584718,-0.012754358449058367,-0.02203145987819699,0.293,0.002225563394334662,0.0,0.1740499639485007,0.1765,-0.016801456676061366,0.0,0.07329079088946555,0.6755,-0.01602497045464324,0.0,0.09401899537611125,0.94,0.02983077561735159,0.0025734666099064274,0.15442858311910546,0.1455,0.008687381727897292,0.0018752492672974921,0.4,0.026990127054514746,0.053550245145398793,0.0012864809963373765,Research-only
