,model_confidence,model_uncertainty,spread_score,margin_confidence,agreement,signal_top_gap,risk_guard,cash_weight,mu_scale,lambda_turn,lambda_tail,gate_top_expert,gate_top_prob,gate_entropy,gate_prob_calm,gate_prob_recovery,gate_prob_defense
2005-01-14,0.03052825998417262,0.4000000000000001,0.0,0.19804597701149423,0.3333333333333333,0.033333333333333326,0.6,0.07677886960063311,0.2878407499540889,0.9071656003258246,0.91008,defense,0.49826989619377166,0.9340440366084616,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-01-21,0.029231963687876353,0.4,0.0,0.19804597701149423,0.3333333333333333,0.013333333333333336,0.6,0.07683072145248496,0.28661753573186677,0.9076426373628617,0.91008,defense,0.49826989619377166,0.9340440366084616,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-01-28,0.029231963687876353,0.4,0.0,0.19804597701149423,0.3333333333333333,0.013333333333333336,0.6,0.07683072145248496,0.28661753573186677,0.9076426373628617,0.91008,defense,0.49826989619377166,0.9340440366084616,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-02-04,0.029231963687876353,0.4,0.0,0.19804597701149423,0.3333333333333333,0.013333333333333336,0.6,0.07683072145248496,0.28661753573186677,0.9076426373628617,0.91008,defense,0.49826989619377166,0.9340440366084616,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-02-11,0.029231963687876353,0.4,0.0,0.19804597701149423,0.3333333333333333,0.013333333333333336,0.6,0.07683072145248496,0.28661753573186677,0.9076426373628617,0.91008,defense,0.49826989619377166,0.9340440366084616,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-02-18,0.029231963687876353,0.4,0.0,0.19804597701149423,0.3333333333333333,0.013333333333333336,0.6,0.07683072145248496,0.28661753573186677,0.9076426373628617,0.91008,defense,0.49826989619377166,0.9340440366084616,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-02-25,0.029231963687876353,0.4,0.0,0.19804597701149423,0.3333333333333333,0.013333333333333336,0.6,0.07683072145248496,0.28661753573186677,0.9076426373628617,0.91008,defense,0.49826989619377166,0.9340440366084616,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-03-04,0.029231963687876353,0.4,0.0,0.19804597701149423,0.3333333333333333,0.013333333333333336,0.6,0.07683072145248496,0.28661753573186677,0.9076426373628617,0.91008,defense,0.49826989619377166,0.9340440366084616,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-03-11,0.08495610161891086,0.4,0.0,0.4302298850574713,0.3333333333333333,0.013333333333333336,0.6,0.07460175593524358,0.3392000805042806,0.887136154604241,0.91008,defense,0.49826989619377166,0.9340440366084616,0.31141868512110726,0.1903114186851211,0.49826989619377166
2005-03-18,0.026037567474481868,0.4,0.0,0.3280890804597701,0.0,0.04666666666666666,0.1,0.03695849730102073,0.2836032319104326,0.9088181751693908,0.7804800000000001,calm,0.5203537047015254,0.817101816361141,0.5203537047015254,0.40618459581120037,0.07346169948727417
2005-03-25,0.026614661214975244,0.4,0.0,0.3280890804597701,0.0,0.04666666666666666,0.1,0.036935413551400995,0.28414779049086186,0.9086058046728893,0.7804800000000001,calm,0.5244389881530318,0.8170373906451097,0.5244389881530318,0.40152256646065776,0.07403844538631038
2005-04-01,0.0016662357647200532,0.4,0.0,0.22464080459770114,0.0,0.04666666666666666,0.1,0.0379333505694112,0.260605897391271,0.9177868252385832,0.7804800000000001,calm,0.5235874001132412,0.8170576021174599,0.5235874001132412,0.40249437869430116,0.07391822119245758
2005-04-08,0.013332953394084454,0.4,0.0,0.24339080459770115,0.0,0.04666666666666666,0.1,0.03746668186423663,0.27161487348081415,0.913493473150977,0.7804800000000001,calm,0.5622410902126418,0.7951175894243558,0.5622410902126418,0.3702899789618411,0.06746893082551703
2005-04-15,0.015112991605664927,0.4,0.0,0.24339080459770115,0.0,0.04666666666666666,0.1,0.03739548033577341,0.27329455741011743,0.9128384190891154,0.7804800000000001,calm,0.5735246294597721,0.792613305462078,0.5735246294597721,0.3576524150050552,0.06882295553517266
2005-04-22,0.014442314463783565,0.4,0.0,0.24339080459770115,0.0,0.04666666666666666,0.1,0.03742230742144866,0.2726616914358702,0.9130852282773279,0.7804800000000001,calm,0.5693105357053899,0.7936221056654263,0.5693105357053899,0.36237220000996323,0.0683172642846468
2005-04-29,0.014358503357583471,0.4,0.0,0.24339080459770115,0.0,0.04666666666666666,0.1,0.03742565986569667,0.272582605398691,0.9131160707644095,0.7804800000000001,calm,0.5687807955655767,0.7937426992482544,0.5687807955655767,0.36296550896655394,0.0682536954678692
2005-05-06,0.038020806933066115,0.4,0.0,0.34594622331691294,0.0,0.04666666666666666,0.1,0.03647916772267736,0.29491088508811647,0.9044083430486318,0.7804800000000001,calm,0.5631050908433634,0.7956976774484829,0.5631050908433634,0.36883616436405736,0.06805874479257919
