,dual_momentum_topn,cta_trend_long_only,composite_selective_concentrated,composite_regime_conditioned,taa_10m_sma,cash::BIL
2012-12-28,0.08198845832948894,0.22843915386822974,0.28874659952186554,0.12288264384400718,0.2727189630971365,0.00522418133927216
2013-01-04,0.08198845832948894,0.22843915386822974,0.28874659952186554,0.12288264384400718,0.2727189630971365,0.00522418133927216
2013-01-11,0.08198845832948894,0.22843915386822974,0.28874659952186554,0.12288264384400718,0.2727189630971365,0.00522418133927216
2013-01-18,0.08198845832948894,0.22843915386822974,0.28874659952186554,0.12288264384400718,0.2727189630971365,0.00522418133927216
2013-01-25,0.0796706706831599,0.22732788325511732,0.2764612607848919,0.12234137326633632,0.2741988120104944,0.02000000000000024
2013-02-01,0.0796706706831599,0.22732788325511732,0.2764612607848919,0.12234137326633632,0.2741988120104944,0.02000000000000024
2013-02-08,0.0796706706831599,0.22732788325511732,0.2764612607848919,0.12234137326633632,0.2741988120104944,0.02000000000000024
2013-02-15,0.0796706706831599,0.22732788325511732,0.2764612607848919,0.12234137326633632,0.2741988120104944,0.02000000000000024
2013-02-22,0.08193624273266609,0.2368535277035243,0.14994884854932558,0.2476537111322807,0.2836076698822034,0.0
2013-03-01,0.08193624273266609,0.2368535277035243,0.14994884854932558,0.2476537111322807,0.2836076698822034,0.0
2013-03-08,0.08193624273266609,0.2368535277035243,0.14994884854932558,0.2476537111322807,0.2836076698822034,0.0
2013-03-15,0.08193624273266609,0.2368535277035243,0.14994884854932558,0.2476537111322807,0.2836076698822034,0.0
2013-03-22,0.08193624273266609,0.2368535277035243,0.14994884854932558,0.2476537111322807,0.2836076698822034,0.0
2013-03-29,0.15300116615383486,0.13297150275525468,0.3151285568633095,0.2400820490047432,0.15881672522285775,0.0
2013-04-05,0.15300116615383486,0.13297150275525468,0.3151285568633095,0.2400820490047432,0.15881672522285775,0.0
2013-04-12,0.15300116615383486,0.13297150275525468,0.3151285568633095,0.2400820490047432,0.15881672522285775,0.0
2013-04-19,0.15300116615383486,0.13297150275525468,0.3151285568633095,0.2400820490047432,0.15881672522285775,0.0
2013-04-26,0.10403876560680253,0.14298929305745814,0.25452234904841153,0.1679907791535001,0.18045881313382764,0.15000000000000002
2013-05-03,0.10403876560680253,0.14298929305745814,0.25452234904841153,0.1679907791535001,0.18045881313382764,0.15000000000000002
2013-05-10,0.10403876560680253,0.14298929305745814,0.25452234904841153,0.1679907791535001,0.18045881313382764,0.15000000000000002
2013-05-17,0.10403876560680253,0.14298929305745814,0.25452234904841153,0.1679907791535001,0.18045881313382764,0.15000000000000002
2013-05-24,0.10403876560680253,0.14298929305745814,0.25452234904841153,0.1679907791535001,0.18045881313382764,0.15000000000000002
2013-05-31,0.10333649316025781,0.1888485949981018,0.29346271354189507,0.17572040717886223,0.23863179112088315,0.0
2013-06-07,0.10333649316025781,0.1888485949981018,0.29346271354189507,0.17572040717886223,0.23863179112088315,0.0
2013-06-14,0.10333649316025781,0.1888485949981018,0.29346271354189507,0.17572040717886223,0.23863179112088315,0.0
2013-06-21,0.10333649316025781,0.1888485949981018,0.29346271354189507,0.17572040717886223,0.23863179112088315,0.0
2013-06-28,0.07444874624535709,0.15713788620957203,0.2276871831786771,0.14115855454914178,0.1995676298172521,0.19999999999999996
2013-07-05,0.07444874624535709,0.15713788620957203,0.2276871831786771,0.14115855454914178,0.1995676298172521,0.19999999999999996
2013-07-12,0.07444874624535709,0.15713788620957203,0.2276871831786771,0.14115855454914178,0.1995676298172521,0.19999999999999996
2013-07-19,0.07444874624535709,0.15713788620957203,0.2276871831786771,0.14115855454914178,0.1995676298172521,0.19999999999999996
2013-07-26,0.07251658908072302,0.16881382746054502,0.1881535310067049,0.2032614380047569,0.2172546144472702,0.1499999999999999
2013-08-02,0.07251658908072302,0.16881382746054502,0.1881535310067049,0.2032614380047569,0.2172546144472702,0.1499999999999999
2013-08-09,0.07251658908072302,0.16881382746054502,0.1881535310067049,0.2032614380047569,0.2172546144472702,0.1499999999999999
2013-08-16,0.07251658908072302,0.16881382746054502,0.1881535310067049,0.2032614380047569,0.2172546144472702,0.1499999999999999
2013-08-23,0.07251658908072302,0.16881382746054502,0.1881535310067049,0.2032614380047569,0.2172546144472702,0.1499999999999999
2013-08-30,0.06540662858107375,0.1580938989856129,0.1470869159505394,0.22276988944289028,0.20664266703988365,0.20000000000000007
2013-09-06,0.06540662858107375,0.1580938989856129,0.1470869159505394,0.22276988944289028,0.20664266703988365,0.20000000000000007
2013-09-13,0.06540662858107375,0.1580938989856129,0.1470869159505394,0.22276988944289028,0.20664266703988365,0.20000000000000007
2013-09-20,0.06540662858107375,0.1580938989856129,0.1470869159505394,0.22276988944289028,0.20664266703988365,0.20000000000000007
2013-09-27,0.06378251068433881,0.15724303298620712,0.12964742432793736,0.24119401637119006,0.20813301563032677,0.19999999999999996
2013-10-04,0.06378251068433881,0.15724303298620712,0.12964742432793736,0.24119401637119006,0.20813301563032677,0.19999999999999996
2013-10-11,0.06378251068433881,0.15724303298620712,0.12964742432793736,0.24119401637119006,0.20813301563032677,0.19999999999999996
2013-10-18,0.06378251068433881,0.15724303298620712,0.12964742432793736,0.24119401637119006,0.20813301563032677,0.19999999999999996
2013-10-25,0.06678249820493648,0.16606343402216442,0.12639623673464553,0.26692827299816835,0.22382955804008528,0.1499999999999999
2013-11-01,0.06678249820493648,0.16606343402216442,0.12639623673464553,0.26692827299816835,0.22382955804008528,0.1499999999999999
2013-11-08,0.06678249820493648,0.16606343402216442,0.12639623673464553,0.26692827299816835,0.22382955804008528,0.1499999999999999
2013-11-15,0.06678249820493648,0.16606343402216442,0.12639623673464553,0.26692827299816835,0.22382955804008528,0.1499999999999999
2013-11-22,0.06678249820493648,0.16606343402216442,0.12639623673464553,0.26692827299816835,0.22382955804008528,0.1499999999999999
2013-11-29,0.06568093416242868,0.16489497941171116,0.11837135516140462,0.2764038919664993,0.22464883929795626,0.1499999999999999
2013-12-06,0.06568093416242868,0.16489497941171116,0.11837135516140462,0.2764038919664993,0.22464883929795626,0.1499999999999999
2013-12-13,0.06568093416242868,0.16489497941171116,0.11837135516140462,0.2764038919664993,0.22464883929795626,0.1499999999999999
2013-12-20,0.06568093416242868,0.16489497941171116,0.11837135516140462,0.2764038919664993,0.22464883929795626,0.1499999999999999
2013-12-27,0.06506987331511217,0.16302423218032608,0.11355725911111697,0.28371043643395033,0.22463819895949444,0.15000000000000002
2014-01-03,0.06506987331511217,0.16302423218032608,0.11355725911111697,0.28371043643395033,0.22463819895949444,0.15000000000000002
2014-01-10,0.06506987331511217,0.16302423218032608,0.11355725911111697,0.28371043643395033,0.22463819895949444,0.15000000000000002
2014-01-17,0.06506987331511217,0.16302423218032608,0.11355725911111697,0.28371043643395033,0.22463819895949444,0.15000000000000002
2014-01-24,0.06506987331511217,0.16302423218032608,0.11355725911111697,0.28371043643395033,0.22463819895949444,0.15000000000000002
2014-01-31,0.06423405917599811,0.16261912929772554,0.11035641737557778,0.28838033635708155,0.22441005779361697,0.15000000000000002
2014-02-07,0.06423405917599811,0.16261912929772554,0.11035641737557778,0.28838033635708155,0.22441005779361697,0.15000000000000002
2014-02-14,0.06423405917599811,0.16261912929772554,0.11035641737557778,0.28838033635708155,0.22441005779361697,0.15000000000000002
2014-02-21,0.06423405917599811,0.16261912929772554,0.11035641737557778,0.28838033635708155,0.22441005779361697,0.15000000000000002
2014-02-28,0.06324991743444483,0.1626812967304351,0.10741127768574317,0.2927337805184506,0.22392372763092622,0.15000000000000013
2014-03-07,0.06324991743444483,0.1626812967304351,0.10741127768574317,0.2927337805184506,0.22392372763092622,0.15000000000000013
2014-03-14,0.06324991743444483,0.1626812967304351,0.10741127768574317,0.2927337805184506,0.22392372763092622,0.15000000000000013
2014-03-21,0.06324991743444483,0.1626812967304351,0.10741127768574317,0.2927337805184506,0.22392372763092622,0.15000000000000013
2014-03-28,0.08321922419433951,0.1341418588145879,0.15425341636278644,0.2936501441609912,0.18473535646729497,0.1499999999999999
2014-04-04,0.08321922419433951,0.1341418588145879,0.15425341636278644,0.2936501441609912,0.18473535646729497,0.1499999999999999
2014-04-11,0.08321922419433951,0.1341418588145879,0.15425341636278644,0.2936501441609912,0.18473535646729497,0.1499999999999999
2014-04-18,0.08321922419433951,0.1341418588145879,0.15425341636278644,0.2936501441609912,0.18473535646729497,0.1499999999999999
2014-04-25,0.11641066891857246,0.11590493871229204,0.22723306948924388,0.30906359036518405,0.15138773251470766,0.07999999999999985
2014-05-02,0.11641066891857246,0.11590493871229204,0.22723306948924388,0.30906359036518405,0.15138773251470766,0.07999999999999985
2014-05-09,0.11641066891857246,0.11590493871229204,0.22723306948924388,0.30906359036518405,0.15138773251470766,0.07999999999999985
2014-05-16,0.11641066891857246,0.11590493871229204,0.22723306948924388,0.30906359036518405,0.15138773251470766,0.07999999999999985
2014-05-23,0.11641066891857246,0.11590493871229204,0.22723306948924388,0.30906359036518405,0.15138773251470766,0.07999999999999985
2014-05-30,0.13591950130688057,0.11061103788664153,0.2668902421768853,0.28454999666443226,0.1220292219651605,0.07999999999999985
2014-06-06,0.13591950130688057,0.11061103788664153,0.2668902421768853,0.28454999666443226,0.1220292219651605,0.07999999999999985
2014-06-13,0.13591950130688057,0.11061103788664153,0.2668902421768853,0.28454999666443226,0.1220292219651605,0.07999999999999985
2014-06-20,0.13591950130688057,0.11061103788664153,0.2668902421768853,0.28454999666443226,0.1220292219651605,0.07999999999999985
2014-06-27,0.0780381769170852,0.2094688914641613,0.1281542614713528,0.3386019637111887,0.24573670643621204,0.0
2014-07-04,0.0780381769170852,0.2094688914641613,0.1281542614713528,0.3386019637111887,0.24573670643621204,0.0
2014-07-11,0.0780381769170852,0.2094688914641613,0.1281542614713528,0.3386019637111887,0.24573670643621204,0.0
2014-07-18,0.0780381769170852,0.2094688914641613,0.1281542614713528,0.3386019637111887,0.24573670643621204,0.0
2014-07-25,0.0782717458504324,0.19956877927153846,0.12354514670088779,0.35831412358750125,0.2403002045896401,0.0
2014-08-01,0.0782717458504324,0.19956877927153846,0.12354514670088779,0.35831412358750125,0.2403002045896401,0.0
2014-08-08,0.0782717458504324,0.19956877927153846,0.12354514670088779,0.35831412358750125,0.2403002045896401,0.0
2014-08-15,0.0782717458504324,0.19956877927153846,0.12354514670088779,0.35831412358750125,0.2403002045896401,0.0
2014-08-22,0.0782717458504324,0.19956877927153846,0.12354514670088779,0.35831412358750125,0.2403002045896401,0.0
2014-08-29,0.07633005041133169,0.19673139620520022,0.12254319066450411,0.3593755971210666,0.24501976559789745,0.0
2014-09-05,0.07633005041133169,0.19673139620520022,0.12254319066450411,0.3593755971210666,0.24501976559789745,0.0
2014-09-12,0.07633005041133169,0.19673139620520022,0.12254319066450411,0.3593755971210666,0.24501976559789745,0.0
2014-09-19,0.07633005041133169,0.19673139620520022,0.12254319066450411,0.3593755971210666,0.24501976559789745,0.0
2014-09-26,0.08089508385937048,0.18236700094598507,0.20451369358052712,0.2940783915031642,0.2381458301109532,0.0
2014-10-03,0.08089508385937048,0.18236700094598507,0.20451369358052712,0.2940783915031642,0.2381458301109532,0.0
2014-10-10,0.08089508385937048,0.18236700094598507,0.20451369358052712,0.2940783915031642,0.2381458301109532,0.0
2014-10-17,0.08089508385937048,0.18236700094598507,0.20451369358052712,0.2940783915031642,0.2381458301109532,0.0
2014-10-24,0.08089508385937048,0.18236700094598507,0.20451369358052712,0.2940783915031642,0.2381458301109532,0.0
2014-10-31,0.0836854366045556,0.15004540835488822,0.2836770738303829,0.1982373969127081,0.20435468429746526,0.07999999999999985
2014-11-07,0.0836854366045556,0.15004540835488822,0.2836770738303829,0.1982373969127081,0.20435468429746526,0.07999999999999985
2014-11-14,0.0836854366045556,0.15004540835488822,0.2836770738303829,0.1982373969127081,0.20435468429746526,0.07999999999999985
2014-11-21,0.0836854366045556,0.15004540835488822,0.2836770738303829,0.1982373969127081,0.20435468429746526,0.07999999999999985
2014-11-28,0.07766478976891338,0.1330424304677579,0.27160837477586364,0.17594333243718627,0.19174107255027883,0.15000000000000002
2014-12-05,0.07766478976891338,0.1330424304677579,0.27160837477586364,0.17594333243718627,0.19174107255027883,0.15000000000000002
2014-12-12,0.07766478976891338,0.1330424304677579,0.27160837477586364,0.17594333243718627,0.19174107255027883,0.15000000000000002
2014-12-19,0.07766478976891338,0.1330424304677579,0.27160837477586364,0.17594333243718627,0.19174107255027883,0.15000000000000002
2014-12-26,0.07343963453427814,0.12199403900366135,0.2613564874032238,0.16183489969392295,0.18137493936491378,0.19999999999999996
2015-01-02,0.07343963453427814,0.12199403900366135,0.2613564874032238,0.16183489969392295,0.18137493936491378,0.19999999999999996
2015-01-09,0.07343963453427814,0.12199403900366135,0.2613564874032238,0.16183489969392295,0.18137493936491378,0.19999999999999996
2015-01-16,0.07343963453427814,0.12199403900366135,0.2613564874032238,0.16183489969392295,0.18137493936491378,0.19999999999999996
2015-01-23,0.07343963453427814,0.12199403900366135,0.2613564874032238,0.16183489969392295,0.18137493936491378,0.19999999999999996
2015-01-30,0.08989691535970813,0.14214438143866534,0.3073798519635543,0.18032336540128288,0.20025548583678943,0.07999999999999985
2015-02-06,0.08989691535970813,0.14214438143866534,0.3073798519635543,0.18032336540128288,0.20025548583678943,0.07999999999999985
2015-02-13,0.08989691535970813,0.14214438143866534,0.3073798519635543,0.18032336540128288,0.20025548583678943,0.07999999999999985
2015-02-20,0.08989691535970813,0.14214438143866534,0.3073798519635543,0.18032336540128288,0.20025548583678943,0.07999999999999985
2015-02-27,0.0973755222414254,0.1524799368721056,0.31615643768923224,0.16842489889273535,0.1855632043045015,0.07999999999999996
2015-03-06,0.0973755222414254,0.1524799368721056,0.31615643768923224,0.16842489889273535,0.1855632043045015,0.07999999999999996
2015-03-13,0.0973755222414254,0.1524799368721056,0.31615643768923224,0.16842489889273535,0.1855632043045015,0.07999999999999996
2015-03-20,0.0973755222414254,0.1524799368721056,0.31615643768923224,0.16842489889273535,0.1855632043045015,0.07999999999999996
2015-03-27,0.08564283161451325,0.1390299908725652,0.28509209794501705,0.1623598060060056,0.1778752735618989,0.1499999999999999
2015-04-03,0.08564283161451325,0.1390299908725652,0.28509209794501705,0.1623598060060056,0.1778752735618989,0.1499999999999999
2015-04-10,0.08564283161451325,0.1390299908725652,0.28509209794501705,0.1623598060060056,0.1778752735618989,0.1499999999999999
2015-04-17,0.08564283161451325,0.1390299908725652,0.28509209794501705,0.1623598060060056,0.1778752735618989,0.1499999999999999
2015-04-24,0.090373733699499,0.1553317543714694,0.30235085499520886,0.17600486770437646,0.19593878922944627,0.07999999999999996
2015-05-01,0.090373733699499,0.1553317543714694,0.30235085499520886,0.17600486770437646,0.19593878922944627,0.07999999999999996
2015-05-08,0.090373733699499,0.1553317543714694,0.30235085499520886,0.17600486770437646,0.19593878922944627,0.07999999999999996
2015-05-15,0.090373733699499,0.1553317543714694,0.30235085499520886,0.17600486770437646,0.19593878922944627,0.07999999999999996
2015-05-22,0.090373733699499,0.1553317543714694,0.30235085499520886,0.17600486770437646,0.19593878922944627,0.07999999999999996
2015-05-29,0.07722142999201134,0.14740905851911346,0.26843127366589564,0.21052587967844566,0.14641235814453382,0.15000000000000013
2015-06-05,0.07722142999201134,0.14740905851911346,0.26843127366589564,0.21052587967844566,0.14641235814453382,0.15000000000000013
2015-06-12,0.07722142999201134,0.14740905851911346,0.26843127366589564,0.21052587967844566,0.14641235814453382,0.15000000000000013
2015-06-19,0.07722142999201134,0.14740905851911346,0.26843127366589564,0.21052587967844566,0.14641235814453382,0.15000000000000013
2015-06-26,0.06914034692397907,0.14186067618228196,0.24527972773999973,0.22487449498836548,0.11884475416537386,0.19999999999999996
2015-07-03,0.06914034692397907,0.14186067618228196,0.24527972773999973,0.22487449498836548,0.11884475416537386,0.19999999999999996
2015-07-10,0.06914034692397907,0.14186067618228196,0.24527972773999973,0.22487449498836548,0.11884475416537386,0.19999999999999996
2015-07-17,0.06914034692397907,0.14186067618228196,0.24527972773999973,0.22487449498836548,0.11884475416537386,0.19999999999999996
2015-07-24,0.06914034692397907,0.14186067618228196,0.24527972773999973,0.22487449498836548,0.11884475416537386,0.19999999999999996
2015-07-31,0.07081009965479469,0.13528694435590102,0.23225426475897662,0.24982296015299388,0.11182573107733387,0.19999999999999996
2015-08-07,0.07081009965479469,0.13528694435590102,0.23225426475897662,0.24982296015299388,0.11182573107733387,0.19999999999999996
2015-08-14,0.07081009965479469,0.13528694435590102,0.23225426475897662,0.24982296015299388,0.11182573107733387,0.19999999999999996
2015-08-21,0.07081009965479469,0.13528694435590102,0.23225426475897662,0.24982296015299388,0.11182573107733387,0.19999999999999996
2015-08-28,0.04969067884043326,0.051040075178477654,0.11628984445575874,0.1312720261483159,0.0517073753770145,0.6
2015-09-04,0.04969067884043326,0.051040075178477654,0.11628984445575874,0.1312720261483159,0.0517073753770145,0.6
2015-09-11,0.04969067884043326,0.051040075178477654,0.11628984445575874,0.1312720261483159,0.0517073753770145,0.6
2015-09-18,0.04969067884043326,0.051040075178477654,0.11628984445575874,0.1312720261483159,0.0517073753770145,0.6
2015-09-25,0.05844169726494852,0.054846431611944295,0.11676125603066523,0.11615640665431126,0.05379420843813074,0.5999999999999999
2015-10-02,0.05844169726494852,0.054846431611944295,0.11676125603066523,0.11615640665431126,0.05379420843813074,0.5999999999999999
2015-10-09,0.05844169726494852,0.054846431611944295,0.11676125603066523,0.11615640665431126,0.05379420843813074,0.5999999999999999
2015-10-16,0.05844169726494852,0.054846431611944295,0.11676125603066523,0.11615640665431126,0.05379420843813074,0.5999999999999999
2015-10-23,0.05844169726494852,0.054846431611944295,0.11676125603066523,0.11615640665431126,0.05379420843813074,0.5999999999999999
2015-10-30,0.1311211744421785,0.1171918547044507,0.23791895032735405,0.20729976397549363,0.1064682565505232,0.19999999999999996
2015-11-06,0.1311211744421785,0.1171918547044507,0.23791895032735405,0.20729976397549363,0.1064682565505232,0.19999999999999996
2015-11-13,0.1311211744421785,0.1171918547044507,0.23791895032735405,0.20729976397549363,0.1064682565505232,0.19999999999999996
2015-11-20,0.1311211744421785,0.1171918547044507,0.23791895032735405,0.20729976397549363,0.1064682565505232,0.19999999999999996
2015-11-27,0.13947039258055569,0.09585744650877467,0.2421797650342688,0.18806048905803557,0.13443190681836534,0.19999999999999984
2015-12-04,0.13947039258055569,0.09585744650877467,0.2421797650342688,0.18806048905803557,0.13443190681836534,0.19999999999999984
2015-12-11,0.13947039258055569,0.09585744650877467,0.2421797650342688,0.18806048905803557,0.13443190681836534,0.19999999999999984
2015-12-18,0.13947039258055569,0.09585744650877467,0.2421797650342688,0.18806048905803557,0.13443190681836534,0.19999999999999984
2015-12-25,0.07020990973050692,0.03985176231968631,0.12164916398599752,0.0901893836580507,0.0780997803057586,0.6
2016-01-01,0.07020990973050692,0.03985176231968631,0.12164916398599752,0.0901893836580507,0.0780997803057586,0.6
2016-01-08,0.07020990973050692,0.03985176231968631,0.12164916398599752,0.0901893836580507,0.0780997803057586,0.6
2016-01-15,0.07020990973050692,0.03985176231968631,0.12164916398599752,0.0901893836580507,0.0780997803057586,0.6
2016-01-22,0.07020990973050692,0.03985176231968631,0.12164916398599752,0.0901893836580507,0.0780997803057586,0.6
2016-01-29,0.05322975344633534,0.032206536399751316,0.12208355009951724,0.1071704161894362,0.08530974386495987,0.6000000000000001
2016-02-05,0.05322975344633534,0.032206536399751316,0.12208355009951724,0.1071704161894362,0.08530974386495987,0.6000000000000001
2016-02-12,0.05322975344633534,0.032206536399751316,0.12208355009951724,0.1071704161894362,0.08530974386495987,0.6000000000000001
2016-02-19,0.05322975344633534,0.032206536399751316,0.12208355009951724,0.1071704161894362,0.08530974386495987,0.6000000000000001
2016-02-26,0.04309598705963921,0.027627714358789177,0.12230883704912313,0.1175779829518192,0.08938947858062932,0.6
2016-03-04,0.04309598705963921,0.027627714358789177,0.12230883704912313,0.1175779829518192,0.08938947858062932,0.6
2016-03-11,0.04309598705963921,0.027627714358789177,0.12230883704912313,0.1175779829518192,0.08938947858062932,0.6
2016-03-18,0.04309598705963921,0.027627714358789177,0.12230883704912313,0.1175779829518192,0.08938947858062932,0.6
2016-03-25,0.07606781172732767,0.051176597759765664,0.2534491709728412,0.24031167800282513,0.17899474153724046,0.19999999999999984
2016-04-01,0.07606781172732767,0.051176597759765664,0.2534491709728412,0.24031167800282513,0.17899474153724046,0.19999999999999984
2016-04-08,0.07606781172732767,0.051176597759765664,0.2534491709728412,0.24031167800282513,0.17899474153724046,0.19999999999999984
2016-04-15,0.07606781172732767,0.051176597759765664,0.2534491709728412,0.24031167800282513,0.17899474153724046,0.19999999999999984
2016-04-22,0.07606781172732767,0.051176597759765664,0.2534491709728412,0.24031167800282513,0.17899474153724046,0.19999999999999984
2016-04-29,0.07928731340044277,0.05738391774993875,0.30729667734340965,0.2744782047471657,0.20155388675904315,0.07999999999999985
2016-05-06,0.07928731340044277,0.05738391774993875,0.30729667734340965,0.2744782047471657,0.20155388675904315,0.07999999999999985
2016-05-13,0.07928731340044277,0.05738391774993875,0.30729667734340965,0.2744782047471657,0.20155388675904315,0.07999999999999985
2016-05-20,0.07928731340044277,0.05738391774993875,0.30729667734340965,0.2744782047471657,0.20155388675904315,0.07999999999999985
2016-05-27,0.0829425221713329,0.0636012775408067,0.32573618112085956,0.255632050305104,0.19208796886189683,0.08000000000000007
2016-06-03,0.0829425221713329,0.0636012775408067,0.32573618112085956,0.255632050305104,0.19208796886189683,0.08000000000000007
2016-06-10,0.0829425221713329,0.0636012775408067,0.32573618112085956,0.255632050305104,0.19208796886189683,0.08000000000000007
2016-06-17,0.0829425221713329,0.0636012775408067,0.32573618112085956,0.255632050305104,0.19208796886189683,0.08000000000000007
2016-06-24,0.07314489768892259,0.05583724339400909,0.29293207875881844,0.24258106037608423,0.18550471978216554,0.15000000000000013
2016-07-01,0.07314489768892259,0.05583724339400909,0.29293207875881844,0.24258106037608423,0.18550471978216554,0.15000000000000013
2016-07-08,0.07314489768892259,0.05583724339400909,0.29293207875881844,0.24258106037608423,0.18550471978216554,0.15000000000000013
2016-07-15,0.07314489768892259,0.05583724339400909,0.29293207875881844,0.24258106037608423,0.18550471978216554,0.15000000000000013
2016-07-22,0.07314489768892259,0.05583724339400909,0.29293207875881844,0.24258106037608423,0.18550471978216554,0.15000000000000013
2016-07-29,0.08513063302224787,0.06510803372233186,0.34500748600870584,0.2732386295202701,0.23151521772644437,0.0
2016-08-05,0.08513063302224787,0.06510803372233186,0.34500748600870584,0.2732386295202701,0.23151521772644437,0.0
2016-08-12,0.08513063302224787,0.06510803372233186,0.34500748600870584,0.2732386295202701,0.23151521772644437,0.0
2016-08-19,0.08513063302224787,0.06510803372233186,0.34500748600870584,0.2732386295202701,0.23151521772644437,0.0
2016-08-26,0.08363238775309136,0.06502270844784157,0.338782102528858,0.27753370270243144,0.23502909856777765,0.0
2016-09-02,0.08363238775309136,0.06502270844784157,0.338782102528858,0.27753370270243144,0.23502909856777765,0.0
2016-09-09,0.08363238775309136,0.06502270844784157,0.338782102528858,0.27753370270243144,0.23502909856777765,0.0
2016-09-16,0.08363238775309136,0.06502270844784157,0.338782102528858,0.27753370270243144,0.23502909856777765,0.0
2016-09-23,0.08363238775309136,0.06502270844784157,0.338782102528858,0.27753370270243144,0.23502909856777765,0.0
2016-09-30,0.08732661539243683,0.06894804130074353,0.32244782412725853,0.2748991432728556,0.2463783759067056,0.0
2016-10-07,0.08732661539243683,0.06894804130074353,0.32244782412725853,0.2748991432728556,0.2463783759067056,0.0
2016-10-14,0.08732661539243683,0.06894804130074353,0.32244782412725853,0.2748991432728556,0.2463783759067056,0.0
2016-10-21,0.08732661539243683,0.06894804130074353,0.32244782412725853,0.2748991432728556,0.2463783759067056,0.0
2016-10-28,0.0866749774206107,0.06913593750496132,0.3210380318069181,0.2762848473217204,0.24686620594578956,0.0
2016-11-04,0.0866749774206107,0.06913593750496132,0.3210380318069181,0.2762848473217204,0.24686620594578956,0.0
2016-11-11,0.0866749774206107,0.06913593750496132,0.3210380318069181,0.2762848473217204,0.24686620594578956,0.0
2016-11-18,0.0866749774206107,0.06913593750496132,0.3210380318069181,0.2762848473217204,0.24686620594578956,0.0
2016-11-25,0.07728460411041345,0.09160860758874903,0.2569694710316204,0.20790637067919954,0.21623094659001765,0.1499999999999999
2016-12-02,0.07728460411041345,0.09160860758874903,0.2569694710316204,0.20790637067919954,0.21623094659001765,0.1499999999999999
2016-12-09,0.07728460411041345,0.09160860758874903,0.2569694710316204,0.20790637067919954,0.21623094659001765,0.1499999999999999
2016-12-16,0.07728460411041345,0.09160860758874903,0.2569694710316204,0.20790637067919954,0.21623094659001765,0.1499999999999999
2016-12-23,0.07728460411041345,0.09160860758874903,0.2569694710316204,0.20790637067919954,0.21623094659001765,0.1499999999999999
2016-12-30,0.1047496860403565,0.1750487971903021,0.28970284201384094,0.18344582393735204,0.2470528508181484,0.0
2017-01-06,0.1047496860403565,0.1750487971903021,0.28970284201384094,0.18344582393735204,0.2470528508181484,0.0
2017-01-13,0.1047496860403565,0.1750487971903021,0.28970284201384094,0.18344582393735204,0.2470528508181484,0.0
2017-01-20,0.1047496860403565,0.1750487971903021,0.28970284201384094,0.18344582393735204,0.2470528508181484,0.0
2017-01-27,0.10529908508847022,0.17485329223830418,0.28698901667209575,0.18194441893118837,0.2509141870699415,0.0
2017-02-03,0.10529908508847022,0.17485329223830418,0.28698901667209575,0.18194441893118837,0.2509141870699415,0.0
2017-02-10,0.10529908508847022,0.17485329223830418,0.28698901667209575,0.18194441893118837,0.2509141870699415,0.0
2017-02-17,0.10529908508847022,0.17485329223830418,0.28698901667209575,0.18194441893118837,0.2509141870699415,0.0
2017-02-24,0.1050813025334458,0.17699179118311595,0.2855904284139671,0.18040185659108074,0.2519346212783904,0.0
2017-03-03,0.1050813025334458,0.17699179118311595,0.2855904284139671,0.18040185659108074,0.2519346212783904,0.0
2017-03-10,0.1050813025334458,0.17699179118311595,0.2855904284139671,0.18040185659108074,0.2519346212783904,0.0
2017-03-17,0.1050813025334458,0.17699179118311595,0.2855904284139671,0.18040185659108074,0.2519346212783904,0.0
2017-03-24,0.1050813025334458,0.17699179118311595,0.2855904284139671,0.18040185659108074,0.2519346212783904,0.0
2017-03-31,0.10790506068677923,0.1834193154911093,0.28135032854364006,0.1784310932260788,0.24889420205239265,0.0
2017-04-07,0.10790506068677923,0.1834193154911093,0.28135032854364006,0.1784310932260788,0.24889420205239265,0.0
2017-04-14,0.10790506068677923,0.1834193154911093,0.28135032854364006,0.1784310932260788,0.24889420205239265,0.0
2017-04-21,0.10790506068677923,0.1834193154911093,0.28135032854364006,0.1784310932260788,0.24889420205239265,0.0
2017-04-28,0.10964230626192557,0.18251961348014648,0.28175018569643134,0.17855581360663225,0.24753208095486443,0.0
2017-05-05,0.10964230626192557,0.18251961348014648,0.28175018569643134,0.17855581360663225,0.24753208095486443,0.0
2017-05-12,0.10964230626192557,0.18251961348014648,0.28175018569643134,0.17855581360663225,0.24753208095486443,0.0
2017-05-19,0.10964230626192557,0.18251961348014648,0.28175018569643134,0.17855581360663225,0.24753208095486443,0.0
2017-05-26,0.11040231269786702,0.18203843649242027,0.27942183097986995,0.1792648894831027,0.2488725303467401,0.0
2017-06-02,0.11040231269786702,0.18203843649242027,0.27942183097986995,0.1792648894831027,0.2488725303467401,0.0
2017-06-09,0.11040231269786702,0.18203843649242027,0.27942183097986995,0.1792648894831027,0.2488725303467401,0.0
2017-06-16,0.11040231269786702,0.18203843649242027,0.27942183097986995,0.1792648894831027,0.2488725303467401,0.0
2017-06-23,0.11040231269786702,0.18203843649242027,0.27942183097986995,0.1792648894831027,0.2488725303467401,0.0
