,dual_momentum_topn,cta_trend_long_only,composite_selective_concentrated,composite_regime_conditioned,taa_10m_sma,cash::BIL
2007-03-23,0.1309231126787622,0.3612218466856203,0.15903309320985534,0.18765963722476592,0.16116231020099633,0.0
2007-03-30,0.10991699105315457,0.2908044194954614,0.13511256082442652,0.16934793262168357,0.14481809600527396,0.15000000000000002
2007-04-06,0.10991699105315457,0.2908044194954614,0.13511256082442652,0.16934793262168357,0.14481809600527396,0.15000000000000002
2007-04-13,0.10991699105315457,0.2908044194954614,0.13511256082442652,0.16934793262168357,0.14481809600527396,0.15000000000000002
2007-04-20,0.10991699105315457,0.2908044194954614,0.13511256082442652,0.16934793262168357,0.14481809600527396,0.15000000000000002
2007-04-27,0.10910396062795347,0.28049503373017576,0.13513901684153518,0.1758085510325668,0.1494534377677688,0.15000000000000002
2007-05-04,0.10910396062795347,0.28049503373017576,0.13513901684153518,0.1758085510325668,0.1494534377677688,0.15000000000000002
2007-05-11,0.10910396062795347,0.28049503373017576,0.13513901684153518,0.1758085510325668,0.1494534377677688,0.15000000000000002
2007-05-18,0.10910396062795347,0.28049503373017576,0.13513901684153518,0.1758085510325668,0.1494534377677688,0.15000000000000002
2007-05-25,0.10885731305070173,0.272355902946441,0.13429407235180701,0.17992218521692419,0.15457052643412603,0.15000000000000002
2007-06-01,0.10885731305070173,0.272355902946441,0.13429407235180701,0.17992218521692419,0.15457052643412603,0.15000000000000002
2007-06-08,0.10885731305070173,0.272355902946441,0.13429407235180701,0.17992218521692419,0.15457052643412603,0.15000000000000002
2007-06-15,0.10885731305070173,0.272355902946441,0.13429407235180701,0.17992218521692419,0.15457052643412603,0.15000000000000002
2007-06-22,0.10885731305070173,0.272355902946441,0.13429407235180701,0.17992218521692419,0.15457052643412603,0.15000000000000002
2007-06-29,0.1092443704987393,0.26130192616146314,0.1350049873781657,0.1852036890347114,0.15924502692692044,0.15000000000000002
2007-07-06,0.1092443704987393,0.26130192616146314,0.1350049873781657,0.1852036890347114,0.15924502692692044,0.15000000000000002
2007-07-13,0.1092443704987393,0.26130192616146314,0.1350049873781657,0.1852036890347114,0.15924502692692044,0.15000000000000002
2007-07-20,0.1092443704987393,0.26130192616146314,0.1350049873781657,0.1852036890347114,0.15924502692692044,0.15000000000000002
2007-07-27,0.10280769844621958,0.2291306750498058,0.1320844085916056,0.1834821492428545,0.15249506866951457,0.19999999999999996
2007-08-03,0.10280769844621958,0.2291306750498058,0.1320844085916056,0.1834821492428545,0.15249506866951457,0.19999999999999996
2007-08-10,0.10280769844621958,0.2291306750498058,0.1320844085916056,0.1834821492428545,0.15249506866951457,0.19999999999999996
2007-08-17,0.10280769844621958,0.2291306750498058,0.1320844085916056,0.1834821492428545,0.15249506866951457,0.19999999999999996
2007-08-24,0.10280769844621958,0.2291306750498058,0.1320844085916056,0.1834821492428545,0.15249506866951457,0.19999999999999996
2007-08-31,0.04955897978542559,0.10324497037293996,0.0672007020381714,0.1010680378569425,0.07892730994652059,0.5999999999999999
2007-09-07,0.04955897978542559,0.10324497037293996,0.0672007020381714,0.1010680378569425,0.07892730994652059,0.5999999999999999
2007-09-14,0.04955897978542559,0.10324497037293996,0.0672007020381714,0.1010680378569425,0.07892730994652059,0.5999999999999999
2007-09-21,0.04955897978542559,0.10324497037293996,0.0672007020381714,0.1010680378569425,0.07892730994652059,0.5999999999999999
2007-09-28,0.07166932278988215,0.19481977565564604,0.23543158793263902,0.313679488284105,0.10439982533772786,0.07999999999999985
2007-10-05,0.07166932278988215,0.19481977565564604,0.23543158793263902,0.313679488284105,0.10439982533772786,0.07999999999999985
2007-10-12,0.07166932278988215,0.19481977565564604,0.23543158793263902,0.313679488284105,0.10439982533772786,0.07999999999999985
2007-10-19,0.07166932278988215,0.19481977565564604,0.23543158793263902,0.313679488284105,0.10439982533772786,0.07999999999999985
2007-10-26,0.026376976100460938,0.0771554990457748,0.10340706252455736,0.1522977389248502,0.04076272340435673,0.6
2007-11-02,0.026376976100460938,0.0771554990457748,0.10340706252455736,0.1522977389248502,0.04076272340435673,0.6
2007-11-09,0.026376976100460938,0.0771554990457748,0.10340706252455736,0.1522977389248502,0.04076272340435673,0.6
2007-11-16,0.026376976100460938,0.0771554990457748,0.10340706252455736,0.1522977389248502,0.04076272340435673,0.6
2007-11-23,0.026376976100460938,0.0771554990457748,0.10340706252455736,0.1522977389248502,0.04076272340435673,0.6
2007-11-30,0.023467467557848717,0.0715287030781715,0.10385543215375669,0.1631602291110671,0.03798816809915603,0.6
2007-12-07,0.023467467557848717,0.0715287030781715,0.10385543215375669,0.1631602291110671,0.03798816809915603,0.6
2007-12-14,0.023467467557848717,0.0715287030781715,0.10385543215375669,0.1631602291110671,0.03798816809915603,0.6
2007-12-21,0.023467467557848717,0.0715287030781715,0.10385543215375669,0.1631602291110671,0.03798816809915603,0.6
2007-12-28,0.044371109173963266,0.13899245691903,0.2162853979705277,0.329815017101398,0.07053601883508114,0.19999999999999996
2008-01-04,0.044371109173963266,0.13899245691903,0.2162853979705277,0.329815017101398,0.07053601883508114,0.19999999999999996
2008-01-11,0.044371109173963266,0.13899245691903,0.2162853979705277,0.329815017101398,0.07053601883508114,0.19999999999999996
2008-01-18,0.044371109173963266,0.13899245691903,0.2162853979705277,0.329815017101398,0.07053601883508114,0.19999999999999996
2008-01-25,0.020560405197494264,0.06584139573359915,0.10846504491254545,0.1709445051304194,0.034188649025941764,0.6
2008-02-01,0.020560405197494264,0.06584139573359915,0.10846504491254545,0.1709445051304194,0.034188649025941764,0.6
2008-02-08,0.020560405197494264,0.06584139573359915,0.10846504491254545,0.1709445051304194,0.034188649025941764,0.6
2008-02-15,0.020560405197494264,0.06584139573359915,0.10846504491254545,0.1709445051304194,0.034188649025941764,0.6
2008-02-22,0.020560405197494264,0.06584139573359915,0.10846504491254545,0.1709445051304194,0.034188649025941764,0.6
2008-02-29,0.019529065125263957,0.06357396330922466,0.10876551480537455,0.17456670307825162,0.03356475368188522,0.6000000000000001
2008-03-07,0.019529065125263957,0.06357396330922466,0.10876551480537455,0.17456670307825162,0.03356475368188522,0.6000000000000001
2008-03-14,0.019529065125263957,0.06357396330922466,0.10876551480537455,0.17456670307825162,0.03356475368188522,0.6000000000000001
2008-03-21,0.019529065125263957,0.06357396330922466,0.10876551480537455,0.17456670307825162,0.03356475368188522,0.6000000000000001
2008-03-28,0.018867663237121274,0.06211242760795127,0.10934437034933105,0.176740021846951,0.03293551695864545,0.5999999999999999
2008-04-04,0.018867663237121274,0.06211242760795127,0.10934437034933105,0.176740021846951,0.03293551695864545,0.5999999999999999
2008-04-11,0.018867663237121274,0.06211242760795127,0.10934437034933105,0.176740021846951,0.03293551695864545,0.5999999999999999
2008-04-18,0.018867663237121274,0.06211242760795127,0.10934437034933105,0.176740021846951,0.03293551695864545,0.5999999999999999
2008-04-25,0.018503365220502367,0.06092286776473919,0.11024732652810094,0.1780440131081706,0.03228242737848693,0.6
2008-05-02,0.018503365220502367,0.06092286776473919,0.11024732652810094,0.1780440131081706,0.03228242737848693,0.6
2008-05-09,0.018503365220502367,0.06092286776473919,0.11024732652810094,0.1780440131081706,0.03228242737848693,0.6
2008-05-16,0.018503365220502367,0.06092286776473919,0.11024732652810094,0.1780440131081706,0.03228242737848693,0.6
2008-05-23,0.018503365220502367,0.06092286776473919,0.11024732652810094,0.1780440131081706,0.03228242737848693,0.6
2008-05-30,0.03730195229194141,0.1226375875414985,0.22699194493380048,0.3515188969045861,0.06154961832817357,0.19999999999999996
2008-06-06,0.03730195229194141,0.1226375875414985,0.22699194493380048,0.3515188969045861,0.06154961832817357,0.19999999999999996
2008-06-13,0.03730195229194141,0.1226375875414985,0.22699194493380048,0.3515188969045861,0.06154961832817357,0.19999999999999996
2008-06-20,0.03730195229194141,0.1226375875414985,0.22699194493380048,0.3515188969045861,0.06154961832817357,0.19999999999999996
2008-06-27,0.03731022176353136,0.12201272262824514,0.23258504617642634,0.34846216451579926,0.059629844915998015,0.19999999999999996
2008-07-04,0.03731022176353136,0.12201272262824514,0.23258504617642634,0.34846216451579926,0.059629844915998015,0.19999999999999996
2008-07-11,0.03731022176353136,0.12201272262824514,0.23258504617642634,0.34846216451579926,0.059629844915998015,0.19999999999999996
2008-07-18,0.03731022176353136,0.12201272262824514,0.23258504617642634,0.34846216451579926,0.059629844915998015,0.19999999999999996
2008-07-25,0.03694179759913315,0.11807355510291209,0.23203326537961835,0.3530772987094795,0.05987408320885698,0.19999999999999984
2008-08-01,0.03694179759913315,0.11807355510291209,0.23203326537961835,0.3530772987094795,0.05987408320885698,0.19999999999999984
2008-08-08,0.03694179759913315,0.11807355510291209,0.23203326537961835,0.3530772987094795,0.05987408320885698,0.19999999999999984
2008-08-15,0.03694179759913315,0.11807355510291209,0.23203326537961835,0.3530772987094795,0.05987408320885698,0.19999999999999984
2008-08-22,0.03694179759913315,0.11807355510291209,0.23203326537961835,0.3530772987094795,0.05987408320885698,0.19999999999999984
2008-08-29,0.05564905343555207,0.12449052250665149,0.21679368097005938,0.31985183856663807,0.08321490452109895,0.20000000000000007
2008-09-05,0.05564905343555207,0.12449052250665149,0.21679368097005938,0.31985183856663807,0.08321490452109895,0.20000000000000007
2008-09-12,0.05564905343555207,0.12449052250665149,0.21679368097005938,0.31985183856663807,0.08321490452109895,0.20000000000000007
2008-09-19,0.05564905343555207,0.12449052250665149,0.21679368097005938,0.31985183856663807,0.08321490452109895,0.20000000000000007
2008-09-26,0.024414767157908628,0.05916482032066259,0.11339587179138935,0.16795555156999145,0.035068989160048046,0.5999999999999999
2008-10-03,0.024414767157908628,0.05916482032066259,0.11339587179138935,0.16795555156999145,0.035068989160048046,0.5999999999999999
2008-10-10,0.024414767157908628,0.05916482032066259,0.11339587179138935,0.16795555156999145,0.035068989160048046,0.5999999999999999
2008-10-17,0.024414767157908628,0.05916482032066259,0.11339587179138935,0.16795555156999145,0.035068989160048046,0.5999999999999999
2008-10-24,0.024414767157908628,0.05916482032066259,0.11339587179138935,0.16795555156999145,0.035068989160048046,0.5999999999999999
2008-10-31,0.025325628652251332,0.051122511193841806,0.11029439964289274,0.17277333094199487,0.04048412956901927,0.6
2008-11-07,0.025325628652251332,0.051122511193841806,0.11029439964289274,0.17277333094199487,0.04048412956901927,0.6
2008-11-14,0.025325628652251332,0.051122511193841806,0.11029439964289274,0.17277333094199487,0.04048412956901927,0.6
2008-11-21,0.025325628652251332,0.051122511193841806,0.11029439964289274,0.17277333094199487,0.04048412956901927,0.6
2008-11-28,0.0326464103714046,0.06038235496401054,0.09491519395457484,0.17089078064472096,0.041165260065289117,0.6
2008-12-05,0.0326464103714046,0.06038235496401054,0.09491519395457484,0.17089078064472096,0.041165260065289117,0.6
2008-12-12,0.0326464103714046,0.06038235496401054,0.09491519395457484,0.17089078064472096,0.041165260065289117,0.6
2008-12-19,0.0326464103714046,0.06038235496401054,0.09491519395457484,0.17089078064472096,0.041165260065289117,0.6
2008-12-26,0.03828223376710388,0.06087310676736413,0.08302369015562755,0.172981172925566,0.04483979638433841,0.6
2009-01-02,0.03828223376710388,0.06087310676736413,0.08302369015562755,0.172981172925566,0.04483979638433841,0.6
2009-01-09,0.03828223376710388,0.06087310676736413,0.08302369015562755,0.172981172925566,0.04483979638433841,0.6
2009-01-16,0.03828223376710388,0.06087310676736413,0.08302369015562755,0.172981172925566,0.04483979638433841,0.6
2009-01-23,0.03828223376710388,0.06087310676736413,0.08302369015562755,0.172981172925566,0.04483979638433841,0.6
2009-01-30,0.042067858408930514,0.06125548406126498,0.07520605517856623,0.17506406256281049,0.046406539788427834,0.5999999999999999
2009-02-06,0.042067858408930514,0.06125548406126498,0.07520605517856623,0.17506406256281049,0.046406539788427834,0.5999999999999999
2009-02-13,0.042067858408930514,0.06125548406126498,0.07520605517856623,0.17506406256281049,0.046406539788427834,0.5999999999999999
2009-02-20,0.042067858408930514,0.06125548406126498,0.07520605517856623,0.17506406256281049,0.046406539788427834,0.5999999999999999
2009-02-27,0.045075369350914773,0.06187881549856934,0.07086567565314605,0.17440895192646313,0.04777118757090674,0.5999999999999999
2009-03-06,0.045075369350914773,0.06187881549856934,0.07086567565314605,0.17440895192646313,0.04777118757090674,0.5999999999999999
2009-03-13,0.045075369350914773,0.06187881549856934,0.07086567565314605,0.17440895192646313,0.04777118757090674,0.5999999999999999
2009-03-20,0.045075369350914773,0.06187881549856934,0.07086567565314605,0.17440895192646313,0.04777118757090674,0.5999999999999999
2009-03-27,0.04696574079454896,0.06186213639728009,0.06796380437626941,0.17465548375440587,0.048552834677495674,0.6000000000000001
2009-04-03,0.04696574079454896,0.06186213639728009,0.06796380437626941,0.17465548375440587,0.048552834677495674,0.6000000000000001
2009-04-10,0.04696574079454896,0.06186213639728009,0.06796380437626941,0.17465548375440587,0.048552834677495674,0.6000000000000001
2009-04-17,0.04696574079454896,0.06186213639728009,0.06796380437626941,0.17465548375440587,0.048552834677495674,0.6000000000000001
2009-04-24,0.09792492531116931,0.13033193906753787,0.1289803704858718,0.35125570098284814,0.09150706415257293,0.19999999999999996
2009-05-01,0.09792492531116931,0.13033193906753787,0.1289803704858718,0.35125570098284814,0.09150706415257293,0.19999999999999996
2009-05-08,0.09792492531116931,0.13033193906753787,0.1289803704858718,0.35125570098284814,0.09150706415257293,0.19999999999999996
2009-05-15,0.09792492531116931,0.13033193906753787,0.1289803704858718,0.35125570098284814,0.09150706415257293,0.19999999999999996
2009-05-22,0.09792492531116931,0.13033193906753787,0.1289803704858718,0.35125570098284814,0.09150706415257293,0.19999999999999996
2009-05-29,0.10677470221151773,0.1338293917034414,0.12559521156598388,0.3478205699488641,0.08598012457019294,0.19999999999999996
2009-06-05,0.10677470221151773,0.1338293917034414,0.12559521156598388,0.3478205699488641,0.08598012457019294,0.19999999999999996
2009-06-12,0.10677470221151773,0.1338293917034414,0.12559521156598388,0.3478205699488641,0.08598012457019294,0.19999999999999996
2009-06-19,0.10677470221151773,0.1338293917034414,0.12559521156598388,0.3478205699488641,0.08598012457019294,0.19999999999999996
2009-06-26,0.14305392644880371,0.1597239801418986,0.14811329331676973,0.3794454700445837,0.08966333004794426,0.07999999999999996
2009-07-03,0.14305392644880371,0.1597239801418986,0.14811329331676973,0.3794454700445837,0.08966333004794426,0.07999999999999996
2009-07-10,0.14305392644880371,0.1597239801418986,0.14811329331676973,0.3794454700445837,0.08966333004794426,0.07999999999999996
2009-07-17,0.14305392644880371,0.1597239801418986,0.14811329331676973,0.3794454700445837,0.08966333004794426,0.07999999999999996
2009-07-24,0.14305392644880371,0.1597239801418986,0.14811329331676973,0.3794454700445837,0.08966333004794426,0.07999999999999996
2009-07-31,0.15512452849427405,0.1632636237598827,0.14985793447135523,0.3663329883347718,0.08542092493971623,0.08000000000000007
2009-08-07,0.15512452849427405,0.1632636237598827,0.14985793447135523,0.3663329883347718,0.08542092493971623,0.08000000000000007
2009-08-14,0.15512452849427405,0.1632636237598827,0.14985793447135523,0.3663329883347718,0.08542092493971623,0.08000000000000007
2009-08-21,0.15512452849427405,0.1632636237598827,0.14985793447135523,0.3663329883347718,0.08542092493971623,0.08000000000000007
2009-08-28,0.142095250544187,0.14851973388526848,0.1351750614959422,0.3446375979552125,0.07957235611938991,0.1499999999999999
2009-09-04,0.142095250544187,0.14851973388526848,0.1351750614959422,0.3446375979552125,0.07957235611938991,0.1499999999999999
2009-09-11,0.142095250544187,0.14851973388526848,0.1351750614959422,0.3446375979552125,0.07957235611938991,0.1499999999999999
2009-09-18,0.142095250544187,0.14851973388526848,0.1351750614959422,0.3446375979552125,0.07957235611938991,0.1499999999999999
2009-09-25,0.17462593344040026,0.1756978528707282,0.1609309871594115,0.3821479613444827,0.08659726518497735,0.020000000000000018
2009-10-02,0.17462593344040026,0.1756978528707282,0.1609309871594115,0.3821479613444827,0.08659726518497735,0.020000000000000018
2009-10-09,0.17462593344040026,0.1756978528707282,0.1609309871594115,0.3821479613444827,0.08659726518497735,0.020000000000000018
2009-10-16,0.17462593344040026,0.1756978528707282,0.1609309871594115,0.3821479613444827,0.08659726518497735,0.020000000000000018
2009-10-23,0.17462593344040026,0.1756978528707282,0.1609309871594115,0.3821479613444827,0.08659726518497735,0.020000000000000018
2009-10-30,0.164621969444948,0.14523722862160499,0.182447943594535,0.38673334681611116,0.10095951152280093,0.019999999999999907
2009-11-06,0.164621969444948,0.14523722862160499,0.182447943594535,0.38673334681611116,0.10095951152280093,0.019999999999999907
2009-11-13,0.164621969444948,0.14523722862160499,0.182447943594535,0.38673334681611116,0.10095951152280093,0.019999999999999907
2009-11-20,0.164621969444948,0.14523722862160499,0.182447943594535,0.38673334681611116,0.10095951152280093,0.019999999999999907
2009-11-27,0.1662665080347994,0.08078216611725976,0.2788435120051967,0.40990858806583474,0.044199225776909455,0.019999999999999907
2009-12-04,0.1662665080347994,0.08078216611725976,0.2788435120051967,0.40990858806583474,0.044199225776909455,0.019999999999999907
2009-12-11,0.1662665080347994,0.08078216611725976,0.2788435120051967,0.40990858806583474,0.044199225776909455,0.019999999999999907
2009-12-18,0.1662665080347994,0.08078216611725976,0.2788435120051967,0.40990858806583474,0.044199225776909455,0.019999999999999907
2009-12-25,0.1650198002491524,0.08018449578614938,0.2812647702165285,0.4098800776931272,0.04365085605504255,0.019999999999999907
2010-01-01,0.1650198002491524,0.08018449578614938,0.2812647702165285,0.4098800776931272,0.04365085605504255,0.019999999999999907
2010-01-08,0.1650198002491524,0.08018449578614938,0.2812647702165285,0.4098800776931272,0.04365085605504255,0.019999999999999907
