version_name,market_state,avg_gate_prob_calm,avg_gate_prob_recovery,avg_gate_prob_defense,top_expert
improved_phasen_uncertainty_adjusted_allocator,calm_trend,0.5001347644736664,0.38081440522054466,0.11905083030578885,calm
improved_phasen_uncertainty_adjusted_allocator,neutral_mixed,0.5306400638141489,0.33181724677241115,0.13754268941344008,calm
improved_phasen_uncertainty_adjusted_allocator,recovery_confirmed,0.4970814295180032,0.3028506683489984,0.20006790213299847,calm
improved_phasen_uncertainty_adjusted_allocator,recovery_fragile,0.45735640105250724,0.28521250022178823,0.25743109872570463,calm
improved_phasen_uncertainty_adjusted_allocator,stressed_panic,0.25780455277005926,0.252338279183418,0.4898571680465227,defense
improved_phasen_distributional_tail_allocator,calm_trend,0.5001347644736664,0.38081440522054466,0.11905083030578885,calm
improved_phasen_distributional_tail_allocator,neutral_mixed,0.5306400638141489,0.33181724677241115,0.13754268941344008,calm
improved_phasen_distributional_tail_allocator,recovery_confirmed,0.4970814295180032,0.3028506683489984,0.20006790213299847,calm
improved_phasen_distributional_tail_allocator,recovery_fragile,0.45735640105250724,0.28521250022178823,0.25743109872570463,calm
improved_phasen_distributional_tail_allocator,stressed_panic,0.25780455277005926,0.252338279183418,0.4898571680465227,defense
improved_phasen_moe_role_gating_allocator,calm_trend,0.5001347644736664,0.38081440522054466,0.11905083030578885,calm
improved_phasen_moe_role_gating_allocator,neutral_mixed,0.5306400638141489,0.33181724677241115,0.13754268941344008,calm
improved_phasen_moe_role_gating_allocator,recovery_confirmed,0.4970814295180032,0.3028506683489984,0.20006790213299847,calm
improved_phasen_moe_role_gating_allocator,recovery_fragile,0.45735640105250724,0.28521250022178823,0.25743109872570463,calm
improved_phasen_moe_role_gating_allocator,stressed_panic,0.25780455277005926,0.252338279183418,0.4898571680465227,defense
