model_name,feature_name,importance
learned_allocator_regressor,cum_13,0.025727424575945894
learned_allocator_regressor,mean_13,0.02130801911172479
learned_allocator_regressor,mean_26,0.01912549212164165
learned_allocator_regressor,recovery_confidence,0.01505251065534176
learned_allocator_regressor,cum_26,0.0146444824478883
learned_allocator_regressor,risk_regime_score,0.013273275649449832
learned_allocator_regressor,market_drawdown,0.010708043835757788
learned_allocator_regressor,transition_persistence_prob,0.010408046604820313
learned_allocator_regressor,stress_confidence,0.005796459734637929
learned_allocator_regressor,calm_confidence,0.005071335075794523
learned_allocator_regressor,chop_confidence,0.004821311747648495
learned_allocator_regressor,quality_13,0.004136293857935966
learned_allocator_regressor,transition_non_stress_prob,0.004015548084804298
learned_allocator_regressor,recent_stress_26w,0.0036959605911481646
learned_allocator_regressor,transition_good_state_prob,0.0036407742943489023
learned_allocator_regressor,cum_4,0.003580416966009996
learned_allocator_regressor,rank_vol_13,0.003553486469846245
learned_allocator_regressor,vol_13,0.0032064318954167052
learned_allocator_regressor,breadth_change_4w,0.0031694381407372354
learned_allocator_regressor,google_fear_z_tradable,0.002845456792564511
concentration_regressor,stress_confidence,0.009323101520319049
concentration_regressor,risk_regime_score,0.005936899698595161
concentration_regressor,recovery_confidence,0.00553244090229421
concentration_regressor,chop_confidence,0.005449791849581806
concentration_regressor,breadth_sma_43,0.005269663221338028
concentration_regressor,market_drawdown,0.005049752577913027
concentration_regressor,transition_non_stress_prob,0.004455821147000057
concentration_regressor,breadth_13w_mom,0.002739724307593775
concentration_regressor,recent_stress_26w,0.002739232674422659
concentration_regressor,breadth_26w_mom,0.002653443227565948
concentration_regressor,google_fear_z_tradable,0.0022829436776851428
concentration_regressor,avg_corr_risk_off_z,0.002133727244703333
concentration_regressor,simple_score_std,0.0020956850117491614
concentration_regressor,calm_confidence,0.0020435530879224307
concentration_regressor,market_trend_positive,0.0019712947778890003
concentration_regressor,breadth_change_4w,0.0019320064843256666
concentration_regressor,prior_hhi,0.0017140089240410715
concentration_regressor,quality_top,0.0015973372429298192
concentration_regressor,transition_persistence_prob,0.0015730845732082439
concentration_regressor,cum_gap,0.0015557040356424983
