top_n,holdout_cagr,holdout_sharpe,holdout_sortino,holdout_drawdown,holdout_turnover,full_cagr,full_sharpe,full_drawdown,beats_xlk
3,0.5025631525856507,1.6085230155223451,2.571240979866023,-0.221326817190306,0.9873417721518986,0.18454499363530807,0.7714513353437346,-0.4951788713571884,True
5,0.3613542214847836,1.5124897175366194,2.2673271857436923,-0.2448388454946726,1.2506329113924053,0.17507431569985155,0.8041638722669494,-0.4539053136064817,True
8,0.2978129969078205,1.3656049601497315,2.0883559774435314,-0.2100007054102423,1.0696202531645569,0.15967299514877897,0.7766100365310513,-0.4128988430785604,False
