additional_delay_weeks,holdout_cagr,holdout_sharpe,holdout_sortino,holdout_drawdown,holdout_turnover,full_cagr,full_sharpe,full_drawdown,beats_xlk
1,0.3395614281342958,1.4657614492382496,2.1546433947757673,-0.24331470403322142,1.2506329113924053,0.1738627651283824,0.8030926831768562,-0.4359181395174132,True
4,0.31107218795864355,1.4006439848421375,2.0817088129709123,-0.23810016957087876,1.250632911392405,0.1578983192238237,0.7457957705906471,-0.4747562659888651,False
13,0.3324970506648701,1.4277398796982985,2.1858209872358185,-0.24201648170782486,1.3822784810126583,0.18037306344613735,0.8230121010599142,-0.4999987950832243,True
