target,fold_train_end,model,feature,importance,abs_importance,sign,feature_family
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,breadth_ret13_positive,0.1184191200948999,0.1184191200948999,1.0,breadth_dispersion
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,breadth_ret13_positive_x_state_calm_trend,0.041054604169743075,0.041054604169743075,1.0,regime_state_interaction
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,breadth_ret13_positive_x_state_neutral_mixed,-0.02009308076567554,0.02009308076567554,-1.0,regime_state_interaction
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,breadth_ret13_positive_x_state_recovery_confirmed,0.30457814481948303,0.30457814481948303,1.0,regime_state_interaction
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,breadth_ret13_positive_x_state_recovery_fragile,-0.2500956415656572,0.2500956415656572,-1.0,regime_state_interaction
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,breadth_ret13_positive_x_state_stressed_panic,-0.17125548996044,0.17125548996044,-1.0,regime_state_interaction
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,breadth_ret26_positive,-0.12233879491255312,0.12233879491255312,-1.0,breadth_dispersion
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,defensive_breadth_13w,-0.1433312468579366,0.1433312468579366,-1.0,breadth_dispersion
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,offensive_breadth_13w,0.048782658815471926,0.048782658815471926,1.0,breadth_dispersion
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,regime_breadth_13w_mom,-0.023433668823176965,0.023433668823176965,-1.0,regime_state
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,regime_breadth_26w_mom,0.09916929889097563,0.09916929889097563,1.0,regime_state
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,regime_breadth_sma_43,-0.11501926711780246,0.11501926711780246,-1.0,regime_state
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,regime_canary_breadth_default,-0.14315941826391038,0.14315941826391038,-1.0,regime_state
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,regime_canary_breadth_pair,0.03072359762122008,0.03072359762122008,1.0,regime_state
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,asset_mom_agreement_count,0.10255428727984454,0.10255428727984454,1.0,cross_asset_momentum
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,regime_market_drawdown,0.4159678945493716,0.4159678945493716,1.0,regime_state
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,regime_market_trend_positive,-0.1486508106281213,0.1486508106281213,-1.0,regime_state
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,regime_recent_stress_26w,-0.07626467696839531,0.07626467696839531,-1.0,regime_state
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,state_calm_trend,-0.24801694948279177,0.24801694948279177,-1.0,regime_state
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,state_neutral_mixed,-0.3684507212280822,0.3684507212280822,-1.0,regime_state
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,state_recovery_confirmed,-0.19861886761161462,0.19861886761161462,-1.0,regime_state
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,state_recovery_fragile,0.23241278581202934,0.23241278581202934,1.0,regime_state
target_etf_forward_top_quantile_4w,2009-12-25,logistic_l2,state_stressed_panic,0.21857653573526944,0.21857653573526944,1.0,regime_state
