feature_family,feature_count,mean_discovery_score,total_abs_importance,max_oos_auc_delta
regime_state,14,2.8317857142857146,1.6647333633592716,0.0914371592405483
volatility_risk,1,2.685,0.25427676225207474,0.0914371592405483
breadth_dispersion,7,2.3889285714285715,0.9062351673665073,0.0914371592405483
cross_asset_lead_lag,19,2.340263157894737,3.031018989906589,0.0914371592405483
regime_state_interaction,31,2.1820967741935484,2.49846607766583,0.0914371592405483
cross_asset_momentum,4,2.078125,0.32293724307852,0.0914371592405483
sleeve_factor_momentum,4,1.70625,0.6988915579410302,0.0
