target,model,state,feature,feature_family,mean_abs_importance
target_sleeve_opportunity_top_quantile_4w,random_forest_small,stressed_panic,leadlag_HYG_minus_LQD_13w_x_state_stressed_panic,regime_state_interaction,0.023517045855313404
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,recovery_fragile,asset_mom_multi_avg_x_state_recovery_fragile,regime_state_interaction,0.022679391528459783
target_sleeve_opportunity_top_quantile_4w,random_forest_small,stressed_panic,sleeve_ret_13w_x_state_stressed_panic,regime_state_interaction,0.02158244192110373
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.020610013352034738
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,neutral_mixed,sleeve_ret_13w_x_state_neutral_mixed,regime_state_interaction,0.01896105710933943
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,neutral_mixed,asset_ret_13w_x_state_neutral_mixed,regime_state_interaction,0.018319035230961067
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2_balanced,recovery_fragile,asset_ret_13w_x_state_recovery_fragile,regime_state_interaction,0.017619522244674647
target_etf_forward_risk_adjusted_top_quantile_4w,logistic_l2,recovery_fragile,asset_ret_13w_x_state_recovery_fragile,regime_state_interaction,0.016699725567128867
target_etf_forward_top_quantile_4w,logistic_l2_balanced,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.015679105217076633
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.015430633598815809
target_etf_forward_top_quantile_4w,decision_tree_depth3,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.013473296635357077
target_etf_forward_top_quantile_4w,logistic_l2_balanced,recovery_fragile,asset_mom_multi_avg_x_state_recovery_fragile,regime_state_interaction,0.013408522978204801
target_etf_forward_top_quantile_4w,logistic_l2,recovery_fragile,asset_mom_multi_avg_x_state_recovery_fragile,regime_state_interaction,0.01328724606614006
target_etf_forward_top_quantile_4w,decision_tree_depth3,neutral_mixed,asset_downside_vol_13w_x_state_neutral_mixed,regime_state_interaction,0.013158160150055146
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,calm_trend,asset_downside_vol_13w_x_state_calm_trend,regime_state_interaction,0.012442122925791348
target_etf_forward_top_quantile_4w,logistic_l2,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.012321018020753468
target_etf_forward_top_quantile_4w,random_forest_small,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.011210446072767827
target_etf_forward_top_quantile_4w,random_forest_small,calm_trend,asset_ret_13w_x_state_calm_trend,regime_state_interaction,0.010863478058672474
target_etf_forward_top_quantile_4w,random_forest_small,stressed_panic,asset_downside_vol_13w_x_state_stressed_panic,regime_state_interaction,0.010213892297001008
target_sleeve_opportunity_top_quantile_4w,random_forest_small,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.009401990741751952
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,stressed_panic,sleeve_ret_13w_x_state_stressed_panic,regime_state_interaction,0.009223394783024542
target_state_quality_good_4w,random_forest_small,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.00904333200600968
target_etf_forward_top_quantile_4w,random_forest_small,calm_trend,breadth_ret13_positive_x_state_calm_trend,regime_state_interaction,0.008575082221748093
target_sleeve_opportunity_top_quantile_4w,random_forest_small,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.008361000234405376
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.007868466407164999
target_etf_forward_top_quantile_4w,random_forest_small,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.0076907719218268795
target_sleeve_opportunity_top_quantile_4w,random_forest_small,calm_trend,sleeve_vol_13w_x_state_calm_trend,regime_state_interaction,0.007169275348285661
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,calm_trend,breadth_ret13_positive_x_state_calm_trend,regime_state_interaction,0.006829079035089295
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,stressed_panic,leadlag_HYG_minus_LQD_13w_x_state_stressed_panic,regime_state_interaction,0.006296816638056923
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,stressed_panic,asset_mom_multi_avg_x_state_stressed_panic,regime_state_interaction,0.006036212349203483
target_etf_forward_top_quantile_4w,random_forest_small,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.005879044555802379
target_etf_forward_top_quantile_4w,decision_tree_depth3,neutral_mixed,asset_ret_13w_x_state_neutral_mixed,regime_state_interaction,0.005674783154800408
target_etf_forward_top_quantile_4w,decision_tree_depth3,stressed_panic,asset_mom_multi_avg_x_state_stressed_panic,regime_state_interaction,0.005389045407927489
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.004702819934995106
target_stress_transition_4w,random_forest_small,calm_trend,breadth_ret13_positive_x_state_calm_trend,regime_state_interaction,0.0038290081935166724
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.003769143638696924
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.0034693889162953854
target_etf_forward_top_quantile_4w,random_forest_small,calm_trend,asset_mom_multi_avg_x_state_calm_trend,regime_state_interaction,0.003202185616979179
target_etf_forward_top_quantile_4w,random_forest_small,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.0029956474392222993
target_etf_forward_top_quantile_4w,decision_tree_depth3,neutral_mixed,asset_mom_multi_avg_x_state_neutral_mixed,regime_state_interaction,0.0029747792510255435
target_etf_forward_top_quantile_4w,decision_tree_depth3,calm_trend,asset_mom_multi_avg_x_state_calm_trend,regime_state_interaction,0.0027341727606554123
target_sleeve_opportunity_top_quantile_4w,random_forest_small,calm_trend,sleeve_ret_13w_x_state_calm_trend,regime_state_interaction,0.0019748558973009273
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,calm_trend,asset_mom_multi_avg_x_state_calm_trend,regime_state_interaction,0.0016856010633245564
target_etf_forward_top_quantile_4w,decision_tree_depth3,calm_trend,asset_downside_vol_13w_x_state_calm_trend,regime_state_interaction,0.0016121001089366106
target_sleeve_opportunity_top_quantile_4w,random_forest_small,calm_trend,breadth_ret13_positive_x_state_calm_trend,regime_state_interaction,0.0015361687475915916
target_etf_forward_top_quantile_4w,random_forest_small,recovery_confirmed,asset_downside_vol_13w_x_state_recovery_confirmed,regime_state_interaction,0.0010499311265050578
target_etf_forward_top_quantile_4w,random_forest_small,recovery_fragile,asset_downside_vol_13w_x_state_recovery_fragile,regime_state_interaction,0.000940191234772303
target_sleeve_opportunity_top_quantile_4w,random_forest_small,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.0005630792353214899
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,recovery_confirmed,asset_mom_multi_avg_x_state_recovery_confirmed,regime_state_interaction,0.00046071768548872777
target_stress_transition_4w,random_forest_small,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.0
target_stress_transition_4w,random_forest_small,recovery_fragile,leadlag_HYG_minus_LQD_13w_x_state_recovery_fragile,regime_state_interaction,0.0
target_stress_transition_4w,random_forest_small,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.0
target_stress_transition_4w,random_forest_small,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.0
target_stress_transition_4w,random_forest_small,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.0
target_stress_transition_4w,random_forest_small,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_stress_transition_4w,decision_tree_depth3,recovery_fragile,leadlag_HYG_minus_LQD_13w_x_state_recovery_fragile,regime_state_interaction,0.0
target_stress_transition_4w,decision_tree_depth3,stressed_panic,leadlag_HYG_minus_LQD_13w_x_state_stressed_panic,regime_state_interaction,0.0
target_state_quality_good_4w,random_forest_small,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.0
target_state_quality_good_4w,random_forest_small,calm_trend,breadth_ret13_positive_x_state_calm_trend,regime_state_interaction,0.0
target_state_quality_good_4w,random_forest_small,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.0
target_state_quality_good_4w,random_forest_small,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.0
target_state_quality_good_4w,random_forest_small,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.0
target_state_quality_good_4w,random_forest_small,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_state_quality_good_4w,random_forest_small,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.0
target_state_quality_good_4w,random_forest_small,recovery_fragile,leadlag_HYG_minus_LQD_13w_x_state_recovery_fragile,regime_state_interaction,0.0
target_state_quality_good_4w,decision_tree_depth3,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.0
target_stress_transition_4w,decision_tree_depth3,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.0
target_state_quality_good_4w,random_forest_small,stressed_panic,leadlag_HYG_minus_LQD_13w_x_state_stressed_panic,regime_state_interaction,0.0
target_stress_transition_4w,decision_tree_depth3,calm_trend,breadth_ret13_positive_x_state_calm_trend,regime_state_interaction,0.0
target_stress_transition_4w,decision_tree_depth3,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.0
target_stress_transition_4w,decision_tree_depth3,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.0
target_stress_transition_4w,decision_tree_depth3,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.0
target_stress_transition_4w,decision_tree_depth3,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.0
target_stress_transition_4w,decision_tree_depth3,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_state_quality_good_4w,decision_tree_depth3,stressed_panic,leadlag_HYG_minus_LQD_13w_x_state_stressed_panic,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,calm_trend,asset_downside_vol_13w_x_state_calm_trend,regime_state_interaction,0.0
target_state_quality_good_4w,decision_tree_depth3,recovery_fragile,leadlag_HYG_minus_LQD_13w_x_state_recovery_fragile,regime_state_interaction,0.0
target_state_quality_good_4w,decision_tree_depth3,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,recovery_confirmed,asset_ret_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,recovery_fragile,asset_downside_vol_13w_x_state_recovery_fragile,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,recovery_fragile,asset_mom_multi_avg_x_state_recovery_fragile,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,recovery_fragile,asset_ret_13w_x_state_recovery_fragile,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,decision_tree_depth3,calm_trend,asset_ret_13w_x_state_calm_trend,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,decision_tree_depth3,calm_trend,breadth_ret13_positive_x_state_calm_trend,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,decision_tree_depth3,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,decision_tree_depth3,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,decision_tree_depth3,recovery_confirmed,asset_downside_vol_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,decision_tree_depth3,recovery_confirmed,asset_mom_multi_avg_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,decision_tree_depth3,recovery_confirmed,asset_ret_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,decision_tree_depth3,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,random_forest_small,recovery_confirmed,asset_downside_vol_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,calm_trend,asset_ret_13w_x_state_calm_trend,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,neutral_mixed,asset_downside_vol_13w_x_state_neutral_mixed,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,neutral_mixed,asset_mom_multi_avg_x_state_neutral_mixed,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,neutral_mixed,asset_ret_13w_x_state_neutral_mixed,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,recovery_confirmed,asset_downside_vol_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,recovery_fragile,asset_ret_13w_x_state_recovery_fragile,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,recovery_confirmed,asset_mom_multi_avg_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,recovery_confirmed,asset_ret_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,recovery_fragile,asset_downside_vol_13w_x_state_recovery_fragile,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,recovery_fragile,asset_mom_multi_avg_x_state_recovery_fragile,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,decision_tree_depth3,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,decision_tree_depth3,recovery_fragile,asset_downside_vol_13w_x_state_recovery_fragile,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,decision_tree_depth3,recovery_fragile,asset_mom_multi_avg_x_state_recovery_fragile,regime_state_interaction,0.0
target_sleeve_opportunity_top_quantile_4w,random_forest_small,recovery_fragile,leadlag_HYG_minus_LQD_13w_x_state_recovery_fragile,regime_state_interaction,0.0
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.0
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,recovery_fragile,leadlag_HYG_minus_LQD_13w_x_state_recovery_fragile,regime_state_interaction,0.0
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,recovery_fragile,sleeve_ret_13w_x_state_recovery_fragile,regime_state_interaction,0.0
target_sleeve_opportunity_top_quantile_4w,random_forest_small,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_sleeve_opportunity_top_quantile_4w,random_forest_small,recovery_confirmed,sleeve_ret_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_sleeve_opportunity_top_quantile_4w,random_forest_small,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.0
target_sleeve_opportunity_top_quantile_4w,random_forest_small,recovery_fragile,sleeve_ret_13w_x_state_recovery_fragile,regime_state_interaction,0.0
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_state_quality_good_4w,decision_tree_depth3,calm_trend,breadth_ret13_positive_x_state_calm_trend,regime_state_interaction,0.0
target_state_quality_good_4w,decision_tree_depth3,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.0
target_state_quality_good_4w,decision_tree_depth3,neutral_mixed,breadth_ret13_positive_x_state_neutral_mixed,regime_state_interaction,0.0
target_state_quality_good_4w,decision_tree_depth3,neutral_mixed,leadlag_HYG_minus_LQD_13w_x_state_neutral_mixed,regime_state_interaction,0.0
target_state_quality_good_4w,decision_tree_depth3,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.0
target_state_quality_good_4w,decision_tree_depth3,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,recovery_confirmed,sleeve_ret_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,decision_tree_depth3,recovery_fragile,asset_ret_13w_x_state_recovery_fragile,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,random_forest_small,recovery_confirmed,breadth_ret13_positive_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,decision_tree_depth3,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,decision_tree_depth3,stressed_panic,asset_downside_vol_13w_x_state_stressed_panic,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,decision_tree_depth3,stressed_panic,breadth_ret13_positive_x_state_stressed_panic,regime_state_interaction,0.0
target_etf_forward_risk_adjusted_top_quantile_4w,decision_tree_depth3,calm_trend,asset_mom_multi_avg_x_state_calm_trend,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,random_forest_small,recovery_confirmed,asset_mom_multi_avg_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,random_forest_small,recovery_confirmed,asset_ret_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,random_forest_small,recovery_confirmed,leadlag_HYG_minus_LQD_13w_x_state_recovery_confirmed,regime_state_interaction,0.0
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,calm_trend,sleeve_vol_13w_x_state_calm_trend,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,random_forest_small,recovery_fragile,asset_mom_multi_avg_x_state_recovery_fragile,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,random_forest_small,recovery_fragile,asset_ret_13w_x_state_recovery_fragile,regime_state_interaction,0.0
target_etf_forward_top_quantile_4w,random_forest_small,recovery_fragile,breadth_ret13_positive_x_state_recovery_fragile,regime_state_interaction,0.0
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,calm_trend,breadth_ret13_positive_x_state_calm_trend,regime_state_interaction,0.0
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,calm_trend,leadlag_HYG_minus_LQD_13w_x_state_calm_trend,regime_state_interaction,0.0
target_sleeve_opportunity_top_quantile_4w,decision_tree_depth3,calm_trend,sleeve_ret_13w_x_state_calm_trend,regime_state_interaction,0.0
target_stress_transition_4w,random_forest_small,stressed_panic,leadlag_HYG_minus_LQD_13w_x_state_stressed_panic,regime_state_interaction,0.0
