date,entity_type,entity,fwd_return_4w,fwd_return_8w,fwd_risk_adj_4w,target_etf_forward_top_quantile_4w,target_etf_forward_top_quantile_8w,target_etf_forward_risk_adjusted_top_quantile_4w,target_sleeve_opportunity_top_quantile_4w,fwd_ggg1_return_4w,fwd_prod_return_4w,target_state_quality_good_4w,target_stress_transition_4w,target_ggg1_underperformance_4w
2018-04-27,ETF,USO,-0.005580520381599375,0.015962704664970923,-0.07978285512454716,0.0,0.0,0.0,,,,,,
2018-05-04,ETF,USO,-0.061626791656783725,0.06119624846217221,-0.8837568125530891,0.0,1.0,0.0,,,,,,
2018-05-11,ETF,USO,-0.07070461863824799,0.04235642655017789,-1.0163581044556111,0.0,1.0,0.0,,,,,,
2018-05-18,ETF,USO,-0.09756809698426377,-0.004848191148326963,-1.4072665276607317,0.0,0.0,0.0,,,,,,
2018-05-25,ETF,USO,0.021664122121619382,0.02775302915974027,0.29948177741485726,1.0,0.0,0.0,,,,,,
2018-06-01,ETF,USO,0.1308893295619673,0.07433857555797936,1.7796766969677613,1.0,1.0,1.0,,,,,,
2018-06-08,ETF,USO,0.12166319499269514,0.06896852886661457,1.6641310690258473,1.0,1.0,1.0,,,,,,
2018-06-15,ETF,USO,0.10274449022257134,0.07257090384915242,1.3969143002693973,1.0,1.0,1.0,,,,,,
2018-06-22,ETF,USO,0.005959793347226887,-0.027296990339013,0.07660053563532092,0.0,0.0,0.0,,,,,,
2018-06-29,ETF,USO,-0.050005559806539236,-0.04446571016750582,-0.6153124904093054,0.0,0.0,0.0,,,,,,
2018-07-06,ETF,USO,-0.04697904536880502,-0.0195702223514172,-0.578453255486098,0.0,0.0,0.0,,,,,,
2018-07-13,ETF,USO,-0.02736226446012793,-0.015883771814830732,-0.33666105814582503,0.0,0.0,0.0,,,,,,
2018-07-20,ETF,USO,-0.03305975438201305,0.022017434005864967,-0.40462753420323033,0.0,0.0,0.0,,,,,,
2018-07-27,ETF,USO,0.005831454800835693,0.041498255531471996,0.07243448947257596,0.0,1.0,0.0,,,,,,
2018-08-03,ETF,USO,0.028759937422356666,0.08356282007554473,0.35849625910376337,1.0,1.0,0.0,,,,,,
2018-08-10,ETF,USO,0.011801405832692588,0.11024905850698528,0.16768225364403494,0.0,1.0,0.0,,,,,,
2018-08-17,ETF,USO,0.056960281297090146,0.10006462130874752,0.8132426251627872,1.0,1.0,1.0,,,,,,
2018-08-24,ETF,USO,0.03546001724284773,0.01703021362174454,0.4938556407979493,1.0,1.0,0.0,,,,,,
2018-08-31,ETF,USO,0.05327081728172774,-0.028940927197076704,0.755834885411157,1.0,0.0,1.0,,,,,,
2018-09-07,ETF,USO,0.09729938316627673,-0.07314598071450447,1.3542955416706464,1.0,0.0,1.0,,,,,,
2018-09-14,ETF,USO,0.04078141891837236,-0.12993036209844558,0.5668109926086203,1.0,0.0,1.0,,,,,,
2018-09-21,ETF,USO,-0.017798662733667762,-0.1992083914238663,-0.2549338378540709,0.0,0.0,0.0,,,,,,
2018-09-28,ETF,USO,-0.07805375704890016,-0.31132507557888606,-1.1079983139886787,0.0,0.0,0.0,,,,,,
2018-10-05,ETF,USO,-0.15533168658945032,-0.3250663206881103,-2.3071314914900327,0.0,0.0,0.0,,,,,,
2018-10-12,ETF,USO,-0.16402270247505904,-0.27473882094535135,-2.595091281773082,0.0,0.0,0.0,,,,,,
2018-10-19,ETF,USO,-0.18469708990124067,-0.27446911471847385,-2.8788529979123916,0.0,0.0,0.0,,,,,,
2018-10-26,ETF,USO,-0.2530205207879551,-0.34597572361544593,-3.884208217989731,0.0,0.0,0.0,,,,,,
2018-11-02,ETF,USO,-0.20094826738949867,-0.29679039728643525,-2.8501968770250157,0.0,0.0,0.0,,,,,,
2018-11-09,ETF,USO,-0.13243914493621656,-0.21349450933013758,-1.8312512524474074,0.0,0.0,0.0,,,,,,
2018-11-16,ETF,USO,-0.11010879969306005,-0.11470355255849074,-1.4854917571769146,0.0,0.0,0.0,,,,,,
2018-11-23,ETF,USO,-0.12444144104941829,0.029596998739483578,-1.5169508469992201,0.0,0.0,0.0,,,,,,
2018-11-30,ETF,USO,-0.11994483709311339,0.03370961643937277,-1.4713565732361262,0.0,1.0,0.0,,,,,,
2018-12-07,ETF,USO,-0.09342902451259384,0.03212907573378232,-1.1240987030345317,0.0,0.0,0.0,,,,,,
2018-12-14,ETF,USO,-0.005163274863091096,0.008808546561468102,-0.06192719808551433,0.0,0.0,0.0,,,,,,
2018-12-21,ETF,USO,0.17593162469170262,0.2135799855996614,1.9889260734198055,1.0,1.0,0.0,,,,,,
2018-12-28,ETF,USO,0.1745963889637942,0.24340919474426717,2.138934678441942,1.0,1.0,1.0,,,,,,
2019-01-04,ETF,USO,0.1384978161019013,0.13779043094018442,1.5795425078890248,1.0,1.0,1.0,,,,,,
2019-01-11,ETF,USO,0.014044336192591085,0.07138464850950349,0.15111109896060565,0.0,1.0,0.0,,,,,,
2019-01-18,ETF,USO,0.032015773806431155,0.07382487558232727,0.33844122210692246,0.0,1.0,0.0,,,,,,
2019-01-25,ETF,USO,0.05858421363033318,0.08221870005286683,0.62156384038496,1.0,1.0,0.0,,,,,,
2019-02-01,ETF,USO,-0.0006213320321851704,0.07029575772591408,-0.006496084122373419,0.0,1.0,0.0,,,,,,
2019-02-08,ETF,USO,0.056546159048830764,0.1818065067320329,0.5835482599278095,1.0,1.0,1.0,,,,,,
2019-02-15,ETF,USO,0.04051207630450219,0.1325776822720934,0.40646118884893323,1.0,1.0,0.0,,,,,,
2019-02-22,ETF,USO,0.022326505646141175,0.11172472330650104,0.22900366368635064,1.0,1.0,0.0,,,,,,
2019-03-01,ETF,USO,0.07096118021240677,0.11987266343850318,0.7306632934585146,1.0,1.0,0.0,,,,,,
2019-03-08,ETF,USO,0.11855643656493839,0.09434116274878997,1.223291872104963,1.0,1.0,0.0,,,,,,
2019-03-15,ETF,USO,0.08848105472698851,0.05051638116455,0.9008704054397523,1.0,1.0,1.0,,,,,,
2019-03-22,ETF,USO,0.08744585723506934,0.0673495405653504,0.9003184393797473,1.0,1.0,0.0,,,,,,
2019-03-29,ETF,USO,0.045670640663553794,-0.025644995652211358,0.4745401593138552,1.0,0.0,0.0,,,,,,
2019-04-05,ETF,USO,-0.021648683092391017,-0.16255808042069653,-0.2194457514158529,0.0,0.0,0.0,,,,,,
2019-04-12,ETF,USO,-0.03487858001530479,-0.16230861767493732,-0.35545121317095213,0.0,0.0,0.0,,,,,,
2019-04-19,ETF,USO,-0.018480291718445424,-0.18544904989198532,-0.18904282681837534,0.0,0.0,0.0,,,,,,
2019-04-26,ETF,USO,-0.06820085937433445,-0.0964189404277276,-0.6996213517785859,0.0,0.0,0.0,,,,,,
2019-05-03,ETF,USO,-0.14402740088672303,-0.0754800301561422,-1.5397165885599275,0.0,0.0,0.0,,,,,,
2019-05-10,ETF,USO,-0.13203523931906244,-0.08027048950722836,-1.4390621276156697,0.0,0.0,0.0,,,,,,
2019-05-17,ETF,USO,-0.17011248654993288,-0.05491667120767508,-1.8977413255550553,0.0,0.0,0.0,,,,,,
2019-05-24,ETF,USO,-0.030283437516851468,-0.05807116665231259,-0.365293092921158,0.0,0.0,0.0,,,,,,
2019-05-31,ETF,USO,0.08008126755645055,0.041259923451139977,0.8744839253141582,1.0,0.0,0.0,,,,,,
2019-06-07,ETF,USO,0.0596392297899553,0.014145327106434928,0.6575353212304558,1.0,0.0,0.0,,,,,,
2019-06-14,ETF,USO,0.13880895118346523,0.02308862898642895,1.5306175785776548,1.0,0.0,1.0,,,,,,
2019-06-21,ETF,USO,-0.028655516684489048,-0.05143474427163166,-0.3460837281339661,0.0,0.0,0.0,,,,,,
2019-06-28,ETF,USO,-0.035942984358148494,-0.0744679436493515,-0.4348780620512637,0.0,0.0,0.0,,,,,,
2019-07-05,ETF,USO,-0.04293338846329652,-0.045237445828026926,-0.5391410359398885,0.0,0.0,0.0,,,,,,
2019-07-12,ETF,USO,-0.10161522007425239,-0.0633957850092818,-1.3123480632853248,0.0,0.0,0.0,,,,,,
2019-07-19,ETF,USO,-0.023451234838324182,-0.021216653442205167,-0.2874929584723428,0.0,0.0,0.0,,,,,,
2019-07-26,ETF,USO,-0.03996128721241025,0.0435286490236935,-0.4900884164549178,0.0,1.0,0.0,,,,,,
2019-08-02,ETF,USO,-0.002407415886163887,0.0111499602374056,-0.029818398602299286,0.0,0.0,0.0,,,,,,
2019-08-09,ETF,USO,0.042542389318004,-0.02699775472914113,0.5401221019186369,1.0,0.0,0.0,,,,,,
2019-08-16,ETF,USO,0.0022882435325684426,-0.004603600696684622,0.030181211027302313,0.0,0.0,0.0,,,,,,
2019-08-23,ETF,USO,0.08696517663717997,-0.003665871816914178,1.1501921703179045,1.0,0.0,0.0,,,,,,
2019-08-30,ETF,USO,0.013590093129664173,0.02465084102845399,0.17945287659164663,0.0,0.0,0.0,,,,,,
2019-09-06,ETF,USO,-0.06670246194270917,-0.013868631996292244,-0.8727717873717845,0.0,0.0,0.0,,,,,,
2019-09-13,ETF,USO,-0.006876110014982163,0.0407150233518381,-0.09104840472601733,0.0,1.0,0.0,,,,,,
2019-09-20,ETF,USO,-0.08337990066479024,-0.014866065537750132,-1.045235181000104,0.0,0.0,0.0,,,,,,
2019-09-27,ETF,USO,0.010912446731436968,0.03440683088815647,0.13455929324801152,0.0,0.0,0.0,,,,,,
2019-10-04,ETF,USO,0.056609846048017304,0.0489982637807659,0.7027853056361253,1.0,0.0,0.0,,,,,,
2019-10-11,ETF,USO,0.04792064096609145,0.07401474793181306,0.5859519841668154,0.0,1.0,0.0,,,,,,
2019-10-18,ETF,USO,0.07474616275241024,0.10831548212498254,0.9132165798178637,1.0,1.0,0.0,,,,,,
2019-10-25,ETF,USO,0.02324077048678479,0.06432339890335173,0.2739447693718212,0.0,0.0,0.0,,,,,,
2019-11-01,ETF,USO,-0.007203777530297242,0.10076562143314167,-0.08501023846050848,0.0,1.0,0.0,,,,,,
2019-11-08,ETF,USO,0.024900842626465483,0.09578337812043006,0.29132676388671647,1.0,1.0,0.0,,,,,,
2019-11-15,ETF,USO,0.03123464919995771,0.022175379372804005,0.36678269515231865,1.0,0.0,0.0,,,,,,
2019-11-22,ETF,USO,0.040149522577196214,0.013051972749863758,0.4943871903549993,1.0,0.0,0.0,,,,,,
2019-11-29,ETF,USO,0.10875283015768493,-0.02339354688233721,1.4799577656094756,1.0,0.0,1.0,,,,,,
2019-12-06,ETF,USO,0.06916038366435243,-0.12626253295646195,0.9029155596317923,1.0,0.0,0.0,,,,,,
2019-12-13,ETF,USO,-0.008784877267440639,-0.1590001489209957,-0.11597730368062066,0.0,0.0,0.0,,,,,,
2019-12-20,ETF,USO,-0.026051590890694747,-0.13968126640961695,-0.38419521135545603,0.0,0.0,0.0,,,,,,
2019-12-27,ETF,USO,-0.119184703250073,-0.1421485391692396,-1.7468823547199293,0.0,0.0,0.0,,,,,,
2020-01-03,ETF,USO,-0.1827816664428194,-0.2993301584471636,-2.670638705449188,0.0,0.0,0.0,,,,,,
2020-01-10,ETF,USO,-0.15154658984564837,-0.3135339673040619,-2.15094911436828,0.0,0.0,0.0,,,,,,
2020-01-17,ETF,USO,-0.1166690909458324,-0.46562147492459327,-1.8018440361845751,0.0,0.0,0.0,,,,,,
2020-01-24,ETF,USO,-0.026071113891754327,-0.6200133535028504,-0.3653680004033791,0.0,0.0,0.0,,,,,,
2020-01-31,ETF,USO,-0.14261610051873536,-0.6388635850012451,-1.9277355738113437,0.0,0.0,0.0,,,,,,
2020-02-07,ETF,USO,-0.19092076891876092,-0.5271453432664139,-2.571675921651734,0.0,0.0,0.0,,,,,,
2020-02-14,ETF,USO,-0.39504151887134115,-0.6203547663822958,-5.236683664834869,0.0,0.0,0.0,,,,,,
2020-02-21,ETF,USO,-0.6098414864605252,-0.6900114270367578,-8.075647772305109,0.0,0.0,0.0,,,,,,
2020-02-28,ETF,USO,-0.5787926327783272,-0.8116881297636415,-5.89164332898529,0.0,0.0,0.0,,,,,,
2020-03-06,ETF,USO,-0.4155644607244813,-0.8131309569209811,-4.114812535243498,0.0,0.0,0.0,,,,,,
2020-03-13,ETF,USO,-0.37244415036647194,-0.7270676422320336,-2.8531028204363786,0.0,0.0,0.0,,,,,,
2020-03-20,ETF,USO,-0.20548043370613597,-0.5672700502599518,-1.1649978763785436,0.0,0.0,0.0,,,,,,
2020-03-27,ETF,USO,-0.5529236074893872,-0.4553485830174155,-3.104120102446099,0.0,0.0,0.0,,,,,,
2020-04-03,ETF,USO,-0.6802572216763777,-0.5685423011184907,-3.163529565026947,0.0,0.0,0.0,,,,,,
2020-04-10,ETF,USO,-0.5650867441880274,-0.4236688307216889,-2.559845089243609,0.0,0.0,0.0,,,,,,
2020-04-17,ETF,USO,-0.45535645930210233,-0.36848732496512643,-2.00823151422831,0.0,0.0,0.0,,,,,,
2020-04-24,ETF,USO,0.2182513460932862,0.32911286591148886,0.769943241085618,1.0,1.0,1.0,,,,,,
2020-05-01,ETF,USO,0.3493899726010906,0.40912037086138375,1.2345159240966128,1.0,1.0,1.0,,,,,,
2020-05-08,ETF,USO,0.32516349312534665,0.30925360800124035,1.1186207576716292,1.0,1.0,1.0,,,,,,
2020-05-15,ETF,USO,0.15949722680207157,0.268710603565832,0.5459087626176312,1.0,1.0,0.0,,,,,,
2020-05-22,ETF,USO,0.0910005313548109,0.12266959274716817,0.3029487158438455,1.0,1.0,0.0,,,,,,
2020-05-29,ETF,USO,0.04426474145584214,0.12218756216551623,0.14688651431023292,1.0,1.0,0.0,,,,,,
2020-06-05,ETF,USO,-0.012005979040807599,-0.0012061411516542902,-0.039394492873470306,0.0,0.0,0.0,,,,,,
2020-06-12,ETF,USO,0.0941902871686672,0.12454070681759188,0.30968354875193366,1.0,1.0,0.0,,,,,,
2020-06-19,ETF,USO,0.02902753984274458,0.07185989486975453,0.09467751439596477,0.0,0.0,0.0,,,,,,
2020-06-26,ETF,USO,0.0746197947859845,0.10101083243036542,0.24435118784290916,0.0,0.0,0.0,,,,,,
2020-07-03,ETF,USO,0.010931076160428897,0.06762954527966093,0.03564999065145244,0.0,0.0,0.0,,,,,,
2020-07-10,ETF,USO,0.02773778930853022,-0.021561640507596198,0.09022149117545206,0.0,0.0,0.0,,,,,,
2020-07-17,ETF,USO,0.04162410952923142,-0.07558419408036993,0.13530080533022656,0.0,0.0,0.0,,,,,,
2020-07-24,ETF,USO,0.024558488288071067,-0.020363904484293222,0.07967923542374486,0.0,0.0,0.0,,,,,,
2020-07-31,ETF,USO,0.05608539539072823,-0.03235742337819958,0.1818486026834073,0.0,0.0,0.0,,,,,,
2020-08-07,ETF,USO,-0.04796887915281916,-0.12628334805761257,-0.15499646893045502,0.0,0.0,0.0,,,,,,
2020-08-14,ETF,USO,-0.11252456863980842,-0.06683352845914936,-0.3642958846420358,0.0,0.0,0.0,,,,,,
2020-08-21,ETF,USO,-0.04384561085177758,-0.06120388693047171,-0.14221465620851634,0.0,0.0,0.0,,,,,,
2020-08-28,ETF,USO,-0.08374589702209252,-0.10494455653894198,-0.27460318080616114,0.0,0.0,0.0,,,,,,
2020-09-04,ETF,USO,-0.08226040849915069,-0.12856959211268768,-0.2698191524125801,0.0,0.0,0.0,,,,,,
2020-09-11,ETF,USO,0.05148428741360264,-0.036441945182833946,0.17440537237692239,1.0,0.0,0.0,,,,,,
2020-09-18,ETF,USO,-0.018154260729961725,-0.04652719602784698,-0.06747511050527283,0.0,0.0,0.0,,,,,,
2020-09-25,ETF,USO,-0.023136223289971534,0.01649456287364111,-0.08671567873157054,0.0,0.0,0.0,,,,,,
2020-10-02,ETF,USO,-0.05046004775472749,0.16746441111818733,-0.20869011564915912,0.0,1.0,0.0,,,,,,
2020-10-09,ETF,USO,-0.08362106181606752,0.08757834597279111,-0.351704156479859,0.0,0.0,0.0,,,,,,
2020-10-16,ETF,USO,-0.02889754893572114,0.09944622356803168,-0.1259071378812173,0.0,1.0,0.0,,,,,,
2020-10-23,ETF,USO,0.04056940907061257,0.18643650272792595,0.33194292447956864,0.0,1.0,0.0,,,,,,
2020-10-30,ETF,USO,0.22950530765726385,0.2947078526243557,1.8526079895265528,1.0,1.0,0.0,,,,,,
2020-11-06,ETF,USO,0.18682163093811316,0.23974426367266016,1.6169592509030986,1.0,1.0,1.0,,,,,,
2020-11-13,ETF,USO,0.1321629580515368,0.2513418561657042,1.1333416551010385,1.0,1.0,1.0,,,,,,
2020-11-20,ETF,USO,0.14018007101284571,0.20046867559837162,1.3170599493951767,1.0,1.0,1.0,,,,,,
2020-11-27,ETF,USO,0.053031527851905555,0.12421885593541322,0.48725266027249836,1.0,1.0,0.0,,,,,,
2020-12-04,ETF,USO,0.04459190105316399,0.11059272447915892,0.441829639619854,1.0,1.0,0.0,,,,,,
2020-12-11,ETF,USO,0.10526655837537327,0.18755439387572517,1.1194019448139816,1.0,1.0,0.0,,,,,,
2020-12-18,ETF,USO,0.05287638866724824,0.18496349524260972,0.571627558348725,1.0,1.0,0.0,,,,,,
2020-12-25,ETF,USO,0.06760227609587699,0.1974225117816534,0.736760949475541,1.0,1.0,0.0,,,,,,
2021-01-01,ETF,USO,0.06318335740441079,0.24223604083190037,0.7006524013031218,1.0,1.0,1.0,,,,,,
2021-01-08,ETF,USO,0.07445066972921584,0.24488916476271638,0.7951954881034246,1.0,1.0,1.0,,,,,,
2021-01-15,ETF,USO,0.1254535746048593,0.24553341113173144,1.3390609812717218,1.0,1.0,1.0,,,,,,
2021-01-22,ETF,USO,0.12159981164569739,0.17454489096362777,1.2969426881155774,1.0,1.0,1.0,,,,,,
2021-01-29,ETF,USO,0.16841185688291585,0.16943761102095134,1.801241152773747,1.0,1.0,1.0,,,,,,
2021-02-05,ETF,USO,0.15862849718028904,0.0887523556378098,1.625188882385995,1.0,1.0,1.0,,,,,,
2021-02-12,ETF,USO,0.10669461560778422,0.011739032503029342,1.0828953922921498,1.0,0.0,1.0,,,,,,
2021-02-19,ETF,USO,0.04720496452317096,0.08012968179894281,0.47891149096995556,1.0,1.0,1.0,,,,,,
2021-02-26,ETF,USO,0.0008779045950218417,0.02086979681764683,0.00884991124048924,0.0,0.0,0.0,,,,,,
2021-03-05,ETF,USO,-0.060309358618862025,-0.03063645068776889,-0.630249172147549,0.0,0.0,0.0,,,,,,
2021-03-12,ETF,USO,-0.08580107083344424,-0.002970352144311981,-0.9337492542693895,0.0,0.0,0.0,,,,,,
2021-03-19,ETF,USO,0.03144056645182507,0.06725861521218314,0.3338817098911701,0.0,0.0,0.0,,,,,,
2021-03-26,ETF,USO,0.019974356643145393,0.04891700821741837,0.21421203124487542,0.0,0.0,0.0,,,,,,
2021-04-02,ETF,USO,0.03157731558066869,0.08136788419706292,0.36517710182142415,0.0,1.0,0.0,,,,,,
2021-04-09,ETF,USO,0.09060469887516304,0.1580089865430375,1.0797323595043462,1.0,1.0,0.0,,,,,,
2021-04-16,ETF,USO,0.03472623622277419,0.11037231084249201,0.40532209573408984,0.0,1.0,0.0,,,,,,
2021-04-23,ETF,USO,0.028375861986890183,0.13615538684593667,0.3347576487197956,1.0,1.0,0.0,,,,,,
2021-04-30,ETF,USO,0.048266443885854014,0.15783303227923112,0.678529202148698,1.0,1.0,0.0,,,,,,
2021-05-07,ETF,USO,0.06180450876233568,0.14315362126408804,0.8780279621394644,1.0,1.0,1.0,,,,,,
2021-05-14,ETF,USO,0.07310733213440182,0.12435841757410523,1.0654331395830563,1.0,1.0,1.0,,,,,,
2021-05-21,ETF,USO,0.10480557629076331,0.12128945058663752,1.5024680548268012,1.0,1.0,1.0,,,,,,
2021-05-28,ETF,USO,0.10452169773480594,0.08683765723033822,1.545461506187635,1.0,1.0,1.0,,,,,,
2021-06-04,ETF,USO,0.07661402059459593,0.07017354325532069,1.1216537204694381,1.0,1.0,1.0,,,,,,
2021-06-11,ETF,USO,0.04775951473350337,-0.013934358020519746,0.6993472548681353,1.0,0.0,0.0,,,,,,
2021-06-18,ETF,USO,0.01492015848726673,-0.022718761039503398,0.22200020638625872,0.0,0.0,0.0,,,,,,
2021-06-25,ETF,USO,-0.016010586791309542,-0.14172572620090892,-0.24025284331864105,0.0,0.0,0.0,,,,,,
2021-07-02,ETF,USO,-0.005982160009135164,-0.06573497130159081,-0.0900482084551071,0.0,0.0,0.0,,,,,,
2021-07-09,ETF,USO,-0.058881710818646085,-0.04610194463109171,-0.9267966111086928,0.0,0.0,0.0,,,,,,
2021-07-16,ETF,USO,-0.03708559654866913,-0.018312485648410814,-0.5703252537040026,0.0,0.0,0.0,,,,,,
2021-07-23,ETF,USO,-0.12776066258645502,0.005071100631348877,-1.972599835635286,0.0,0.0,0.0,,,,,,
2021-07-30,ETF,USO,-0.06011241336775681,0.01057212671765745,-0.9301593532012501,0.0,0.0,0.0,,,,,,
2021-08-06,ETF,USO,0.013579341018514336,0.10800269753227786,0.20828808937201698,0.0,1.0,0.0,,,,,,
2021-08-13,ETF,USO,0.019496136762489704,0.15645904807172717,0.306219684265251,1.0,1.0,1.0,,,,,,
2021-08-20,ETF,USO,0.15228820522093228,0.30603164245281206,2.0786038978289842,1.0,1.0,1.0,,,,,,
2021-08-27,ETF,USO,0.07520531294459107,0.2019795981542437,0.9211681293854331,1.0,1.0,1.0,,,,,,
2021-09-03,ETF,USO,0.093158327811694,0.17127181995829563,1.2075143303889233,1.0,1.0,1.0,,,,,,
2021-09-10,ETF,USO,0.13434372762232988,0.15558998300244758,1.7420552617768088,1.0,1.0,1.0,,,,,,
2021-09-17,ETF,USO,0.1334244649344493,0.10984162691777649,1.8176680175380662,1.0,1.0,1.0,,,,,,
2021-09-24,ETF,USO,0.11790704871283107,0.03494489649079208,1.599915783764922,1.0,0.0,1.0,,,,,,
2021-10-01,ETF,USO,0.07145670499804982,-0.07356063766100468,0.9649741487469338,1.0,0.0,0.0,,,,,,
2021-10-08,ETF,USO,0.018729997674207133,-0.13948443266006647,0.25536899660031925,0.0,0.0,0.0,,,,,,
2021-10-15,ETF,USO,-0.02080671341255784,-0.09705147869675078,-0.2925384302219008,0.0,0.0,0.0,,,,,,
2021-10-22,ETF,USO,-0.07421203070287677,-0.13226881297608067,-1.0560220215964553,0.0,0.0,0.0,,,,,,
2021-10-29,ETF,USO,-0.1353459659009912,-0.0789389009083571,-1.9066566755786638,0.0,0.0,0.0,,,,,,
2021-11-05,ETF,USO,-0.15530555760160408,-0.047809083041594945,-2.182811046492346,0.0,0.0,0.0,,,,,,
2021-11-12,ETF,USO,-0.07786487747471323,0.0019682685139022177,-1.0884920471757225,0.0,0.0,0.0,,,,,,
2021-11-19,ETF,USO,-0.06271066831564226,0.10289749250121362,-0.859106986181184,0.0,1.0,0.0,,,,,,
2021-11-26,ETF,USO,0.06523657181731851,0.21528948675283124,0.821930158230234,1.0,1.0,0.0,,,,,,
2021-12-03,ETF,USO,0.1272607811349953,0.2816537087080686,1.6067041243127804,1.0,1.0,1.0,,,,,,
2021-12-10,ETF,USO,0.08657423845866609,0.24101049643280129,1.020751801618107,1.0,1.0,1.0,,,,,,
2021-12-17,ETF,USO,0.17668840903080527,0.28810245424737013,2.067721949395641,1.0,1.0,1.0,,,,,,
2021-12-24,ETF,USO,0.14086346536105024,0.21346194939848503,1.6390220087714475,1.0,1.0,1.0,,,,,,
2021-12-31,ETF,USO,0.13696291945650854,0.2055775236919248,1.5886943270672538,1.0,1.0,1.0,,,,,,
2022-01-07,ETF,USO,0.1421313450180883,0.3757371184284712,1.6275083108949113,1.0,1.0,1.0,,,,,,
2022-01-14,ETF,USO,0.09468440783599842,0.25090963056012605,1.0676049902492384,1.0,1.0,1.0,,,,,,
2022-01-21,ETF,USO,0.06363468218737243,0.20558126895247783,0.7172931649494261,1.0,1.0,1.0,,,,,,
2022-01-28,ETF,USO,0.06034902551458358,0.27555618146096594,0.6810591529057645,1.0,1.0,1.0,,,,,,
2022-02-04,ETF,USO,0.2045349463784161,0.11558530177621842,2.4035134182513183,1.0,1.0,1.0,,,,,,
2022-02-11,ETF,USO,0.14271256775544822,0.10069729548028768,1.681160076726485,1.0,1.0,1.0,,,,,,
2022-02-18,ETF,USO,0.13345426690411338,0.1972946946716856,1.7621456394415533,1.0,1.0,1.0,,,,,,
2022-02-25,ETF,USO,0.20295879070756265,0.12887438167394982,3.023973378066254,1.0,1.0,1.0,,,,,,
2022-03-04,ETF,USO,-0.0738456321833051,-0.03975540407565296,-0.7734363757347094,0.0,0.0,0.0,,,,,,
2022-03-11,ETF,USO,-0.03676801451277312,0.061886435714730466,-0.37553618455004273,0.0,1.0,0.0,,,,,,
2022-03-18,ETF,USO,0.05632377911633277,0.0759147021943409,0.5691327560428334,1.0,1.0,0.0,,,,,,
2022-03-25,ETF,USO,-0.06158515952989337,0.002080394835365522,-0.6048583478700955,0.0,1.0,0.0,,,,,,
2022-04-01,ETF,USO,0.0368083650979437,0.14495956372943447,0.3377889275761658,1.0,1.0,1.0,,,,,,
2022-04-08,ETF,USO,0.1024202390638032,0.19843147445260478,0.9439641670354129,1.0,1.0,1.0,,,,,,
2022-04-15,ETF,USO,0.018546324020459814,0.12711659035975528,0.16749055855672432,1.0,1.0,1.0,,,,,,
2022-04-22,ETF,USO,0.0678437207294858,0.08419094054684431,0.6020402842493798,1.0,1.0,1.0,,,,,,
2022-04-29,ETF,USO,0.10431165707394162,0.045342174495940885,0.9295630059036087,1.0,1.0,1.0,,,,,,
2022-05-06,ETF,USO,0.08709132142778532,-0.011245512890893164,0.767274119537195,1.0,0.0,1.0,,,,,,
2022-05-13,ETF,USO,0.10659335150387778,-0.03989640854799738,0.9390116643558124,1.0,0.0,1.0,,,,,,
2022-05-20,ETF,USO,0.015308625691211707,-0.10451032744183276,0.13729231818496931,1.0,0.0,1.0,,,,,,
2022-05-27,ETF,USO,-0.05339931187021083,-0.1344427829282656,-0.5081051447033447,0.0,0.0,1.0,,,,,,
2022-06-03,ETF,USO,-0.09045866927676594,-0.13420028914784154,-0.8765459989028929,0.0,0.0,0.0,,,,,,
2022-06-10,ETF,USO,-0.13237903503829412,-0.2153720753905021,-1.3128991106630463,0.0,0.0,0.0,,,,,,
2022-06-17,ETF,USO,-0.11801234629664746,-0.10871265266168521,-1.1075565546476525,0.0,0.0,0.0,,,,,,
2022-06-24,ETF,USO,-0.08561526742408496,-0.09700455808141548,-0.7977017303805338,0.0,0.0,0.0,,,,,,
2022-07-01,ETF,USO,-0.04809195403610068,-0.07995633263725739,-0.44786024974659083,0.0,0.0,0.0,,,,,,
2022-07-08,ETF,USO,-0.09565587244179956,-0.10002572462803769,-0.8787423652026036,0.0,0.0,0.0,,,,,,
2022-07-15,ETF,USO,0.010544017930312321,-0.04389886354734808,0.09489520006354206,0.0,0.0,0.0,,,,,,
2022-07-22,ETF,USO,-0.012455687689847688,-0.0700827989237234,-0.11211601603000323,0.0,0.0,0.0,,,,,,
2022-07-29,ETF,USO,-0.03347421921293976,-0.17134177481454008,-0.29888419646776776,0.0,0.0,0.0,,,,,,
2022-08-05,ETF,USO,-0.004832067852352914,-0.09284236198051671,-0.04137570747738407,1.0,0.0,1.0,,,,,,
2022-08-12,ETF,USO,-0.0538748243635784,-0.012113756046632496,-0.4568470220203203,0.0,1.0,0.0,,,,,,
2022-08-19,ETF,USO,-0.05835394980815512,-0.06768059621670759,-0.4951387620407375,0.0,0.0,1.0,,,,,,
2022-08-26,ETF,USO,-0.14264239851867394,-0.08425108077462864,-1.2088268453772704,0.0,0.0,0.0,,,,,,
2022-09-02,ETF,USO,-0.08843763076070085,0.00481925213869367,-0.9292834914635433,0.0,0.0,0.0,,,,,,
2022-09-09,ETF,USO,0.04413905199050946,0.06347591111238411,0.468941974356697,1.0,1.0,1.0,,,,,,
