target,model,market_state,n_oos,brier,auc,log_loss,positive_rate,prediction_mean,top_decile_precision,top_decile_recall,calibration_mae
target_etf_forward_top_quantile_4w,baseline_state_rate,calm_trend,2064,0.1871756818777439,0.4558757916354035,0.5618403829614018,0.24854651162790697,0.2442176238366637,0.20945945945945946,0.12085769980506822,0.0344862691548925
target_etf_forward_top_quantile_4w,baseline_state_rate,neutral_mixed,2928,0.17671764009846408,0.4672144150813691,0.5385485188340889,0.22882513661202186,0.23885553256459227,0.19256756756756757,0.08507462686567165,0.021016049580411856
target_etf_forward_top_quantile_4w,baseline_state_rate,recovery_confirmed,320,0.20063221500843093,0.4918505267342476,0.5972754574049254,0.26875,0.21859529869640165,0.23863636363636365,0.2441860465116279,0.05873427702471822
target_etf_forward_top_quantile_4w,baseline_state_rate,recovery_fragile,280,0.18514476905715102,0.4408990011098779,0.5577356824413292,0.24285714285714285,0.25134659358906536,0.2361111111111111,0.25,0.05346363403263182
target_etf_forward_top_quantile_4w,baseline_state_rate,stressed_panic,1176,0.18975478837052823,0.4576086003134736,0.5673456621551888,0.2542517006802721,0.25409061961399737,0.21875,0.09364548494983277,0.02597230028967184
target_etf_forward_top_quantile_4w,logistic_l2,calm_trend,2064,0.19173863495153756,0.5357406339115932,0.5721636962368971,0.24854651162790697,0.2587858088603438,0.20772946859903382,0.08382066276803118,0.042950160303767124
target_etf_forward_top_quantile_4w,logistic_l2,neutral_mixed,2928,0.1765139246190762,0.5720000528799756,0.5372868501021292,0.22882513661202186,0.2323188576953989,0.3037542662116041,0.1328358208955224,0.033344682700498236
target_etf_forward_top_quantile_4w,logistic_l2,recovery_confirmed,320,0.2503534863650761,0.6060425362750944,1.1164800677232118,0.26875,0.28629025716973056,0.21875,0.08139534883720931,0.1296418422041545
target_etf_forward_top_quantile_4w,logistic_l2,recovery_fragile,280,0.17943892259829322,0.6162597114317426,0.5454304780719245,0.24285714285714285,0.2670681415512353,0.4642857142857143,0.19117647058823528,0.05073893628841951
target_etf_forward_top_quantile_4w,logistic_l2,stressed_panic,1176,0.19450554103331097,0.5076938331115121,0.5779833935374225,0.2542517006802721,0.2825486587515169,0.3050847457627119,0.12040133779264214,0.06446832067359214
target_etf_forward_top_quantile_4w,logistic_l2_balanced,calm_trend,2064,0.2602573985951989,0.5388990062375654,0.716578152620078,0.24854651162790697,0.505541414526276,0.2028985507246377,0.08187134502923976,0.2570006633576167
target_etf_forward_top_quantile_4w,logistic_l2_balanced,neutral_mixed,2928,0.2366484746151612,0.5744556667503933,0.6669700954747204,0.22882513661202186,0.4681311287593684,0.3037542662116041,0.1328358208955224,0.2392991703470507
target_etf_forward_top_quantile_4w,logistic_l2_balanced,recovery_confirmed,320,0.27068368887508293,0.6086762075134168,1.1906403633143032,0.26875,0.4682430449013357,0.21875,0.08139534883720931,0.20317180176509622
target_etf_forward_top_quantile_4w,logistic_l2_balanced,recovery_fragile,280,0.257120518887877,0.6247225305216427,0.7096794287403114,0.24285714285714285,0.5171335599348748,0.5714285714285714,0.23529411764705882,0.274276417077732
target_etf_forward_top_quantile_4w,logistic_l2_balanced,stressed_panic,1176,0.27953491877041875,0.5127048351975226,0.7556859148066486,0.2542517006802721,0.5445945607966336,0.3135593220338983,0.12374581939799331,0.29040316767103375
target_etf_forward_top_quantile_4w,decision_tree_depth3,calm_trend,2064,0.187662198253394,0.5698379841716907,0.5641283868380048,0.24854651162790697,0.24037681423866022,0.2465753424657534,0.10526315789473684,0.04335435647990642
target_etf_forward_top_quantile_4w,decision_tree_depth3,neutral_mixed,2928,0.17618889384762298,0.5786807768068427,0.5353873821200832,0.22882513661202186,0.24549009339008007,0.28619528619528617,0.12686567164179105,0.04253665743432478
target_etf_forward_top_quantile_4w,decision_tree_depth3,recovery_confirmed,320,0.18980334542235605,0.5800039753528126,0.5558747084504677,0.26875,0.2358496884236211,0.2972972972972973,0.2558139534883721,0.09201926685177472
target_etf_forward_top_quantile_4w,decision_tree_depth3,recovery_fragile,280,0.1830337390086443,0.5561182019977802,0.5556756216692144,0.24285714285714285,0.2554294261611843,0.3235294117647059,0.16176470588235295,0.022991417744358183
target_etf_forward_top_quantile_4w,decision_tree_depth3,stressed_panic,1176,0.19035533919808076,0.5604008801668809,0.5760238113423705,0.2542517006802721,0.2512212493197298,0.34415584415584416,0.17725752508361203,0.05046560639952598
target_etf_forward_top_quantile_4w,random_forest_small,calm_trend,2064,0.18481654824119767,0.5680853577456788,0.5551243933077535,0.24854651162790697,0.23395571701109186,0.2631578947368421,0.10721247563352826,0.024894882250040124
target_etf_forward_top_quantile_4w,random_forest_small,neutral_mixed,2928,0.17353083283137896,0.5924193249871105,0.5293027191214634,0.22882513661202186,0.24961940682061307,0.26621160409556316,0.11641791044776119,0.0234793026643265
target_etf_forward_top_quantile_4w,random_forest_small,recovery_confirmed,320,0.19079653938453464,0.6937984496124031,0.5656978967168664,0.26875,0.23147896721716768,0.45454545454545453,0.1744186046511628,0.11487886276063289
target_etf_forward_top_quantile_4w,random_forest_small,recovery_fragile,280,0.18245090787371313,0.5737375138734739,0.5502054657438106,0.24285714285714285,0.23534800895350888,0.25,0.10294117647058823,0.056249233529856016
target_etf_forward_top_quantile_4w,random_forest_small,stressed_panic,1176,0.1886515096243168,0.5457721099979789,0.5640464345249021,0.2542517006802721,0.24696668704129646,0.2605042016806723,0.10367892976588629,0.03534889890998121
target_etf_forward_risk_adjusted_top_quantile_4w,baseline_state_rate,calm_trend,2064,0.21724727052694628,0.508949491746384,0.6291141560356233,0.3081395348837209,0.25490036463622234,0.3639705882352941,0.15566037735849056,0.05178030974900731
target_etf_forward_risk_adjusted_top_quantile_4w,baseline_state_rate,neutral_mixed,2928,0.20068434411614663,0.5383958228049447,0.5922137777164447,0.2735655737704918,0.22237694792884305,0.32407407407407407,0.17478152309612985,0.05233024286284682
target_etf_forward_risk_adjusted_top_quantile_4w,baseline_state_rate,recovery_confirmed,320,0.21126670462802127,0.49328182734296266,0.6308606583972617,0.284375,0.212566241103845,0.2375,0.2087912087912088,0.08682935920583235
target_etf_forward_risk_adjusted_top_quantile_4w,baseline_state_rate,recovery_fragile,280,0.20900472064273973,0.4847253017984725,0.6096373426409741,0.29285714285714287,0.2565653047294355,0.375,0.14634146341463414,0.07139470523963959
target_etf_forward_risk_adjusted_top_quantile_4w,baseline_state_rate,stressed_panic,1176,0.20931407024130363,0.4662262193012798,0.6094905032220943,0.2976190476190476,0.29325680114481484,0.23125,0.10571428571428572,0.030678783456930682
