name,state,avg_hidden_composite_cash,avg_hidden_composite_defense,avg_decomposed_hidden_cash,avg_explicit_component_defense,avg_composite_family_weight,hidden_cash_reduction_vs_prod,hidden_defense_reduction_vs_prod
improved_phaseyy_composite_cash_explicit,calm_trend,0.0,0.0,0.05408472586485855,0.29083464501117223,0.3595019706339664,-0.019718191744814484,-0.18209540401258933
improved_phaseyy_composite_cash_explicit,neutral_healthy_proxy,0.0,0.0,0.025424309249995454,0.25371546267868067,0.32291017946190875,0.03717316134660493,-0.14940806254072087
improved_phaseyy_composite_cash_explicit,neutral_mixed,0.0,0.0,0.020260163155098806,0.20642784767525435,0.2611913678740284,0.028939062238725402,-0.12541252640724498
improved_phaseyy_composite_cash_explicit,recovery_confirmed,0.0,0.0,0.004805654837213364,0.2997583143595023,0.368858578594337,0.05703393701376881,-0.13565508375001048
improved_phaseyy_composite_cash_explicit,recovery_fragile,0.0,0.0,0.011049007557258626,0.26743132313316426,0.3385181467556956,0.053756092337924166,-0.13018382338308124
improved_phaseyy_composite_cash_explicit,stressed_panic,0.0,0.0,0.0066652458091930695,0.1509673150377506,0.19054560120468667,0.07972435796178355,-0.093758493997555
improved_phaseyy_composite_offense_defense_split,calm_trend,0.0,0.0,0.05881842656767572,0.2939462270981412,0.3651102913832338,-0.02445189244763165,-0.18520698609955832
improved_phaseyy_composite_offense_defense_split,neutral_healthy_proxy,0.0,0.0,0.025219297026478113,0.22954541497103606,0.29434300121717194,0.03737817357012227,-0.12523801483307623
improved_phaseyy_composite_offense_defense_split,neutral_mixed,0.0,0.0,0.019927604554262242,0.1956168599551831,0.24857835274667867,0.029271620839561967,-0.11460153868717372
improved_phaseyy_composite_offense_defense_split,recovery_confirmed,0.0,0.0,0.0031033671628005956,0.18474755783022384,0.23605843340837804,0.05873622468818158,-0.020644327220732034
improved_phaseyy_composite_offense_defense_split,recovery_fragile,0.0,0.0,0.00960965140824323,0.22792197321384333,0.2822441673537619,0.055195448486939566,-0.09067447346376031
improved_phaseyy_composite_offense_defense_split,stressed_panic,0.0,0.0,0.006402758627231142,0.14878038725107123,0.1877519130000295,0.07998684514374549,-0.09157156621087563
improved_phaseyy_decomposition_vv_reference,calm_trend,0.0,0.0,0.0588215058148726,0.2939657366975994,0.36513395298742113,-0.024454971694828534,-0.1852264956990165
improved_phaseyy_decomposition_vv_reference,neutral_healthy_proxy,0.0,0.0,0.025229799921074377,0.22967171908530082,0.2945059470866784,0.037367670675526,-0.125364318947341
improved_phaseyy_decomposition_vv_reference,neutral_mixed,0.0,0.0,0.019932134700861807,0.1956486835817522,0.24861850604318866,0.029267090692962402,-0.11463336231374281
improved_phaseyy_decomposition_vv_reference,recovery_confirmed,0.0,0.0,0.003103294261968823,0.1847670017634804,0.23608034812177306,0.05873629758901335,-0.020663771153988597
improved_phaseyy_decomposition_vv_reference,recovery_fragile,0.0,0.0,0.009612263741177376,0.22807596513248393,0.2824305880282716,0.055192836154005415,-0.09082846538240091
improved_phaseyy_decomposition_vv_reference,stressed_panic,0.0,0.0,0.006403308099628638,0.14880096243444765,0.18777808311516836,0.07998629567134799,-0.09159214139425205
improved_phaseyy_conservative_decomposition,calm_trend,0.0,0.0,0.05927818903689132,0.29392901870348165,0.3726341391458139,-0.02491165491684725,-0.18518977770489875
improved_phaseyy_conservative_decomposition,neutral_healthy_proxy,0.0,0.0,0.027176488380147825,0.22828250393306776,0.3354906764708817,0.035420982216452554,-0.12397510379510794
improved_phaseyy_conservative_decomposition,neutral_mixed,0.0,0.0,0.019568972887975204,0.19698005216099418,0.26387097614534694,0.029630252505849004,-0.1159647308929848
improved_phaseyy_conservative_decomposition,recovery_confirmed,0.0,0.0,0.011090180310303606,0.22878834491376224,0.36440565901150457,0.050749411540678566,-0.06468511430427043
improved_phaseyy_conservative_decomposition,recovery_fragile,0.0,0.0,0.013689939311731819,0.25743777263619694,0.3622030514909759,0.051115160583450975,-0.12019027288611392
improved_phaseyy_conservative_decomposition,stressed_panic,0.0,0.0,0.00693617851656262,0.15219519142193222,0.19771236606637405,0.07945342525441401,-0.09498637038173662
