state,component_name,n_weeks,ann_return_approx,ann_vol_approx,sharpe_approx,corr_with_production,corr_with_spy,corr_with_bil,approx_portfolio_contribution_ann
calm_trend,composite_regime_offense_component,295,0.08366427166488476,0.13520537338064176,0.6187939840922293,-0.05584089454538002,0.7749043969734448,-0.06256767361167143,0.011388630369148082
calm_trend,composite_regime_defense_component,295,0.07634841524465476,0.06688152175675606,1.1415472202072374,-0.06199483114033167,0.21138890480057687,-0.01255357114928688,0.010084073489706077
calm_trend,composite_regime_cash_component,295,0.011538403980027258,0.002993611193783909,3.854342876585378,0.029336561216143794,-0.03093152205211982,1.0,0.0003750485108273677
neutral_healthy_proxy,composite_regime_offense_component,293,0.24360339429025754,0.13941589644454735,1.747314334324499,-0.12969624534694926,0.6754644706835545,-0.040185237233972486,0.029837457178670847
neutral_healthy_proxy,composite_regime_defense_component,293,0.11666758077494943,0.08152562215727421,1.431054160493023,-0.02342266408621839,0.1722242413144995,0.10994990314457849,0.012090742669752722
neutral_healthy_proxy,composite_regime_cash_component,293,0.011490787371309054,0.0029870724699806853,3.846839166705371,0.016411632158270285,-0.06020077518376976,0.9999999999999999,0.0009555619323025909
neutral_mixed,composite_regime_offense_component,200,-0.08720321964363377,0.18592064915053072,-0.46903461257296736,-0.15350386918241013,0.6449883814378279,-0.04317110423717396,-0.02110807547606769
neutral_mixed,composite_regime_defense_component,200,-0.012647180395909903,0.10538566457808535,-0.12000854619594864,-0.06684917116339051,0.0962388751202313,0.011827454891278247,0.0040473747695150735
neutral_mixed,composite_regime_cash_component,200,0.0077153626431937,0.002448296774098033,3.151318387876439,0.06456275707572007,-0.20309395012408457,1.0,0.0005920244888398566
recovery_confirmed,composite_regime_offense_component,44,0.2849733215989808,0.11307689834039963,2.520172783136613,0.02231916357577195,0.7955262261259597,0.10305349172446003,0.029907507717051997
recovery_confirmed,composite_regime_defense_component,44,0.12992573461311036,0.07413457989026889,1.752565871492377,0.12751592172688858,-0.20290272683520302,0.244325863733163,0.015105491050346339
recovery_confirmed,composite_regime_cash_component,44,0.015441093369065474,0.002387517593570144,6.467426003749707,0.06694167941745033,0.10803288780192441,0.9999999999999999,0.0010961860847813773
recovery_fragile,composite_regime_offense_component,49,0.35981469009416295,0.10868927616586091,3.3104893397678183,0.0005174489752068253,0.5465928976570251,0.23905907409232757,0.04172763187703979
recovery_fragile,composite_regime_defense_component,49,0.09312175668994074,0.08119556284716374,1.1468823347554835,0.13833435169405364,-0.12825975166273898,-0.036941828174246995,0.023486632421326672
recovery_fragile,composite_regime_cash_component,49,0.01235296557719502,0.0031418128052515593,3.931795540634045,-0.06209641226646097,0.07298924955260586,1.0,0.000995639652735882
stressed_panic,composite_regime_offense_component,229,-0.13075787990261928,0.24283930706572246,-0.5384543444905759,0.03728635491403106,0.6618504657933715,-0.11643574193662022,-0.008055856276320526
stressed_panic,composite_regime_defense_component,229,0.06898399322609138,0.14110256240138114,0.4888925619214421,0.07903317777049088,0.4645812056498117,-0.056547435088603173,0.004208376474064407
stressed_panic,composite_regime_cash_component,229,0.014931122219207046,0.005073548908103737,2.9429345197319927,-0.0918052908638838,-0.2691664051386589,0.9999999999999999,0.0013335262187429593
