version,state,n_weeks,avg_turnover,max_turnover
improved_phaseeee_smoothed_near_exclude_dual,calm_trend,295,0.12896201870946486,0.9431619885897806
improved_phaseeee_smoothed_near_exclude_dual,neutral_mixed,493,0.11706699683153741,1.6
improved_phaseeee_smoothed_near_exclude_dual,recovery_confirmed,44,0.16646664536800626,0.6809597503108904
improved_phaseeee_smoothed_near_exclude_dual,recovery_fragile,49,0.20426038014610756,1.3332509206429342
improved_phaseeee_smoothed_near_exclude_dual,stressed_panic,229,0.10253439221111099,1.2985624894307886
improved_phaseeee_turnover_aware_dual_cap,calm_trend,295,0.12903564770574488,0.9447432266431659
improved_phaseeee_turnover_aware_dual_cap,neutral_mixed,493,0.11741709199910583,1.6
improved_phaseeee_turnover_aware_dual_cap,recovery_confirmed,44,0.1711851345588913,0.7224521142769351
improved_phaseeee_turnover_aware_dual_cap,recovery_fragile,49,0.20472843349473366,1.332211128353296
improved_phaseeee_turnover_aware_dual_cap,stressed_panic,229,0.10249046491560672,1.3012123021872233
improved_phaseeee_selective_dual_escalation,calm_trend,295,0.12887061090282384,0.9456327129738726
improved_phaseeee_selective_dual_escalation,neutral_mixed,493,0.11713246467742665,1.6
improved_phaseeee_selective_dual_escalation,recovery_confirmed,44,0.16948975930059235,0.740772203911156
improved_phaseeee_selective_dual_escalation,recovery_fragile,49,0.20457061031482138,1.331691610597096
improved_phaseeee_selective_dual_escalation,stressed_panic,229,0.10246574302007368,1.3025301594458676
improved_phase2b_regime_confidence_boost,calm_trend,295,0.12443347175549065,0.8911350769168231
improved_phase2b_regime_confidence_boost,neutral_mixed,493,0.103180570182791,1.286339543142971
improved_phase2b_regime_confidence_boost,recovery_confirmed,44,0.11537301033438237,0.5999776273276154
improved_phase2b_regime_confidence_boost,recovery_fragile,49,0.19032881659416812,1.1618909262321462
improved_phase2b_regime_confidence_boost,stressed_panic,229,0.09929256115932954,1.299157874348479
improved_phase2b_combo_abc,calm_trend,295,0.12465071179257474,0.9336568118813271
improved_phase2b_combo_abc,neutral_mixed,493,0.10483404720594817,1.286339543142971
improved_phase2b_combo_abc,recovery_confirmed,44,0.11636668630019464,0.5999776273276154
improved_phase2b_combo_abc,recovery_fragile,49,0.18704314908829645,1.1618909262321462
improved_phase2b_combo_abc,stressed_panic,229,0.09928012375119766,1.299157874348479
improved_phaseccc_confirmed_cap_dual,calm_trend,295,0.1287389060431856,0.9465546482055116
improved_phaseccc_confirmed_cap_dual,neutral_mixed,493,0.11673495162347369,1.6
improved_phaseccc_confirmed_cap_dual,recovery_confirmed,44,0.1663970537869434,0.7556622168289715
improved_phaseccc_confirmed_cap_dual,recovery_fragile,49,0.20424793843394307,1.3311722265298456
improved_phaseccc_confirmed_cap_dual,stressed_panic,229,0.1024406804847823,1.30384297508491
improved_phaseddd_confirmed_harder_dual_cap,calm_trend,295,0.1290166006624851,0.9465546482055116
improved_phaseddd_confirmed_harder_dual_cap,neutral_mixed,493,0.11727822619841045,1.6
improved_phaseddd_confirmed_harder_dual_cap,recovery_confirmed,44,0.17175685819585634,0.7712307323195575
improved_phaseddd_confirmed_harder_dual_cap,recovery_fragile,49,0.20475166436812012,1.3311722265298456
improved_phaseddd_confirmed_harder_dual_cap,stressed_panic,229,0.10244686925924346,1.30384297508491
improved_phaseddd_confirmed_near_exclude_dual,calm_trend,295,0.12925727540166043,0.9465546482055116
improved_phaseddd_confirmed_near_exclude_dual,neutral_mixed,493,0.11776011445766779,1.6
improved_phaseddd_confirmed_near_exclude_dual,recovery_confirmed,44,0.17620780853314158,0.7833877469346763
improved_phaseddd_confirmed_near_exclude_dual,recovery_fragile,49,0.20515514727319936,1.3311722265298456
improved_phaseddd_confirmed_near_exclude_dual,stressed_panic,229,0.10245201615782008,1.30384297508491
