ticker,started_at_utc,status,rows,first_observed_date,last_observed_date,history_file,uncompressed_sha256,compressed_sha256,error_type,error_message,completed_at_utc
INVN,2026-08-13T10:05:30.644565+00:00,ok,399,2025-01-07,2026-08-12,histories/INVN.csv.gz,50c6a250938d442cf717a8d3c84401b3d200f8cf201b1eba6589bc68cd94fa83,67c1ec57f52ab6f90cf5c774f4aa72f9111db6aec03cbad4c507374ff26b3ff3,,,2026-08-13T10:05:30.809251+00:00
JIVE,2026-08-13T10:05:32.586996+00:00,ok,729,2023-09-14,2026-08-12,histories/JIVE.csv.gz,6419c561aed70b9823b24256394c6c1e665e248e94264de08f604c99c074a1a0,acd259b6064c78d4ec744dc50834a8f515313d1908751163897cb5336da6f62f,,,2026-08-13T10:05:32.763919+00:00
KEM,2026-08-13T10:05:33.036008+00:00,ok,441,2023-08-24,2025-05-28,histories/KEM.csv.gz,9afb44463e2d095fbaa8a2f21f1891d8b555a3fb55c45e202566dfd4f8dc0a1f,f3c52184bcef529edf000dc7e823c3feff34f476c9e27c034590b5bb48997185,,,2026-08-13T10:05:33.232760+00:00
KEYW,2026-08-13T10:05:33.232768+00:00,ok,2168,2010-10-01,2019-06-12,histories/KEYW.csv.gz,1895e9481cd4bff78020eea15053837e238e55412a8136a53b96daf1206c9ee6,400089aeb03b3250806affb49ed41f7b9a99f49daa2a16725e0ec739b74f4200,,,2026-08-13T10:05:33.537717+00:00
MATR,2026-08-13T10:05:35.731863+00:00,ok,4633,2000-02-10,2018-08-20,histories/MATR.csv.gz,a1e518f7dc3e11bc740d76467c174e132374c11b354f9d7cc3c44c1ff44b0429,c0690f7b3c113f24f345edfe206844978bbdf05bb92943a20c2a4c8e6142b293,,,2026-08-13T10:05:36.028442+00:00
MB,2026-08-13T10:05:36.307253+00:00,ok,336,2025-04-10,2026-08-12,histories/MB.csv.gz,501247605541dffc8a98612d0320239841b9e3323a886e6bcc7d9016c49998a3,d2b17607fb5b08b84c42ca9b375dde380fbed97e43127831b36548b25609ea56,,,2026-08-13T10:05:36.466278+00:00
MDRX,2026-08-13T10:05:37.367101+00:00,ok,6804,1999-07-26,2026-08-12,histories/MDRX.csv.gz,a680c302747f56df400d0eb31d532e821aefd583cc7ae65602223ae21ad19849,4353398a6b15599a5c0d04615d6ecffc5cbd9a4a9b7612b1412a4a3ec09ae0e7,,,2026-08-13T10:05:37.783567+00:00
MFLX,2026-08-13T10:05:38.530555+00:00,ok,2479,2016-09-29,2026-08-12,histories/MFLX.csv.gz,1d13efd15336a61f5a1751fc566d86b1f565aa817969188a3cdb96436d3797a0,96ec903bd6fc1ccb828cc0f37bd4e86af4c65861d1f58ce72174dd643a8f7107,,,2026-08-13T10:05:38.804107+00:00
MITL,2026-08-13T10:05:39.263376+00:00,ok,2173,2010-04-22,2018-12-07,histories/MITL.csv.gz,d6efc53e00850baa2d6bb61acb58464d94817fcd5d7a64a30e5218b3b8af8252,4e5cb8cf506e2de72534bdf20e2e53778cc3b0516f3c80d2fcf6bd4e1224ec25,,,2026-08-13T10:05:39.548355+00:00
MKTG,2026-08-13T10:05:40.052869+00:00,ok,703,2011-04-21,2014-02-06,histories/MKTG.csv.gz,6a717258cf8bd547ccb3549ec5b675b7fc7f769c6a04644fa74471d1ac1b4daa,6b7ef00db676d2749b684e350023e0125cf1565978c02bfdba8e5d8d7f08524a,,,2026-08-13T10:05:40.246623+00:00
MOLX,2026-08-13T10:05:42.223838+00:00,ok,10317,1973-01-02,2013-12-09,histories/MOLX.csv.gz,3511d54dc752832f4363ce4f1ade85e33ad698284496f01838d9bb49b9de181c,56006d0c745f1962acd9541aeb34a3dfab2f633f59ee9b0266288c5e4a55c63e,,,2026-08-13T10:05:42.591541+00:00
MSCC,2026-08-13T10:05:43.477305+00:00,ok,9321,1981-03-27,2018-05-29,histories/MSCC.csv.gz,abab988357515d8c6e03bd42ebc8157e908a9c8e879ea09fd5271080e0e1d4c2,85c9676cedd4f4db035ee5e28b051556193bc64dcfb8aeefc395670c962cf105,,,2026-08-13T10:05:43.857141+00:00
MSPD,2026-08-13T10:05:44.110347+00:00,ok,2644,2003-06-23,2013-12-19,histories/MSPD.csv.gz,a65e3392aadd8953d4081e8b9443b7990430fa5ad75c22ce0ca3483d20e0a8c2,d5e4e27a0fe60457cd71b11cf7404c1c4087faaac4061191fea778633943a1e7,,,2026-08-13T10:05:44.353165+00:00
MTCH,2026-08-13T10:05:44.353178+00:00,ok,8449,1993-01-19,2026-08-12,histories/MTCH.csv.gz,7b7943e4bdd2574534163e8143623ad8bda939f549d3b2efc2218717ac5ab7c1,cf3e4e5fe60cb251a3320986578479f7caf95f23816cfa75bcca115301601584,,,2026-08-13T10:05:44.846376+00:00
NE,2026-08-13T10:05:46.274477+00:00,ok,1299,2021-06-09,2026-08-12,histories/NE.csv.gz,632faddb0a9cb1fcafa09aef716f81acface707aaca99a4af6ef31e24fdc797f,50ddcf3f67b911725e315981f17fcf295f23800fd6bc471fde87a90807a6afcd,,,2026-08-13T10:05:46.533156+00:00
NMBL,2026-08-13T10:05:47.188174+00:00,ok,193,2025-11-03,2026-08-12,histories/NMBL.csv.gz,dc8f47a43700ec939cce4dffec19018bf3ac3097c1c6e5dbb0db9f7516a2c388,8802561010b2324fc7b5c55acef47a88fb7078661c4309ca42c21884cbadcca4,,,2026-08-13T10:05:47.339795+00:00
OCLR,2026-08-13T10:05:48.361135+00:00,ok,3587,2004-09-10,2018-12-10,histories/OCLR.csv.gz,85ffe680b5f1a0a354e05e04eb029b2a0f3047e5b6b5b3bb73359f7837e3d22a,c3ef3f9b7373b6393be18765161b979d4e59d220fefc9cb9bfef990d956cad7c,,,2026-08-13T10:05:48.607164+00:00
PAY,2026-08-13T10:05:49.884711+00:00,ok,1309,2021-05-26,2026-08-12,histories/PAY.csv.gz,3c36a677907bdce52960a4095aad9de7df3eb27a243fd1b1e09114e36e2700f2,6f6e2f347f47983c4b8129ef2af4b1adb0433fdecfa64654c2bc933b955d3e78,,,2026-08-13T10:05:50.072765+00:00
PS,2026-08-13T10:05:53.238887+00:00,ok,72,2026-04-29,2026-08-12,histories/PS.csv.gz,6c4e2e3bc3bc2ac59ffe07062d86fbedf043ff9e5c722b985531b6a94ca765f5,bcc59fe259bf0452f61dfd24e70764cdb0a21bd8c6225c6dacc8fd8eb21d33ce,,,2026-08-13T10:05:53.434028+00:00
PXP,2026-08-13T10:05:54.581033+00:00,ok,4132,2002-12-18,2019-06-27,histories/PXP.csv.gz,8547f5fc8d91446fc389894b51b7d61b6a492b7484945277a575f7200402efbc,b9cc0be6e6c5b52e1f1f7ac3fbdb9863f01d2bb82584e24562c811e9a670de03,,,2026-08-13T10:05:54.823451+00:00
QSFT,2026-08-13T10:05:55.779616+00:00,ok,3310,1999-08-13,2012-10-05,histories/QSFT.csv.gz,e228a71529b47b1d60f7c78dcf23d003997e3916cda786a2dce53911403420e4,e2e70fc796108a50eec1138382f16ee0fea969aafbb3dd11f0699bfbe7baa80c,,,2026-08-13T10:05:56.097719+00:00
QSPW,2026-08-13T10:05:56.097728+00:00,ok,4719,2007-11-06,2026-08-12,histories/QSPW.csv.gz,cadbae5edc29fedff740885d0773a6ef5405d83ba8af457e88773a70c3f1988f,c24f04d60c997d51819cdabb9aad664431ceeb2d0a7b8e546c4280017d68cbd8,,,2026-08-13T10:05:56.360236+00:00
RBCN,2026-08-13T10:05:56.360314+00:00,ok,4712,2007-11-16,2026-08-12,histories/RBCN.csv.gz,23f4c1bf91a94dc3c5a92d99daa6328ed51ef782ec927e11b5892cbf2b58a186,0611e358de88dfa0c11da8b8da65c29c425967e1cd5a392b197bc3192f4a7615,,,2026-08-13T10:05:56.658620+00:00
RGP,2026-08-13T10:05:57.153652+00:00,ok,6450,2000-12-15,2026-08-12,histories/RGP.csv.gz,fd259300d3f9e30a2f91a1cc54697116cde6b23940c5d41563b9cb05d54179f3,6eb18674426e6b7b5c5821e074e4da68e9bc7f170afc4cc620aed6d5ab9e9a85,,,2026-08-13T10:05:57.540528+00:00
ROYE,2026-08-13T10:05:58.277363+00:00,ok,4763,2007-09-05,2026-08-12,histories/ROYE.csv.gz,d82768820e37aa4561a2d717adb64926daf250ce961363d283d35e039b42d90c,e90f97ff3f1d4c1ed3247bbbcac807bba91f4de34ca1dc535fed30d0751369a7,,,2026-08-13T10:05:58.551083+00:00
SAIL,2026-08-13T10:05:59.589681+00:00,ok,375,2025-02-13,2026-08-12,histories/SAIL.csv.gz,0b2a284b7b0dc35c7c36da838d00812d694c15fe64df33c6e614bd6df04ef429,ec677727057334a688728cfe16a2d4ee87ce5363e2c6ad08c8395c4157f1e197,,,2026-08-13T10:05:59.807225+00:00
SEAC,2026-08-13T10:06:00.649296+00:00,ok,7488,1996-11-05,2026-08-12,histories/SEAC.csv.gz,415050c412d19f37807195d51a77cd0311c8ce5ab2332195023d38edb6f7a473,b3bca45a610083c4160706fe75a1bc4a931d8f6e86b835867c8e64ea2f6990ea,,,2026-08-13T10:06:01.022817+00:00
SEMG,2026-08-13T10:06:01.022836+00:00,ok,312,2025-05-14,2026-08-12,histories/SEMG.csv.gz,54697e47e3ecf8c7830d1a9abe601a2fcd7fdfd4c08c19ceb98f01a8a580fa31,6200215158423aa1fba70d9d81304664aec0a2409a272cc252e948e8a2ec2005,,,2026-08-13T10:06:01.181810+00:00
SEMI,2026-08-13T10:06:01.181829+00:00,ok,1095,2022-03-30,2026-08-12,histories/SEMI.csv.gz,fbd2585e05038ecd03231c7e66bc1699392491c8ecd4388cbb4b82f1ee9c5dfd,78e912d0c3e98b03d3b7fb719c8e61da9ba02883a77bcf87f62dfa52336c7a68,,,2026-08-13T10:06:01.429402+00:00
SLI,2026-08-13T10:06:02.644316+00:00,ok,2121,2018-03-06,2026-08-12,histories/SLI.csv.gz,d11046a36af8b5ccc1d569e4195cf042924a6a8c79200cf77276c238bedc57cf,f1d5161826b476edb55f929636586767aea73612ed28fae526cd1b084d4d22ad,,,2026-08-13T10:06:02.885489+00:00
SOHU,2026-08-13T10:06:04.091768+00:00,ok,6560,2000-07-12,2026-08-12,histories/SOHU.csv.gz,46265f547cb539e1399d26971b70bae522e042292ecb94a8775fc5b3078a2aec,dd9dcdf9c389b2771437b646fcc7f67d2453b30736a7d2d297e0fe37745b27d5,,,2026-08-13T10:06:04.414527+00:00
SPDC,2026-08-13T10:06:04.414536+00:00,ok,8217,1993-12-16,2026-08-12,histories/SPDC.csv.gz,1b9b4a60f430d87b9edf9672a3833a1c2d4d420a64ae5f45e6d160665312d43d,d241aa0a6538a765a52a92b43a5cb44810b005d74ece18463071dfe54d4efbcb,,,2026-08-13T10:06:04.733016+00:00
SPWR,2026-08-13T10:06:05.473710+00:00,ok,905,2023-01-03,2026-08-12,histories/SPWR.csv.gz,4bf795817f256c84999bd0f82c2420f02136d8f8b68ad2ddfb28ac8ea8009aa8,bec090827119035c51db4ec3cb166b1668fe8b4d47d9a7513413f2b3ed7a1b12,,,2026-08-13T10:06:05.648688+00:00
SSYS,2026-08-13T10:06:07.054542+00:00,ok,8004,1994-10-21,2026-08-12,histories/SSYS.csv.gz,00910c436b27d03bcbe77037239955332b1c2536bcd85b04f6ffd59f2c9f087b,5ff419eff52a0a8bcc04c95e7022e811d1d26fa0abc62c8ce1497777c9493cce,,,2026-08-13T10:06:07.404369+00:00
SUN,2026-08-13T10:06:08.098175+00:00,ok,3491,2012-09-20,2026-08-12,histories/SUN.csv.gz,cc367f405468905a3bd83be6f7ad91b8213ad8f3f5d34a0b214e14d7d225f963,46e16c149abf1950c0707822ed9be1bd89509ee1b4186cb8e7380028cb9cddf0,,,2026-08-13T10:06:08.375153+00:00
SUPX,2026-08-13T10:06:08.375162+00:00,ok,581,2024-04-17,2026-08-12,histories/SUPX.csv.gz,3e1b76537e15725f9ac8eff24a332aa10afc9a9b38feb701cf81deb319cc92ca,1ef619aec5796de32847b0f9239f8db4b9350560a9f29d3dcbbb24b2971a644a,,,2026-08-13T10:06:08.528942+00:00
SYMM,2026-08-13T10:06:09.494426+00:00,ok,8943,1978-06-02,2013-11-27,histories/SYMM.csv.gz,82c8098108c27c5dc554e359565a185d497f77eee0fa7c7da11860b5f0d86557,9f2ceb78b41247b8ccab467c4289e4dd99424e4aeeb79a9c2279b616423f57c7,,,2026-08-13T10:06:09.852724+00:00
SYNT,2026-08-13T10:06:10.042801+00:00,ok,5328,1997-08-12,2018-10-18,histories/SYNT.csv.gz,346d59e601fe1c3e9e526f7e8a6bb18f1ad16a77e2bed76b8bdf0e9835bc0ec3,75525d8b9432c719e3e22be272fb49c4fe1087151b90ace621d9f9a6ad79f6ee,,,2026-08-13T10:06:10.462052+00:00
TBRG,2026-08-13T10:06:10.717648+00:00,ok,3,2026-07-09,2026-07-13,histories/TBRG.csv.gz,20c7be7f80c187b8de50b061da52fc009e5c85e2d5001d3ad63bc22e94044f7a,bed0e83b6b87a777220e16988bd19f954d3e70236bca2a57479c1cb7a4f4659f,,,2026-08-13T10:06:10.906041+00:00
TLAB,2026-08-13T10:06:11.150321+00:00,ok,8423,1980-07-15,2013-12-03,histories/TLAB.csv.gz,b7982d917e5638e3fce58092bdb0af6f51acc38b5d21451cc42552c949dcb6ff,bf09b202d2b72fb8805755e28a622e90d6092a9a0f46f5b89875ab1e5904a7c9,,,2026-08-13T10:06:11.555964+00:00
UDRL,2026-08-13T10:06:14.453588+00:00,ok,1750,2005-11-22,2012-11-05,histories/UDRL.csv.gz,147e7b33344f1bde4824413a0cb21b6fc06121a6e0878849e10edc9267fa9599,630b3546ef0ccd2c77b639dcea2e3e4b2bc12c8144e07d38f482001339e3b4f5,,,2026-08-13T10:06:14.670376+00:00
VRNT,2026-08-13T10:06:15.645275+00:00,ok,1,2025-11-25,2025-11-25,histories/VRNT.csv.gz,5f39d362d9fa35a25f65b302589c55f204210ad59eb3199ea3aa465080f8c075,c342f3b9c602a499109d6dca62bc3dc8af016ce258b8a9f8fb39f4ead1a5bf32,,,2026-08-13T10:06:15.791471+00:00
VTG,2026-08-13T10:06:16.027449+00:00,ok,274,2025-07-10,2026-08-12,histories/VTG.csv.gz,d807684b49bc301d3bc493d19b07c01dbf28c4b6b73fe34ed0e9719aaa7c49d2,ec34a67ba89f9103741d2e69ea859a48abd75db01d154f5d58b70a1e5660d78b,,,2026-08-13T10:06:16.190340+00:00
WEB,2026-08-13T10:06:17.147312+00:00,ok,3257,2005-11-02,2018-10-11,histories/WEB.csv.gz,34fd5ebfe5b87cd6deb70219d036c0fa23c6432d8f11de94c8646c5d353ae3db,ea54a0e0a79ec18eaf1359c3afa0c78cd0402a2608129abe1e6f3f0b34c913d4,,,2026-08-13T10:06:17.373488+00:00
WGRP,2026-08-13T10:06:17.373498+00:00,ok,5471,1996-08-16,2018-06-01,histories/WGRP.csv.gz,c3f102d3181f44ea02c0d1030a59405ee61b5befe180dec4caf15c7072ce97db,4a7eb19d598b9eac1ffb277ee05a36d9cced385cdd49dcae82d483fffda68cb0,,,2026-08-13T10:06:17.759257+00:00
XCRA,2026-08-13T10:06:18.693139+00:00,ok,9229,1982-02-02,2018-10-01,histories/XCRA.csv.gz,6c785487cbddacd45fecda986d51553416ae417a6a63c1917b44cf83407fb9ba,3305e480f87d2c29ef9ad7d6553941d13ea2d1a5fadc2ba45fc67c0b194d2cb9,,,2026-08-13T10:06:19.038106+00:00
XPER,2026-08-13T10:06:19.946512+00:00,ok,977,2022-09-20,2026-08-12,histories/XPER.csv.gz,a63fa0886e6e46b1beeb58014d22a6a251dc904036f73a376ab6d15db58b0874,1cc8b76950363e39f89859c630f3f56480ac8d9873194bd58332e3cfff76a295,,,2026-08-13T10:06:20.260537+00:00
XPRO,2026-08-13T10:06:20.260547+00:00,ok,3270,2013-08-09,2026-08-12,histories/XPRO.csv.gz,59834566558b6404d631180c544b7e13f2d6a735c8b78cde93f6e3d1e1239958,657609639000ffd6456731d5738c527edd501dbd506141f0333fc18a6493d3af,,,2026-08-13T10:06:20.534104+00:00
XRX,2026-08-13T10:06:20.534113+00:00,ok,16261,1962-01-02,2026-08-12,histories/XRX.csv.gz,3bdcf07451c037120d6d1eab17faee0b8910078580482084b1cd7a135d848430,3d8470d14da709254d0205f967350ad9f79906e4c16e70636acc933a7082268f,,,2026-08-13T10:06:21.306153+00:00
