date,original_gross,before_max_single_issuer_weight,before_max_single_exchange_traded_weight,before_max_total_exchange_traded_weight,before_max_look_through_sector_weight,before_invested_weight,after_max_single_issuer_weight,after_max_single_exchange_traded_weight,after_max_total_exchange_traded_weight,after_max_look_through_sector_weight,after_invested_weight,cash_released,names_capped
2023-01-06,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-01-13,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-01-20,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-01-27,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-02-03,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-02-10,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-02-17,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-02-24,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-03-03,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-03-10,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-03-17,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-03-24,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-03-31,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-04-07,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-04-14,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-04-21,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-04-28,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-05-05,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-05-12,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-05-19,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-05-26,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-06-02,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-06-09,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-06-16,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-06-23,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-06-30,0.8,0.2,0.0,0,0.6000000000000001,0.8,0.1,0.0,0,0.30000000000000004,0.5,0.30000000000000004,3
2023-07-07,1.0,0.2,0.0,0,0.4,1.0,0.1,0.0,0,0.2,0.7,0.30000000000000004,3
