ensemble_name,coefficients,full_observations,full_years,full_total_return,full_annual_return,full_annual_volatility,full_sharpe_zero_rf,full_sortino_zero_target,full_max_drawdown,full_max_drawdown_duration_weeks,full_calmar,full_cvar_5_weekly,full_positive_week_share,full_worst_week,full_best_week,full_average_annual_turnover,full_total_cost,recent_observations,recent_years,recent_total_return,recent_annual_return,recent_annual_volatility,recent_sharpe_zero_rf,recent_sortino_zero_target,recent_max_drawdown,recent_max_drawdown_duration_weeks,recent_calmar,recent_cvar_5_weekly,recent_positive_week_share,recent_worst_week,recent_best_week,recent_average_annual_turnover,recent_total_cost,unpriced_exposure_events,fully_invested_pass,untouched_holdout
trend_v4,"{""trend_v4"": 1.0}",1126,21.653846153846153,6.732640542764974,0.09906662555414081,0.13814791356749975,0.7537866497668546,1.0868784491599002,-0.26249212214398965,123,0.37740799512374684,-0.04558092869113451,0.5710479573712256,-0.10315990044333487,0.10727205468812079,1.9280639431616342,0.04175,293,5.634615384615385,1.0598914308065415,0.13683997181773844,0.13327225853911753,1.0298246524383257,1.620512783933239,-0.13329707890780473,86,1.0265789238516183,-0.03641543367756187,0.5733788395904437,-0.06035900243843781,0.06341154321915549,1.9522184300341299,0.011,0,True,False
trend_plus_defensive,"{""defensive"": 0.5, ""trend_v4"": 0.5}",1126,21.653846153846153,5.010780185514377,0.08635543035627169,0.10250908903912789,0.8602162382164154,1.229063323304612,-0.24292556610738403,109,0.3554810296010536,-0.03365303475248127,0.5737122557726465,-0.10803684685289174,0.10521449842640342,2.447602131438721,0.053,293,5.634615384615385,0.8335456169085169,0.11359568800472153,0.1014739706518275,1.1120047932375585,1.7228610340125985,-0.09912346813043271,66,1.1460019523857397,-0.029334553989386274,0.5802047781569966,-0.05903084149747921,0.04707928750234556,2.8469852104664395,0.016041666666666666,0,True,False
trend_defensive_carry,"{""carry_proxy"": 0.3333333333333333, ""defensive"": 0.3333333333333333, ""trend_v4"": 0.3333333333333333}",1126,21.653846153846153,4.138912205799755,0.07852164459724209,0.09174450544236136,0.870677413351504,1.2447382791859647,-0.2444455853917279,86,0.3212234104019916,-0.028977149620489723,0.5976909413854352,-0.11737476678013772,0.10942145474999194,1.8179932606591913,0.039366546375043256,293,5.634615384615385,0.6287576616888315,0.09043328774243231,0.08736456375006742,1.0353288444979738,1.5972131144658228,-0.11142325611640225,86,0.811619502915603,-0.02409006146129343,0.5733788395904437,-0.044189075175876044,0.035729335380125314,2.0616900863441705,0.011616830678823884,0,True,False
all_four_families,"{""carry_proxy"": 0.25, ""defensive"": 0.25, ""mean_reversion"": 0.25, ""trend_v4"": 0.25}",1126,21.653846153846153,4.551903421501131,0.08237860660279983,0.1000326163424114,0.8422240754568091,1.2125644835097298,-0.2527719670742311,74,0.3259008803717852,-0.03183852768839176,0.5994671403197158,-0.11349863663383204,0.11149278884714114,4.2183321434908905,0.09134311526097581,293,5.634615384615385,0.6634052614806663,0.09451445263350955,0.0910631695635209,1.0379732959381212,1.6063642630499844,-0.11406094215174878,51,0.8286311760231279,-0.025035462555500442,0.5836177474402731,-0.05175975404566494,0.04422525626616545,4.5694222476645905,0.025746936895494715,0,True,False
