experiment_id,family,recipe_name,signals,rebalance_frequency,smoothing_weeks,portfolio_method,top_n,development_selection_score,development_annual_return,development_sharpe,development_max_drawdown,oos_2016_2020_annual_return,oos_2016_2020_sharpe,oos_2016_2020_max_drawdown,oos_2021_present_annual_return,oos_2021_present_sharpe,oos_2021_present_max_drawdown,full_annual_return,full_sharpe,full_max_drawdown,full_annual_turnover,stress_50bps_annual_return,stress_50bps_sharpe,unpriced_exposure_events,fully_invested_pass,untouched_holdout,overall_development_rank
exp-8a27cb8ba5a612a7,defensive,defensive_quality_gated,defensive_quality_gated,monthly,2,equal_weight,6,1.1459519271489431,0.07063923771964542,0.9996142124573238,-0.12067845577010872,0.059141684619207435,0.596723895678967,-0.22788180221919108,0.08844523873901111,1.0793968595610628,-0.0824049145140503,0.07092472400156824,0.8794378860884586,-0.2278818022191912,3.255772646536412,0.05707739325431005,0.7195870502604655,0,True,False,1
exp-6c1ab8b976dbcf39,defensive,defensive_quality_gated,defensive_quality_gated,monthly,2,equal_weight,4,1.1277654996352047,0.08740798284056628,1.0061766073353464,-0.1797203288623681,0.07314203862869917,0.6950764955316033,-0.2226281150510745,0.08785808609511458,0.9839757583528955,-0.09850266786205708,0.08287365956109727,0.9104782928522515,-0.22262811505107416,3.821492007104796,0.06645975738295662,0.7439962818732124,0,True,False,2
exp-367196bb2d5ee513,defensive,defensive_quality_gated,defensive_quality_gated,monthly,4,inverse_volatility,4,1.1034186723158907,0.06593879351983256,0.964830002296711,-0.11894694117258475,0.0834166116442876,0.8067537586857506,-0.20034270390204068,0.06381715550711009,0.898732620953496,-0.09311892718393766,0.06673521189009679,0.861734459663792,-0.2003427039020408,3.32991965462843,0.05262136236098991,0.6907848190506347,0,True,False,3
exp-c59a6e59cd1a3560,defensive,defensive_quality_gated,defensive_quality_gated,monthly,4,inverse_volatility,6,1.0909896283913174,0.05157961610915729,0.930958360086943,-0.08057740317825657,0.06654854557938639,0.6667356228006224,-0.22158037504241646,0.06347546275865712,1.0246231495401397,-0.062427678163627265,0.05622948408634598,0.8089953063844867,-0.22158037504241634,2.87637835149864,0.044150925530836105,0.6456229117091501,0,True,False,4
exp-aa8fb59eb089b145,defensive,defensive_quality_gated,defensive_quality_gated,monthly,2,inverse_volatility,6,1.0681426170319182,0.05559686527818708,0.9412013623002049,-0.10949329553203468,0.0600294933164125,0.6603186021384118,-0.20329020719053648,0.07090824662287609,1.0573174279322997,-0.062427678163627376,0.05908651422278277,0.8541277131891717,-0.2032902071905366,3.149800794539871,0.04583156673793409,0.6735549234408108,0,True,False,5
exp-c99c43ceda25a223,defensive,defensive_quality_gated,defensive_quality_gated,monthly,4,equal_weight,6,1.0673665095045695,0.06189921074558957,0.9267728665579115,-0.11006758457968557,0.06800600981549265,0.6348695298768717,-0.24127687715604262,0.07859360011285133,1.0392256359789356,-0.07736818034791582,0.06562925284530863,0.8227245671798238,-0.2412768771560424,2.9017169923031383,0.05333940550467742,0.679539832926298,0,True,False,6
exp-0fb7c5d059e7d467,defensive,defensive_quality_gated,defensive_quality_gated,monthly,1,equal_weight,6,1.0638642647395922,0.06865286421001526,0.9695002268126891,-0.18188301846301758,0.061469010845782934,0.6206080678088634,-0.21326713665254393,0.0837959660830474,1.0149742849768681,-0.0772578389827947,0.06895852680798042,0.8555523232379,-0.21326713665254404,3.463587921847247,0.054261655856614466,0.6859854204682633,0,True,False,7
exp-a0a99bdd1117f181,defensive,defensive_quality_gated,defensive_quality_gated,monthly,2,inverse_volatility,4,1.0538775765079007,0.06979266518761307,0.9478656424241408,-0.16458681230282524,0.0695001816952241,0.6845982627156522,-0.21242030936547818,0.07268209975025486,0.9739353675138702,-0.09311892718393755,0.06908317027664079,0.8591683143525033,-0.2124203093654783,3.623167728720219,0.05370792175386141,0.6808448349714583,0,True,False,8
exp-8e70aa084830e30f,defensive,defensive_quality_gated,defensive_quality_gated,monthly,4,equal_weight,4,1.0515360256235895,0.07712515046293644,0.9341411525330789,-0.1642430125621277,0.08858684485277468,0.8230931106722297,-0.20105806605249188,0.07830698579208994,0.903487892985142,-0.09850266786205708,0.07735202110003403,0.8732491462197088,-0.20105806605249188,3.463587921847247,0.06253084250090857,0.7180474984161169,0,True,False,9
exp-674970384463f84b,defensive,defensive_quality_gated,defensive_quality_gated,monthly,1,inverse_volatility,6,1.00081818582061,0.055513098828327445,0.9201372334779575,-0.17201426488052285,0.06194539778048158,0.6786480666705013,-0.19363977211831374,0.06633872363087567,0.9716824390084192,-0.06142790963827094,0.05804133040136583,0.8296939644953575,-0.1936397721183135,3.2957027324279706,0.044191910119531386,0.6435981110043191,0,True,False,10
exp-6374257b83d26a45,defensive,defensive_quality_gated,defensive_quality_gated,monthly,2,score_weighted,6,0.966283662832048,0.05294747195931637,0.8588542114390267,-0.12321451723143562,0.059222310345328655,0.6451283825298523,-0.19736075878286352,0.0717137847831546,0.9911167285469618,-0.06874511272391826,0.056790593894026964,0.7920484411617018,-0.19736075878286352,3.9533943693436115,0.04021114821175287,0.5745693286779748,0,True,False,11
exp-22b655d97777e880,defensive,drawdown_resilience,drawdown_resilience,monthly,4,inverse_volatility,6,0.9603357530681559,0.07840108422076231,0.860618907408516,-0.1965592766751919,0.07809141242380035,0.7142889055132587,-0.22125638436845774,0.07702241559847023,0.9722270228805181,-0.12520066198214896,0.0763408130247476,0.835041990335927,-0.22125638436845763,3.6123462966306668,0.06090697815764212,0.6795267540923167,0,True,False,12
exp-d94f9106a2e145e5,defensive,drawdown_resilience,drawdown_resilience,monthly,4,inverse_volatility,4,0.9466592604274348,0.09213810811471901,0.8459728089448821,-0.22877484199223452,0.06748184830149206,0.5989643350049594,-0.22718270030274546,0.0633202039325369,0.7229827630676301,-0.19322883980455663,0.07553088346767511,0.7348751040182941,-0.22877484199223475,4.6880224884103985,0.055544364226474574,0.5583484271688534,0,True,False,13
exp-5d1fd5b95d434ff5,defensive,defensive_quality_gated,defensive_quality_gated,monthly,4,score_inverse_volatility,4,0.9435430423034665,0.0550518489486298,0.8438399366115941,-0.13803945365243886,0.07402077900214077,0.7248159878952105,-0.20418107836091148,0.057974470052494675,0.9316721988695945,-0.08235870125933553,0.05770324130222315,0.7811084619823238,-0.20418107836091137,3.617031386218099,0.04250784893080306,0.5879770967046869,0,True,False,14
exp-322048758f59d359,defensive,defensive_quality_gated,defensive_quality_gated,monthly,1,equal_weight,4,0.9365291809275202,0.07896305211776311,0.8620940352198624,-0.26520755540631447,0.0663715128928819,0.6298193224165649,-0.20634047697264613,0.07099949975766418,0.7817046799077251,-0.07981285740855348,0.07107369083563309,0.7619367835260427,-0.2652075554063148,4.2948490230905865,0.05283264183697578,0.5824785063630242,0,True,False,15
exp-48f8bed3c1062294,defensive,defensive_quality_gated,defensive_quality_gated,monthly,4,score_inverse_volatility,6,0.9341678638773414,0.041978602558313094,0.8187462819282754,-0.09092450876482894,0.0618532437238235,0.6450504502234792,-0.20837321178736778,0.0564076487897045,1.0789351058239982,-0.055071057225266506,0.04850545095594172,0.7524354034406014,-0.20837321178736745,3.2558820323116056,0.034937996643623404,0.5534137158863113,0,True,False,16
exp-5755735d5e0df426,defensive,drawdown_resilience,drawdown_resilience,monthly,4,equal_weight,4,0.9315443242936478,0.10130055284129469,0.8397725566163308,-0.27595783377923566,0.06271776868091816,0.5207051227845372,-0.23912639119629464,0.07888900039567459,0.7425542441125907,-0.1826501768047103,0.08492318523205533,0.7346552915660105,-0.27595783377923544,4.629662522202486,0.06501700529508447,0.5808328614868015,0,True,False,17
exp-b3a2cbe915e74618,defensive,defensive_quality_gated,defensive_quality_gated,monthly,2,score_inverse_volatility,6,0.9315274932149429,0.0445105793265228,0.8325214589268425,-0.11239360218438865,0.056972258234709416,0.6477259824665751,-0.18741345127614084,0.05743637363926202,0.9859630502266413,-0.05489691427559018,0.048239170533785236,0.7575406286549435,-0.18741345127614095,3.624075661515818,0.033152429465605815,0.5331790830609645,0,True,False,18
exp-153f259991e370ad,defensive,defensive_quality_gated,defensive_quality_gated,monthly,2,score_weighted,4,0.9213532671225235,0.06467585691191191,0.8335525506879798,-0.18415526529367332,0.06108744994291615,0.589930088546253,-0.22020607144516713,0.079199543960087,0.9905659947420349,-0.08375811632044894,0.06469359049649448,0.7686399859923189,-0.22020607144516735,4.42797141768671,0.04600529775153861,0.5628253105498561,0,True,False,19
exp-87f052678d7bfd95,defensive,drawdown_resilience,drawdown_resilience,monthly,2,inverse_volatility,6,0.9096947809132062,0.07423008330554248,0.8249738227501867,-0.21904285821080272,0.0726096062335786,0.6665985485092946,-0.23557525510187238,0.07844684443796002,0.9680828173019765,-0.13956047722259424,0.07472480302907347,0.8156602890949946,-0.2355752551018725,4.14059556698972,0.057081712489679415,0.6384796524880728,0,True,False,20
exp-dbb2ef4ba3902c9f,defensive,drawdown_resilience,drawdown_resilience,monthly,4,score_inverse_volatility,4,0.9003912574618855,0.08858662381607196,0.7994982637900073,-0.2195063814445115,0.06072723614654074,0.5383774873998245,-0.2277833289929343,0.06565843067698984,0.6976939844374935,-0.18457711378677788,0.07345016241016689,0.6957268460473282,-0.2277833289929343,5.275965841649917,0.05102412604994755,0.5040283347343558,0,True,False,21
