implementation,cost_bps,window,start,end,weeks,cagr,arithmetic_ann_return,ann_vol,sharpe_zero_rf,max_drawdown
causal_ggg_saved_fallback,10,full,2005-01-07,2026-04-10,1110,0.07079898001966267,0.0713602169261038,0.07624227897798382,0.9359664727061766,-0.11645533666874597
causal_ggg_saved_fallback,10,recent_3y,2023-04-14,2026-04-10,157,0.14507258501260978,0.13886338489887534,0.08050700769124426,1.7248608398344156,-0.07264584011748587
causal_ggg_saved_fallback,50,full,2005-01-07,2026-04-10,1110,0.05715980161663281,0.0585327458761064,0.07631986841198422,0.76693981651199,-0.11872732187122248
causal_ggg_saved_fallback,50,recent_3y,2023-04-14,2026-04-10,157,0.1288735233396061,0.12459768180414243,0.08070915646662914,1.5437861979843626,-0.07364740799161307
causal_ggg_saved_fallback,100,full,2005-01-07,2026-04-10,1110,0.04033496837843065,0.042498407063609654,0.07660861401720612,0.554747107865241,-0.13300464199396533
causal_ggg_saved_fallback,100,recent_3y,2023-04-14,2026-04-10,157,0.10892284240108774,0.10676555293572629,0.08115891527409115,1.3155123201826442,-0.07489893667139857
causal_ggg_current_layer2b_diagnostic,10,full,2005-01-07,2026-04-10,1110,0.06816146517164223,0.06893634448508243,0.0768263466759634,0.8973008280068391,-0.11835459773077828
causal_ggg_current_layer2b_diagnostic,10,recent_3y,2023-04-14,2026-04-10,157,0.13820052242795833,0.1329526153154697,0.08200498025350446,1.621274889701446,-0.08160204226572454
causal_ggg_current_layer2b_diagnostic,50,full,2005-01-07,2026-04-10,1110,0.054985867670167554,0.056516684345178224,0.07689213899219274,0.7350125134497384,-0.12060044867737507
causal_ggg_current_layer2b_diagnostic,50,recent_3y,2023-04-14,2026-04-10,157,0.12250777886373965,0.11905118107738634,0.0821731970337714,1.4487836104083778,-0.08211619126557157
causal_ggg_current_layer2b_diagnostic,100,full,2005-01-07,2026-04-10,1110,0.03872584931460432,0.04099210917029795,0.07715536110032442,0.531293076536785,-0.13978878589096122
causal_ggg_current_layer2b_diagnostic,100,recent_3y,2023-04-14,2026-04-10,157,0.10317296306240031,0.1016743882797821,0.08257155766570394,1.2313487979894622,-0.08275868168125045
