implementation,kind,candidate_id,candidate_weight,cost_bps,window,weeks,start,end,cagr,sharpe_zero_rf,sortino_zero_target,max_drawdown,annual_one_way_turnover
blend::candidate-0788c02844e389fa::0.3,blend,candidate-0788c02844e389fa,0.3,100,trailing_2y,105,2024-08-09,2026-08-07,0.13295055989841353,1.3367121780405742,2.0383660640089447,-0.0858237407944612,3.152987011472863
blend::candidate-0788c02844e389fa::0.3,blend,candidate-0788c02844e389fa,0.3,100,trailing_3y,157,2023-08-11,2026-08-07,0.12744479143563936,1.3717924494238338,2.1385700908493965,-0.08582374079446109,2.9444926818074775
blend::candidate-0788c02844e389fa::0.3,blend,candidate-0788c02844e389fa,0.3,100,post_2024,136,2024-01-05,2026-08-07,0.13190558135194008,1.4267320568423991,2.199488375185989,-0.08582374079446109,3.029423858472619
blend::candidate-0788c02844e389fa::0.3,blend,candidate-0788c02844e389fa,0.3,50,full,1127,2005-01-07,2026-08-07,0.06286124519054481,0.756353798009482,1.087783956500872,-0.14970508199043453,2.7172615327008947
blend::candidate-0788c02844e389fa::0.3,blend,candidate-0788c02844e389fa,0.3,50,trailing_1y,53,2025-08-08,2026-08-07,0.16820296233125198,1.5534034979563767,2.4053248590265337,-0.08479751286057713,3.094646340356875
blend::candidate-0788c02844e389fa::0.3,blend,candidate-0788c02844e389fa,0.3,50,trailing_2y,105,2024-08-09,2026-08-07,0.1509653049054982,1.5071817217539802,2.3401392226603006,-0.08479751286057702,3.152987011472863
blend::candidate-0788c02844e389fa::0.3,blend,candidate-0788c02844e389fa,0.3,50,trailing_3y,157,2023-08-11,2026-08-07,0.14415026339384807,1.5382660082265114,2.444056304756051,-0.08479751286057702,2.9444926818074775
blend::candidate-0788c02844e389fa::0.3,blend,candidate-0788c02844e389fa,0.3,50,post_2024,136,2024-01-05,2026-08-07,0.14918620369299185,1.6037244125602252,2.5182071530334267,-0.0847975128605769,3.029423858472619
standalone::candidate-23e3beb2c30dbeb8,standalone,candidate-23e3beb2c30dbeb8,1.0,10,full,1127,2005-01-07,2026-08-07,0.10628168855475906,0.8245974809166398,1.1946646942645984,-0.2164899501715397,2.2897809275515986
standalone::candidate-23e3beb2c30dbeb8,standalone,candidate-23e3beb2c30dbeb8,1.0,10,trailing_1y,53,2025-08-08,2026-08-07,0.2732714957749318,1.857372902215382,3.03802083872483,-0.09636089533246872,2.732206845275253
standalone::candidate-23e3beb2c30dbeb8,standalone,candidate-23e3beb2c30dbeb8,1.0,10,trailing_2y,105,2024-08-09,2026-08-07,0.219555657518272,1.536884425882326,2.480447013901915,-0.09695981936590303,2.534343885571227
standalone::candidate-23e3beb2c30dbeb8,standalone,candidate-23e3beb2c30dbeb8,1.0,10,trailing_3y,157,2023-08-11,2026-08-07,0.18630484002006087,1.3820027139876636,2.205423534871844,-0.09695981936590325,2.354506848038434
standalone::candidate-23e3beb2c30dbeb8,standalone,candidate-23e3beb2c30dbeb8,1.0,10,post_2024,136,2024-01-05,2026-08-07,0.21396674642595093,1.5708223857980628,2.5131634980815414,-0.09695981936590292,2.4558463190711146
standalone::candidate-23e3beb2c30dbeb8,standalone,candidate-23e3beb2c30dbeb8,1.0,100,full,1127,2005-01-07,2026-08-07,0.08375111726654794,0.6696026966755979,0.9556837354801876,-0.21922199190075142,2.2897809275515986
standalone::candidate-23e3beb2c30dbeb8,standalone,candidate-23e3beb2c30dbeb8,1.0,100,trailing_1y,53,2025-08-08,2026-08-07,0.24245825919571762,1.6749357017888067,2.6657087913763142,-0.09891759375436926,2.732206845275253
standalone::candidate-23e3beb2c30dbeb8,standalone,candidate-23e3beb2c30dbeb8,1.0,100,trailing_2y,105,2024-08-09,2026-08-07,0.19207604320656513,1.363874007683266,2.163950618564326,-0.09913061271826773,2.534343885571227
standalone::candidate-23e3beb2c30dbeb8,standalone,candidate-23e3beb2c30dbeb8,1.0,100,trailing_3y,157,2023-08-11,2026-08-07,0.16150712629524033,1.2192532163103176,1.9103200814070231,-0.09913061271826762,2.354506848038434
standalone::candidate-23e3beb2c30dbeb8,standalone,candidate-23e3beb2c30dbeb8,1.0,100,post_2024,136,2024-01-05,2026-08-07,0.18746479809388905,1.395673761777146,2.193079442236521,-0.09913061271826784,2.4558463190711146
standalone::candidate-23e3beb2c30dbeb8,standalone,candidate-23e3beb2c30dbeb8,1.0,50,full,1127,2005-01-07,2026-08-07,0.0962198354666377,0.7559755374729965,1.0879727681642608,-0.21685050580578125,2.2897809275515986
standalone::candidate-23e3beb2c30dbeb8,standalone,candidate-23e3beb2c30dbeb8,1.0,50,trailing_1y,53,2025-08-08,2026-08-07,0.2594934012057466,1.7769181886630727,2.870730610526973,-0.097497205742202,2.732206845275253
standalone::candidate-23e3beb2c30dbeb8,standalone,candidate-23e3beb2c30dbeb8,1.0,50,trailing_2y,105,2024-08-09,2026-08-07,0.20727525151157478,1.4604268250844785,2.339163820732197,-0.09792473148596526,2.534343885571227
standalone::candidate-23e3beb2c30dbeb8,standalone,candidate-23e3beb2c30dbeb8,1.0,50,trailing_3y,157,2023-08-11,2026-08-07,0.175227898867498,1.3101998884434776,2.0738175764397,-0.09792473148596514,2.354506848038434
standalone::candidate-23e3beb2c30dbeb8,standalone,candidate-23e3beb2c30dbeb8,1.0,50,post_2024,136,2024-01-05,2026-08-07,0.20212564006730194,1.4934959805178456,2.37029205449435,-0.09792473148596548,2.4558463190711146
blend::candidate-23e3beb2c30dbeb8::0.1,blend,candidate-23e3beb2c30dbeb8,0.1,10,full,1127,2005-01-07,2026-08-07,0.0730012290111457,0.9237145209694966,1.3539029497425494,-0.1261864984529143,3.023312624254129
blend::candidate-23e3beb2c30dbeb8::0.1,blend,candidate-23e3beb2c30dbeb8,0.1,10,trailing_1y,53,2025-08-08,2026-08-07,0.16485694778697435,1.6570627047328808,2.6640890388801575,-0.07506203950124346,3.6946193858679526
blend::candidate-23e3beb2c30dbeb8::0.1,blend,candidate-23e3beb2c30dbeb8,0.1,10,trailing_2y,105,2024-08-09,2026-08-07,0.1517545296239431,1.636249897018978,2.6202245200863388,-0.0750620395012438,3.6432620951850763
blend::candidate-23e3beb2c30dbeb8::0.1,blend,candidate-23e3beb2c30dbeb8,0.1,10,trailing_3y,157,2023-08-11,2026-08-07,0.14441816260929086,1.6551756398902326,2.6865924616500685,-0.07506203950124368,3.371145481040132
blend::candidate-23e3beb2c30dbeb8::0.1,blend,candidate-23e3beb2c30dbeb8,0.1,10,post_2024,136,2024-01-05,2026-08-07,0.14877132536309312,1.7224543782658053,2.7849677000252364,-0.07506203950124357,3.50923270314208
blend::candidate-23e3beb2c30dbeb8::0.1,blend,candidate-23e3beb2c30dbeb8,0.1,100,full,1127,2005-01-07,2026-08-07,0.04422736000321015,0.5807784521241587,0.8217937000116227,-0.13081244345827958,3.023312624254129
blend::candidate-23e3beb2c30dbeb8::0.1,blend,candidate-23e3beb2c30dbeb8,0.1,100,trailing_1y,53,2025-08-08,2026-08-07,0.12690050540815223,1.3128580062790718,2.0262774811945636,-0.07901344345612693,3.6946193858679526
blend::candidate-23e3beb2c30dbeb8::0.1,blend,candidate-23e3beb2c30dbeb8,0.1,100,trailing_2y,105,2024-08-09,2026-08-07,0.1146002044476504,1.2549745970639656,1.9246430919489714,-0.07901344345612682,3.6432620951850763
blend::candidate-23e3beb2c30dbeb8::0.1,blend,candidate-23e3beb2c30dbeb8,0.1,100,trailing_3y,157,2023-08-11,2026-08-07,0.11025412320848638,1.2864279447571771,1.9987794337991622,-0.07901344345612626,3.371145481040132
blend::candidate-23e3beb2c30dbeb8::0.1,blend,candidate-23e3beb2c30dbeb8,0.1,100,post_2024,136,2024-01-05,2026-08-07,0.11305849913357124,1.3263941316289043,2.052092174916836,-0.07901344345612682,3.50923270314208
blend::candidate-23e3beb2c30dbeb8::0.1,blend,candidate-23e3beb2c30dbeb8,0.1,50,full,1127,2005-01-07,2026-08-07,0.060124037131075836,0.7716571953464758,1.113325223028513,-0.12824277885724245,3.023312624254129
blend::candidate-23e3beb2c30dbeb8::0.1,blend,candidate-23e3beb2c30dbeb8,0.1,50,trailing_1y,53,2025-08-08,2026-08-07,0.1478415747759576,1.5054616883902654,2.376155941778496,-0.07605217185171109,3.6946193858679526
blend::candidate-23e3beb2c30dbeb8::0.1,blend,candidate-23e3beb2c30dbeb8,0.1,50,trailing_2y,105,2024-08-09,2026-08-07,0.13510143042603917,1.4670953516621035,2.30380724163367,-0.07605217185171131,3.6432620951850763
blend::candidate-23e3beb2c30dbeb8::0.1,blend,candidate-23e3beb2c30dbeb8,0.1,50,trailing_3y,157,2023-08-11,2026-08-07,0.12911549464265804,1.492124022744025,2.37464457884938,-0.07605217185171098,3.371145481040132
blend::candidate-23e3beb2c30dbeb8::0.1,blend,candidate-23e3beb2c30dbeb8,0.1,50,post_2024,136,2024-01-05,2026-08-07,0.13276940793889214,1.5468190853662223,2.4517205851460635,-0.0760521718517112,3.50923270314208
blend::candidate-23e3beb2c30dbeb8::0.2,blend,candidate-23e3beb2c30dbeb8,0.2,10,full,1127,2005-01-07,2026-08-07,0.07702193282034808,0.9243068974899163,1.35206523447046,-0.13585147247135299,2.8741593682888507
blend::candidate-23e3beb2c30dbeb8::0.2,blend,candidate-23e3beb2c30dbeb8,0.2,10,trailing_1y,53,2025-08-08,2026-08-07,0.17671099373152432,1.7001856870836127,2.732355118091029,-0.07744366550880322,3.5034154011827243
blend::candidate-23e3beb2c30dbeb8::0.2,blend,candidate-23e3beb2c30dbeb8,0.2,10,trailing_2y,105,2024-08-09,2026-08-07,0.15944770291357924,1.6402319272912154,2.627679123303494,-0.0774436655088031,3.4257366026151908
blend::candidate-23e3beb2c30dbeb8::0.2,blend,candidate-23e3beb2c30dbeb8,0.2,10,trailing_3y,157,2023-08-11,2026-08-07,0.14934745083810808,1.6390465322679213,2.6544421057879464,-0.077443665508803,3.1890969818942545
blend::candidate-23e3beb2c30dbeb8::0.2,blend,candidate-23e3beb2c30dbeb8,0.2,10,post_2024,136,2024-01-05,2026-08-07,0.1561789513120282,1.7231396359739564,2.778129930641071,-0.0774436655088031,3.313267714128998
blend::candidate-23e3beb2c30dbeb8::0.2,blend,candidate-23e3beb2c30dbeb8,0.2,100,full,1127,2005-01-07,2026-08-07,0.04954820482217226,0.615232787083106,0.8722027760510459,-0.14000161247918141,2.8741593682888507
blend::candidate-23e3beb2c30dbeb8::0.2,blend,candidate-23e3beb2c30dbeb8,0.2,100,trailing_1y,53,2025-08-08,2026-08-07,0.14031842137613681,1.385076780356751,2.1437785734135386,-0.07969309760304044,3.5034154011827243
blend::candidate-23e3beb2c30dbeb8::0.2,blend,candidate-23e3beb2c30dbeb8,0.2,100,trailing_2y,105,2024-08-09,2026-08-07,0.12423425568139268,1.2956696629335327,1.9957398598428877,-0.07969309760304055,3.4257366026151908
blend::candidate-23e3beb2c30dbeb8::0.2,blend,candidate-23e3beb2c30dbeb8,0.2,100,trailing_3y,157,2023-08-11,2026-08-07,0.11686054101700827,1.3041750253514643,2.0293343620516127,-0.07969309760304055,3.1890969818942545
blend::candidate-23e3beb2c30dbeb8::0.2,blend,candidate-23e3beb2c30dbeb8,0.2,100,post_2024,136,2024-01-05,2026-08-07,0.122209845796859,1.365019180333031,2.114521953845849,-0.07969309760304044,3.313267714128998
blend::candidate-23e3beb2c30dbeb8::0.2,blend,candidate-23e3beb2c30dbeb8,0.2,50,full,1127,2005-01-07,2026-08-07,0.06473069248717667,0.787239503720995,1.1355413058227273,-0.13769622326878117,2.8741593682888507
blend::candidate-23e3beb2c30dbeb8::0.2,blend,candidate-23e3beb2c30dbeb8,0.2,50,trailing_1y,53,2025-08-08,2026-08-07,0.16040397262556327,1.5612376718778618,2.466743443851709,-0.07844357004778069,3.5034154011827243
blend::candidate-23e3beb2c30dbeb8::0.2,blend,candidate-23e3beb2c30dbeb8,0.2,50,trailing_2y,105,2024-08-09,2026-08-07,0.1436723004881355,1.4872293936911283,2.34053344555793,-0.0784435700477808,3.4257366026151908
blend::candidate-23e3beb2c30dbeb8::0.2,blend,candidate-23e3beb2c30dbeb8,0.2,50,trailing_3y,157,2023-08-11,2026-08-07,0.13480196394878452,1.4908461585347226,2.3713300223015876,-0.07844357004778091,3.1890969818942545
blend::candidate-23e3beb2c30dbeb8::0.2,blend,candidate-23e3beb2c30dbeb8,0.2,50,post_2024,136,2024-01-05,2026-08-07,0.14096511915243393,1.5642400348697112,2.476926099600622,-0.07844357004778102,3.313267714128998
blend::candidate-23e3beb2c30dbeb8::0.3,blend,candidate-23e3beb2c30dbeb8,0.3,10,full,1127,2005-01-07,2026-08-07,0.0809501482705941,0.9187037129974198,1.3413036409585188,-0.14545049819323463,2.7550342888032167
blend::candidate-23e3beb2c30dbeb8::0.3,blend,candidate-23e3beb2c30dbeb8,0.3,10,trailing_1y,53,2025-08-08,2026-08-07,0.18859831909476998,1.735977597230288,2.7905338633933825,-0.07982109673189819,3.3474828233376863
blend::candidate-23e3beb2c30dbeb8::0.3,blend,candidate-23e3beb2c30dbeb8,0.3,10,trailing_2y,105,2024-08-09,2026-08-07,0.1670715741357096,1.6372541974649593,2.624262573231658,-0.07982109673189841,3.2599210435095105
blend::candidate-23e3beb2c30dbeb8::0.3,blend,candidate-23e3beb2c30dbeb8,0.3,10,trailing_3y,157,2023-08-11,2026-08-07,0.1541898789810332,1.6149273482219153,2.608209824684891,-0.07982109673189841,3.042120754391471
blend::candidate-23e3beb2c30dbeb8::0.3,blend,candidate-23e3beb2c30dbeb8,0.3,10,post_2024,136,2024-01-05,2026-08-07,0.16352496361789837,1.7152827364095815,2.757759403137555,-0.0798210967318983,3.1576135763850286
blend::candidate-23e3beb2c30dbeb8::0.3,blend,candidate-23e3beb2c30dbeb8,0.3,100,full,1127,2005-01-07,2026-08-07,0.054506234429660516,0.6388815384561951,0.9069737585261723,-0.14913412454005803,2.7550342888032167
blend::candidate-23e3beb2c30dbeb8::0.3,blend,candidate-23e3beb2c30dbeb8,0.3,100,trailing_1y,53,2025-08-08,2026-08-07,0.15344748533482266,1.4455679653822098,2.243693185518248,-0.08209247297107858,3.3474828233376863
blend::candidate-23e3beb2c30dbeb8::0.3,blend,candidate-23e3beb2c30dbeb8,0.3,100,trailing_2y,105,2024-08-09,2026-08-07,0.1333108738069262,1.3233176027328866,2.046993688923253,-0.08209247297107869,3.2599210435095105
blend::candidate-23e3beb2c30dbeb8::0.3,blend,candidate-23e3beb2c30dbeb8,0.3,100,trailing_3y,157,2023-08-11,2026-08-07,0.12304923229839915,1.3098629606331404,2.0400024086477666,-0.08209247297107891,3.042120754391471
blend::candidate-23e3beb2c30dbeb8::0.3,blend,candidate-23e3beb2c30dbeb8,0.3,100,post_2024,136,2024-01-05,2026-08-07,0.13092229036716185,1.3898584911433811,2.1553072186447184,-0.08209247297107891,3.1576135763850286
blend::candidate-23e3beb2c30dbeb8::0.3,blend,candidate-23e3beb2c30dbeb8,0.3,50,full,1127,2005-01-07,2026-08-07,0.06912289010607098,0.7945969718953314,1.1456551523149052,-0.14708785589189322,2.7550342888032167
blend::candidate-23e3beb2c30dbeb8::0.3,blend,candidate-23e3beb2c30dbeb8,0.3,50,trailing_1y,53,2025-08-08,2026-08-07,0.1728535707278982,1.6078177010179855,2.543862094659972,-0.08083073778070216,3.3474828233376863
blend::candidate-23e3beb2c30dbeb8::0.3,blend,candidate-23e3beb2c30dbeb8,0.3,50,trailing_2y,105,2024-08-09,2026-08-07,0.15195291669798205,1.497816838652197,2.362340424110422,-0.08083073778070227,3.2599210435095105
blend::candidate-23e3beb2c30dbeb8::0.3,blend,candidate-23e3beb2c30dbeb8,0.3,50,trailing_3y,157,2023-08-11,2026-08-07,0.1402519779730611,1.479871610217116,2.351214650940826,-0.08083073778070216,3.042120754391471
blend::candidate-23e3beb2c30dbeb8::0.3,blend,candidate-23e3beb2c30dbeb8,0.3,50,post_2024,136,2024-01-05,2026-08-07,0.14892850566143356,1.570885606232447,2.4847475823171377,-0.08083073778070216,3.1576135763850286
standalone::candidate-36a0f3d51675c16f,standalone,candidate-36a0f3d51675c16f,1.0,10,full,1127,2005-01-07,2026-08-07,0.09736818817983495,0.8932542461471112,1.3222655438460587,-0.18483757636697762,2.1275217592196656
standalone::candidate-36a0f3d51675c16f,standalone,candidate-36a0f3d51675c16f,1.0,10,trailing_1y,53,2025-08-08,2026-08-07,0.25770219071413814,1.72496607350502,2.6290577102201005,-0.10857340686547867,1.9822691318783907
standalone::candidate-36a0f3d51675c16f,standalone,candidate-36a0f3d51675c16f,1.0,10,trailing_2y,105,2024-08-09,2026-08-07,0.20276822563797237,1.5031305249570013,2.2864825587208233,-0.10857340686547856,2.324599048450794
standalone::candidate-36a0f3d51675c16f,standalone,candidate-36a0f3d51675c16f,1.0,10,trailing_3y,157,2023-08-11,2026-08-07,0.1852204432030098,1.4761716857144027,2.310629774795668,-0.10857340686547856,2.3018885709690506
standalone::candidate-36a0f3d51675c16f,standalone,candidate-36a0f3d51675c16f,1.0,10,post_2024,136,2024-01-05,2026-08-07,0.19444202360930762,1.5606165503706915,2.3835993618024895,-0.10857340686547867,2.3742545671782587
standalone::candidate-36a0f3d51675c16f,standalone,candidate-36a0f3d51675c16f,1.0,100,full,1127,2005-01-07,2026-08-07,0.0766003552251866,0.7207162928388195,1.0488669873132779,-0.18898049278036222,2.1275217592196656
standalone::candidate-36a0f3d51675c16f,standalone,candidate-36a0f3d51675c16f,1.0,100,trailing_1y,53,2025-08-08,2026-08-07,0.23552197761510074,1.5947818433948655,2.3881506838277766,-0.11006708547963306,1.9822691318783907
standalone::candidate-36a0f3d51675c16f,standalone,candidate-36a0f3d51675c16f,1.0,100,trailing_2y,105,2024-08-09,2026-08-07,0.17782148518008056,1.3320242629151455,1.9952686882295108,-0.11006708547963306,2.324599048450794
standalone::candidate-36a0f3d51675c16f,standalone,candidate-36a0f3d51675c16f,1.0,100,trailing_3y,157,2023-08-11,2026-08-07,0.16095706170368906,1.301519906855068,1.998906746837064,-0.11006708547963318,2.3018885709690506
standalone::candidate-36a0f3d51675c16f,standalone,candidate-36a0f3d51675c16f,1.0,100,post_2024,136,2024-01-05,2026-08-07,0.16919202404459344,1.3742657926571404,2.0638113925676542,-0.11006708547963306,2.3742545671782587
standalone::candidate-36a0f3d51675c16f,standalone,candidate-36a0f3d51675c16f,1.0,50,full,1127,2005-01-07,2026-08-07,0.08809645475580052,0.8169534610729543,1.2001961823208784,-0.18667887255070392,2.1275217592196656
standalone::candidate-36a0f3d51675c16f,standalone,candidate-36a0f3d51675c16f,1.0,50,trailing_1y,53,2025-08-08,2026-08-07,0.24780215099276393,1.6674789851627405,2.521002708162308,-0.10923726402732492,1.9822691318783907
standalone::candidate-36a0f3d51675c16f,standalone,candidate-36a0f3d51675c16f,1.0,50,trailing_2y,105,2024-08-09,2026-08-07,0.19162458060161924,1.4273343389478503,2.1561951735521703,-0.10923726402732492,2.324599048450794
standalone::candidate-36a0f3d51675c16f,standalone,candidate-36a0f3d51675c16f,1.0,50,trailing_3y,157,2023-08-11,2026-08-07,0.17438252061561954,1.399024305582223,2.171279522905466,-0.10923726402732492,2.3018885709690506
standalone::candidate-36a0f3d51675c16f,standalone,candidate-36a0f3d51675c16f,1.0,50,post_2024,136,2024-01-05,2026-08-07,0.1831614975285054,1.478220125100872,2.2406185174687643,-0.10923726402732514,2.3742545671782587
blend::candidate-36a0f3d51675c16f::0.1,blend,candidate-36a0f3d51675c16f,0.1,10,full,1127,2005-01-07,2026-08-07,0.07199661282264014,0.9329487744268469,1.3701993259937366,-0.12246150625876207,3.0124529634807207
blend::candidate-36a0f3d51675c16f::0.1,blend,candidate-36a0f3d51675c16f,0.1,10,trailing_1y,53,2025-08-08,2026-08-07,0.1634956773944638,1.6446663336610772,2.6152975046270983,-0.07614916429019425,3.605717748881144
blend::candidate-36a0f3d51675c16f::0.1,blend,candidate-36a0f3d51675c16f,0.1,10,trailing_2y,105,2024-08-09,2026-08-07,0.15011114115499669,1.6304961365153543,2.593708277550848,-0.07614916429019425,3.6286392351268293
blend::candidate-36a0f3d51675c16f::0.1,blend,candidate-36a0f3d51675c16f,0.1,10,trailing_3y,157,2023-08-11,2026-08-07,0.14422349484588115,1.6628399981274558,2.695339251409578,-0.07614916429019425,3.3675000351127204
blend::candidate-36a0f3d51675c16f::0.1,blend,candidate-36a0f3d51675c16f,0.1,10,post_2024,136,2024-01-05,2026-08-07,0.14683282427666144,1.7174600280569383,2.7674330050642517,-0.07614916429019436,3.5049655658682934
blend::candidate-36a0f3d51675c16f::0.1,blend,candidate-36a0f3d51675c16f,0.1,100,full,1127,2005-01-07,2026-08-07,0.04335240811878105,0.5826845785201349,0.8253342398862399,-0.1274136783000125,3.0124529634807207
blend::candidate-36a0f3d51675c16f::0.1,blend,candidate-36a0f3d51675c16f,0.1,100,trailing_1y,53,2025-08-08,2026-08-07,0.12648137294933526,1.3088629517879797,2.001399799453919,-0.07830106520649094,3.605717748881144
blend::candidate-36a0f3d51675c16f::0.1,blend,candidate-36a0f3d51675c16f,0.1,100,trailing_2y,105,2024-08-09,2026-08-07,0.11315739557300963,1.2484557578836155,1.9032698847852358,-0.07830106520649083,3.6286392351268293
blend::candidate-36a0f3d51675c16f::0.1,blend,candidate-36a0f3d51675c16f,0.1,100,trailing_3y,157,2023-08-11,2026-08-07,0.11010181974949096,1.2921938509937554,2.0052470143306262,-0.07830106520649072,3.3675000351127204
blend::candidate-36a0f3d51675c16f::0.1,blend,candidate-36a0f3d51675c16f,0.1,100,post_2024,136,2024-01-05,2026-08-07,0.11122200848631958,1.3180839802696924,2.032709677299552,-0.07830106520649072,3.5049655658682934
blend::candidate-36a0f3d51675c16f::0.1,blend,candidate-36a0f3d51675c16f,0.1,50,full,1127,2005-01-07,2026-08-07,0.05917781605307826,0.7776705586158557,1.1237625445047863,-0.12466279812895698,3.0124529634807207
blend::candidate-36a0f3d51675c16f::0.1,blend,candidate-36a0f3d51675c16f,0.1,50,trailing_1y,53,2025-08-08,2026-08-07,0.14690615430419496,1.496747262467129,2.338062510350227,-0.07710573065298887,3.605717748881144
blend::candidate-36a0f3d51675c16f::0.1,blend,candidate-36a0f3d51675c16f,0.1,50,trailing_2y,105,2024-08-09,2026-08-07,0.1335487373559232,1.4610527088640093,2.2796780083384585,-0.07710573065298898,3.6286392351268293
blend::candidate-36a0f3d51675c16f::0.1,blend,candidate-36a0f3d51675c16f,0.1,50,trailing_3y,157,2023-08-11,2026-08-07,0.12894009848835908,1.4989917116618745,2.3824184948581912,-0.07710573065298887,3.3675000351127204
blend::candidate-36a0f3d51675c16f::0.1,blend,candidate-36a0f3d51675c16f,0.1,50,post_2024,136,2024-01-05,2026-08-07,0.13087692467659373,1.5403753559370366,2.4333916561693085,-0.07710573065298887,3.5049655658682934
blend::candidate-36a0f3d51675c16f::0.2,blend,candidate-36a0f3d51675c16f,0.2,10,full,1127,2005-01-07,2026-08-07,0.0750491413020915,0.9443533990954092,1.387477212778464,-0.12845542182687975,2.8394204208712437
blend::candidate-36a0f3d51675c16f::0.2,blend,candidate-36a0f3d51675c16f,0.2,10,trailing_1y,53,2025-08-08,2026-08-07,0.17390645717601072,1.6742520916692705,2.6340067456126826,-0.079614521499624,3.3636193696186276
blend::candidate-36a0f3d51675c16f::0.2,blend,candidate-36a0f3d51675c16f,0.2,10,trailing_2y,105,2024-08-09,2026-08-07,0.15612081800477284,1.6297049553746004,2.5750110035745406,-0.079614521499624,3.422694750362675
blend::candidate-36a0f3d51675c16f::0.2,blend,candidate-36a0f3d51675c16f,0.2,10,trailing_3y,157,2023-08-11,2026-08-07,0.14896781198849918,1.6567040608859673,2.67556240938185,-0.07961452149962389,3.189343685189946
blend::candidate-36a0f3d51675c16f::0.2,blend,candidate-36a0f3d51675c16f,0.2,10,post_2024,136,2024-01-05,2026-08-07,0.15228754526469168,1.7155897743032882,2.74571811699401,-0.079614521499624,3.312964354232035
blend::candidate-36a0f3d51675c16f::0.2,blend,candidate-36a0f3d51675c16f,0.2,100,full,1127,2005-01-07,2026-08-07,0.04795527949369327,0.6235709587089228,0.8864609223618233,-0.13325016075860197,2.8394204208712437
blend::candidate-36a0f3d51675c16f::0.2,blend,candidate-36a0f3d51675c16f,0.2,100,trailing_1y,53,2025-08-08,2026-08-07,0.13903260599694622,1.3728439986412229,2.085280215909174,-0.08168334572622671,3.3636193696186276
blend::candidate-36a0f3d51675c16f::0.2,blend,candidate-36a0f3d51675c16f,0.2,100,trailing_2y,105,2024-08-09,2026-08-07,0.12104317721329871,1.2815827859155366,1.948727718050079,-0.0816833457262266,3.422694750362675
blend::candidate-36a0f3d51675c16f::0.2,blend,candidate-36a0f3d51675c16f,0.2,100,trailing_3y,157,2023-08-11,2026-08-07,0.11649069815213409,1.3172963264008786,2.0435421676876953,-0.08168334572622671,3.189343685189946
blend::candidate-36a0f3d51675c16f::0.2,blend,candidate-36a0f3d51675c16f,0.2,100,post_2024,136,2024-01-05,2026-08-07,0.11843620026774615,1.3507392875624988,2.0770577794903673,-0.08168334572622671,3.312964354232035
blend::candidate-36a0f3d51675c16f::0.2,blend,candidate-36a0f3d51675c16f,0.2,50,full,1127,2005-01-07,2026-08-07,0.06292888014782672,0.8021473865696522,1.1612599202256004,-0.1305866992594753,2.8394204208712437
blend::candidate-36a0f3d51675c16f::0.2,blend,candidate-36a0f3d51675c16f,0.2,50,trailing_1y,53,2025-08-08,2026-08-07,0.15828525078243438,1.5413690779813165,2.3863429423702964,-0.08053414202955578,3.3636193696186276
blend::candidate-36a0f3d51675c16f::0.2,blend,candidate-36a0f3d51675c16f,0.2,50,trailing_2y,105,2024-08-09,2026-08-07,0.14040682574079222,1.47523013032274,2.290554140127255,-0.08053414202955578,3.422694750362675
blend::candidate-36a0f3d51675c16f::0.2,blend,candidate-36a0f3d51675c16f,0.2,50,trailing_3y,157,2023-08-11,2026-08-07,0.13442702989691546,1.5065870443544478,2.3893136544080473,-0.08053414202955589,3.189343685189946
blend::candidate-36a0f3d51675c16f::0.2,blend,candidate-36a0f3d51675c16f,0.2,50,post_2024,136,2024-01-05,2026-08-07,0.1371267768678115,1.5537719323730455,2.4422102148674623,-0.08053414202955589,3.312964354232035
blend::candidate-36a0f3d51675c16f::0.3,blend,candidate-36a0f3d51675c16f,0.3,10,full,1127,2005-01-07,2026-08-07,0.07804066294598067,0.9496657447208996,1.3964737819664337,-0.1344370362111662,2.6886378465903125
blend::candidate-36a0f3d51675c16f::0.3,blend,candidate-36a0f3d51675c16f,0.3,10,trailing_1y,53,2025-08-08,2026-08-07,0.1843061773134238,1.6959348005082788,2.6441328189810225,-0.08307643200635839,3.1608799756498507
blend::candidate-36a0f3d51675c16f::0.3,blend,candidate-36a0f3d51675c16f,0.3,10,trailing_2y,105,2024-08-09,2026-08-07,0.1620785089818768,1.6229870983676609,2.547368760894098,-0.08307643200635828,3.244658688752373
blend::candidate-36a0f3d51675c16f::0.3,blend,candidate-36a0f3d51675c16f,0.3,10,trailing_3y,157,2023-08-11,2026-08-07,0.1536517124361425,1.6438931889368662,2.643557500291585,-0.08307643200635839,3.0391342489633595
blend::candidate-36a0f3d51675c16f::0.3,blend,candidate-36a0f3d51675c16f,0.3,10,post_2024,136,2024-01-05,2026-08-07,0.1576858682015454,1.7068000759484228,2.71203686316301,-0.0830764320063585,3.152548242099106
blend::candidate-36a0f3d51675c16f::0.3,blend,candidate-36a0f3d51675c16f,0.3,100,full,1127,2005-01-07,2026-08-07,0.05230003666875982,0.6559961467644436,0.9361348482998041,-0.1390758613813481,2.6886378465903125
blend::candidate-36a0f3d51675c16f::0.3,blend,candidate-36a0f3d51675c16f,0.3,100,trailing_1y,53,2025-08-08,2026-08-07,0.15121634207046153,1.4238756910609003,2.1501329327265104,-0.0850698155886137,3.1608799756498507
