cik10,company_name,recent_cagr,cagr_change
0001653482,GITLAB INC.,0.9854190184182265,-0.13827653405070994
0001107843,"QUALYS, INC.",0.9918178331690657,-0.1318777192998708
0001393052,VEEVA SYSTEMS INC,0.992681510183143,-0.1310140422857935
0001713683,"ZSCALER, INC.",0.9957502459049459,-0.1279453065639906
0001373715,"SERVICENOW, INC.",0.9978322232347139,-0.1258633292342226
0001773383,"DYNATRACE, INC.",1.0027528699761645,-0.12094268249277196
0001044777,ONESPAN INC.,1.0062074891224904,-0.11748806334644613
0000851310,HARMONIC INC.,1.0067153552713948,-0.11698019719754171
0001327567,PALO ALTO NETWORKS INC,1.0072387166017696,-0.11645683586716693
0001124804,VERADIGM INC.,1.0097787906828217,-0.11391676178611476
0001792849,"HIGHPEAK ENERGY, INC.",1.0115162781040814,-0.11217927436485509
0001493761,TURTLE BEACH CORP,1.0146733186119445,-0.10902223385699195
0001855747,"BLEND LABS, INC.",1.0194093936922393,-0.10428615877669722
0001361113,VARONIS SYSTEMS INC,1.0227890700238178,-0.10090648244511868
0000033213,EQT CORP,1.059540228121333,-0.0641553243476034
0000874499,GULFPORT ENERGY CORP,1.0643697715060605,-0.059325780962875996
0001070412,CNX RESOURCES CORP,1.0656226807286773,-0.05807287174025921
0001013462,ANSYS INC,1.0671079300971318,-0.0565876223718047
0001108524,"SALESFORCE, INC.",1.0679125152997222,-0.05578303716921429
0001528129,"VITAL ENERGY, INC.",1.0725869755342083,-0.051108576934728145
0001104485,"NORTHERN OIL & GAS, INC.",1.1099476273224838,-0.013747925146452733
0001031308,BENTLEY SYSTEMS INC,1.1158018321562313,-0.007893720312705188
0001013857,PEGASYSTEMS INC,1.1203888795035515,-0.0033066729653850047
0001621434,"BLACK STONE MINERALS, L.P.",1.1236955524689356,-8.881784197001252e-16
0000785786,PLEXUS CORP,1.123695552468936,-4.440892098500626e-16
0001114995,IMPINJ INC,1.123695552468936,-4.440892098500626e-16
0001615165,"VERITONE, INC.",1.123695552468936,-4.440892098500626e-16
0001171486,NATURAL RESOURCE PARTNERS LP,1.123695552468936,-4.440892098500626e-16
0001520006,MATADOR RESOURCES CO,1.123695552468936,-4.440892098500626e-16
0001475115,"EVENTBRITE, INC.",1.123695552468936,-4.440892098500626e-16
0001314727,SONOS INC,1.123695552468936,-4.440892098500626e-16
0001585521,"ZOOM COMMUNICATIONS, INC.",1.123695552468936,-4.440892098500626e-16
0001650372,ATLASSIAN CORP,1.1236955524689365,0.0
0001658566,PERMIAN RESOURCES CORP,1.1236955524689365,0.0
0001724965,TALOS ENERGY INC.,1.1236955524689365,0.0
0001819974,"SKYWATER TECHNOLOGY, INC",1.1236955524689365,0.0
0001657788,"KIMBELL ROYALTY PARTNERS, LP",1.1236955524689374,8.881784197001252e-16
0001679268,"MAMMOTH ENERGY SERVICES, INC.",1.1236955524689374,8.881784197001252e-16
0001459417,"2U, INC.",1.1236955524689374,8.881784197001252e-16
0001834494,"MERIDIANLINK, INC.",1.1236955524689374,8.881784197001252e-16
0000917273,RAMBUS INC,1.1355500941729808,0.011854541704044319
0001861795,DEFINITIVE HEALTHCARE CORP.,1.1356055508892373,0.011909998420300827
