weeks,start,end,cagr,total_return,sharpe_zero_rf,max_drawdown,annual_volatility,peak_largest_stock_weight,average_growth_allocation,annual_total_turnover,cap_event_weeks,scenario,variant,cap_multiple,cap_name,cost_bps,window
53,2025-08-08,2026-08-07,0.9256883394196243,0.9501086484557191,2.4351875343660327,-0.1349368319752834,0.28720716912733396,0.15593417350124608,0.3773584905660376,1.397245262214236,0,base,confidence_10_40,2.0,cap_2.00x,50,trailing_1y
32,2026-01-02,2026-08-07,0.887305871445268,0.4782541338688533,2.1504749003399954,-0.1349368319752834,0.3199140765582267,0.15593417350124608,0.4,1.2340060146982486,0,base,confidence_10_40,2.0,cap_2.00x,50,ytd
188,2023-01-06,2026-08-07,0.38656473005648584,2.25962943267029,1.5400296564620977,-0.21241551098419498,0.22995355626278552,0.15593417350124608,0.19574468085106378,1.8020215059551559,0,base,confidence_10_40,,uncapped,50,full_recent
157,2023-08-11,2026-08-07,0.38788064492442276,1.690257795092827,1.47979662026722,-0.2124155109841952,0.24182157491712059,0.15593417350124608,0.21464968152866234,2.0702940739194577,0,base,confidence_10_40,,uncapped,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5596389758426052,1.4533536784179453,1.8024956828077678,-0.2124155109841953,0.2672367363311665,0.15593417350124608,0.2628571428571428,2.3193962253088216,0,base,confidence_10_40,,uncapped,50,trailing_2y
53,2025-08-08,2026-08-07,0.9256883394196243,0.9501086484557191,2.4351875343660327,-0.1349368319752834,0.28720716912733396,0.15593417350124608,0.3773584905660376,1.397245262214236,0,base,confidence_10_40,,uncapped,50,trailing_1y
32,2026-01-02,2026-08-07,0.887305871445268,0.4782541338688533,2.1504749003399954,-0.1349368319752834,0.3199140765582267,0.15593417350124608,0.4,1.2340060146982486,0,base,confidence_10_40,,uncapped,50,ytd
188,2023-01-06,2026-08-07,0.40126852917744404,2.3863442142136244,1.6714991921961102,-0.18965616583969436,0.21636601618319862,0.07063480131186266,0.19999999999999998,0.8935856207392541,30,base,fixed_20,1.0,cap_1.00x,50,full_recent
157,2023-08-11,2026-08-07,0.4151816004918538,1.8532298209063907,1.6534361544483416,-0.18965616583969436,0.22600278406121288,0.07063480131186266,0.19999999999999996,0.8770657283010835,25,base,fixed_20,1.0,cap_1.00x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.57168165244658,1.4917554028825597,1.945514531533653,-0.18965616583969414,0.249144033797144,0.07063480131186266,0.2,0.811024049450527,17,base,fixed_20,1.0,cap_1.00x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8104445295791014,0.8312288892188644,2.3746706127846626,-0.12398856919038814,0.2658642440246525,0.07063480131186266,0.19999999999999993,0.8192741699992069,9,base,fixed_20,1.0,cap_1.00x,50,trailing_1y
32,2026-01-02,2026-08-07,0.69424607140974,0.3832752534463726,1.9535483306867933,-0.12398856919038848,0.29228935574761095,0.07063480131186266,0.2,0.9343518729393233,6,base,fixed_20,1.0,cap_1.00x,50,ytd
188,2023-01-06,2026-08-07,0.3476584137743599,1.940904441190181,1.4200546907120861,-0.23228824861585673,0.2291004869175871,0.13786703128053213,0.19574468085106378,1.9539449481928126,30,base,confidence_10_40,1.0,cap_1.00x,100,full_recent
157,2023-08-11,2026-08-07,0.34562538122668984,1.4504837200024183,1.3557788590919164,-0.23228824861585673,0.2408505372061143,0.13786703128053213,0.21464968152866234,2.241224732076842,25,base,confidence_10_40,1.0,cap_1.00x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5067264820061881,1.2881926262356966,1.6812069158964176,-0.22214445834544794,0.26557634428309146,0.13786703128053213,0.2628571428571428,2.5432887338591317,17,base,confidence_10_40,1.0,cap_1.00x,100,trailing_2y
53,2025-08-08,2026-08-07,0.8517710039228616,0.8738429478226497,2.330606846681459,-0.13243561877857823,0.28253130679746696,0.13786703128053213,0.3773584905660376,1.7635609878659322,9,base,confidence_10_40,1.0,cap_1.00x,100,trailing_1y
32,2026-01-02,2026-08-07,0.8186553800539393,0.4449286661830927,2.0656136352110943,-0.13243561877857812,0.31401784658600174,0.13786703128053213,0.4,1.7176588367723786,6,base,confidence_10_40,1.0,cap_1.00x,100,ytd
188,2023-01-06,2026-08-07,0.35465273132626707,1.996462450907969,1.4340661764753477,-0.2336269393022934,0.2307510710497632,0.14783525440271603,0.19574468085106378,1.8096868714721424,4,base,confidence_10_40,1.5,cap_1.50x,100,full_recent
157,2023-08-11,2026-08-07,0.35363688126034276,1.4947982115701874,1.3717904759087247,-0.23362693930229383,0.2427114667457551,0.14783525440271603,0.21464968152866234,2.0793766673353584,4,base,confidence_10_40,1.5,cap_1.50x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5200401517359516,1.329202955941573,1.700861764517658,-0.22231781619831004,0.268109200958166,0.14783525440271603,0.2628571428571428,2.3323039356307196,3,base,confidence_10_40,1.5,cap_1.50x,100,trailing_2y
53,2025-08-08,2026-08-07,0.8889181535089798,0.9121630931976537,2.368470746840766,-0.13513658924024696,0.287036612952818,0.14783525440271603,0.3773584905660376,1.4227205105411365,3,base,confidence_10_40,1.5,cap_1.50x,100,trailing_1y
32,2026-01-02,2026-08-07,0.8542805850432547,0.4622817063170377,2.097132618235429,-0.13513658924024696,0.31946440320069,0.14783525440271603,0.4,1.2764093360210869,3,base,confidence_10_40,1.5,cap_1.50x,100,ytd
188,2023-01-06,2026-08-07,0.3553103546488945,2.00172490428999,1.4354814878796402,-0.23362693930229383,0.23088635198142785,0.15593417350124608,0.19574468085106378,1.8020960072405035,0,base,confidence_10_40,2.0,cap_2.00x,100,full_recent
157,2023-08-11,2026-08-07,0.35442380095884585,1.4991796311611334,1.3734879657495815,-0.2336269393022944,0.2428655317307607,0.15593417350124608,0.21464968152866234,2.070286970038874,0,base,confidence_10_40,2.0,cap_2.00x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5211696912644241,1.332699218959044,1.7025724180147221,-0.22231781619831104,0.2683132483583736,0.15593417350124608,0.2628571428571428,2.319134307773164,0,base,confidence_10_40,2.0,cap_2.00x,100,trailing_2y
53,2025-08-08,2026-08-07,0.8916999876402614,0.915033356215772,2.3710878965015567,-0.13557358823672505,0.28739327143887894,0.15593417350124608,0.3773584905660376,1.3966297383705069,0,base,confidence_10_40,2.0,cap_2.00x,100,trailing_1y
32,2026-01-02,2026-08-07,0.858805695795676,0.4644766723838152,2.1018656431727547,-0.13557358823672505,0.32000335777484235,0.15593417350124608,0.4,1.2331964946134826,0,base,confidence_10_40,2.0,cap_2.00x,100,ytd
188,2023-01-06,2026-08-07,0.3553103546488945,2.00172490428999,1.4354814878796402,-0.23362693930229383,0.23088635198142785,0.15593417350124608,0.19574468085106378,1.8020960072405035,0,base,confidence_10_40,,uncapped,100,full_recent
157,2023-08-11,2026-08-07,0.35442380095884585,1.4991796311611334,1.3734879657495815,-0.2336269393022944,0.2428655317307607,0.15593417350124608,0.21464968152866234,2.070286970038874,0,base,confidence_10_40,,uncapped,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5211696912644241,1.332699218959044,1.7025724180147221,-0.22231781619831104,0.2683132483583736,0.15593417350124608,0.2628571428571428,2.319134307773164,0,base,confidence_10_40,,uncapped,100,trailing_2y
53,2025-08-08,2026-08-07,0.8916999876402614,0.915033356215772,2.3710878965015567,-0.13557358823672505,0.28739327143887894,0.15593417350124608,0.3773584905660376,1.3966297383705069,0,base,confidence_10_40,,uncapped,100,trailing_1y
32,2026-01-02,2026-08-07,0.858805695795676,0.4644766723838152,2.1018656431727547,-0.13557358823672505,0.32000335777484235,0.15593417350124608,0.4,1.2331964946134826,0,base,confidence_10_40,,uncapped,100,ytd
188,2023-01-06,2026-08-07,0.3759857611922819,2.1706091270322334,1.5835782741367728,-0.194223493301229,0.2168839301170192,0.07063480131186263,0.19999999999999998,0.8938590273248357,30,base,fixed_20,1.0,cap_1.00x,100,full_recent
157,2023-08-11,2026-08-07,0.3890330319366728,1.6970077436727027,1.566623856384928,-0.19422349330122923,0.22664186872870892,0.07063480131186263,0.19999999999999996,0.8772348058452296,25,base,fixed_20,1.0,cap_1.00x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5435182274320942,1.4024189843540382,1.8673445349871596,-0.19422349330122912,0.24991457085395735,0.07063480131186263,0.2,0.8111544156739662,17,base,fixed_20,1.0,cap_1.00x,100,trailing_2y
53,2025-08-08,2026-08-07,0.7786232876086179,0.7984289355261311,2.3036237729698086,-0.12643202589344504,0.26633411772156435,0.07063480131186263,0.19999999999999993,0.8193563202472675,9,base,fixed_20,1.0,cap_1.00x,100,trailing_1y
32,2026-01-02,2026-08-07,0.666174372094037,0.3691257984652785,1.8948817397842272,-0.12643202589344493,0.29246166583046324,0.07063480131186263,0.2,0.9338785944049014,6,base,fixed_20,1.0,cap_1.00x,100,ytd
188,2023-01-06,2026-08-07,0.28550891909588505,1.479410394097136,1.2039748923958558,-0.2757579553898962,0.2312404947376572,0.13786703128053215,0.19574468085106378,1.9539579390949646,30,base,confidence_10_40,1.0,cap_1.00x,200,full_recent
157,2023-08-11,2026-08-07,0.27921132173295593,1.103214010250075,1.1360023012617362,-0.2757579553898962,0.2432037213066529,0.13786703128053215,0.21464968152866234,2.241052864385681,25,base,confidence_10_40,1.0,cap_1.00x,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.4299843002881487,1.0589683869820554,1.4723451390860696,-0.24483187794846373,0.26794712139778915,0.13786703128053215,0.2628571428571428,2.5423790644588897,17,base,confidence_10_40,1.0,cap_1.00x,200,trailing_2y
53,2025-08-08,2026-08-07,0.7804113374694341,0.8002716822806679,2.187169084847962,-0.1360045656668366,0.2829468940102004,0.13786703128053215,0.3773584905660376,1.7616781718345031,9,base,confidence_10_40,1.0,cap_1.00x,200,trailing_1y
32,2026-01-02,2026-08-07,0.7556405352538862,0.4139104601204826,1.9518240614950344,-0.1360045656668365,0.3140744924899449,0.13786703128053215,0.4,1.7153038703728163,6,base,confidence_10_40,1.0,cap_1.00x,200,ytd
188,2023-01-06,2026-08-07,0.2940401193771187,1.5394176906782193,1.2252807949081053,-0.2765291765856238,0.23296231554713429,0.14783525440271603,0.19574468085106378,1.809814294532804,4,base,confidence_10_40,1.5,cap_1.50x,200,full_recent
157,2023-08-11,2026-08-07,0.28890513057388945,1.1517038205542587,1.1598222483357878,-0.27652917658562415,0.24514800567296635,0.14783525440271603,0.21464968152866234,2.0793355921839365,4,base,confidence_10_40,1.5,cap_1.50x,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.4456451051955368,1.1047547076636866,1.5011685462940885,-0.24540640462067398,0.2705674828434253,0.14783525440271603,0.2628571428571428,2.3317382650037417,3,base,confidence_10_40,1.5,cap_1.50x,200,trailing_2y
53,2025-08-08,2026-08-07,0.822276935897744,0.8434280580565714,2.2380935152163444,-0.1372913840938721,0.28759618387107216,0.14783525440271603,0.3773584905660376,1.4214071551959664,3,base,confidence_10_40,1.5,cap_1.50x,200,trailing_1y
32,2026-01-02,2026-08-07,0.7978916024146483,0.4347543193584398,1.9977049308495696,-0.1372913840938722,0.3197856405122293,0.14783525440271603,0.4,1.2746522396128892,3,base,confidence_10_40,1.5,cap_1.50x,200,ytd
188,2023-01-06,2026-08-07,0.2947649823613274,1.5445642257018264,1.2271317648425533,-0.2765291765856249,0.23309594256670269,0.15593417350124603,0.19574468085106378,1.8022459039284844,0,base,confidence_10_40,2.0,cap_2.00x,200,full_recent
157,2023-08-11,2026-08-07,0.28976972283515234,1.1560645915741534,1.1620077044120505,-0.27652917658562515,0.24530028043897975,0.15593417350124603,0.21464968152866234,2.0702728059825852,0,base,confidence_10_40,2.0,cap_2.00x,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.44690665636364324,1.1084651332162072,1.5035102090145689,-0.2454064046206752,0.27076801027446995,0.15593417350124603,0.2628571428571428,2.3186073837117354,0,base,confidence_10_40,2.0,cap_2.00x,200,trailing_2y
53,2025-08-08,2026-08-07,0.8254287229465791,0.8466777966346364,2.2418284414604304,-0.13684194528877514,0.287943379143757,0.15593417350124603,0.3773584905660376,1.3953931450891606,0,base,confidence_10_40,2.0,cap_2.00x,200,trailing_1y
32,2026-01-02,2026-08-07,0.8030448171008602,0.4372836160355118,2.004012859896131,-0.13684194528877525,0.32031009951471673,0.15593417350124603,0.4,1.231566535373492,0,base,confidence_10_40,2.0,cap_2.00x,200,ytd
188,2023-01-06,2026-08-07,0.2947649823613274,1.5445642257018264,1.2271317648425533,-0.2765291765856249,0.23309594256670269,0.15593417350124603,0.19574468085106378,1.8022459039284844,0,base,confidence_10_40,,uncapped,200,full_recent
157,2023-08-11,2026-08-07,0.28976972283515234,1.1560645915741534,1.1620077044120505,-0.27652917658562515,0.24530028043897975,0.15593417350124603,0.21464968152866234,2.0702728059825852,0,base,confidence_10_40,,uncapped,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.44690665636364324,1.1084651332162072,1.5035102090145689,-0.2454064046206752,0.27076801027446995,0.15593417350124603,0.2628571428571428,2.3186073837117354,0,base,confidence_10_40,,uncapped,200,trailing_2y
53,2025-08-08,2026-08-07,0.8254287229465791,0.8466777966346364,2.2418284414604304,-0.13684194528877514,0.287943379143757,0.15593417350124603,0.3773584905660376,1.3953931450891606,0,base,confidence_10_40,,uncapped,200,trailing_1y
32,2026-01-02,2026-08-07,0.8030448171008602,0.4372836160355118,2.004012859896131,-0.13684194528877525,0.32031009951471673,0.15593417350124603,0.4,1.231566535373492,0,base,confidence_10_40,,uncapped,200,ytd
188,2023-01-06,2026-08-07,0.3266702256457463,1.7786599276248056,1.407308147298242,-0.20329844911865813,0.21817493422525747,0.07063480131186266,0.19999999999999998,0.8944671379251286,30,base,fixed_20,1.0,cap_1.00x,200,full_recent
157,2023-08-11,2026-08-07,0.3380648589388664,1.4091494866913683,1.3928994428669095,-0.20329844911865846,0.22817221847536678,0.07063480131186266,0.19999999999999996,0.8776447600809912,25,base,fixed_20,1.0,cap_1.00x,200,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.4885775286296823,1.2328803168234757,1.710894726564182,-0.20329844911865824,0.2516816922810057,0.07063480131186266,0.2,0.8114559819130694,17,base,fixed_20,1.0,cap_1.00x,200,trailing_2y
53,2025-08-08,2026-08-07,0.7165163074634104,0.7344444458862014,2.1604793599225367,-0.13130058996221827,0.267496464196893,0.07063480131186266,0.19999999999999993,0.8195219347362168,9,base,fixed_20,1.0,cap_1.00x,200,trailing_1y
32,2026-01-02,2026-08-07,0.6113315003311013,0.34121498906900394,1.7766442374718032,-0.13130058996221872,0.29299896850944435,0.07063480131186266,0.2,0.9329244287969556,6,base,fixed_20,1.0,cap_1.00x,200,ytd
188,2023-01-06,2026-08-07,0.3644402257063428,2.0754769450453425,1.478631705473155,-0.21205747971135092,0.22830533818857912,0.13786703128053215,0.19574468085106378,2.00356483954176,32,adverse,confidence_10_40,1.0,cap_1.00x,50,full_recent
157,2023-08-11,2026-08-07,0.38004089749496894,1.6446371886391713,1.4662751328761374,-0.2120574797113507,0.23984541189772063,0.13786703128053215,0.21464968152866234,2.241330415754421,25,adverse,confidence_10_40,1.0,cap_1.00x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5465535569977451,1.4119681145764975,1.7860847741372983,-0.21205747971135036,0.26454025774715134,0.13786703128053215,0.2628571428571428,2.5437532006467807,17,adverse,confidence_10_40,1.0,cap_1.00x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8884815642739659,0.9117126330498757,2.4018052372378342,-0.13064050765719804,0.28241018103468,0.13786703128053215,0.3773584905660376,1.7644999580290912,9,adverse,confidence_10_40,1.0,cap_1.00x,50,trailing_1y
32,2026-01-02,2026-08-07,0.8509919961906731,0.46068523901760505,2.1221833408150594,-0.13064050765719815,0.3140490604994005,0.13786703128053215,0.4,1.71883146902991,6,adverse,confidence_10_40,1.0,cap_1.00x,50,ytd
188,2023-01-06,2026-08-07,0.3704005797427825,2.1243268991913986,1.4886999843419688,-0.21241551098419476,0.2299554711263032,0.147835254402716,0.19574468085106378,1.8257822927067069,6,adverse,confidence_10_40,1.5,cap_1.50x,50,full_recent
157,2023-08-11,2026-08-07,0.3871365667947031,1.6859054679487602,1.4783509829544974,-0.21241551098419442,0.24166649409433422,0.147835254402716,0.21464968152866234,2.079397222321036,4,adverse,confidence_10_40,1.5,cap_1.50x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5585821924961898,1.4499981725111315,1.8011104151115278,-0.21241551098419487,0.2670307297566446,0.147835254402716,0.2628571428571428,2.332585223086142,3,adverse,confidence_10_40,1.5,cap_1.50x,50,trailing_2y
53,2025-08-08,2026-08-07,0.923104194130435,0.9474414418697346,2.4331384584154545,-0.13441888678478997,0.28684550654384455,0.147835254402716,0.3773584905660376,1.4233744087542086,3,adverse,confidence_10_40,1.5,cap_1.50x,50,trailing_1y
32,2026-01-02,2026-08-07,0.8831130360956247,0.47623229310386006,2.1465395766734465,-0.13441888678478997,0.31936751690645054,0.147835254402716,0.4,1.2772824136550789,3,adverse,confidence_10_40,1.5,cap_1.50x,50,ytd
188,2023-01-06,2026-08-07,0.37105215889506593,2.1297009359639842,1.4901024634850153,-0.2124155109841952,0.2300801736840213,0.15593417350124605,0.19574468085106378,1.8156089399467044,0,adverse,confidence_10_40,2.0,cap_2.00x,50,full_recent
157,2023-08-11,2026-08-07,0.3878806449244243,1.690257795092836,1.4797966202672226,-0.2124155109841951,0.24182157491712059,0.15593417350124605,0.21464968152866234,2.0702940739194577,0,adverse,confidence_10_40,2.0,cap_2.00x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5596389758426059,1.453353678417947,1.8024956828077696,-0.2124155109841952,0.2672367363311665,0.15593417350124605,0.2628571428571428,2.319396225308822,0,adverse,confidence_10_40,2.0,cap_2.00x,50,trailing_2y
53,2025-08-08,2026-08-07,0.9256883394196229,0.9501086484557175,2.4351875343660305,-0.1349368319752835,0.28720716912733396,0.15593417350124605,0.3773584905660376,1.397245262214236,0,adverse,confidence_10_40,2.0,cap_2.00x,50,trailing_1y
32,2026-01-02,2026-08-07,0.8873058714452655,0.4782541338688522,2.1504749003399914,-0.1349368319752835,0.31991407655822685,0.15593417350124605,0.4,1.2340060146982486,0,adverse,confidence_10_40,2.0,cap_2.00x,50,ytd
188,2023-01-06,2026-08-07,0.37105215889506593,2.1297009359639842,1.4901024634850153,-0.2124155109841952,0.2300801736840213,0.15593417350124605,0.19574468085106378,1.8156089399467044,0,adverse,confidence_10_40,,uncapped,50,full_recent
157,2023-08-11,2026-08-07,0.3878806449244243,1.690257795092836,1.4797966202672226,-0.2124155109841951,0.24182157491712059,0.15593417350124605,0.21464968152866234,2.0702940739194577,0,adverse,confidence_10_40,,uncapped,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5596389758426059,1.453353678417947,1.8024956828077696,-0.2124155109841952,0.2672367363311665,0.15593417350124605,0.2628571428571428,2.319396225308822,0,adverse,confidence_10_40,,uncapped,50,trailing_2y
53,2025-08-08,2026-08-07,0.9256883394196229,0.9501086484557175,2.4351875343660305,-0.1349368319752835,0.28720716912733396,0.15593417350124605,0.3773584905660376,1.397245262214236,0,adverse,confidence_10_40,,uncapped,50,trailing_1y
32,2026-01-02,2026-08-07,0.8873058714452655,0.4782541338688522,2.1504749003399914,-0.1349368319752835,0.31991407655822685,0.15593417350124605,0.4,1.2340060146982486,0,adverse,confidence_10_40,,uncapped,50,ytd
188,2023-01-06,2026-08-07,0.3699134153647057,2.1203132716796755,1.559417273131578,-0.18965616583969458,0.21746511191348986,0.07063480131186264,0.19999999999999998,0.9949082642664935,32,adverse,fixed_20,1.0,cap_1.00x,50,full_recent
157,2023-08-11,2026-08-07,0.41518160049185315,1.853229820906387,1.653436154448341,-0.18965616583969436,0.22600278406121294,0.07063480131186264,0.19999999999999996,0.8770657283010836,25,adverse,fixed_20,1.0,cap_1.00x,50,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.57168165244658,1.4917554028825593,1.9455145315336502,-0.18965616583969436,0.24914403379714412,0.07063480131186264,0.2,0.811024049450527,17,adverse,fixed_20,1.0,cap_1.00x,50,trailing_2y
53,2025-08-08,2026-08-07,0.8104445295790994,0.8312288892188624,2.374670612784657,-0.12398856919038881,0.26586424402465253,0.07063480131186264,0.19999999999999993,0.8192741699992067,9,adverse,fixed_20,1.0,cap_1.00x,50,trailing_1y
32,2026-01-02,2026-08-07,0.6942460714097374,0.38327525344637126,1.953548330686782,-0.12398856919038859,0.29228935574761106,0.07063480131186264,0.2,0.934351872939323,6,adverse,fixed_20,1.0,cap_1.00x,50,ytd
188,2023-01-06,2026-08-07,0.33234448814359774,1.8218679304110084,1.3693907505496372,-0.23228824861585728,0.22919942548079505,0.13786703128053215,0.19574468085106378,2.0035668669454285,32,adverse,confidence_10_40,1.0,cap_1.00x,100,full_recent
157,2023-08-11,2026-08-07,0.34562538122668895,1.4504837200024143,1.3557788590919144,-0.23228824861585762,0.24085053720611435,0.13786703128053215,0.21464968152866234,2.241224732076842,25,adverse,confidence_10_40,1.0,cap_1.00x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5067264820061874,1.2881926262356949,1.6812069158964138,-0.22214445834544727,0.2655763442830916,0.13786703128053215,0.2628571428571428,2.5432887338591317,17,adverse,confidence_10_40,1.0,cap_1.00x,100,trailing_2y
53,2025-08-08,2026-08-07,0.8517710039228616,0.8738429478226497,2.3306068466814556,-0.13243561877857835,0.28253130679746724,0.13786703128053215,0.3773584905660376,1.7635609878659322,9,adverse,confidence_10_40,1.0,cap_1.00x,100,trailing_1y
32,2026-01-02,2026-08-07,0.8186553800539376,0.4449286661830918,2.065613635211091,-0.13243561877857857,0.314017846586002,0.13786703128053215,0.4,1.7176588367723795,6,adverse,confidence_10_40,1.0,cap_1.00x,100,ytd
188,2023-01-06,2026-08-07,0.3393521697494124,1.8758978461550857,1.3839002473237947,-0.23362693930229517,0.23088160436665364,0.14783525440271603,0.19574468085106378,1.825863857851331,6,adverse,confidence_10_40,1.5,cap_1.50x,100,full_recent
157,2023-08-11,2026-08-07,0.35363688126034054,1.4947982115701755,1.3717904759087187,-0.2336269393022946,0.2427114667457551,0.14783525440271603,0.21464968152866234,2.0793766673353584,4,adverse,confidence_10_40,1.5,cap_1.50x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5200401517359485,1.3292029559415632,1.7008617645176511,-0.22231781619831092,0.268109200958166,0.14783525440271603,0.2628571428571428,2.3323039356307187,3,adverse,confidence_10_40,1.5,cap_1.50x,100,trailing_2y
53,2025-08-08,2026-08-07,0.8889181535089765,0.9121630931976501,2.3684707468407593,-0.1351365892402474,0.28703661295281796,0.14783525440271603,0.3773584905660376,1.422720510541136,3,adverse,confidence_10_40,1.5,cap_1.50x,100,trailing_1y
32,2026-01-02,2026-08-07,0.8542805850432478,0.46228170631703436,2.0971326182354173,-0.1351365892402474,0.3194644032006898,0.14783525440271603,0.4,1.2764093360210869,3,adverse,confidence_10_40,1.5,cap_1.50x,100,ytd
188,2023-01-06,2026-08-07,0.34005639773525465,1.8813685732420944,1.385572384156813,-0.2336269393022935,0.23100623406988366,0.15593417350124608,0.19574468085106378,1.815702210963709,0,adverse,confidence_10_40,2.0,cap_2.00x,100,full_recent
157,2023-08-11,2026-08-07,0.3544238009588456,1.4991796311611312,1.3734879657495787,-0.23362693930229284,0.24286553173076086,0.15593417350124608,0.21464968152866234,2.070286970038874,0,adverse,confidence_10_40,2.0,cap_2.00x,100,since_incumbent_holdout_start
105,2024-08-09,2026-08-07,0.5211696912644261,1.3326992189590503,1.7025724180147246,-0.22231781619831015,0.2683132483583738,0.15593417350124608,0.2628571428571428,2.3191343077731634,0,adverse,confidence_10_40,2.0,cap_2.00x,100,trailing_2y
53,2025-08-08,2026-08-07,0.8916999876402607,0.9150333562157711,2.3710878965015527,-0.13557358823672494,0.28739327143887905,0.15593417350124608,0.3773584905660376,1.396629738370507,0,adverse,confidence_10_40,2.0,cap_2.00x,100,trailing_1y
32,2026-01-02,2026-08-07,0.8588056957956747,0.4644766723838145,2.1018656431727507,-0.13557358823672494,0.3200033577748424,0.15593417350124608,0.4,1.2331964946134828,0,adverse,confidence_10_40,2.0,cap_2.00x,100,ytd
