Date,target_growth_allocation,high_confidence,growth_momentum_13w_prior,incumbent_momentum_13w_prior,growth_momentum_long_prior,incumbent_momentum_long_prior
2023-01-06,0.1,False,,,,
2023-01-13,0.1,False,,,,
2023-01-20,0.1,False,,,,
2023-01-27,0.1,False,,,,
2023-02-03,0.1,False,,,,
2023-02-10,0.1,False,,,,
2023-02-17,0.1,False,,,,
2023-02-24,0.1,False,,,,
2023-03-03,0.1,False,,,,
2023-03-10,0.1,False,,,,
2023-03-17,0.1,False,,,,
2023-03-24,0.1,False,,,,
2023-03-31,0.1,False,,,,
2023-04-07,0.1,False,-0.0059055178557043675,0.13116935707924182,,
2023-04-14,0.1,False,-0.015245841096757307,0.08626377146996722,,
2023-04-21,0.1,False,-0.013638947236443433,0.07246136907356204,,
2023-04-28,0.1,False,-0.08825024815395632,0.06327476571364721,,
2023-05-05,0.1,False,-0.12440435706380559,0.04542921285136714,,
2023-05-12,0.1,False,-0.09133122650887049,0.04795167756086727,,
2023-05-19,0.1,False,-0.052693365057426056,0.08090879119902206,,
2023-05-26,0.1,False,-0.044868976012992334,0.14545005969117009,,
2023-06-02,0.1,False,-0.01765737565658454,0.12894550209036693,,
2023-06-09,0.1,False,0.060821268510677706,0.16221046355751856,,
2023-06-16,0.1,False,0.10149171223065512,0.17797330490502783,,
2023-06-23,0.1,False,0.01966936073098524,0.12562821477221275,,
2023-06-30,0.1,False,0.005449347496488066,0.11682026740276807,,
2023-07-07,0.1,False,0.05001872976635657,0.11446350169835706,0.043817825408897226,0.260646962704411
2023-07-14,0.1,False,0.042235378808195945,0.152535989478771,0.026345623837467524,0.2519580906860803
2023-07-21,0.1,False,0.015817552458001094,0.1551501418907002,0.00196287045817356,0.23885390265761952
2023-07-28,0.1,False,0.10579311958049975,0.15127783837871434,0.008206602370583793,0.2241246738734417
2023-08-04,0.1,False,0.09483296772610839,0.10780921098333174,-0.04136902371611617,0.15813611142779882
2023-08-11,0.1,False,0.039825676163257606,0.09433729267801949,-0.05514287819614794,0.14681260167934873
2023-08-18,0.1,False,-0.033312637551422775,0.04344005915895033,-0.08425064763732615,0.1278635330341371
2023-08-25,0.1,False,-0.036942017219566026,0.03191042338860939,-0.08015344274806213,0.18200185606642272
2023-09-01,0.1,False,-0.05169993892365854,0.059086916041685145,-0.06844442933724548,0.1956514101880189
2023-09-08,0.1,False,-0.0693564911528689,0.04258577945615394,-0.012753572413558678,0.2117041020402135
2023-09-15,0.1,False,-0.08382965058268432,-0.013027534113708272,0.009154046874636723,0.16262721749034004
2023-09-22,0.1,False,-0.06329352109564035,-0.0134718348905557,-0.04486910346301953,0.1104639373146501
2023-09-29,0.1,False,-0.08717636365006276,-0.045500715797656355,-0.0822020704525841,0.06600414581861269
2023-10-06,0.1,False,-0.087277891200641,-0.019290671603828247,-0.04162469068882668,0.09296475227264223
2023-10-13,0.1,False,-0.08252117280861115,-0.040931677218430385,-0.04377110699368347,0.10536075837480152
2023-10-20,0.1,False,-0.06692838829086478,-0.05884592769069241,-0.05216947912558367,0.08717426016910679
2023-10-27,0.1,False,-0.09246876299936158,-0.09031963707871693,0.0035417976796856543,0.047294841839579105
2023-11-03,0.1,False,-0.04297503880088527,0.00357287027037434,0.04778247845759043,0.11176726957850125
2023-11-10,0.1,False,-0.05395277204536775,0.06840820549338322,-0.016275801509698984,0.16919894307461059
2023-11-17,0.1,False,0.025165106126607828,0.10687500883605261,-0.008985847484154097,0.1549577247014542
2023-11-24,0.1,False,0.02043425350622563,0.09524387903375842,-0.017262646258235925,0.13019357492750872
2023-12-01,0.1,False,-0.01100889055754184,0.05884824017690704,-0.06213967051175828,0.12141231724512624
2023-12-08,0.1,False,-0.020235946857418252,0.08484000801551805,-0.08818894374110042,0.13103876534207903
2023-12-15,0.1,False,0.03447930795305476,0.1331034853929456,-0.05224073096766668,0.11834194108262652
2023-12-22,0.1,False,0.07031445490270616,0.1666061486878807,0.0025704843723528548,0.15088982327045097
2023-12-29,0.1,False,0.04791594167185598,0.1752729718402266,-0.043437559534027725,0.12179721036385782
2024-01-05,0.1,False,0.018869807794134497,0.11299425236913319,-0.07005500043814028,0.09152384574973182
2024-01-12,0.1,False,-0.030739060393464746,0.1468345340495143,-0.11072360988737218,0.0998926730788503
2024-01-19,0.1,False,0.019399993174335828,0.21604055476820405,-0.04882680539254103,0.14448152021336558
2024-01-26,0.1,False,0.03720797541594156,0.24777233951995759,-0.05870136304384288,0.13507399465765357
2024-02-02,0.1,False,0.02186627185426193,0.17344799210523987,-0.022048470827990996,0.17764056955006313
2024-02-09,0.1,False,0.04757661815211578,0.1555961060518427,-0.008943044327102578,0.23464836194199057
2024-02-16,0.1,False,0.023689456897693528,0.10587427542190109,0.04945071072121343,0.22406459837917958
2024-02-23,0.1,False,0.013623183453211896,0.11091874123459688,0.03433581654368223,0.21672695144108012
2024-03-01,0.1,False,0.061106173511661366,0.12564936323557196,0.04942457177753923,0.19189184731824183
2024-03-08,0.1,False,0.10523519984492813,0.11152608754882665,0.08286971907591845,0.20582796972592665
2024-03-15,0.1,False,-0.025699528301112773,0.07534158008001435,0.007893677701399593,0.2184732923766215
2024-03-22,0.1,False,-0.02416111168270818,0.09808894942583346,0.04445446782218454,0.2810373202063925
2024-03-29,0.1,False,-0.02640775236909043,0.09330321834506128,0.020242836980563617,0.2849297225468843
2024-04-05,0.1,False,-0.04673136791399557,0.12521829200073187,-0.028743372050355154,0.2523614916574277
2024-04-12,0.1,False,-0.0670351705999721,0.06361997142254694,-0.09571363283587797,0.21979611433213453
2024-04-19,0.1,False,-0.14229374103565617,-0.008807497595567981,-0.1256542454661631,0.20533028050596935
2024-04-26,0.1,False,-0.0871799901410455,0.010750468475531516,-0.05321580565503381,0.2611864767206069
2024-05-03,0.1,False,-0.09648990418706482,0.009721830567152923,-0.07673350680894919,0.18485605466385313
2024-05-10,0.1,False,-0.04425024423262114,0.001829564348423407,0.0012210969465014099,0.15771034348865154
2024-05-17,0.1,False,-0.019306059765853534,0.05604193872173924,0.0039260470611524045,0.16784961379904306
2024-05-24,0.1,False,0.060746748830372344,0.037572646177365776,0.0751974963870865,0.15265889803080923
2024-05-31,0.4,True,0.12444779609646339,0.002621476504951037,0.19315849822953846,0.1286002265941073
2024-06-07,0.4,True,0.07447429009805506,0.03720767155654414,0.18754680674476099,0.15288338514087463
2024-06-14,0.1,False,0.12682626875465797,0.09143504058609708,0.09786736517036032,0.1736654810985485
2024-06-21,0.1,False,0.10329011380205477,0.06704046838687905,0.0766333981440559,0.1717053469257972
2024-06-28,0.1,False,0.12197011972221228,0.06542327533629289,0.09234141063506929,0.16483069582490484
2024-07-05,0.1,False,0.13468015911833242,0.11105466513077733,0.08165500313786267,0.25017903261789876
2024-07-12,0.1,False,0.20097362543139718,0.13205675705082576,0.1204661535645366,0.2040781755830996
2024-07-19,0.1,False,0.26713424689219734,0.1154003907536647,0.08682897450750815,0.10557650449400624
2024-07-26,0.4,True,0.18488623342745747,0.06139592228551316,0.08158786327899059,0.07280642568810092
2024-08-02,0.1,False,0.024196674400215334,0.016926223796414064,-0.07462796458137222,0.026812608243457214
2024-08-09,0.1,False,-0.029721046388010985,4.885175601665459e-05,-0.07265612705911395,0.0018785054818708513
2024-08-16,0.1,False,0.006131704349914502,0.033757140651620166,-0.013292734466585077,0.091690894981179
2024-08-23,0.1,False,-0.010621734346465073,0.05127952343094133,0.04947977865541997,0.09077887699832266
2024-08-30,0.1,False,-0.1279701847700382,0.058272846967092784,-0.019447996134263068,0.06104708437124473
2024-09-06,0.1,False,-0.1715383163136709,-0.017205067764759607,-0.1098392205476918,0.019362443281285557
2024-09-13,0.1,False,-0.11163921396133769,-0.00181256612452807,0.0010282698399006751,0.08945674240440771
2024-09-20,0.1,False,-0.07801276480302943,0.006844999332024315,0.017219401644507304,0.07434435968023023
2024-09-27,0.1,False,-0.09924356543574098,0.02320788450339628,0.010621804728614848,0.09014949565752772
2024-10-04,0.1,False,-0.03604419961192007,-0.003546011940891325,0.09378152096738623,0.10711485202124127
2024-10-11,0.4,True,-0.034878056672415725,-4.352574992971814e-05,0.15908599926152434,0.13200748343151258
2024-10-18,0.4,True,-0.026607973589005463,0.0657015535228247,0.23341837231716545,0.1886839292261464
2024-10-25,0.1,False,-0.0538433331300453,0.0802545912305388,0.1210880092398181,0.14657781816229787
2024-11-01,0.1,False,0.07601557594112096,0.10728893591128341,0.1020515744817283,0.12603115624781114
2024-11-08,0.4,True,0.2058753157055364,0.16762670024303983,0.17003543950929467,0.16768374085771853
2024-11-15,0.1,False,0.05255466372033624,0.08202019122429949,0.05900861773039301,0.11854609900735147
2024-11-22,0.1,False,0.10530952060935728,0.08965592823776003,0.09356921651082617,0.14553296494149248
2024-11-29,0.1,False,0.16229200507139896,0.1047863231911057,0.013553282425673885,0.16916536753375766
2024-12-06,0.1,False,0.2972985208249983,0.17050233956503869,0.07476211680646205,0.15036376749401237
2024-12-13,0.1,False,0.16841665136434414,0.08914661874513286,0.03797553482669058,0.0871724684793509
2024-12-20,0.1,False,0.13240519666543604,0.05934843695279435,0.04406313639624737,0.06659967629611785
2024-12-27,0.1,False,0.11859871029503877,0.055073132832653915,0.007584985993537741,0.079559148242071
2025-01-03,0.4,True,0.10060606874144451,0.04222987402832823,0.06093560390563724,0.03853411444986943
2025-01-10,0.4,True,0.044614888552855,0.007601042597133123,0.008180751269059039,0.007557186006123873
2025-01-17,0.1,False,0.08098896558192092,0.016730439249114548,0.05222603973571083,0.08353120862172547
2025-01-24,0.1,False,0.07255088935663156,0.04872530003969611,0.014801174522075744,0.13289032030750625
2025-01-31,0.1,False,0.05279634137368672,0.03088385860507592,0.13282526161191233,0.14148629084293307
2025-02-07,0.4,True,-0.03126236076708522,-0.01674931967307891,0.16817680654582667,0.14806974738184708
2025-02-14,0.4,True,0.08366671089584732,0.026659962381206714,0.1406184504719019,0.11086680881804534
2025-02-21,0.1,False,-0.07566867553397283,-0.014498830689290032,0.021672213129756868,0.07385719142465952
2025-02-28,0.1,False,-0.1704770070441175,-0.051869942398964586,-0.035852057264479265,0.047481120244019515
2025-03-07,0.1,False,-0.2352048313874816,-0.07226422806240818,-0.00783235902487478,0.08591689155112858
2025-03-14,0.1,False,-0.16105640516573438,-0.06394649319312828,-0.019764334240182646,0.019499511903228628
2025-03-21,0.1,False,-0.11434674566541392,-0.04410952244473487,0.002918347652140385,0.012621083296230351
