feature,PC1_growth
INDPRO_yoy,0.4749523324509824
PAYEMS_yoy,0.4836383155434817
RSAFS_yoy,0.43340871086312777
HOUST_yoy,0.2863693947597151
UMCSENT,0.27666514635895634
UNRATE,-0.3243260376702722
ICSA,-0.2982159264858783
