date,growth_factor,financial_conditions_proxy,inflation_policy_factor,VIX_z,credit_z,drawdown_z,corr_z,market_state,period,macro_state,fwd_4w_spy,fwd_4w_port
2005-01-07,,,,,,,,neutral_mixed,dev,slowdown,0.01511312203407319,0.0
2005-01-14,0.7550202213539025,,-0.6430946135490945,,,,,neutral_mixed,dev,expansion,0.021396598969714284,0.0
2005-01-21,0.7550202213539025,,-0.6430946135490945,,,,,neutral_mixed,dev,expansion,0.03091257573991485,0.0
2005-01-28,0.7550202213539025,,-0.6430946135490945,,,,,neutral_mixed,dev,expansion,0.03406291755128835,0.0
2005-02-04,0.7550202213539025,,-0.6430946135490945,,,,,neutral_mixed,dev,expansion,0.02079361075719648,0.0
2005-02-11,0.29319196884858795,,-0.2765143046596027,,,,,neutral_mixed,dev,expansion,-0.0031462903133329446,0.0
2005-02-18,0.29319196884858795,,-0.2765143046596027,,,,,neutral_mixed,dev,expansion,-0.011499273684231237,0.0
2005-02-25,0.29319196884858795,,-0.2765143046596027,,,,,neutral_mixed,dev,expansion,-0.031540322724449295,0.0
2005-03-04,0.29319196884858795,,-0.2765143046596027,,,,,neutral_mixed,dev,expansion,-0.039425879739378306,0.0
2005-03-11,0.47717841315541126,,-0.10046375935464955,,,,,neutral_mixed,dev,expansion,-0.016002178525764753,0.0
2005-03-18,0.47717841315541126,,-0.10046375935464955,,,,,neutral_mixed,dev,expansion,-0.03703382553635177,0.0
2005-03-25,0.47717841315541126,,-0.10046375935464955,,,,,neutral_mixed,dev,expansion,-0.013402254739601287,0.0
2005-04-01,0.47717841315541126,,-0.10046375935464955,,,,,neutral_mixed,dev,expansion,-0.014306251412200797,0.0
2005-04-08,0.12956613634747824,,0.07431695573142763,,,,,neutral_mixed,dev,expansion,-0.007711901163373058,0.0
2005-04-15,0.12956613634747824,,0.07431695573142763,,,,,neutral_mixed,dev,expansion,0.013753795062352055,0.0
2005-04-22,0.12956613634747824,,0.07431695573142763,,,,,neutral_mixed,dev,expansion,0.03071724173325589,0.0
2005-04-29,0.12956613634747824,,0.07431695573142763,,,,,neutral_mixed,dev,expansion,0.03887658675167708,0.0
2005-05-06,0.12956613634747824,,0.07431695573142763,,,,,neutral_mixed,dev,expansion,0.026133530379508316,0.0
2005-05-13,0.14323079282189277,,0.008246957136229194,,,,,neutral_mixed,dev,expansion,0.03871416854482418,0.0
2005-05-20,0.14323079282189277,,0.008246957136229194,,,,,neutral_mixed,dev,expansion,0.022916288271221556,0.0
2005-05-27,0.14323079282189277,,0.008246957136229194,,,,,neutral_mixed,dev,expansion,-0.006567939409084496,0.0
2005-06-03,0.14323079282189277,,0.008246957136229194,,,,,neutral_mixed,dev,expansion,-0.0011448554943667402,0.0
2005-06-10,-0.3191110210175933,,0.32680403854402224,,,,,neutral_mixed,dev,slowdown,0.013391524548402478,0.0
2005-06-17,-0.3191110210175933,,0.32680403854402224,,,,,neutral_mixed,dev,slowdown,0.012195088222631429,0.0
2005-06-24,-0.3191110210175933,,0.32680403854402224,,,,,neutral_mixed,dev,slowdown,0.03832591016137646,0.0
2005-07-01,-0.3191110210175933,,0.32680403854402224,,,,,neutral_mixed,dev,slowdown,0.03522146636828548,0.0
2005-07-08,1.1677001101826385,,0.31758217513651077,,,,,neutral_mixed,dev,expansion,0.012858308409609179,0.0
2005-07-15,1.1677001101826385,,0.31758217513651077,,,,,neutral_mixed,dev,expansion,0.0017911026871548629,0.0
2005-07-22,1.1677001101826385,,0.31758217513651077,,,,,neutral_mixed,dev,expansion,-0.008661331322073801,0.0
2005-07-29,1.1677001101826385,,0.31758217513651077,,,,,neutral_mixed,dev,expansion,-0.024083082076082774,0.0
2005-08-05,1.1677001101826385,,0.31758217513651077,,,,,neutral_mixed,dev,expansion,-0.00496419643544107,0.0
2005-08-12,1.0995314089139832,,0.3403813562048059,,,,,neutral_mixed,dev,expansion,0.012513757013747155,0.0
2005-08-19,1.0995314089139832,,0.3403813562048059,,,,,calm_trend,dev,expansion,0.01270258287831229,0.0
2005-08-26,1.0995314089139832,,0.3403813562048059,,,,,calm_trend,dev,expansion,0.00991201814596786,0.0
2005-09-02,1.0995314089139832,,0.3403813562048059,,,,,calm_trend,dev,expansion,0.010580853935150564,0.0
2005-09-09,0.6597996878494066,,0.13842349269980408,,,,,calm_trend,dev,expansion,-0.035962050444063885,0.0
2005-09-16,0.6597996878494066,,0.13842349269980408,,,,,neutral_mixed,dev,expansion,-0.03910892714675471,0.0
2005-09-23,0.6597996878494066,,0.13842349269980408,,,,,neutral_mixed,dev,expansion,-0.02725647424402862,0.0
2005-09-30,0.6597996878494066,,0.13842349269980408,,,,,calm_trend,dev,expansion,-0.026332504976704568,0.0
2005-10-07,-1.0744230517514912,,0.21563189858122664,,,,,calm_trend,dev,slowdown,0.020901858117847182,0.0
2005-10-14,-1.0744230517514912,-1.543924580410828,0.21563189858122664,,,,-1.543924580410828,neutral_mixed,dev,slowdown,0.042891978303581574,0.0
2005-10-21,-1.0744230517514912,-0.2548281375931487,0.21563189858122664,,,,-0.2548281375931487,neutral_mixed,dev,slowdown,0.05925659899647663,0.0
2005-10-28,-1.0744230517514912,1.268173064617419,0.21563189858122664,,,,1.268173064617419,neutral_mixed,dev,stress,0.06118556998234938,0.0
2005-11-04,-1.0744230517514912,0.3097208757775869,0.21563189858122664,,,,0.3097208757775869,neutral_mixed,dev,stress,0.03881735868756878,0.0
2005-11-11,-0.7103989689987739,0.1431309330426671,0.2319194894866891,,,,0.1431309330426671,neutral_mixed,dev,stress,0.020766191193567846,0.0
2005-11-18,-0.7103989689987739,-0.5579910636757257,0.2319194894866891,,,,-0.5579910636757257,neutral_mixed,dev,slowdown,0.015183296557475173,0.0
2005-11-25,-0.7103989689987739,0.5918348747211442,0.2319194894866891,,,,0.5918348747211442,neutral_mixed,dev,stress,0.0023748853854898768,0.0
2005-12-02,-0.7103989689987739,1.02067503310285,0.2319194894866891,,,,1.02067503310285,neutral_mixed,dev,stress,-0.013243877975819362,0.0
2005-12-09,-0.14742264810662245,1.1966029229474908,0.3922595109688354,,,,1.1966029229474908,neutral_mixed,dev,stress,0.0220915494721527,0.0
2005-12-16,-0.14742264810662245,1.1732732229856877,0.3922595109688354,,,,1.1732732229856877,neutral_mixed,dev,stress,0.018360063093723563,0.0
2005-12-23,-0.14742264810662245,1.0538411391798208,0.3922595109688354,,,,1.0538411391798208,neutral_mixed,dev,stress,-0.006232636546890332,0.0
2005-12-30,-0.14742264810662245,0.5656402063866565,0.3922595109688354,,,,0.5656402063866565,neutral_mixed,dev,stress,0.03236700261839058,0.0
2006-01-06,-0.14742264810662245,0.367849766364724,0.3922595109688354,-0.3843142619824629,,0.03872106329079569,1.4491424977858391,neutral_mixed,dev,stress,-0.01689498583664719,0.0
2006-01-13,0.37549640999072736,-0.1703237340684393,0.2906750227621824,-1.0180826669933913,,-0.9195781761584231,1.4266896409464964,calm_trend,dev,expansion,-0.015853519480980263,0.0
2006-01-20,0.37549640999072736,0.6902272478075121,0.2906750227621824,-0.8633366030115378,,-0.9040002316159416,3.838018578050016,calm_trend,dev,overheating,0.022545398753414297,0.0
2006-01-27,0.37549640999072736,1.582627744399539,0.2906750227621824,1.1501813023192338,,0.25346178148813575,3.344240149391247,neutral_mixed,dev,overheating,0.0067689796025347014,0.0
