stress,observations,start,end,total_return,cagr,sharpe,max_drawdown,ending_value_10000
double_outer_cost,52,2025-08-15,2026-08-07,1.1513847792378602,1.1513847792378602,3.7559829314821345,-0.08655576844914525,21513.8477923786
delay_1_weeks,52,2025-08-15,2026-08-07,1.1513847792378602,1.1513847792378602,3.7559829314821345,-0.08655576844914525,21513.8477923786
delay_2_weeks,52,2025-08-15,2026-08-07,1.1513847792378602,1.1513847792378602,3.7559829314821345,-0.08655576844914525,21513.8477923786
positive_increment_decay,52,2025-08-15,2026-08-07,1.047624954062067,1.047624954062067,3.448629403950035,-0.09409950017213453,20476.24954062067
sleeve_shock,52,2025-08-15,2026-08-07,1.1513847792378602,1.1513847792378602,3.7559829314821345,-0.08655576844914525,21513.8477923786
