name,state,stage1_cash_budget,stage1_risky_budget,intended_cash_budget,intended_risky_budget,post_overlay_cash_budget,post_overlay_risky_budget,final_etf_cash_budget,final_etf_risky_budget,overlay_cash_added,overlay_absorption,lookthrough_absorption,total_absorption,post_overlay_budget_gap,final_etf_budget_gap,avg_self_gated_overlay_cut_risky,avg_non_self_gated_overlay_cut_risky,inferred_overlay_cash_source
improved_phase2b_regime_confidence_boost,recovery_fragile,2.265761274745217e-18,1.0,2.265761274745217e-18,1.0,0.12351317074439862,0.8764868292556013,0.21821790033286736,0.7817820996671325,0.12351317074439862,0.12351317074439862,0.09470472958846875,0.21821790033286736,0.12351317074439862,0.21821790033286736,0.0022118806091238202,0.003585116260994237,lighter_both_regime_relief
improved_phase2b_regime_confidence_boost,stressed_panic,0.008733624454148473,0.9912663755458515,0.008733624454148473,0.9912663755458515,0.5093247219202602,0.4906752780797398,0.6074136983844914,0.39258630161550856,0.5005910974661117,0.5005910974661117,0.09808897646423119,0.598680073930343,0.5005910974661117,0.598680073930343,0.04512372517189488,0.04901721485996033,panic_guardrail
improved_phasett_recovery_two_stage_bucket,calm_trend,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.035139319145584325,0.9648606808544156,0.06921311341100478,0.9307868865889952,0.008020675077787712,0.008020675077787713,0.034073794265420454,0.042094469343208166,0.008020675077787712,0.042094469343208166,6.185861881151356e-05,6.925063140954e-05,lighter_both_regime_relief
improved_phasett_recovery_two_stage_bucket,neutral_healthy_proxy,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.15699896878107125,0.8430010312189288,0.21381868699791529,0.7861813130020847,0.04778395171622483,0.047783951716224835,0.056819718216844034,0.10460366993306888,0.04778395171622483,0.10460366993306887,0.0047755467246979625,0.004314846177113489,lighter_both_regime_relief
improved_phasett_recovery_two_stage_bucket,neutral_mixed,0.175,0.825,0.175,0.825,0.3329260218043655,0.6670739781956345,0.3858152018183903,0.6141847981816096,0.15792602180436544,0.15792602180436544,0.052889180014024914,0.2108152018183903,0.15792602180436544,0.2108152018183903,0.01511661349696708,0.017511283241492034,lighter_both_regime_relief
improved_phasett_recovery_two_stage_bucket,recovery_confirmed,1.0092936587501423e-17,1.0,0.060000000000000005,0.9399999999999996,0.06529400415731872,0.9347059958426812,0.10826933583882555,0.8917306641611744,0.0652940041573187,0.0652940041573187,0.042975331681506836,0.10826933583882555,0.005294004157318718,0.04826933583882556,0.008536617355805843,0.005817222319513329,lighter_both_regime_relief
improved_phasett_recovery_two_stage_bucket,recovery_fragile,0.0,1.0,0.09999999999999999,0.9,0.12749099435961536,0.8725090056403845,0.21584466752502793,0.784155332474972,0.12749099435961536,0.12749099435961536,0.0883536731654126,0.21584466752502793,0.02749099435961533,0.11584466752502791,0.0036703900916925064,0.002937412128419226,lighter_both_regime_relief
improved_phasett_recovery_two_stage_bucket,stressed_panic,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.5098276684082245,0.4901723315917755,0.6077673928633668,0.3922326071366332,0.501094043954076,0.501094043954076,0.09793972445514225,0.5990337684092183,0.501094043954076,0.5990337684092183,0.045359393940307434,0.04870393913044326,panic_guardrail
improved_phaseuu_tt1_budget_aware_lighter_both,calm_trend,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.0350554449168702,0.9649445550831297,0.06913515128420558,0.9308648487157944,0.007936800849073595,0.007936800849073595,0.034079706367335386,0.042016507216408976,0.007936800849073595,0.042016507216408976,6.185861881151356e-05,6.925063140954e-05,lighter_both_regime_relief
improved_phaseuu_tt1_budget_aware_lighter_both,neutral_healthy_proxy,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.15649048764635093,0.843509512353649,0.21334319436496177,0.7866568056350381,0.047275470581504525,0.04727547058150453,0.0568527067186108,0.10412817730011534,0.047275470581504525,0.10412817730011534,0.004775239502487004,0.004315099969448666,lighter_both_regime_relief
improved_phaseuu_tt1_budget_aware_lighter_both,neutral_mixed,0.175,0.825,0.175,0.825,0.332862974855325,0.6671370251446751,0.38575590677678223,0.6142440932232179,0.1578629748553249,0.1578629748553249,0.052892931921457234,0.21075590677678213,0.1578629748553249,0.21075590677678213,0.015116546717793646,0.01751134004071681,lighter_both_regime_relief
improved_phaseuu_tt1_budget_aware_lighter_both,recovery_confirmed,1.0092936587501423e-17,1.0,0.052000000000000005,0.9480000000000001,0.06232419613647186,0.937675803863528,0.10545572354122563,0.8945442764587742,0.06232419613647186,0.06232419613647186,0.04313152740475376,0.10545572354122562,0.010324196136471873,0.05345572354122564,0.008250555902057838,0.005562912597998302,lighter_both_regime_relief
improved_phaseuu_tt1_budget_aware_lighter_both,recovery_fragile,0.0,1.0,0.112,0.888,0.12687902704897036,0.8731209729510296,0.2152813242413152,0.7847186757586848,0.12687902704897036,0.12687902704897036,0.08840229719234481,0.2152813242413152,0.014879027048970365,0.10328132424131518,0.0034432950454941266,0.0028214427819267737,lighter_both_regime_relief
improved_phaseuu_tt1_budget_aware_lighter_both,stressed_panic,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.5098115958361112,0.4901884041638887,0.6077515313390185,0.39224846866098156,0.5010779713819628,0.5010779713819628,0.09793993550290712,0.59901790688487,0.5010779713819628,0.59901790688487,0.045359892307688846,0.04870361894933663,panic_guardrail
improved_phasevv_recovery_neutral_budget_aware_overlay,calm_trend,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.03406608372860824,0.9659339162713918,0.068174596726517,0.931825403273483,0.006947439660811625,0.006947439660811625,0.03410851299790878,0.041055952658720404,0.006947439660811625,0.041055952658720404,6.185861881151356e-05,6.925063140954e-05,lighter_both_regime_relief
improved_phasevv_recovery_neutral_budget_aware_overlay,neutral_healthy_proxy,0.10921501706484642,0.8907849829351536,0.13500000000000004,0.865,0.15178874571610365,0.8482112542838964,0.20870741008057003,0.7912925899194301,0.042573728651257206,0.042573728651257206,0.05691866436446644,0.09949239301572364,0.016788745716103646,0.07370741008057007,0.003545733981018044,0.003876499703859395,lighter_both_regime_relief
improved_phasevv_recovery_neutral_budget_aware_overlay,neutral_mixed,0.175,0.825,0.175,0.825,0.3322811922875333,0.6677188077124668,0.3851494640521392,0.6148505359478608,0.15728119228753326,0.15728119228753326,0.05286827176460593,0.2101494640521392,0.15728119228753326,0.2101494640521392,0.015131276919410385,0.017499334528014797,lighter_both_regime_relief
improved_phasevv_recovery_neutral_budget_aware_overlay,recovery_confirmed,1.0092936587501423e-17,1.0,0.060000000000000005,0.9399999999999996,0.06370506412681065,0.936294935873189,0.10670536820944214,0.8932946317905578,0.06370506412681065,0.06370506412681065,0.04300030408263148,0.10670536820944211,0.003705064126810663,0.04670536820944215,0.008748327281420195,0.00595525567096199,lighter_both_regime_relief
improved_phasevv_recovery_neutral_budget_aware_overlay,recovery_fragile,0.0,1.0,0.09999999999999999,0.9,0.12709033012841794,0.8729096698715821,0.2154116787914366,0.7845883212085635,0.12709033012841794,0.12709033012841794,0.08832134866301866,0.2154116787914366,0.027090330128417946,0.11541167879143657,0.0036718690486294953,0.0030517516247703658,lighter_both_regime_relief
improved_phasevv_recovery_neutral_budget_aware_overlay,stressed_panic,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.5095036153843427,0.4904963846156571,0.6073859815309778,0.3926140184690222,0.5007699909301944,0.5007699909301944,0.09788236614663487,0.5986523570768293,0.5007699909301944,0.5986523570768293,0.045404216715217445,0.04867542595560581,panic_guardrail
improved_phaseww_confirmed_only_lighter_both,calm_trend,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.03493680084907359,0.9650631991509264,0.0690185389638357,0.9309814610361644,0.007818156781276982,0.007818156781276986,0.03408173811476211,0.041899894896039104,0.007818156781276982,0.0418998948960391,6.185861881151356e-05,6.925063140954e-05,lighter_both_regime_relief
improved_phaseww_confirmed_only_lighter_both,neutral_healthy_proxy,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.15630187677981636,0.8436981232201837,0.21314311927492247,0.7868568807250774,0.04708685971496996,0.047086859714969974,0.05684124249510608,0.10392810221007606,0.04708685971496996,0.10392810221007606,0.004777121025880806,0.004313458138135785,lighter_both_regime_relief
improved_phaseww_confirmed_only_lighter_both,neutral_mixed,0.175,0.825,0.175,0.825,0.3328695714122443,0.6671304285877558,0.3857494267700295,0.6142505732299705,0.15786957141224423,0.15786957141224423,0.05287985535778522,0.21074942677002945,0.15786957141224423,0.21074942677002945,0.015119228177068131,0.017509065421906424,lighter_both_regime_relief
improved_phaseww_confirmed_only_lighter_both,recovery_confirmed,1.0092936587501423e-17,1.0,0.04499999999999999,0.9549999999999997,0.05991607988679736,0.9400839201132023,0.10306264704301271,0.8969373529569874,0.05991607988679735,0.059916079886797376,0.043146567156215294,0.1030626470430127,0.014916079886797367,0.0580626470430127,0.007416662788259848,0.005570603108115426,lighter_both_regime_relief
improved_phaseww_confirmed_only_lighter_both,recovery_fragile,0.0,1.0,0.0,1.0,0.12667074534010359,0.8733292546598964,0.21506594559360293,0.7849340544063973,0.12667074534010359,0.12667074534010359,0.0883952002534993,0.21506594559360293,0.12667074534010359,0.21506594559360293,0.0031709756128792716,0.002966101294272849,lighter_both_regime_relief
improved_phaseww_confirmed_only_lighter_both,stressed_panic,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.5098059765821671,0.49019402341783275,0.6077373056135481,0.39226269438645206,0.5010723521280186,0.5010723521280187,0.09793132903138081,0.5990036811593995,0.5010723521280186,0.5990036811593996,0.04536578967479982,0.048699828986941765,panic_guardrail
improved_phaseww_fragile_defense_lighter_both,calm_trend,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.03502154661178546,0.9649784533882146,0.06909864541301695,0.9309013545869831,0.007902902543988847,0.00790290254398885,0.034077098801231505,0.041980001345220355,0.007902902543988847,0.04198000134522035,6.185861881151356e-05,6.925063140954e-05,lighter_both_regime_relief
improved_phaseww_fragile_defense_lighter_both,neutral_healthy_proxy,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.16129994669938139,0.8387000533006187,0.21785227756236797,0.782147722437632,0.05208492963453496,0.05208492963453496,0.0565523308629866,0.10863726049752158,0.05208492963453496,0.10863726049752154,0.0047769488186586925,0.004313618288760293,lighter_both_regime_relief
improved_phaseww_fragile_defense_lighter_both,neutral_mixed,0.175,0.825,0.175,0.825,0.3355746545133811,0.6644253454866191,0.38826985094759237,0.6117301490524077,0.16057465451338104,0.16057465451338104,0.05269519643421131,0.2132698509475923,0.16057465451338104,0.2132698509475923,0.015118717355303502,0.017509498630179452,lighter_both_regime_relief
improved_phaseww_fragile_defense_lighter_both,recovery_confirmed,1.0092936587501423e-17,1.0,0.04999999999999998,0.9500000000000003,0.07263495252148605,0.927365047478514,0.11533402084091389,0.884665979159086,0.07263495252148605,0.07263495252148605,0.0426990683194278,0.11533402084091388,0.02263495252148606,0.06533402084091389,0.00782565843501972,0.005766627208924391,lighter_both_regime_relief
improved_phaseww_fragile_defense_lighter_both,recovery_fragile,0.0,1.0,0.11000000000000001,0.89,0.17579907479803833,0.8242009252019615,0.2598456680066406,0.7401543319933594,0.17579907479803833,0.17579907479803833,0.08404659320860226,0.2598456680066406,0.06579907479803838,0.14984566800664062,0.003272261259776982,0.002880638815205255,lighter_both_regime_relief
improved_phaseww_fragile_defense_lighter_both,stressed_panic,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.511020722055425,0.48897927794457496,0.6088851752962093,0.3911148247037905,0.5022870976012765,0.5022870976012765,0.09786445324078437,0.6001515508420608,0.5022870976012765,0.6001515508420608,0.045364230594955895,0.048700830897776666,panic_guardrail
improved_phaseww_recovery_budget_native_lighter_both,calm_trend,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.03510629237449732,0.9648937076255024,0.0691786909324328,0.9308213090675672,0.00798764830670071,0.007987648306700712,0.03407239855793549,0.04206004686463621,0.00798764830670071,0.04206004686463619,0.0,0.0,other_or_none
improved_phaseww_recovery_budget_native_lighter_both,neutral_healthy_proxy,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.1607916344559282,0.8392083655440719,0.21737673181882908,0.7826232681811708,0.051576617391081776,0.05157661739108178,0.05658509736290088,0.10816171475398266,0.051576617391081776,0.10816171475398266,0.0,0.0,other_or_none
improved_phaseww_recovery_budget_native_lighter_both,neutral_mixed,0.175,0.825,0.175,0.825,0.3350746545133811,0.6649253454866191,0.38781161552684673,0.6121883844731534,0.160074654513381,0.160074654513381,0.052736961013465686,0.21281161552684671,0.160074654513381,0.2128116155268467,0.0,0.0,other_or_none
improved_phaseww_recovery_budget_native_lighter_both,recovery_confirmed,1.0092936587501423e-17,1.0,0.05500000000000002,0.945,0.0732954545454545,0.9267045454545454,0.1159555716951872,0.8840444283048129,0.07329545454545448,0.07329545454545451,0.04266011714973268,0.1159555716951872,0.018295454545454504,0.0609555716951872,0.0,0.0,other_or_none
improved_phaseww_recovery_budget_native_lighter_both,recovery_fragile,0.0,1.0,0.09499999999999999,0.9050000000000001,0.16722764622660985,0.8327723537733902,0.25210930704156165,0.7478906929584384,0.16722764622660985,0.1672276462266098,0.08488166081495184,0.25210930704156165,0.07222764622660982,0.15710930704156165,0.0,0.0,other_or_none
improved_phaseww_recovery_budget_native_lighter_both,stressed_panic,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.5108242155052067,0.4891757844947932,0.6086991427108607,0.39130085728913944,0.5020905910510582,0.5020905910510582,0.09787492720565388,0.5999655182567122,0.5020905910510582,0.5999655182567122,0.0,0.0,panic_guardrail
improved_phaseww_split_recovery_lighter_both,calm_trend,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.03493680084907359,0.9650631991509264,0.06901818217591874,0.9309818178240814,0.007818156781276982,0.007818156781276984,0.03408138132684515,0.04189953810812213,0.007818156781276982,0.04189953810812213,0.0,0.0,other_or_none
improved_phaseww_split_recovery_lighter_both,neutral_healthy_proxy,0.10921501706484642,0.8907849829351536,0.10921501706484642,0.8907849829351536,0.1607709364604735,0.8392290635395264,0.21734977087282223,0.7826502291271776,0.05155591939562711,0.05155591939562713,0.0565788344123487,0.10813475380797581,0.05155591939562711,0.10813475380797583,0.0,0.0,other_or_none
improved_phaseww_split_recovery_lighter_both,neutral_mixed,0.175,0.825,0.175,0.825,0.33537465451338105,0.6646253454866191,0.3880852608732178,0.6119147391267822,0.160374654513381,0.16037465451338104,0.05271060635983675,0.21308526087321777,0.160374654513381,0.21308526087321777,0.0,0.0,other_or_none
improved_phaseww_split_recovery_lighter_both,recovery_confirmed,1.0092936587501423e-17,1.0,0.04499999999999999,0.9549999999999997,0.06979404343057695,0.9302059565694228,0.11260184457755494,0.8873981554224447,0.06979404343057695,0.06979404343057696,0.04280780114697795,0.11260184457755494,0.02479404343057697,0.06760184457755493,0.0,0.0,other_or_none
improved_phaseww_split_recovery_lighter_both,recovery_fragile,0.0,1.0,0.10500000000000001,0.8949999999999999,0.17294193194089558,0.8270580680591044,0.2572664847527518,0.7427335152472482,0.17294193194089558,0.17294193194089558,0.08432455281185623,0.2572664847527518,0.0679419319408956,0.1522664847527518,0.0,0.0,other_or_none
improved_phaseww_split_recovery_lighter_both,stressed_panic,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.5109552198720189,0.4890447801279811,0.6088233785279391,0.3911766214720609,0.5022215954178704,0.5022215954178704,0.09786815865592019,0.6000897540737906,0.5022215954178704,0.6000897540737906,0.0,0.0,panic_guardrail
improved_phaseww_vv_direct_lighter_both_rewrite,calm_trend,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.04382602450445833,0.9561739754955416,0.07728049916818944,0.9227195008318108,0.016707380436661718,0.016707380436661718,0.03345447466373112,0.05016185510039283,0.016707380436661718,0.050161855100392824,0.0,0.0,other_or_none
improved_phaseww_vv_direct_lighter_both_rewrite,neutral_healthy_proxy,0.10921501706484642,0.8907849829351536,0.11999999999999998,0.8799999999999999,0.19997397133776143,0.8000260286622384,0.25323023322925525,0.7467697667707448,0.09075895427291499,0.09075895427291497,0.053256261891493836,0.1440152161644088,0.07997397133776142,0.13323023322925523,0.0,0.0,other_or_none
improved_phaseww_vv_direct_lighter_both_rewrite,neutral_mixed,0.175,0.825,0.175,0.825,0.34272963320454186,0.6572703667954581,0.395030584032601,0.6049694159673991,0.16772963320454184,0.16772963320454187,0.0523009508280591,0.22003058403260095,0.16772963320454184,0.22003058403260098,0.0,0.0,other_or_none
improved_phaseww_vv_direct_lighter_both_rewrite,recovery_confirmed,1.0092936587501423e-17,1.0,0.04999999999999998,0.9500000000000003,0.08320313433966793,0.9167968656603324,0.12518103775385214,0.8748189622461479,0.08320313433966793,0.08320313433966793,0.04197790341418419,0.12518103775385214,0.03320313433966795,0.07518103775385213,0.0,0.0,other_or_none
improved_phaseww_vv_direct_lighter_both_rewrite,recovery_fragile,0.0,1.0,0.09499999999999999,0.9050000000000001,0.1738148919447522,0.8261851080552479,0.25802707828621996,0.7419729217137799,0.1738148919447522,0.17381489194475216,0.08421218634146783,0.25802707828622,0.07881489194475218,0.16302707828621998,0.0,0.0,other_or_none
improved_phaseww_vv_direct_lighter_both_rewrite,stressed_panic,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.5132031869514235,0.48679681304857647,0.6106570578343476,0.3893429421656523,0.504469562497275,0.504469562497275,0.09745387088292423,0.6019234333801993,0.504469562497275,0.6019234333801993,0.0,0.0,panic_guardrail
improved_phaseww_vv_shadow_polish,calm_trend,0.02711864406779661,0.9728813559322034,0.02711864406779661,0.9728813559322034,0.04423619399598376,0.9557638060040161,0.07766302312394543,0.9223369768760545,0.017117549928187155,0.017117549928187155,0.03342682912796167,0.05054437905614882,0.017117549928187155,0.05054437905614882,6.185861881151356e-05,6.925063140954e-05,lighter_both_regime_relief
improved_phaseww_vv_shadow_polish,neutral_healthy_proxy,0.10921501706484642,0.8907849829351536,0.123,0.8769999999999997,0.2021020019931114,0.7978979980068885,0.25519713749349954,0.7448028625065004,0.09288698492826493,0.09288698492826492,0.05309513550038822,0.14598212042865313,0.07910200199311135,0.13219713749349957,0.003208763379472453,0.0035559737449422377,lighter_both_regime_relief
improved_phaseww_vv_shadow_polish,neutral_mixed,0.175,0.825,0.175,0.825,0.34319963320454194,0.6568003667954581,0.3954699372619207,0.6045300627380792,0.16819963320454184,0.16819963320454184,0.052270304057378904,0.22046993726192077,0.16819963320454184,0.22046993726192077,0.015134072766640418,0.017496993282274373,lighter_both_regime_relief
improved_phaseww_vv_shadow_polish,recovery_confirmed,1.0092936587501423e-17,1.0,0.052000000000000005,0.9480000000000001,0.0853140035556766,0.9146859964443235,0.12717057430176856,0.8728294256982315,0.0853140035556766,0.0853140035556766,0.04185657074609195,0.12717057430176856,0.033314003555676604,0.07517057430176857,0.007814476715244446,0.0058264554502546785,lighter_both_regime_relief
improved_phaseww_vv_shadow_polish,recovery_fragile,0.0,1.0,0.09999999999999999,0.9,0.17691693276107867,0.8230830672389213,0.2608249621806449,0.7391750378193551,0.17691693276107867,0.17691693276107867,0.0839080294195662,0.2608249621806449,0.0769169327610787,0.16082496218064485,0.0032247897547389493,0.002883233353173847,lighter_both_regime_relief
improved_phaseww_vv_shadow_polish,stressed_panic,0.008733624454148475,0.9912663755458515,0.008733624454148475,0.9912663755458515,0.5133734926282794,0.48662650737172064,0.6108086704506532,0.38919132954934693,0.5046398681741309,0.5046398681741309,0.09743517782237371,0.6020750459965047,0.5046398681741309,0.6020750459965047,0.045410122502291844,0.04867164900631651,panic_guardrail
