version_name,panel_size,w1_in_panel,avg_w1_weight,median_w1_weight,max_w1_weight,p90_w1_weight,obs
improved_phasey_state_capped_w1,7,True,0.054953777920761254,0.076,0.10710000000000001,0.07903450652509961,1110
improved_phasey_trigger_driven_w1,7,True,0.030066230222709052,0.02,0.2375,0.06637731613433151,1110
improved_phasey_cash_replacement_w1,7,True,0.002291977297831168,0.0,0.0806117582675249,0.006369912314023573,1110
