name,quick_screen_status,quick_screen_reasons,ann_return_delta_vs_prod,sharpe_delta_vs_prod,sharpe_delta_vs_uu,avg_BIL_delta_vs_prod,avg_SPY_delta_vs_prod,avg_bucket_composite_delta_vs_prod,avg_bucket_offense_delta_vs_prod,targeted_overlay_absorption_reduction_vs_prod,targeted_overlay_absorption_reduction_vs_tt1,targeted_overlay_absorption_reduction_vs_uu,targeted_budget_gap_reduction_vs_prod,targeted_budget_gap_reduction_vs_uu,targeted_total_absorption_reduction_vs_prod,targeted_total_absorption_reduction_vs_uu
improved_phasevv_recovery_neutral_budget_aware_overlay,REJECT,Sharpe improvement < 0.005 vs production | overlay absorption is not reduced in recovery states,0.0011351503294623894,0.004783019257551979,0.0006485709590905442,-0.0022653833405156254,0.0025525266404413383,-0.014834538469070069,0.007438575236360545,-0.0017223039271554441,0.0009948021308527344,-0.0007960855348931872,0.07827769607284457,-0.0027960855348931855,0.010889030419745038,-0.0006899996091689342
improved_phasevv_recovery_budget_aware_overlay,REJECT,Sharpe improvement < 0.005 vs production | Sharpe does not improve vs UU best | overlay absorption is not reduced in recovery states,0.0008799617171741381,0.004032849373677316,-0.0001015989247841187,-0.00029062302237414794,0.0022436158948577617,-0.014990103719243392,0.006249178996931948,-0.0031776629763163866,-0.0004605569183082081,-0.0022514445840541297,0.0768223370236836,-0.004251444584054149,0.009460699770679426,-0.0021183302582345465
improved_phasevv_recovery_overlay_tolerance_band,REJECT,Sharpe improvement < 0.005 vs production | Sharpe does not improve vs UU best | overlay absorption is not reduced in recovery states,0.000880190069165232,0.004031833749911895,-0.00010261454854954,-0.0003009715752644859,0.002242625881096541,-0.01497611928239731,0.006252161656998267,-0.0030977035005833042,-0.00038059744257512573,-0.0021714851083210474,0.09190229649941668,0.010828514891678933,0.009527756938109977,-0.0020512730908039956
