name,full_ann_return,full_ann_vol,full_sharpe,full_max_drawdown,full_cvar_5,full_calmar,holdout_ann_return,holdout_sharpe,holdout_max_drawdown,avg_BIL,avg_SPY,avg_turnover
improved_phasekk_targeta_confidence_replacement,0.06985918227525523,0.07904052195064541,0.8838400930459036,-0.14507102018760598,-0.026539056163297242,0.48155160269027725,0.1261982483069395,1.6179278284951106,-0.06284686026998587,0.276149482056527,0.07142763948825538,0.11290810020108216
improved_phasekk_targeta_confidence_blend25,0.06922509598491611,0.07836147904004044,0.8834072152918923,-0.1417631602356576,-0.026342377640959782,0.48831512975473274,0.1249520892245608,1.6179266697381567,-0.06275253872129816,0.280788297245155,0.07108850046828209,0.11287635004457837
improved_phase2b_regime_confidence_boost,0.06892339744592735,0.07789583362986176,0.8848149411100881,-0.1397540394638661,-0.026181041847003924,0.49317642416874635,0.12434300579402913,1.624899271571444,-0.06264198894939876,0.2839178772422698,0.07081167142134887,0.11235713174891823
improved_phase2b_combo_abc,0.06858383853128158,0.07758151231293113,0.8840229648352725,-0.13674121541523376,-0.026085048036177054,0.5015593749332796,0.12357814887332408,1.6276887811347291,-0.0623953152856741,0.28555249754723755,0.07075650850396527,0.11304102891252374
