version_name,full_raw_delta_vs_production,holdout_raw_delta_vs_production,holdout_sharpe_delta_vs_production,bootstrap_prob_vs_production,full_raw_delta_vs_r2,holdout_raw_delta_vs_r2,holdout_sharpe_delta_vs_r2,bootstrap_prob_vs_r2,max_drawdown_delta_vs_production,cvar_delta_vs_production,rolling_raw_win_rate_vs_production,rolling_mean_raw_delta_vs_production,rolling_mean_sharpe_delta_vs_production,rolling_mean_ann_return_delta_vs_production,classification
improved_phases_defense_reshape_allocator,0.029862289784080787,-0.013690151458364164,0.06621847632856337,0.466,-0.012301902664969777,-0.00056349641947262,0.010939169343934907,0.81,0.001987145803319157,0.0011359643156175978,0.4,0.023610187038336772,0.06222106777434721,0.0034953636626466446,Research-only
improved_phases_conditional_ml_attenuator_allocator,0.03540578107606496,-0.012863965085700313,0.04544792366078276,0.3905,-0.006758411372985607,0.0002626899531912308,-0.0098313833238457,0.557,0.003164775436032219,0.0010910071798790194,0.4,0.017226725750096608,0.05410514366968656,0.0026694086854585,Research-only
improved_phases_defense_reshape_ml_attenuator_combo,0.023276420059726854,-0.013404419158558056,0.056419384989383925,0.473,-0.01888777238932371,-0.0002777641196665126,0.0011400780047554626,0.798,0.001987145803319157,0.0009028708434969737,0.4666666666666667,0.01563146855355641,0.05200751964738962,0.0028834496377345255,Research-only
