version_name,market_state,avg_top1_share,avg_top2_share,avg_hhi,avg_role_share_new
improved_phasek_robust_objective_framework,calm_trend,0.33758200863385895,0.5954624788166384,0.24256245148433142,0.5368174442479031
improved_phasek_robust_objective_framework,neutral_mixed,0.3239223110873722,0.5631502969991306,0.22933469308167045,0.5260197660168064
improved_phasek_robust_objective_framework,recovery_confirmed,0.29814963354675467,0.5400378596974229,0.21595521618391195,0.4737452685095752
improved_phasek_robust_objective_framework,recovery_fragile,0.28623560978939916,0.5176548043961587,0.2122909611860354,0.4984534999769494
improved_phasek_robust_objective_framework,stressed_panic,0.3421787654577042,0.6479631690836671,0.2534437983224846,0.46320820819576786
improved_phasek_confidence_turnover_framework,calm_trend,0.30180246914680975,0.5608044901929631,0.22852709498200804,0.537847413124404
improved_phasek_confidence_turnover_framework,neutral_mixed,0.2924161916287427,0.5330591670437956,0.21531580866625188,0.5304219458452939
improved_phasek_confidence_turnover_framework,recovery_confirmed,0.2774558145998616,0.516972850123133,0.2068866525659203,0.4734421875804397
improved_phasek_confidence_turnover_framework,recovery_fragile,0.2750323264593669,0.5033426297048998,0.20647665991926903,0.5016041456339123
improved_phasek_confidence_turnover_framework,stressed_panic,0.30466098813125886,0.5860621561157745,0.22787568717108583,0.47131141784146036
improved_phasek_tail_aware_role_framework,calm_trend,0.3014158346355572,0.5324457696102886,0.21044288513909226,0.5231559682460722
improved_phasek_tail_aware_role_framework,neutral_mixed,0.2937349437648058,0.5166012624694872,0.20957673401577764,0.5146297563002212
improved_phasek_tail_aware_role_framework,recovery_confirmed,0.26990727510405726,0.49514909116853034,0.20110287680505798,0.4924443665437147
improved_phasek_tail_aware_role_framework,recovery_fragile,0.26915371971651725,0.4952170524262059,0.2035089706886978,0.4899839168789569
improved_phasek_tail_aware_role_framework,stressed_panic,0.3448425155036163,0.6598684015132126,0.2579221710757091,0.46676567502662486
