date,bucket,prod_share,partner_share,l1_distance_to_production,l1_distance_to_partner,bil_weight
2005-01-14,defense_production,0.9,0.1,0.01835650326075619,0.16520852934680624,0.9908217483696219
2005-01-21,defense_production,0.9,0.1,0.018062351723618475,0.1625611655125663,0.9909688241381908
2005-01-28,defense_production,0.9,0.1,0.018015304093397334,0.1621377368405773,0.9909923479533014
2005-02-04,defense_production,0.9,0.1,0.017989602347611895,0.16190642112850812,0.9910051988261941
2005-02-11,defense_production,0.9,0.1,0.01797685338531345,0.16179168046782083,0.9910115733073432
2005-02-18,defense_production,0.9,0.1,0.017971306883204655,0.161741761948843,0.9910143465583977
2005-02-25,defense_production,0.9,0.1,0.02436798103217664,0.21931182928959064,0.9878160094839117
2005-03-04,defense_production,0.9,0.1,0.024367291723947034,0.21930562551552352,0.9878163541380265
2005-03-11,defense_production,0.9,0.1,0.024398275979462557,0.21958448381516382,0.9878008620102687
2005-03-18,ambiguous_abstain,0.9,0.1,0.020887395696549925,0.18798656126895086,0.9895563021517251
2005-03-25,ambiguous_abstain,0.9,0.1,0.02060263215844941,0.18542368942604553,0.9896986839207753
2005-04-01,ambiguous_abstain,0.9,0.1,0.04707656406728133,0.42368907660553345,0.9764617179663594
2005-04-08,ambiguous_abstain,0.9,0.1,0.04706374673134271,0.42357372058208587,0.9764681266343287
2005-04-15,ambiguous_abstain,0.9,0.1,0.047032925760396985,0.4232963318435736,0.9764835371198015
2005-04-22,ambiguous_abstain,0.9,0.1,0.04700567878604531,0.4230511090744081,0.9764971606069773
2005-04-29,ambiguous_abstain,0.9,0.1,0.04739721279754246,0.42657491517788326,0.9763013936012288
2005-05-06,ambiguous_abstain,0.9,0.1,0.047384827927607856,0.42646345134847097,0.976307586036196
2005-05-13,ambiguous_abstain,0.9,0.1,0.04736485600026506,0.42628370400238624,0.9763175719998675
2005-05-20,defense_production,0.9,0.1,0.047312720988459456,0.42581448889613627,0.9763436395057703
2005-05-27,defense_production,0.9,0.1,0.04728462032848936,0.425561582956405,0.9763576898357553
2005-06-03,defense_production,0.9,0.1,0.02108588033077612,0.18977292297698606,0.989457059834612
2005-06-10,defense_production,0.9,0.1,0.02097597259346972,0.18878375334122827,0.9895120137032651
2005-06-17,defense_production,0.9,0.1,0.020897707891203952,0.18807937102083744,0.9895511460543981
2005-06-24,ambiguous_abstain,0.9,0.1,0.028827116058282542,0.25944404452454406,0.9855864419708588
2005-07-01,ambiguous_abstain,0.9,0.1,0.028863487442126086,0.2597713869791355,0.985568256278937
2005-07-08,ambiguous_abstain,0.9,0.1,0.05281940048830996,0.4753746043947896,0.973590299755845
2005-07-15,defense_production,0.9,0.1,0.052828162867673875,0.4754534658090653,0.973585918566163
