version_name,rolling_windows,rolling_avg_raw_composite,rolling_median_raw_composite,rolling_avg_sharpe,rolling_avg_ann_return
improved_phase2b_regime_confidence_boost,15,0.5732330396866556,0.48561101714030536,0.8156749189446502,0.061084726976640615
improved_phase2b_combo_abc,15,0.5744858397371243,0.49280103524357666,0.8152959751973454,0.06087840615669989
improved_phaseh_refined_state_allocator,15,0.5935910144062724,0.5832374193284993,0.8363362760316716,0.06770529996919142
improved_phaseh_refined_panel_blend,15,0.590755599211338,0.5769405448484888,0.8274105507718722,0.06595347689391227
improved_phasec_state_conditioned_map,15,0.5915517931780713,0.4944318034281567,0.8185641618984235,0.06772975814198355
improved_phaseh_reference_core_blend,15,0.5406142480765393,0.36497142524567905,0.7284876907701793,0.07583704198414352
improved_phasej_robust_objective_allocator,15,0.5681802940809644,0.5685519242022316,0.7889901155275829,0.06426467127438325
improved_phasej_margin_confidence_allocator,15,0.5759298597385168,0.5052900033974645,0.8189763609100094,0.06578501851784015
improved_phasej_turnover_tail_allocator,15,0.5716050460804613,0.5624680386414196,0.8143888200275503,0.06617558412785744
improved_phasej_structural_combo_allocator,15,0.5740724653765702,0.5814924075318406,0.8088651551927429,0.06581489174387407
