version_name,state_bucket,BIL,overlay_cash,sleeve_bil,offense_weight,defense_weight,cash_weight,SPY,regime_multiplier,target_vol_multiplier,gross_multiplier
improved_hrp_non_self_gated_relief_narrow_plus_confirmed,calm_trend,0.06703076282047372,0.03400950394886509,0.03302125887160864,0.781994399906514,0.15097483727301236,0.06703076282047372,0.09675899067828735,1.0,0.9994103152718667,0.9994103152718667
improved_hrp_non_self_gated_relief_narrow_plus_confirmed,recovery_confirmed,0.12254905396063047,0.065884634422437,0.056664419538193456,0.5832922848129694,0.29415866122640016,0.12254905396063047,0.06061571322112716,0.92,1.0,0.9386520003777449
improved_hrp_non_self_gated_relief_narrow_plus_confirmed,recovery_fragile,0.2253880139449032,0.13038663428052477,0.09500137966437847,0.5563274668420432,0.2182845192130536,0.2253880139449032,0.0618444772429675,0.96,1.0,0.9707757930689714
improved_hrp_non_self_gated_relief_narrow_plus_confirmed,stressed_panic,0.6079982870591416,0.510527840471167,0.09747044658797464,0.2617125106374559,0.13028920230340255,0.6079982870591416,0.027427111095868473,0.43200000000000005,0.9984160703994582,0.43200000000000005
improved_hrp_non_self_gated_relief_narrow_plus_confirmed,strong_neutral,0.2135779044610974,0.15328872425075155,0.06028918021034586,0.6092678550820052,0.1771542404568974,0.2135779044610974,0.08683934568894444,0.9421052631578947,0.9998504002485209,0.9575463922932179
improved_hrp_non_self_gated_relief_narrow_plus_confirmed,weak_neutral,0.3923065575791428,0.33932143905021045,0.05298511852893235,0.4478269682172565,0.15986647420360073,0.3923065575791428,0.06373698963383406,0.8126497499263994,1.0,0.8126497499263994
improved_hrp_confirmed_leadership,calm_trend,0.0670546228558581,0.033990733379920916,0.03306388947593719,0.7822996552484619,0.15064572189568004,0.0670546228558581,0.09696533087074996,1.0,0.9994103152718667,0.9994103152718667
improved_hrp_confirmed_leadership,recovery_confirmed,0.12301388741873433,0.0653991704086156,0.05761471701011873,0.5876730957420738,0.2893130168391918,0.12301388741873433,0.06465550222098232,0.92,1.0,0.9395334017413659
improved_hrp_confirmed_leadership,recovery_fragile,0.22652069672592434,0.13039452456131445,0.09612617216460992,0.556367931980763,0.21711137129331265,0.22652069672592434,0.06209774702857357,0.96,1.0,0.9707438925607301
improved_hrp_confirmed_leadership,stressed_panic,0.60823824677316,0.5105281039159252,0.0977101428572349,0.2615310653338464,0.1302306878929936,0.60823824677316,0.027430596341643326,0.43200000000000005,0.9984160703994582,0.43200000000000005
improved_hrp_confirmed_leadership,strong_neutral,0.21379829960067698,0.1531922701367157,0.06060602946396127,0.6108372383303857,0.17536446206893727,0.21379829960067698,0.08779884694150235,0.9421052631578947,0.9998504002485209,0.9576039029220079
improved_hrp_confirmed_leadership,weak_neutral,0.39252169560716205,0.3393127768490679,0.0532089187580942,0.4480157174123598,0.15946258698047813,0.39252169560716205,0.06394888553651197,0.8126497499263994,1.0,0.8126497499263994
