candidate,state,n_weeks,ggg_mean_wkly,prod_mean_wkly,eee1_mean_wkly,delta_vs_prod_wkly,delta_vs_eee1_wkly,ggg_minus_prod_cumulative,ggg_minus_eee1_cumulative
improved_phaseggg_confirmed_only_robust_offense,calm_trend,295,0.0008310759639948492,0.0007552175162830648,0.0008314999265152921,7.585844771178447e-05,-4.2396252044284415e-07,0.035604454338460156,-0.0001567901649353054
improved_phaseggg_confirmed_only_robust_offense,neutral_mixed,493,0.0021020788048155678,0.00207121480393033,0.002102084684460976,3.086400088523787e-05,-5.879645408133488e-09,0.0389672941488004,-6.2948067554025045e-06
improved_phaseggg_confirmed_only_robust_offense,recovery_confirmed,44,0.0005406752181963551,0.0005399585327544482,0.00048190251598967545,7.16685441906899e-07,5.8772702206679643e-05,-0.0003731556266801661,0.002623026296347808
improved_phaseggg_confirmed_only_robust_offense,recovery_fragile,49,0.0012741338339297918,0.0013236555558595493,0.0012743928984585507,-4.952172192975758e-05,-2.590645287589219e-07,-0.0028767820459318916,-1.7479391722696747e-05
improved_phaseggg_confirmed_only_robust_offense,stressed_panic,229,0.0007300081704646803,0.000681689648700961,0.0007311512495283889,4.8318521763719355e-05,-1.1430790637085957e-06,0.010435873156386055,-0.0003065280778911106
improved_phaseggg_confirmed_only_quality_filtered_offense,calm_trend,295,0.0008310767487022761,0.0007552175162830648,0.0008314999265152921,7.585923241921132e-05,-4.2317781301598554e-07,0.03560511965849167,-0.0001561248449037933
improved_phaseggg_confirmed_only_quality_filtered_offense,neutral_mixed,493,0.0021020993528625674,0.00207121480393033,0.002102084684460976,3.088454893223746e-05,1.4668401591456937e-08,0.03899417442418063,2.0585468624823022e-05
improved_phaseggg_confirmed_only_quality_filtered_offense,recovery_confirmed,44,0.0005547585518664651,0.0005399585327544482,0.00048190251598967545,1.4800019112016908e-05,7.285603587678965e-05,0.0002599138755594588,0.003256095798587433
improved_phaseggg_confirmed_only_quality_filtered_offense,recovery_fragile,49,0.001273992475630225,0.0013236555558595493,0.0012743928984585507,-4.966308022932441e-05,-4.004228283257475e-07,-0.002884152945363594,-2.4850291154399073e-05
improved_phaseggg_confirmed_only_quality_filtered_offense,stressed_panic,229,0.0007334322586988829,0.000681689648700961,0.0007311512495283889,5.174260999792188e-05,2.2810091704939276e-06,0.011347523914884583,0.0006051226806074173
improved_phaseggg_blended_confirmed_robust_offense,calm_trend,295,0.0008313034384634793,0.0007552175162830648,0.0008314999265152921,7.608592218041454e-05,-1.964880518127727e-07,0.03568854266895283,-7.270183444263445e-05
improved_phaseggg_blended_confirmed_robust_offense,neutral_mixed,493,0.0021021452947400905,0.00207121480393033,0.002102084684460976,3.093049080976065e-05,6.06102791146472e-08,0.0390561124638058,8.252350824999866e-05
improved_phaseggg_blended_confirmed_robust_offense,recovery_confirmed,44,0.0005177928534059664,0.0005399585327544482,0.00048190251598967545,-2.2165679348481755e-05,3.589033741629099e-05,-0.0013947854786227065,0.0016013964444052675
improved_phaseggg_blended_confirmed_robust_offense,recovery_fragile,49,0.0012742011655889403,0.0013236555558595493,0.0012743928984585507,-4.9454390270609007e-05,-1.917328696103473e-07,-0.0028732433819063097,-1.3940727697114852e-05
improved_phaseggg_blended_confirmed_robust_offense,stressed_panic,229,0.0007300559141275688,0.000681689648700961,0.0007311512495283889,4.8366265426607875e-05,-1.0953354008200753e-06,0.010448524288857675,-0.00029387694541949116
