ann_return,ann_vol,sharpe,max_drawdown,calmar,cvar_5,hit_rate,avg_weekly_turnover,annual_turnover,avg_max_weight,avg_effective_n,avg_hhi,weight_instability,allocation_instability,psr_zero,psr_selection,observations,method_name,category,engine,expected_return_key,covariance_method,description,subperiod_sharpe_range,instability_flag,rank_sharpe,rank_drawdown,rank_cvar,rank_turnover,rank_diversification,rank_stability,rank_concentration,robustness_score
0.05040517666090483,0.06376416068749609,0.7904938466599952,-0.127180423620318,0.3963281079435894,-0.022149025345679165,0.5585585585585585,0.05628529524617796,2.926835352801254,0.48417419197203776,4.227778710854727,0.34634516847515834,0.1124691755459664,0.04566077993553561,0.9997928123485773,0.9747766539150459,1110,max_diversification,risk_based,max_diversification,n/a,ledoit_wolf,Diversification-ratio allocator following the maximum-diversification literature.,0.4373350788615308,True,0.9,0.8,0.8,0.6,0.8,0.4,0.4,0.7350000000000001
0.05057995604178389,0.06368868753896327,0.7941748840536279,-0.12220885373118984,0.4138812737172004,-0.0223336633997956,0.563963963963964,0.056377111459350676,2.931609795886235,0.491393947958945,4.064742200822975,0.3537796229407813,0.11265264253769351,0.046676573234592705,0.9998094113998796,0.9760461236930387,1110,hrp,hierarchical,hrp,n/a,sample,Hierarchical Risk Parity using correlation clustering and recursive bisection.,0.4379514287529722,True,1.0,0.9,0.7,0.5,0.5,0.3,0.3,0.7050000000000001
0.04978428099511811,0.06508788319439114,0.7648778628494128,-0.13761309315161874,0.3617699439417949,-0.022644235730995325,0.5576576576576576,0.056061441164731274,2.9151949405660265,0.4838829048841639,4.198131378019028,0.3447375233918679,0.11202187072376033,0.042550150285974725,0.9996925131380537,0.9678666163913678,1110,inverse_vol,baseline,inverse_vol,n/a,sample,Inverse-volatility allocation across sleeves.,0.41193926509743173,True,0.8,0.5,0.5,0.7,0.7,0.8,0.5,0.6550000000000001
0.050568664671926555,0.06614746530398878,0.7644837854259731,-0.13531599437110264,0.3737079634004133,-0.022804133745704436,0.5531531531531532,0.05686665287683107,2.957065949595216,0.4778612008132385,4.29925689249595,0.33830860319369793,0.11363084331604623,0.04504379197154009,0.9996835570134134,0.9673001786703858,1110,herc,hierarchical,herc,n/a,sample,Hierarchical Equal Risk Contribution via cluster-level ERC and intra-cluster inverse vol.,0.38039245951617673,True,0.7,0.6,0.4,0.4,0.9,1.0,0.8,0.645
0.0507097128503915,0.06657638583491615,0.761677165476241,-0.1432882162222594,0.353900091628846,-0.02294234958134122,0.5558558558558558,0.05596913339555568,2.9103949365688955,0.47566640449943465,4.342071551002173,0.33555722143899236,0.11183742150571398,0.04178618634457645,0.999671461781628,0.9665460006769108,1110,equal_weight,baseline,equal_weight,n/a,sample,Equal allocation across the core Layer 2 sleeves.,0.4037367954761849,True,0.6,0.3,0.3,0.8,1.0,0.9,1.0,0.615
0.04931824005997587,0.0649327223857104,0.7595282971044692,-0.13813950545789122,0.35701763877393816,-0.02257998014493549,0.5576576576576576,0.05301856904991714,2.7569655905956916,0.48350757176243303,4.166863948931776,0.34501924141789336,0.10594160914659119,0.041766226741994365,0.999664862748188,0.966139559365856,1110,erc_risk_parity,risk_based,erc,n/a,ledoit_wolf,Long-only equal risk contribution allocation.,0.4162709672988125,True,0.5,0.4,0.6,1.0,0.6,0.6,0.6,0.5950000000000002
0.045368538773206124,0.061680989061377804,0.7355352023953537,-0.12781281363028885,0.354960801539344,-0.021837673545620367,0.554954954954955,0.05444763568627064,2.831277055686073,0.5021694524162602,3.7264575259933284,0.3714406348037865,0.10879716752445791,0.04195848492567868,0.9995043631669914,0.9571375670492249,1110,min_variance,classical_optimization,min_variance,n/a,ledoit_wolf,Long-only minimum variance with shrinkage covariance and turnover smoothing.,0.42249731598953266,True,0.4,0.7,0.9,0.9,0.2,0.5,0.2,0.5900000000000001
0.04429855475286337,0.060819248866930985,0.7283640554289985,-0.12217828074603077,0.3625730734003843,-0.02166826482687668,0.5531531531531532,0.05696998213331099,2.9624390709321715,0.5120078178443566,3.5561358050794016,0.3853691587601404,0.11383731565016557,0.04207092101362526,0.999466519028522,0.9552129881029541,1110,black_litterman_regime,classical_optimization,black_litterman,regime_signal,ledoit_wolf,Practical sleeve-level Black-Litterman using equal-weight prior and relative regime-aware views.,0.45701322908404907,True,0.3,1.0,1.0,0.3,0.1,0.1,0.1,0.49500000000000005
0.0491566316077694,0.06945303696287032,0.7077679214236318,-0.14635402356814164,0.33587482195105034,-0.024054473915835057,0.5486486486486486,0.061107870817633185,3.1776092825169258,0.47725875210927443,3.975786246450001,0.34491856411381233,0.1221056373635229,0.049872718015389575,0.9993069923247234,0.9476998779784717,1110,mvo_ic,classical_optimization,mvo,ic_signal,ledoit_wolf,Long-only mean-variance allocator using shrunk IC-weighted sleeve conviction inputs.,0.44435977962252005,True,0.2,0.2,0.2,0.2,0.4,0.2,0.9,0.255
0.04881550388963518,0.07207157326998294,0.6773198041170877,-0.15556593159023901,0.31379302261510134,-0.025322528973523235,0.5513513513513514,0.06354796807101679,3.304494339692873,0.48109149345424956,3.880523975225315,0.35251990649613896,0.12698143529866238,0.07536182191222984,0.9990036401962946,0.9353309154309523,1110,max_sharpe_ic,classical_optimization,max_sharpe,ic_signal,ledoit_wolf,Constrained tangency-style allocator using shrunk IC-based expected returns.,0.41447831092573684,True,0.1,0.1,0.1,0.1,0.3,0.7,0.7,0.21
