label,ann_return,sharpe,max_drawdown,cvar_5,turnover,avg_offense,avg_cash,raw_target_composite,version_name
(a) no W1                   ,0.05984533680185211,0.8547957419846618,-0.10072319343527436,-0.0242874412236601,0.24426496568651146,0.5076580322228244,0.3387688985837329,0.4685409383942655,improved_phasex_production_style_6sleeve_ablation
(b) uncapped W1 (X1)        ,0.04589970650462183,0.9244883703909201,-0.07408597955122542,-0.016786994481452315,0.18795359816076287,0.369998157470763,0.49978031503732245,0.4904800205098594,improved_phasex_production_style_7sleeve
(c) state-capped W1 (Y1)    ,0.05650951474563848,0.8576924660820572,-0.09413778021351671,-0.022855829513882327,0.23548977402838722,0.48035720674927934,0.3706189139275649,0.46728279558182506,improved_phasey_state_capped_w1
(d) trigger-driven W1 (Y2)  ,0.05760918164373341,0.8523824606346282,-0.09568018607690154,-0.023449104054352854,0.24206841880538815,0.49334469182062346,0.35613401500191527,0.4646076802440905,improved_phasey_trigger_driven_w1
(e) cash-replacement W1 (Y3),0.05985566464828018,0.8545292769702545,-0.10079750282086308,-0.024295232066602827,0.24435318229256706,0.5081975980870587,0.3377683546148314,0.4686248951402966,improved_phasey_cash_replacement_w1
