selected_config,observations,selection_share,version_name,avg_selection_score
vf_balanced,442,0.3985572587917042,improved_phasem_validation_first_learning_allocator,-0.6110205925933224
vf_stable,407,0.36699729486023447,improved_phasem_validation_first_learning_allocator,0.05416820894768866
vf_retentive,260,0.2344454463480613,improved_phasem_validation_first_learning_allocator,-0.5332853001400217
pp_upside,468,0.4220018034265104,improved_phasem_production_proximity_allocator,-1.2254650223322834
pp_holdout,407,0.36699729486023447,improved_phasem_production_proximity_allocator,-0.5045623557698848
pp_close,234,0.2110009017132552,improved_phasem_production_proximity_allocator,0.31480674659282404
