,dual_momentum_topn,cta_trend_long_only,composite_trend_quality_module,composite_regime_conditioned,taa_10m_sma,composite_confirmation_aware_momentum,cash::BIL
2009-08-14,0.13759552765677824,0.14164516416714223,0.07421753275400227,0.41659251103128536,0.1467067671046162,0.053866403604010606,0.029376093682165094
2009-08-21,0.13759552765677824,0.14164516416714223,0.07421753275400227,0.41659251103128536,0.1467067671046162,0.053866403604010606,0.029376093682165094
2009-08-28,0.13296093937139317,0.13884105793813237,0.07423950976577559,0.41651946985458854,0.14340482675052912,0.04992270976031014,0.04411148655927111
2009-09-04,0.13296093937139317,0.13884105793813237,0.07423950976577559,0.41651946985458854,0.14340482675052912,0.04992270976031014,0.04411148655927111
2009-09-11,0.13296093937139317,0.13884105793813237,0.07423950976577559,0.41651946985458854,0.14340482675052912,0.04992270976031014,0.04411148655927111
2009-09-18,0.13296093937139317,0.13884105793813237,0.07423950976577559,0.41651946985458854,0.14340482675052912,0.04992270976031014,0.04411148655927111
2009-09-25,0.1357041920982268,0.13426320936449335,0.08093456754500679,0.45,0.15138924494164208,0.047708786050630975,0.0
2009-10-02,0.1357041920982268,0.13426320936449335,0.08093456754500679,0.45,0.15138924494164208,0.047708786050630975,0.0
2009-10-09,0.1357041920982268,0.13426320936449335,0.08093456754500679,0.45,0.15138924494164208,0.047708786050630975,0.0
2009-10-16,0.1357041920982268,0.13426320936449335,0.08093456754500679,0.45,0.15138924494164208,0.047708786050630975,0.0
2009-10-23,0.1357041920982268,0.13426320936449335,0.08093456754500679,0.45,0.15138924494164208,0.047708786050630975,0.0
2009-10-30,0.2535091497758139,0.10510793226390311,0.07979431321068571,0.45,0.06759695024441663,0.04399165450518068,0.0
2009-11-06,0.2535091497758139,0.10510793226390311,0.07979431321068571,0.45,0.06759695024441663,0.04399165450518068,0.0
2009-11-13,0.2535091497758139,0.10510793226390311,0.07979431321068571,0.45,0.06759695024441663,0.04399165450518068,0.0
2009-11-20,0.2535091497758139,0.10510793226390311,0.07979431321068571,0.45,0.06759695024441663,0.04399165450518068,0.0
2009-11-27,0.2671420472796602,0.10157752752696807,0.07191919387481562,0.45,0.06599794661333946,0.04336328470521671,0.0
2009-12-04,0.2671420472796602,0.10157752752696807,0.07191919387481562,0.45,0.06599794661333946,0.04336328470521671,0.0
2009-12-11,0.2671420472796602,0.10157752752696807,0.07191919387481562,0.45,0.06599794661333946,0.04336328470521671,0.0
2009-12-18,0.2671420472796602,0.10157752752696807,0.07191919387481562,0.45,0.06599794661333946,0.04336328470521671,0.0
2009-12-25,0.2665264706635159,0.10135364292987863,0.07200887281829346,0.45,0.06896865215043418,0.04114236143787782,0.0
2010-01-01,0.2665264706635159,0.10135364292987863,0.07200887281829346,0.45,0.06896865215043418,0.04114236143787782,0.0
2010-01-08,0.2665264706635159,0.10135364292987863,0.07200887281829346,0.45,0.06896865215043418,0.04114236143787782,0.0
2010-01-15,0.2665264706635159,0.10135364292987863,0.07200887281829346,0.45,0.06896865215043418,0.04114236143787782,0.0
2010-01-22,0.2665264706635159,0.10135364292987863,0.07200887281829346,0.45,0.06896865215043418,0.04114236143787782,0.0
2010-01-29,0.2634044643002199,0.10435495872014154,0.06987031452984495,0.45,0.07216641146437736,0.04020385098541627,0.0
2010-02-05,0.2634044643002199,0.10435495872014154,0.06987031452984495,0.45,0.07216641146437736,0.04020385098541627,0.0
2010-02-12,0.2634044643002199,0.10435495872014154,0.06987031452984495,0.45,0.07216641146437736,0.04020385098541627,0.0
2010-02-19,0.2634044643002199,0.10435495872014154,0.06987031452984495,0.45,0.07216641146437736,0.04020385098541627,0.0
2010-02-26,0.2639896110883455,0.1035579733884482,0.07496203037086006,0.45,0.0668080106175693,0.0406823745347769,0.0
2010-03-05,0.2639896110883455,0.1035579733884482,0.07496203037086006,0.45,0.0668080106175693,0.0406823745347769,0.0
2010-03-12,0.2639896110883455,0.1035579733884482,0.07496203037086006,0.45,0.0668080106175693,0.0406823745347769,0.0
2010-03-19,0.2639896110883455,0.1035579733884482,0.07496203037086006,0.45,0.0668080106175693,0.0406823745347769,0.0
2010-03-26,0.2692600982630148,0.10539281779831737,0.08017829062408491,0.43396772441594716,0.07005679326304191,0.041144275635593884,0.0
2010-04-02,0.2692600982630148,0.10539281779831737,0.08017829062408491,0.43396772441594716,0.07005679326304191,0.041144275635593884,0.0
2010-04-09,0.2692600982630148,0.10539281779831737,0.08017829062408491,0.43396772441594716,0.07005679326304191,0.041144275635593884,0.0
2010-04-16,0.2692600982630148,0.10539281779831737,0.08017829062408491,0.43396772441594716,0.07005679326304191,0.041144275635593884,0.0
2010-04-23,0.2692600982630148,0.10539281779831737,0.08017829062408491,0.43396772441594716,0.07005679326304191,0.041144275635593884,0.0
2010-04-30,0.23188058999024083,0.12525453006620968,0.07140241502517332,0.4499999999999999,0.0772893153759143,0.04417314954246187,0.0
2010-05-07,0.23188058999024083,0.12525453006620968,0.07140241502517332,0.4499999999999999,0.0772893153759143,0.04417314954246187,0.0
2010-05-14,0.23188058999024083,0.12525453006620968,0.07140241502517332,0.4499999999999999,0.0772893153759143,0.04417314954246187,0.0
2010-05-21,0.23188058999024083,0.12525453006620968,0.07140241502517332,0.4499999999999999,0.0772893153759143,0.04417314954246187,0.0
2010-05-28,0.15195963446687677,0.12241136158137511,0.06368229376297406,0.35999999999999993,0.06114460252307428,0.04080210766569983,0.19999999999999996
2010-06-04,0.15195963446687677,0.12241136158137511,0.06368229376297406,0.35999999999999993,0.06114460252307428,0.04080210766569983,0.19999999999999996
2010-06-11,0.15195963446687677,0.12241136158137511,0.06368229376297406,0.35999999999999993,0.06114460252307428,0.04080210766569983,0.19999999999999996
2010-06-18,0.15195963446687677,0.12241136158137511,0.06368229376297406,0.35999999999999993,0.06114460252307428,0.04080210766569983,0.19999999999999996
2010-06-25,0.13117875726020053,0.1368927250771743,0.06645579271243085,0.35999999999999993,0.06179367045611126,0.04367905449408308,0.20000000000000007
2010-07-02,0.13117875726020053,0.1368927250771743,0.06645579271243085,0.35999999999999993,0.06179367045611126,0.04367905449408308,0.20000000000000007
2010-07-09,0.13117875726020053,0.1368927250771743,0.06645579271243085,0.35999999999999993,0.06179367045611126,0.04367905449408308,0.20000000000000007
2010-07-16,0.13117875726020053,0.1368927250771743,0.06645579271243085,0.35999999999999993,0.06179367045611126,0.04367905449408308,0.20000000000000007
2010-07-23,0.13117875726020053,0.1368927250771743,0.06645579271243085,0.35999999999999993,0.06179367045611126,0.04367905449408308,0.20000000000000007
2010-07-30,0.11663870085401801,0.12677613997539902,0.06995877503678427,0.34948158386353756,0.06582833398080472,0.07131646628945648,0.19999999999999996
2010-08-06,0.11663870085401801,0.12677613997539902,0.06995877503678427,0.34948158386353756,0.06582833398080472,0.07131646628945648,0.19999999999999996
2010-08-13,0.11663870085401801,0.12677613997539902,0.06995877503678427,0.34948158386353756,0.06582833398080472,0.07131646628945648,0.19999999999999996
2010-08-20,0.11663870085401801,0.12677613997539902,0.06995877503678427,0.34948158386353756,0.06582833398080472,0.07131646628945648,0.19999999999999996
2010-08-27,0.15165338954059648,0.1223660256511781,0.07647463290880806,0.2926659023898885,0.06846635653255857,0.0883736929769703,0.19999999999999996
2010-09-03,0.15165338954059648,0.1223660256511781,0.07647463290880806,0.2926659023898885,0.06846635653255857,0.0883736929769703,0.19999999999999996
2010-09-10,0.15165338954059648,0.1223660256511781,0.07647463290880806,0.2926659023898885,0.06846635653255857,0.0883736929769703,0.19999999999999996
2010-09-17,0.15165338954059648,0.1223660256511781,0.07647463290880806,0.2926659023898885,0.06846635653255857,0.0883736929769703,0.19999999999999996
2010-09-24,0.20029702668194488,0.14006696816264952,0.08157381856263822,0.3569115722164663,0.08389761502626952,0.08210527822356013,0.05514772112647137
2010-10-01,0.20029702668194488,0.14006696816264952,0.08157381856263822,0.3569115722164663,0.08389761502626952,0.08210527822356013,0.05514772112647137
2010-10-08,0.20029702668194488,0.14006696816264952,0.08157381856263822,0.3569115722164663,0.08389761502626952,0.08210527822356013,0.05514772112647137
2010-10-15,0.20029702668194488,0.14006696816264952,0.08157381856263822,0.3569115722164663,0.08389761502626952,0.08210527822356013,0.05514772112647137
2010-10-22,0.20029702668194488,0.14006696816264952,0.08157381856263822,0.3569115722164663,0.08389761502626952,0.08210527822356013,0.05514772112647137
2010-10-29,0.24751798312686493,0.14533535150146235,0.08759298228456887,0.2028649943820718,0.08980625494350984,0.12772355378077507,0.09915887998074724
2010-11-05,0.24751798312686493,0.14533535150146235,0.08759298228456887,0.2028649943820718,0.08980625494350984,0.12772355378077507,0.09915887998074724
2010-11-12,0.24751798312686493,0.14533535150146235,0.08759298228456887,0.2028649943820718,0.08980625494350984,0.12772355378077507,0.09915887998074724
2010-11-19,0.24751798312686493,0.14533535150146235,0.08759298228456887,0.2028649943820718,0.08980625494350984,0.12772355378077507,0.09915887998074724
2010-11-26,0.2509053086520762,0.14652973020597945,0.08354986080856538,0.2409125608380808,0.08776144283891131,0.09868761638380262,0.09165348027258424
2010-12-03,0.2509053086520762,0.14652973020597945,0.08354986080856538,0.2409125608380808,0.08776144283891131,0.09868761638380262,0.09165348027258424
2010-12-10,0.2509053086520762,0.14652973020597945,0.08354986080856538,0.2409125608380808,0.08776144283891131,0.09868761638380262,0.09165348027258424
2010-12-17,0.2509053086520762,0.14652973020597945,0.08354986080856538,0.2409125608380808,0.08776144283891131,0.09868761638380262,0.09165348027258424
2010-12-24,0.2509053086520762,0.14652973020597945,0.08354986080856538,0.2409125608380808,0.08776144283891131,0.09868761638380262,0.09165348027258424
2010-12-31,0.14804551919736653,0.2638246836001802,0.07870930939744221,0.29082859150824947,0.08979044347489716,0.05441105231575795,0.07439040050610657
2011-01-07,0.14804551919736653,0.2638246836001802,0.07870930939744221,0.29082859150824947,0.08979044347489716,0.05441105231575795,0.07439040050610657
2011-01-14,0.14804551919736653,0.2638246836001802,0.07870930939744221,0.29082859150824947,0.08979044347489716,0.05441105231575795,0.07439040050610657
2011-01-21,0.14804551919736653,0.2638246836001802,0.07870930939744221,0.29082859150824947,0.08979044347489716,0.05441105231575795,0.07439040050610657
2011-01-28,0.14550186757924274,0.26388828215228055,0.07745461559096734,0.30178776575497257,0.0880959457147229,0.05632919046513249,0.06694233274268135
2011-02-04,0.14550186757924274,0.26388828215228055,0.07745461559096734,0.30178776575497257,0.0880959457147229,0.05632919046513249,0.06694233274268135
2011-02-11,0.14550186757924274,0.26388828215228055,0.07745461559096734,0.30178776575497257,0.0880959457147229,0.05632919046513249,0.06694233274268135
2011-02-18,0.14550186757924274,0.26388828215228055,0.07745461559096734,0.30178776575497257,0.0880959457147229,0.05632919046513249,0.06694233274268135
2011-02-25,0.1833731600532116,0.2059796736371745,0.09090373031735806,0.2576335389780332,0.08642052552239773,0.09504481055186635,0.08064456093995853
2011-03-04,0.1833731600532116,0.2059796736371745,0.09090373031735806,0.2576335389780332,0.08642052552239773,0.09504481055186635,0.08064456093995853
2011-03-11,0.1833731600532116,0.2059796736371745,0.09090373031735806,0.2576335389780332,0.08642052552239773,0.09504481055186635,0.08064456093995853
2011-03-18,0.1833731600532116,0.2059796736371745,0.09090373031735806,0.2576335389780332,0.08642052552239773,0.09504481055186635,0.08064456093995853
2011-03-25,0.21043664090125683,0.16986426855003256,0.10127968000763085,0.22447347308546772,0.08504129558544944,0.1148838698160072,0.09402077205415538
2011-04-01,0.21043664090125683,0.16986426855003256,0.10127968000763085,0.22447347308546772,0.08504129558544944,0.1148838698160072,0.09402077205415538
2011-04-08,0.21043664090125683,0.16986426855003256,0.10127968000763085,0.22447347308546772,0.08504129558544944,0.1148838698160072,0.09402077205415538
2011-04-15,0.21043664090125683,0.16986426855003256,0.10127968000763085,0.22447347308546772,0.08504129558544944,0.1148838698160072,0.09402077205415538
2011-04-22,0.21043664090125683,0.16986426855003256,0.10127968000763085,0.22447347308546772,0.08504129558544944,0.1148838698160072,0.09402077205415538
2011-04-29,0.27702693080114205,0.12120468853150905,0.09947045779316047,0.1642202400969059,0.08661077181569421,0.13537170493858885,0.11609520602299939
2011-05-06,0.27702693080114205,0.12120468853150905,0.09947045779316047,0.1642202400969059,0.08661077181569421,0.13537170493858885,0.11609520602299939
2011-05-13,0.27702693080114205,0.12120468853150905,0.09947045779316047,0.1642202400969059,0.08661077181569421,0.13537170493858885,0.11609520602299939
2011-05-20,0.27702693080114205,0.12120468853150905,0.09947045779316047,0.1642202400969059,0.08661077181569421,0.13537170493858885,0.11609520602299939
2011-05-27,0.26732504677568264,0.11512794376987981,0.09527244014313403,0.19445311400582016,0.09126136097777612,0.1297451120602353,0.10681498226747188
2011-06-03,0.26732504677568264,0.11512794376987981,0.09527244014313403,0.19445311400582016,0.09126136097777612,0.1297451120602353,0.10681498226747188
2011-06-10,0.26732504677568264,0.11512794376987981,0.09527244014313403,0.19445311400582016,0.09126136097777612,0.1297451120602353,0.10681498226747188
2011-06-17,0.26732504677568264,0.11512794376987981,0.09527244014313403,0.19445311400582016,0.09126136097777612,0.1297451120602353,0.10681498226747188
2011-06-24,0.22744958632941661,0.11733032307067473,0.09006082508249387,0.22860918004002068,0.12213901777476678,0.09943227158081218,0.11497879612181527
2011-07-01,0.22744958632941661,0.11733032307067473,0.09006082508249387,0.22860918004002068,0.12213901777476678,0.09943227158081218,0.11497879612181527
2011-07-08,0.22744958632941661,0.11733032307067473,0.09006082508249387,0.22860918004002068,0.12213901777476678,0.09943227158081218,0.11497879612181527
2011-07-15,0.22744958632941661,0.11733032307067473,0.09006082508249387,0.22860918004002068,0.12213901777476678,0.09943227158081218,0.11497879612181527
2011-07-22,0.22744958632941661,0.11733032307067473,0.09006082508249387,0.22860918004002068,0.12213901777476678,0.09943227158081218,0.11497879612181527
2011-07-29,0.25034470902985245,0.12503592130864435,0.09067277348899241,0.15272552767206163,0.09107451765423345,0.1321050243264854,0.15804152651973036
2011-08-05,0.25034470902985245,0.12503592130864435,0.09067277348899241,0.15272552767206163,0.09107451765423345,0.1321050243264854,0.15804152651973036
2011-08-12,0.25034470902985245,0.12503592130864435,0.09067277348899241,0.15272552767206163,0.09107451765423345,0.1321050243264854,0.15804152651973036
2011-08-19,0.25034470902985245,0.12503592130864435,0.09067277348899241,0.15272552767206163,0.09107451765423345,0.1321050243264854,0.15804152651973036
2011-08-26,0.11075011805036519,0.058152508242818236,0.04472760102230285,0.07942282260994465,0.0443287682202865,0.06261818185428263,0.5999999999999999
2011-09-02,0.11075011805036519,0.058152508242818236,0.04472760102230285,0.07942282260994465,0.0443287682202865,0.06261818185428263,0.5999999999999999
2011-09-09,0.11075011805036519,0.058152508242818236,0.04472760102230285,0.07942282260994465,0.0443287682202865,0.06261818185428263,0.5999999999999999
2011-09-16,0.11075011805036519,0.058152508242818236,0.04472760102230285,0.07942282260994465,0.0443287682202865,0.06261818185428263,0.5999999999999999
2011-09-23,0.11075011805036519,0.058152508242818236,0.04472760102230285,0.07942282260994465,0.0443287682202865,0.06261818185428263,0.5999999999999999
2011-09-30,0.08703540468415713,0.07281793001161416,0.04137550671161843,0.10476151737510973,0.045801740415822606,0.04820790080167802,0.5999999999999999
2011-10-07,0.08703540468415713,0.07281793001161416,0.04137550671161843,0.10476151737510973,0.045801740415822606,0.04820790080167802,0.5999999999999999
2011-10-14,0.08703540468415713,0.07281793001161416,0.04137550671161843,0.10476151737510973,0.045801740415822606,0.04820790080167802,0.5999999999999999
2011-10-21,0.08703540468415713,0.07281793001161416,0.04137550671161843,0.10476151737510973,0.045801740415822606,0.04820790080167802,0.5999999999999999
2011-10-28,0.07164373959302965,0.08151169698844309,0.038882664659011246,0.11907159278885336,0.048855243328679784,0.0400350626419829,0.5999999999999999
2011-11-04,0.07164373959302965,0.08151169698844309,0.038882664659011246,0.11907159278885336,0.048855243328679784,0.0400350626419829,0.5999999999999999
2011-11-11,0.07164373959302965,0.08151169698844309,0.038882664659011246,0.11907159278885336,0.048855243328679784,0.0400350626419829,0.5999999999999999
2011-11-18,0.07164373959302965,0.08151169698844309,0.038882664659011246,0.11907159278885336,0.048855243328679784,0.0400350626419829,0.5999999999999999
2011-11-25,0.12292436659909955,0.14059135004751952,0.07611940731523548,0.24769656397304282,0.1379500134518692,0.0747182986132335,0.19999999999999984
2011-12-02,0.12292436659909955,0.14059135004751952,0.07611940731523548,0.24769656397304282,0.1379500134518692,0.0747182986132335,0.19999999999999984
2011-12-09,0.12292436659909955,0.14059135004751952,0.07611940731523548,0.24769656397304282,0.1379500134518692,0.0747182986132335,0.19999999999999984
2011-12-16,0.12292436659909955,0.14059135004751952,0.07611940731523548,0.24769656397304282,0.1379500134518692,0.0747182986132335,0.19999999999999984
2011-12-23,0.12292436659909955,0.14059135004751952,0.07611940731523548,0.24769656397304282,0.1379500134518692,0.0747182986132335,0.19999999999999984
2011-12-30,0.11812908299273096,0.13930071529196064,0.080254217313588,0.2565920991137959,0.17461936970730002,0.0761045155806246,0.15500000000000003
2012-01-06,0.11812908299273096,0.13930071529196064,0.080254217313588,0.2565920991137959,0.17461936970730002,0.0761045155806246,0.15500000000000003
2012-01-13,0.11812908299273096,0.13930071529196064,0.080254217313588,0.2565920991137959,0.17461936970730002,0.0761045155806246,0.15500000000000003
2012-01-20,0.11812908299273096,0.13930071529196064,0.080254217313588,0.2565920991137959,0.17461936970730002,0.0761045155806246,0.15500000000000003
2012-01-27,0.1200035208951546,0.15320164813358814,0.08655175622446568,0.2898210046633474,0.20994168029937263,0.07646650368650018,0.0640138860975713
2012-02-03,0.1200035208951546,0.15320164813358814,0.08655175622446568,0.2898210046633474,0.20994168029937263,0.07646650368650018,0.0640138860975713
2012-02-10,0.1200035208951546,0.15320164813358814,0.08655175622446568,0.2898210046633474,0.20994168029937263,0.07646650368650018,0.0640138860975713
2012-02-17,0.1200035208951546,0.15320164813358814,0.08655175622446568,0.2898210046633474,0.20994168029937263,0.07646650368650018,0.0640138860975713
2012-02-24,0.10698896472355143,0.1449085093367029,0.08583834253590142,0.30566425187485147,0.23083272040731667,0.07323406962679524,0.052533141494880864
2012-03-02,0.10698896472355143,0.1449085093367029,0.08583834253590142,0.30566425187485147,0.23083272040731667,0.07323406962679524,0.052533141494880864
2012-03-09,0.10698896472355143,0.1449085093367029,0.08583834253590142,0.30566425187485147,0.23083272040731667,0.07323406962679524,0.052533141494880864
2012-03-16,0.10698896472355143,0.1449085093367029,0.08583834253590142,0.30566425187485147,0.23083272040731667,0.07323406962679524,0.052533141494880864
2012-03-23,0.10698896472355143,0.1449085093367029,0.08583834253590142,0.30566425187485147,0.23083272040731667,0.07323406962679524,0.052533141494880864
2012-03-30,0.1099855906112537,0.14976052277308496,0.08704081484533563,0.28663806789318,0.23581809321391117,0.07750089000784204,0.05325602065539248
2012-04-06,0.1099855906112537,0.14976052277308496,0.08704081484533563,0.28663806789318,0.23581809321391117,0.07750089000784204,0.05325602065539248
2012-04-13,0.1099855906112537,0.14976052277308496,0.08704081484533563,0.28663806789318,0.23581809321391117,0.07750089000784204,0.05325602065539248
2012-04-20,0.1099855906112537,0.14976052277308496,0.08704081484533563,0.28663806789318,0.23581809321391117,0.07750089000784204,0.05325602065539248
2012-04-27,0.10680510835521242,0.14770892063917326,0.08844285242549275,0.29284346042320697,0.23659219532795894,0.07541585095333955,0.05219161187561605
2012-05-04,0.10680510835521242,0.14770892063917326,0.08844285242549275,0.29284346042320697,0.23659219532795894,0.07541585095333955,0.05219161187561605
2012-05-11,0.10680510835521242,0.14770892063917326,0.08844285242549275,0.29284346042320697,0.23659219532795894,0.07541585095333955,0.05219161187561605
2012-05-18,0.10680510835521242,0.14770892063917326,0.08844285242549275,0.29284346042320697,0.23659219532795894,0.07541585095333955,0.05219161187561605
2012-05-25,0.09231183042016797,0.12220710600843959,0.07649258696716474,0.24405025728023197,0.21314998066172716,0.06493052273997003,0.1868577159222985
2012-06-01,0.09231183042016797,0.12220710600843959,0.07649258696716474,0.24405025728023197,0.21314998066172716,0.06493052273997003,0.1868577159222985
2012-06-08,0.09231183042016797,0.12220710600843959,0.07649258696716474,0.24405025728023197,0.21314998066172716,0.06493052273997003,0.1868577159222985
2012-06-15,0.09231183042016797,0.12220710600843959,0.07649258696716474,0.24405025728023197,0.21314998066172716,0.06493052273997003,0.1868577159222985
2012-06-22,0.09231183042016797,0.12220710600843959,0.07649258696716474,0.24405025728023197,0.21314998066172716,0.06493052273997003,0.1868577159222985
2012-06-29,0.10779511287803147,0.13386622528407566,0.09308187235083765,0.28485604739485443,0.2525198721270909,0.07143905498954722,0.056441814975562776
2012-07-06,0.10779511287803147,0.13386622528407566,0.09308187235083765,0.28485604739485443,0.2525198721270909,0.07143905498954722,0.056441814975562776
2012-07-13,0.10779511287803147,0.13386622528407566,0.09308187235083765,0.28485604739485443,0.2525198721270909,0.07143905498954722,0.056441814975562776
2012-07-20,0.10779511287803147,0.13386622528407566,0.09308187235083765,0.28485604739485443,0.2525198721270909,0.07143905498954722,0.056441814975562776
2012-07-27,0.19347580701661896,0.1245023382831503,0.11349722313724823,0.16916243591983127,0.1493322739047147,0.15243786444494198,0.09759205729349452
2012-08-03,0.19347580701661896,0.1245023382831503,0.11349722313724823,0.16916243591983127,0.1493322739047147,0.15243786444494198,0.09759205729349452
2012-08-10,0.19347580701661896,0.1245023382831503,0.11349722313724823,0.16916243591983127,0.1493322739047147,0.15243786444494198,0.09759205729349452
2012-08-17,0.19347580701661896,0.1245023382831503,0.11349722313724823,0.16916243591983127,0.1493322739047147,0.15243786444494198,0.09759205729349452
2012-08-24,0.19347580701661896,0.1245023382831503,0.11349722313724823,0.16916243591983127,0.1493322739047147,0.15243786444494198,0.09759205729349452
2012-08-31,0.08938440185554336,0.12078705083202061,0.10301225979239576,0.29692239259740305,0.1641666211534124,0.1565130361524727,0.06921423761675205
2012-09-07,0.08938440185554336,0.12078705083202061,0.10301225979239576,0.29692239259740305,0.1641666211534124,0.1565130361524727,0.06921423761675205
2012-09-14,0.08938440185554336,0.12078705083202061,0.10301225979239576,0.29692239259740305,0.1641666211534124,0.1565130361524727,0.06921423761675205
2012-09-21,0.08938440185554336,0.12078705083202061,0.10301225979239576,0.29692239259740305,0.1641666211534124,0.1565130361524727,0.06921423761675205
2012-09-28,0.08660899125950779,0.12079612154667868,0.09678647437969257,0.3087370606799754,0.17408684528108526,0.1586269332183807,0.054357573634679524
2012-10-05,0.08660899125950779,0.12079612154667868,0.09678647437969257,0.3087370606799754,0.17408684528108526,0.1586269332183807,0.054357573634679524
2012-10-12,0.08660899125950779,0.12079612154667868,0.09678647437969257,0.3087370606799754,0.17408684528108526,0.1586269332183807,0.054357573634679524
2012-10-19,0.08660899125950779,0.12079612154667868,0.09678647437969257,0.3087370606799754,0.17408684528108526,0.1586269332183807,0.054357573634679524
2012-10-26,0.08870198359798409,0.11963719459530522,0.09112286511832178,0.3076178240688036,0.18116428785730265,0.17279450606796554,0.03896133869431706
2012-11-02,0.08870198359798409,0.11963719459530522,0.09112286511832178,0.3076178240688036,0.18116428785730265,0.17279450606796554,0.03896133869431706
2012-11-09,0.08870198359798409,0.11963719459530522,0.09112286511832178,0.3076178240688036,0.18116428785730265,0.17279450606796554,0.03896133869431706
2012-11-16,0.08870198359798409,0.11963719459530522,0.09112286511832178,0.3076178240688036,0.18116428785730265,0.17279450606796554,0.03896133869431706
2012-11-23,0.08870198359798409,0.11963719459530522,0.09112286511832178,0.3076178240688036,0.18116428785730265,0.17279450606796554,0.03896133869431706
2012-11-30,0.08562968433489838,0.1223010672194382,0.08009697805565527,0.2939630009763932,0.21202047511010955,0.17880336971867325,0.027185424584831974
2012-12-07,0.08562968433489838,0.1223010672194382,0.08009697805565527,0.2939630009763932,0.21202047511010955,0.17880336971867325,0.027185424584831974
2012-12-14,0.08562968433489838,0.1223010672194382,0.08009697805565527,0.2939630009763932,0.21202047511010955,0.17880336971867325,0.027185424584831974
2012-12-21,0.08562968433489838,0.1223010672194382,0.08009697805565527,0.2939630009763932,0.21202047511010955,0.17880336971867325,0.027185424584831974
2012-12-28,0.08540365020552876,0.12599841052284189,0.08033253314878673,0.29895456067385284,0.21623087910382105,0.1785684944833453,0.014511471861823444
2013-01-04,0.08540365020552876,0.12599841052284189,0.08033253314878673,0.29895456067385284,0.21623087910382105,0.1785684944833453,0.014511471861823444
2013-01-11,0.08540365020552876,0.12599841052284189,0.08033253314878673,0.29895456067385284,0.21623087910382105,0.1785684944833453,0.014511471861823444
2013-01-18,0.08540365020552876,0.12599841052284189,0.08033253314878673,0.29895456067385284,0.21623087910382105,0.1785684944833453,0.014511471861823444
2013-01-25,0.08928493978151793,0.13041289597436745,0.08119577077414139,0.2914772146453685,0.22612118523601188,0.18150799358859293,0.0
2013-02-01,0.08928493978151793,0.13041289597436745,0.08119577077414139,0.2914772146453685,0.22612118523601188,0.18150799358859293,0.0
2013-02-08,0.08928493978151793,0.13041289597436745,0.08119577077414139,0.2914772146453685,0.22612118523601188,0.18150799358859293,0.0
2013-02-15,0.08928493978151793,0.13041289597436745,0.08119577077414139,0.2914772146453685,0.22612118523601188,0.18150799358859293,0.0
2013-02-22,0.09260602592736054,0.13269052805786383,0.08048860310272789,0.29508764313061614,0.21846442940433214,0.1806627703770996,0.0
2013-03-01,0.09260602592736054,0.13269052805786383,0.08048860310272789,0.29508764313061614,0.21846442940433214,0.1806627703770996,0.0
2013-03-08,0.09260602592736054,0.13269052805786383,0.08048860310272789,0.29508764313061614,0.21846442940433214,0.1806627703770996,0.0
2013-03-15,0.09260602592736054,0.13269052805786383,0.08048860310272789,0.29508764313061614,0.21846442940433214,0.1806627703770996,0.0
2013-03-22,0.09260602592736054,0.13269052805786383,0.08048860310272789,0.29508764313061614,0.21846442940433214,0.1806627703770996,0.0
2013-03-29,0.0933495936173098,0.13342839640632045,0.08091178728367168,0.2831236089544271,0.21912333265864847,0.19006328107962248,0.0
2013-04-05,0.0933495936173098,0.13342839640632045,0.08091178728367168,0.2831236089544271,0.21912333265864847,0.19006328107962248,0.0
2013-04-12,0.0933495936173098,0.13342839640632045,0.08091178728367168,0.2831236089544271,0.21912333265864847,0.19006328107962248,0.0
2013-04-19,0.0933495936173098,0.13342839640632045,0.08091178728367168,0.2831236089544271,0.21912333265864847,0.19006328107962248,0.0
2013-04-26,0.09037318381773583,0.13812955532847918,0.07569484205915619,0.2681324167904509,0.2111824096337963,0.17335692968080255,0.0431306626895791
2013-05-03,0.09037318381773583,0.13812955532847918,0.07569484205915619,0.2681324167904509,0.2111824096337963,0.17335692968080255,0.0431306626895791
2013-05-10,0.09037318381773583,0.13812955532847918,0.07569484205915619,0.2681324167904509,0.2111824096337963,0.17335692968080255,0.0431306626895791
2013-05-17,0.09037318381773583,0.13812955532847918,0.07569484205915619,0.2681324167904509,0.2111824096337963,0.17335692968080255,0.0431306626895791
2013-05-24,0.09037318381773583,0.13812955532847918,0.07569484205915619,0.2681324167904509,0.2111824096337963,0.17335692968080255,0.0431306626895791
2013-05-31,0.09368727524022338,0.14515341813822324,0.08604680680013457,0.292376770987782,0.2025995239768397,0.18013620485679718,0.0
2013-06-07,0.09368727524022338,0.14515341813822324,0.08604680680013457,0.292376770987782,0.2025995239768397,0.18013620485679718,0.0
2013-06-14,0.09368727524022338,0.14515341813822324,0.08604680680013457,0.292376770987782,0.2025995239768397,0.18013620485679718,0.0
2013-06-21,0.09368727524022338,0.14515341813822324,0.08604680680013457,0.292376770987782,0.2025995239768397,0.18013620485679718,0.0
2013-06-28,0.0728832088678635,0.11938711493087466,0.07333597392451215,0.25974614488898073,0.16120087038432016,0.15096079789304676,0.16248588911040207
2013-07-05,0.0728832088678635,0.11938711493087466,0.07333597392451215,0.25974614488898073,0.16120087038432016,0.15096079789304676,0.16248588911040207
