,dual_momentum_topn,cta_trend_long_only,composite_trend_quality_module,composite_regime_conditioned,taa_10m_sma,composite_confirmation_aware_momentum,cash::BIL
2013-07-12,0.0728832088678635,0.11938711493087466,0.07333597392451215,0.25974614488898073,0.16120087038432016,0.15096079789304676,0.16248588911040207
2013-07-19,0.0728832088678635,0.11938711493087466,0.07333597392451215,0.25974614488898073,0.16120087038432016,0.15096079789304676,0.16248588911040207
2013-07-26,0.08431644853658418,0.138128745173869,0.09125560529148247,0.3102066595496999,0.17416954863305995,0.17534025075737072,0.026582742057933872
2013-08-02,0.08431644853658418,0.138128745173869,0.09125560529148247,0.3102066595496999,0.17416954863305995,0.17534025075737072,0.026582742057933872
2013-08-09,0.08431644853658418,0.138128745173869,0.09125560529148247,0.3102066595496999,0.17416954863305995,0.17534025075737072,0.026582742057933872
2013-08-16,0.08431644853658418,0.138128745173869,0.09125560529148247,0.3102066595496999,0.17416954863305995,0.17534025075737072,0.026582742057933872
2013-08-23,0.08431644853658418,0.138128745173869,0.09125560529148247,0.3102066595496999,0.17416954863305995,0.17534025075737072,0.026582742057933872
2013-08-30,0.10225571544702781,0.14844382009220125,0.08148991630055864,0.24038395259041204,0.14795841017529185,0.11879804036962249,0.16067014502488586
2013-09-06,0.10225571544702781,0.14844382009220125,0.08148991630055864,0.24038395259041204,0.14795841017529185,0.11879804036962249,0.16067014502488586
2013-09-13,0.10225571544702781,0.14844382009220125,0.08148991630055864,0.24038395259041204,0.14795841017529185,0.11879804036962249,0.16067014502488586
2013-09-20,0.10225571544702781,0.14844382009220125,0.08148991630055864,0.24038395259041204,0.14795841017529185,0.11879804036962249,0.16067014502488586
2013-09-27,0.08818072856140714,0.13178102022023414,0.07904014521617221,0.2618382377018798,0.14641497208772852,0.13137523999144116,0.16136965622113708
2013-10-04,0.08818072856140714,0.13178102022023414,0.07904014521617221,0.2618382377018798,0.14641497208772852,0.13137523999144116,0.16136965622113708
2013-10-11,0.08818072856140714,0.13178102022023414,0.07904014521617221,0.2618382377018798,0.14641497208772852,0.13137523999144116,0.16136965622113708
2013-10-18,0.08818072856140714,0.13178102022023414,0.07904014521617221,0.2618382377018798,0.14641497208772852,0.13137523999144116,0.16136965622113708
2013-10-25,0.12530292608904064,0.17883136423214102,0.0991021721571829,0.2793615935238476,0.1630075292259355,0.12428129884310715,0.030113115928745215
2013-11-01,0.12530292608904064,0.17883136423214102,0.0991021721571829,0.2793615935238476,0.1630075292259355,0.12428129884310715,0.030113115928745215
2013-11-08,0.12530292608904064,0.17883136423214102,0.0991021721571829,0.2793615935238476,0.1630075292259355,0.12428129884310715,0.030113115928745215
2013-11-15,0.12530292608904064,0.17883136423214102,0.0991021721571829,0.2793615935238476,0.1630075292259355,0.12428129884310715,0.030113115928745215
2013-11-22,0.12530292608904064,0.17883136423214102,0.0991021721571829,0.2793615935238476,0.1630075292259355,0.12428129884310715,0.030113115928745215
2013-11-29,0.1035623790770771,0.15953709465919233,0.09345471479698395,0.31979280259629095,0.15683897745563607,0.13928383970940042,0.02753019170541926
2013-12-06,0.1035623790770771,0.15953709465919233,0.09345471479698395,0.31979280259629095,0.15683897745563607,0.13928383970940042,0.02753019170541926
2013-12-13,0.1035623790770771,0.15953709465919233,0.09345471479698395,0.31979280259629095,0.15683897745563607,0.13928383970940042,0.02753019170541926
2013-12-20,0.1035623790770771,0.15953709465919233,0.09345471479698395,0.31979280259629095,0.15683897745563607,0.13928383970940042,0.02753019170541926
2013-12-27,0.08993336168962959,0.146333689682654,0.08885738629116943,0.3440103518663377,0.15216877516014735,0.14661940488349487,0.032077030426566955
2014-01-03,0.08993336168962959,0.146333689682654,0.08885738629116943,0.3440103518663377,0.15216877516014735,0.14661940488349487,0.032077030426566955
2014-01-10,0.08993336168962959,0.146333689682654,0.08885738629116943,0.3440103518663377,0.15216877516014735,0.14661940488349487,0.032077030426566955
2014-01-17,0.08993336168962959,0.146333689682654,0.08885738629116943,0.3440103518663377,0.15216877516014735,0.14661940488349487,0.032077030426566955
2014-01-24,0.08993336168962959,0.146333689682654,0.08885738629116943,0.3440103518663377,0.15216877516014735,0.14661940488349487,0.032077030426566955
2014-01-31,0.08108232716591608,0.1387022571973191,0.08412542760083218,0.3576425871746325,0.1488927004792865,0.15400177028604017,0.03555293009597338
2014-02-07,0.08108232716591608,0.1387022571973191,0.08412542760083218,0.3576425871746325,0.1488927004792865,0.15400177028604017,0.03555293009597338
2014-02-14,0.08108232716591608,0.1387022571973191,0.08412542760083218,0.3576425871746325,0.1488927004792865,0.15400177028604017,0.03555293009597338
2014-02-21,0.08108232716591608,0.1387022571973191,0.08412542760083218,0.3576425871746325,0.1488927004792865,0.15400177028604017,0.03555293009597338
2014-02-28,0.07511990845097564,0.13624889930164683,0.08047262342556172,0.35974879507811625,0.14623949318742743,0.15751936974301559,0.04465091081325645
2014-03-07,0.07511990845097564,0.13624889930164683,0.08047262342556172,0.35974879507811625,0.14623949318742743,0.15751936974301559,0.04465091081325645
2014-03-14,0.07511990845097564,0.13624889930164683,0.08047262342556172,0.35974879507811625,0.14623949318742743,0.15751936974301559,0.04465091081325645
2014-03-21,0.07511990845097564,0.13624889930164683,0.08047262342556172,0.35974879507811625,0.14623949318742743,0.15751936974301559,0.04465091081325645
2014-03-28,0.10586187420932437,0.13144078806277068,0.08467177191211281,0.31966314976668053,0.19255627052912896,0.12627846305372223,0.03952768246626037
2014-04-04,0.10586187420932437,0.13144078806277068,0.08467177191211281,0.31966314976668053,0.19255627052912896,0.12627846305372223,0.03952768246626037
2014-04-11,0.10586187420932437,0.13144078806277068,0.08467177191211281,0.31966314976668053,0.19255627052912896,0.12627846305372223,0.03952768246626037
2014-04-18,0.10586187420932437,0.13144078806277068,0.08467177191211281,0.31966314976668053,0.19255627052912896,0.12627846305372223,0.03952768246626037
2014-04-25,0.1355403853085097,0.12841263060580915,0.08404040536326617,0.27446326840588053,0.2625807709975805,0.08920268804028805,0.02575985127866587
2014-05-02,0.1355403853085097,0.12841263060580915,0.08404040536326617,0.27446326840588053,0.2625807709975805,0.08920268804028805,0.02575985127866587
2014-05-09,0.1355403853085097,0.12841263060580915,0.08404040536326617,0.27446326840588053,0.2625807709975805,0.08920268804028805,0.02575985127866587
2014-05-16,0.1355403853085097,0.12841263060580915,0.08404040536326617,0.27446326840588053,0.2625807709975805,0.08920268804028805,0.02575985127866587
2014-05-23,0.1355403853085097,0.12841263060580915,0.08404040536326617,0.27446326840588053,0.2625807709975805,0.08920268804028805,0.02575985127866587
2014-05-30,0.1650385059941152,0.09523441574205413,0.08066896984728163,0.22661542263808865,0.3128970074446868,0.06343797986020586,0.05610769847356778
2014-06-06,0.1650385059941152,0.09523441574205413,0.08066896984728163,0.22661542263808865,0.3128970074446868,0.06343797986020586,0.05610769847356778
2014-06-13,0.1650385059941152,0.09523441574205413,0.08066896984728163,0.22661542263808865,0.3128970074446868,0.06343797986020586,0.05610769847356778
2014-06-20,0.1650385059941152,0.09523441574205413,0.08066896984728163,0.22661542263808865,0.3128970074446868,0.06343797986020586,0.05610769847356778
2014-06-27,0.17831021054142435,0.10998093836027245,0.09238091522415376,0.21768874596149435,0.32761698449457455,0.07402220541808062,0.0
2014-07-04,0.17831021054142435,0.10998093836027245,0.09238091522415376,0.21768874596149435,0.32761698449457455,0.07402220541808062,0.0
2014-07-11,0.17831021054142435,0.10998093836027245,0.09238091522415376,0.21768874596149435,0.32761698449457455,0.07402220541808062,0.0
2014-07-18,0.17831021054142435,0.10998093836027245,0.09238091522415376,0.21768874596149435,0.32761698449457455,0.07402220541808062,0.0
2014-07-25,0.17356787752628616,0.10376175121249658,0.08665288423683234,0.2567277486602121,0.3168008676762889,0.062488870687883995,0.0
2014-08-01,0.17356787752628616,0.10376175121249658,0.08665288423683234,0.2567277486602121,0.3168008676762889,0.062488870687883995,0.0
2014-08-08,0.17356787752628616,0.10376175121249658,0.08665288423683234,0.2567277486602121,0.3168008676762889,0.062488870687883995,0.0
2014-08-15,0.17356787752628616,0.10376175121249658,0.08665288423683234,0.2567277486602121,0.3168008676762889,0.062488870687883995,0.0
2014-08-22,0.17356787752628616,0.10376175121249658,0.08665288423683234,0.2567277486602121,0.3168008676762889,0.062488870687883995,0.0
2014-08-29,0.1749429160582636,0.09190346803009868,0.08688294672094934,0.42791825139158646,0.1558784588953883,0.0624739589037137,0.0
2014-09-05,0.1749429160582636,0.09190346803009868,0.08688294672094934,0.42791825139158646,0.1558784588953883,0.0624739589037137,0.0
2014-09-12,0.1749429160582636,0.09190346803009868,0.08688294672094934,0.42791825139158646,0.1558784588953883,0.0624739589037137,0.0
2014-09-19,0.1749429160582636,0.09190346803009868,0.08688294672094934,0.42791825139158646,0.1558784588953883,0.0624739589037137,0.0
2014-09-26,0.14882243459050684,0.09235545292793715,0.12851202224029226,0.3547845350833421,0.20619162216953704,0.06933393298838461,0.0
2014-10-03,0.14882243459050684,0.09235545292793715,0.12851202224029226,0.3547845350833421,0.20619162216953704,0.06933393298838461,0.0
2014-10-10,0.14882243459050684,0.09235545292793715,0.12851202224029226,0.3547845350833421,0.20619162216953704,0.06933393298838461,0.0
2014-10-17,0.14882243459050684,0.09235545292793715,0.12851202224029226,0.3547845350833421,0.20619162216953704,0.06933393298838461,0.0
2014-10-24,0.14882243459050684,0.09235545292793715,0.12851202224029226,0.3547845350833421,0.20619162216953704,0.06933393298838461,0.0
2014-10-31,0.13142795666864446,0.09468331189099768,0.19351467561494384,0.3489523440671973,0.1522233142154418,0.07636505993831974,0.002833337604455144
2014-11-07,0.13142795666864446,0.09468331189099768,0.19351467561494384,0.3489523440671973,0.1522233142154418,0.07636505993831974,0.002833337604455144
2014-11-14,0.13142795666864446,0.09468331189099768,0.19351467561494384,0.3489523440671973,0.1522233142154418,0.07636505993831974,0.002833337604455144
2014-11-21,0.13142795666864446,0.09468331189099768,0.19351467561494384,0.3489523440671973,0.1522233142154418,0.07636505993831974,0.002833337604455144
2014-11-28,0.12208038638468545,0.09477656448028814,0.19627574071688328,0.34586692781736317,0.14320730005081322,0.07573651052725862,0.02205657002270811
2014-12-05,0.12208038638468545,0.09477656448028814,0.19627574071688328,0.34586692781736317,0.14320730005081322,0.07573651052725862,0.02205657002270811
2014-12-12,0.12208038638468545,0.09477656448028814,0.19627574071688328,0.34586692781736317,0.14320730005081322,0.07573651052725862,0.02205657002270811
2014-12-19,0.12208038638468545,0.09477656448028814,0.19627574071688328,0.34586692781736317,0.14320730005081322,0.07573651052725862,0.02205657002270811
2014-12-26,0.09875777637933157,0.07709748419305631,0.16500944349540683,0.31118184588306336,0.12057964699111579,0.06523364670038058,0.16214015635764556
2015-01-02,0.09875777637933157,0.07709748419305631,0.16500944349540683,0.31118184588306336,0.12057964699111579,0.06523364670038058,0.16214015635764556
2015-01-09,0.09875777637933157,0.07709748419305631,0.16500944349540683,0.31118184588306336,0.12057964699111579,0.06523364670038058,0.16214015635764556
2015-01-16,0.09875777637933157,0.07709748419305631,0.16500944349540683,0.31118184588306336,0.12057964699111579,0.06523364670038058,0.16214015635764556
2015-01-23,0.09875777637933157,0.07709748419305631,0.16500944349540683,0.31118184588306336,0.12057964699111579,0.06523364670038058,0.16214015635764556
2015-01-30,0.12569581567060037,0.08967956288092285,0.20786997100468174,0.36958249657180275,0.1255148986208128,0.08165725525117953,0.0
2015-02-06,0.12569581567060037,0.08967956288092285,0.20786997100468174,0.36958249657180275,0.1255148986208128,0.08165725525117953,0.0
2015-02-13,0.12569581567060037,0.08967956288092285,0.20786997100468174,0.36958249657180275,0.1255148986208128,0.08165725525117953,0.0
2015-02-20,0.12569581567060037,0.08967956288092285,0.20786997100468174,0.36958249657180275,0.1255148986208128,0.08165725525117953,0.0
2015-02-27,0.10075412403906009,0.08907853030368117,0.20978816097963926,0.360123440372251,0.11498221654344479,0.07905996364122796,0.04621356412069577
2015-03-06,0.10075412403906009,0.08907853030368117,0.20978816097963926,0.360123440372251,0.11498221654344479,0.07905996364122796,0.04621356412069577
2015-03-13,0.10075412403906009,0.08907853030368117,0.20978816097963926,0.360123440372251,0.11498221654344479,0.07905996364122796,0.04621356412069577
2015-03-20,0.10075412403906009,0.08907853030368117,0.20978816097963926,0.360123440372251,0.11498221654344479,0.07905996364122796,0.04621356412069577
2015-03-27,0.10416638304665686,0.08400984381179552,0.20220833265695198,0.39234017719211983,0.11382910965281329,0.07749197808552978,0.025954175554132708
2015-04-03,0.10416638304665686,0.08400984381179552,0.20220833265695198,0.39234017719211983,0.11382910965281329,0.07749197808552978,0.025954175554132708
2015-04-10,0.10416638304665686,0.08400984381179552,0.20220833265695198,0.39234017719211983,0.11382910965281329,0.07749197808552978,0.025954175554132708
2015-04-17,0.10416638304665686,0.08400984381179552,0.20220833265695198,0.39234017719211983,0.11382910965281329,0.07749197808552978,0.025954175554132708
2015-04-24,0.10564935619971956,0.08364781843165052,0.20641836801385235,0.4004778062709238,0.10930508838920978,0.07494289433398976,0.01955866836065412
2015-05-01,0.10564935619971956,0.08364781843165052,0.20641836801385235,0.4004778062709238,0.10930508838920978,0.07494289433398976,0.01955866836065412
2015-05-08,0.10564935619971956,0.08364781843165052,0.20641836801385235,0.4004778062709238,0.10930508838920978,0.07494289433398976,0.01955866836065412
2015-05-15,0.10564935619971956,0.08364781843165052,0.20641836801385235,0.4004778062709238,0.10930508838920978,0.07494289433398976,0.01955866836065412
2015-05-22,0.10564935619971956,0.08364781843165052,0.20641836801385235,0.4004778062709238,0.10930508838920978,0.07494289433398976,0.01955866836065412
2015-05-29,0.09684488997573104,0.12508961806178961,0.15890969300942395,0.40707388469157785,0.10973974691174064,0.0802679764765771,0.02207419087315987
2015-06-05,0.09684488997573104,0.12508961806178961,0.15890969300942395,0.40707388469157785,0.10973974691174064,0.0802679764765771,0.02207419087315987
2015-06-12,0.09684488997573104,0.12508961806178961,0.15890969300942395,0.40707388469157785,0.10973974691174064,0.0802679764765771,0.02207419087315987
2015-06-19,0.09684488997573104,0.12508961806178961,0.15890969300942395,0.40707388469157785,0.10973974691174064,0.0802679764765771,0.02207419087315987
2015-06-26,0.08151690606699737,0.12581422638004422,0.11396171701447311,0.3409797989473954,0.1013918962887324,0.07224319845790896,0.16409225684444861
2015-07-03,0.08151690606699737,0.12581422638004422,0.11396171701447311,0.3409797989473954,0.1013918962887324,0.07224319845790896,0.16409225684444861
2015-07-10,0.08151690606699737,0.12581422638004422,0.11396171701447311,0.3409797989473954,0.1013918962887324,0.07224319845790896,0.16409225684444861
2015-07-17,0.08151690606699737,0.12581422638004422,0.11396171701447311,0.3409797989473954,0.1013918962887324,0.07224319845790896,0.16409225684444861
2015-07-24,0.08151690606699737,0.12581422638004422,0.11396171701447311,0.3409797989473954,0.1013918962887324,0.07224319845790896,0.16409225684444861
2015-07-31,0.08164113155734722,0.13529006934217105,0.09976492765146303,0.3319211740521921,0.10612379257862642,0.07310408875753437,0.17215481606066574
2015-08-07,0.08164113155734722,0.13529006934217105,0.09976492765146303,0.3319211740521921,0.10612379257862642,0.07310408875753437,0.17215481606066574
2015-08-14,0.08164113155734722,0.13529006934217105,0.09976492765146303,0.3319211740521921,0.10612379257862642,0.07310408875753437,0.17215481606066574
2015-08-21,0.08164113155734722,0.13529006934217105,0.09976492765146303,0.3319211740521921,0.10612379257862642,0.07310408875753437,0.17215481606066574
2015-08-28,0.04173134758493703,0.06449722614411182,0.043083540024204475,0.1380071378717137,0.07799269428184466,0.034688054093188384,0.5999999999999999
2015-09-04,0.04173134758493703,0.06449722614411182,0.043083540024204475,0.1380071378717137,0.07799269428184466,0.034688054093188384,0.5999999999999999
2015-09-11,0.04173134758493703,0.06449722614411182,0.043083540024204475,0.1380071378717137,0.07799269428184466,0.034688054093188384,0.5999999999999999
2015-09-18,0.04173134758493703,0.06449722614411182,0.043083540024204475,0.1380071378717137,0.07799269428184466,0.034688054093188384,0.5999999999999999
2015-09-25,0.04297668963682072,0.06392476850858175,0.03969578693694148,0.12479367506430068,0.09459969152034504,0.03400938833301035,0.6
2015-10-02,0.04297668963682072,0.06392476850858175,0.03969578693694148,0.12479367506430068,0.09459969152034504,0.03400938833301035,0.6
2015-10-09,0.04297668963682072,0.06392476850858175,0.03969578693694148,0.12479367506430068,0.09459969152034504,0.03400938833301035,0.6
2015-10-16,0.04297668963682072,0.06392476850858175,0.03969578693694148,0.12479367506430068,0.09459969152034504,0.03400938833301035,0.6
2015-10-23,0.04297668963682072,0.06392476850858175,0.03969578693694148,0.12479367506430068,0.09459969152034504,0.03400938833301035,0.6
2015-10-30,0.1326149175244401,0.13623114604492417,0.07811369269449292,0.23934319801939505,0.1694751355693399,0.0692632984139707,0.17495861173343719
2015-11-06,0.1326149175244401,0.13623114604492417,0.07811369269449292,0.23934319801939505,0.1694751355693399,0.0692632984139707,0.17495861173343719
2015-11-13,0.1326149175244401,0.13623114604492417,0.07811369269449292,0.23934319801939505,0.1694751355693399,0.0692632984139707,0.17495861173343719
2015-11-20,0.1326149175244401,0.13623114604492417,0.07811369269449292,0.23934319801939505,0.1694751355693399,0.0692632984139707,0.17495861173343719
2015-11-27,0.12231054798171616,0.1407573309631203,0.07736773115459701,0.23012462514796955,0.19346177571855713,0.07028863214231458,0.16568935689172515
2015-12-04,0.12231054798171616,0.1407573309631203,0.07736773115459701,0.23012462514796955,0.19346177571855713,0.07028863214231458,0.16568935689172515
2015-12-11,0.12231054798171616,0.1407573309631203,0.07736773115459701,0.23012462514796955,0.19346177571855713,0.07028863214231458,0.16568935689172515
2015-12-18,0.12231054798171616,0.1407573309631203,0.07736773115459701,0.23012462514796955,0.19346177571855713,0.07028863214231458,0.16568935689172515
2015-12-25,0.05444169593163686,0.06513162166016588,0.03661997326268782,0.11050970049165383,0.09933091818879321,0.03396609046506245,0.6
2016-01-01,0.05444169593163686,0.06513162166016588,0.03661997326268782,0.11050970049165383,0.09933091818879321,0.03396609046506245,0.6
2016-01-08,0.05444169593163686,0.06513162166016588,0.03661997326268782,0.11050970049165383,0.09933091818879321,0.03396609046506245,0.6
2016-01-15,0.05444169593163686,0.06513162166016588,0.03661997326268782,0.11050970049165383,0.09933091818879321,0.03396609046506245,0.6
2016-01-22,0.05444169593163686,0.06513162166016588,0.03661997326268782,0.11050970049165383,0.09933091818879321,0.03396609046506245,0.6
2016-01-29,0.05079251477187241,0.0618102395550081,0.0350079259134646,0.11312021165733453,0.10603168986368444,0.03323741823863596,0.6
2016-02-05,0.05079251477187241,0.0618102395550081,0.0350079259134646,0.11312021165733453,0.10603168986368444,0.03323741823863596,0.6
2016-02-12,0.05079251477187241,0.0618102395550081,0.0350079259134646,0.11312021165733453,0.10603168986368444,0.03323741823863596,0.6
2016-02-19,0.05079251477187241,0.0618102395550081,0.0350079259134646,0.11312021165733453,0.10603168986368444,0.03323741823863596,0.6
2016-02-26,0.04878745565516312,0.05973022592477742,0.033560678052297635,0.11523512918854247,0.10998898295859774,0.03269752822062172,0.5999999999999999
2016-03-04,0.04878745565516312,0.05973022592477742,0.033560678052297635,0.11523512918854247,0.10998898295859774,0.03269752822062172,0.5999999999999999
2016-03-11,0.04878745565516312,0.05973022592477742,0.033560678052297635,0.11523512918854247,0.10998898295859774,0.03269752822062172,0.5999999999999999
2016-03-18,0.04878745565516312,0.05973022592477742,0.033560678052297635,0.11523512918854247,0.10998898295859774,0.03269752822062172,0.5999999999999999
2016-03-25,0.10058841601210243,0.12317569041112421,0.06652150721227768,0.23122532679100155,0.22382593401888204,0.06588370068200594,0.18877942487260602
2016-04-01,0.10058841601210243,0.12317569041112421,0.06652150721227768,0.23122532679100155,0.22382593401888204,0.06588370068200594,0.18877942487260602
2016-04-08,0.10058841601210243,0.12317569041112421,0.06652150721227768,0.23122532679100155,0.22382593401888204,0.06588370068200594,0.18877942487260602
2016-04-15,0.10058841601210243,0.12317569041112421,0.06652150721227768,0.23122532679100155,0.22382593401888204,0.06588370068200594,0.18877942487260602
2016-04-22,0.10058841601210243,0.12317569041112421,0.06652150721227768,0.23122532679100155,0.22382593401888204,0.06588370068200594,0.18877942487260602
2016-04-29,0.12352984295445063,0.1406605010918657,0.0727446771044813,0.2826509163147975,0.27286932947933423,0.07885310886734352,0.028691624187726972
2016-05-06,0.12352984295445063,0.1406605010918657,0.0727446771044813,0.2826509163147975,0.27286932947933423,0.07885310886734352,0.028691624187726972
2016-05-13,0.12352984295445063,0.1406605010918657,0.0727446771044813,0.2826509163147975,0.27286932947933423,0.07885310886734352,0.028691624187726972
2016-05-20,0.12352984295445063,0.1406605010918657,0.0727446771044813,0.2826509163147975,0.27286932947933423,0.07885310886734352,0.028691624187726972
2016-05-27,0.11127754856845881,0.13040275330285375,0.06822724302622003,0.26607678213839325,0.29013179106325865,0.07485961342713743,0.05902426847367803
2016-06-03,0.11127754856845881,0.13040275330285375,0.06822724302622003,0.26607678213839325,0.29013179106325865,0.07485961342713743,0.05902426847367803
2016-06-10,0.11127754856845881,0.13040275330285375,0.06822724302622003,0.26607678213839325,0.29013179106325865,0.07485961342713743,0.05902426847367803
2016-06-17,0.11127754856845881,0.13040275330285375,0.06822724302622003,0.26607678213839325,0.29013179106325865,0.07485961342713743,0.05902426847367803
2016-06-24,0.11392630666901156,0.13275947107309957,0.06887057880846387,0.2680705961802393,0.29757676559732665,0.07589343348253016,0.04290284818932888
2016-07-01,0.11392630666901156,0.13275947107309957,0.06887057880846387,0.2680705961802393,0.29757676559732665,0.07589343348253016,0.04290284818932888
2016-07-08,0.11392630666901156,0.13275947107309957,0.06887057880846387,0.2680705961802393,0.29757676559732665,0.07589343348253016,0.04290284818932888
2016-07-15,0.11392630666901156,0.13275947107309957,0.06887057880846387,0.2680705961802393,0.29757676559732665,0.07589343348253016,0.04290284818932888
2016-07-22,0.11392630666901156,0.13275947107309957,0.06887057880846387,0.2680705961802393,0.29757676559732665,0.07589343348253016,0.04290284818932888
2016-07-29,0.1225695818200356,0.1425168564078302,0.08173200211983654,0.27382602763735353,0.2890093085503314,0.09034622346461273,0.0
2016-08-05,0.1225695818200356,0.1425168564078302,0.08173200211983654,0.27382602763735353,0.2890093085503314,0.09034622346461273,0.0
2016-08-12,0.1225695818200356,0.1425168564078302,0.08173200211983654,0.27382602763735353,0.2890093085503314,0.09034622346461273,0.0
2016-08-19,0.1225695818200356,0.1425168564078302,0.08173200211983654,0.27382602763735353,0.2890093085503314,0.09034622346461273,0.0
2016-08-26,0.11447629765782733,0.16638784280356114,0.08603725079925514,0.25335831524843505,0.293330688077056,0.08640960541386536,0.0
2016-09-02,0.11447629765782733,0.16638784280356114,0.08603725079925514,0.25335831524843505,0.293330688077056,0.08640960541386536,0.0
2016-09-09,0.11447629765782733,0.16638784280356114,0.08603725079925514,0.25335831524843505,0.293330688077056,0.08640960541386536,0.0
2016-09-16,0.11447629765782733,0.16638784280356114,0.08603725079925514,0.25335831524843505,0.293330688077056,0.08640960541386536,0.0
2016-09-23,0.11447629765782733,0.16638784280356114,0.08603725079925514,0.25335831524843505,0.293330688077056,0.08640960541386536,0.0
2016-09-30,0.11058607677783712,0.17181714157640968,0.07318941595032472,0.2319794543292333,0.33190514134779775,0.08052277001839742,0.0
2016-10-07,0.11058607677783712,0.17181714157640968,0.07318941595032472,0.2319794543292333,0.33190514134779775,0.08052277001839742,0.0
2016-10-14,0.11058607677783712,0.17181714157640968,0.07318941595032472,0.2319794543292333,0.33190514134779775,0.08052277001839742,0.0
2016-10-21,0.11058607677783712,0.17181714157640968,0.07318941595032472,0.2319794543292333,0.33190514134779775,0.08052277001839742,0.0
2016-10-28,0.10992822161757605,0.16477269834340036,0.08034433640367818,0.23432085437131564,0.3347423893619003,0.0758914999021295,0.0
2016-11-04,0.10992822161757605,0.16477269834340036,0.08034433640367818,0.23432085437131564,0.3347423893619003,0.0758914999021295,0.0
2016-11-11,0.10992822161757605,0.16477269834340036,0.08034433640367818,0.23432085437131564,0.3347423893619003,0.0758914999021295,0.0
2016-11-18,0.10992822161757605,0.16477269834340036,0.08034433640367818,0.23432085437131564,0.3347423893619003,0.0758914999021295,0.0
2016-11-25,0.1043369471892931,0.1678985538650445,0.07721575180178077,0.22092201423548333,0.3199118089335942,0.07407237456956436,0.0356425494052397
2016-12-02,0.1043369471892931,0.1678985538650445,0.07721575180178077,0.22092201423548333,0.3199118089335942,0.07407237456956436,0.0356425494052397
2016-12-09,0.1043369471892931,0.1678985538650445,0.07721575180178077,0.22092201423548333,0.3199118089335942,0.07407237456956436,0.0356425494052397
2016-12-16,0.1043369471892931,0.1678985538650445,0.07721575180178077,0.22092201423548333,0.3199118089335942,0.07407237456956436,0.0356425494052397
2016-12-23,0.1043369471892931,0.1678985538650445,0.07721575180178077,0.22092201423548333,0.3199118089335942,0.07407237456956436,0.0356425494052397
2016-12-30,0.10610980740382155,0.17635685601844484,0.07670790871363839,0.22536559898413255,0.3338779466175453,0.08158188226241748,0.0
2017-01-06,0.10610980740382155,0.17635685601844484,0.07670790871363839,0.22536559898413255,0.3338779466175453,0.08158188226241748,0.0
2017-01-13,0.10610980740382155,0.17635685601844484,0.07670790871363839,0.22536559898413255,0.3338779466175453,0.08158188226241748,0.0
2017-01-20,0.10610980740382155,0.17635685601844484,0.07670790871363839,0.22536559898413255,0.3338779466175453,0.08158188226241748,0.0
2017-01-27,0.10701831586504038,0.18473562295392065,0.07713917588248838,0.22425867433072097,0.3252562710458756,0.08159193992195399,0.0
2017-02-03,0.10701831586504038,0.18473562295392065,0.07713917588248838,0.22425867433072097,0.3252562710458756,0.08159193992195399,0.0
2017-02-10,0.10701831586504038,0.18473562295392065,0.07713917588248838,0.22425867433072097,0.3252562710458756,0.08159193992195399,0.0
2017-02-17,0.10701831586504038,0.18473562295392065,0.07713917588248838,0.22425867433072097,0.3252562710458756,0.08159193992195399,0.0
2017-02-24,0.10785868475475242,0.18839563515406665,0.077984252394819,0.22456789760543053,0.3141473137633084,0.08704621632762281,2.220446049250313e-16
2017-03-03,0.10785868475475242,0.18839563515406665,0.077984252394819,0.22456789760543053,0.3141473137633084,0.08704621632762281,2.220446049250313e-16
2017-03-10,0.10785868475475242,0.18839563515406665,0.077984252394819,0.22456789760543053,0.3141473137633084,0.08704621632762281,2.220446049250313e-16
2017-03-17,0.10785868475475242,0.18839563515406665,0.077984252394819,0.22456789760543053,0.3141473137633084,0.08704621632762281,2.220446049250313e-16
2017-03-24,0.10785868475475242,0.18839563515406665,0.077984252394819,0.22456789760543053,0.3141473137633084,0.08704621632762281,2.220446049250313e-16
2017-03-31,0.10916121838058465,0.19434337059589465,0.08044831983993021,0.21891428157494033,0.3073310242736185,0.08980178533503173,0.0
2017-04-07,0.10916121838058465,0.19434337059589465,0.08044831983993021,0.21891428157494033,0.3073310242736185,0.08980178533503173,0.0
2017-04-14,0.10916121838058465,0.19434337059589465,0.08044831983993021,0.21891428157494033,0.3073310242736185,0.08980178533503173,0.0
2017-04-21,0.10916121838058465,0.19434337059589465,0.08044831983993021,0.21891428157494033,0.3073310242736185,0.08980178533503173,0.0
2017-04-28,0.11056375022107638,0.19360243580101663,0.08080577872458856,0.21836628807933867,0.3064856147583628,0.09017613241561702,0.0
2017-05-05,0.11056375022107638,0.19360243580101663,0.08080577872458856,0.21836628807933867,0.3064856147583628,0.09017613241561702,0.0
2017-05-12,0.11056375022107638,0.19360243580101663,0.08080577872458856,0.21836628807933867,0.3064856147583628,0.09017613241561702,0.0
2017-05-19,0.11056375022107638,0.19360243580101663,0.08080577872458856,0.21836628807933867,0.3064856147583628,0.09017613241561702,0.0
2017-05-26,0.1084969596610672,0.17258600036711447,0.07560991519225836,0.224899260550367,0.3299898771238017,0.0884179871053913,0.0
2017-06-02,0.1084969596610672,0.17258600036711447,0.07560991519225836,0.224899260550367,0.3299898771238017,0.0884179871053913,0.0
