version_name,market_state,observations,avg_production_share,avg_z1_share
improved_phaseaa_prod95_z1_05_holdings_blend,calm_trend,295,0.9500000000000002,0.05000000000000004
improved_phaseaa_prod95_z1_05_holdings_blend,neutral_mixed,493,0.9499999999999998,0.05000000000000004
improved_phaseaa_prod95_z1_05_holdings_blend,recovery_confirmed,44,0.9500000000000003,0.050000000000000024
improved_phaseaa_prod95_z1_05_holdings_blend,recovery_fragile,49,0.9500000000000001,0.05000000000000004
improved_phaseaa_prod95_z1_05_holdings_blend,stressed_panic,229,0.9499999999999998,0.050000000000000044
improved_phaseaa_prod90_z1_10_holdings_blend,calm_trend,295,0.9000000000000004,0.09999999999999998
improved_phaseaa_prod90_z1_10_holdings_blend,neutral_mixed,493,0.9000000000000002,0.09999999999999999
improved_phaseaa_prod90_z1_10_holdings_blend,recovery_confirmed,44,0.8999999999999999,0.09999999999999995
improved_phaseaa_prod90_z1_10_holdings_blend,recovery_fragile,49,0.9,0.09999999999999998
improved_phaseaa_prod90_z1_10_holdings_blend,stressed_panic,229,0.9000000000000004,0.09999999999999999
improved_phaseaa_state_conditional_prod_z1_holdings_blend,calm_trend,295,0.9455254237288135,0.05447457627118648
improved_phaseaa_state_conditional_prod_z1_holdings_blend,neutral_mixed,493,0.9161866125760649,0.08381338742393507
improved_phaseaa_state_conditional_prod_z1_holdings_blend,recovery_confirmed,44,0.9020454545454547,0.09795454545454542
improved_phaseaa_state_conditional_prod_z1_holdings_blend,recovery_fragile,49,0.8738775510204082,0.12612244897959182
improved_phaseaa_state_conditional_prod_z1_holdings_blend,stressed_panic,229,0.8585589519650653,0.14144104803493443
