version_name,market_state,observations,avg_production_weight,avg_phasen_weight,avg_phaseo_weight,avg_abstain_weight,avg_trust_score,avg_model_uncertainty,phaseo_selected_share,phasen_selected_share,production_selected_share,abstain_selected_share
improved_phases_defense_reshape_allocator,calm_trend,295,0.4810169491525424,0.17313559322033897,0.3441525423728813,0.001694915254237288,0.43072033898305084,0.5490291232731828,0.5932203389830508,0.02711864406779661,0.37966101694915255,0.0
improved_phases_defense_reshape_allocator,neutral_mixed,492,0.8226626016260162,0.07889227642276422,0.08360772357723577,0.01483739837398374,0.1230538617886179,0.5417166176173817,0.06300813008130081,0.0508130081300813,0.8861788617886179,0.0
improved_phases_defense_reshape_allocator,recovery_confirmed,44,0.5511363636363635,0.27181818181818185,0.17250000000000001,0.004545454545454546,0.30840909090909085,0.5688352684090577,0.06818181818181818,0.4772727272727273,0.45454545454545453,0.0
improved_phases_defense_reshape_allocator,recovery_fragile,49,0.7928571428571427,0.13163265306122449,0.07551020408163266,0.0,0.14132653061224487,0.5553639185349963,0.0,0.22448979591836735,0.7755102040816326,0.0
improved_phases_defense_reshape_allocator,stressed_panic,229,0.9421397379912663,0.02775109170305677,0.027489082969432317,0.002620087336244542,0.04136462882096068,0.5539205972353056,0.0,0.0,1.0,0.0
improved_phases_conditional_ml_attenuator_allocator,calm_trend,295,0.48939109063771646,0.17653024848125098,0.33238374562679535,0.001694915254237288,0.42064886986742067,0.5490291232731828,0.5152542372881356,0.02711864406779661,0.4576271186440678,0.0
improved_phases_conditional_ml_attenuator_allocator,neutral_mixed,492,0.760668522679092,0.11024597554165583,0.1142481034052683,0.01483739837398374,0.16937109117609622,0.5417166176173817,0.052845528455284556,0.046747967479674794,0.9004065040650406,0.0
improved_phases_conditional_ml_attenuator_allocator,recovery_confirmed,44,0.5447451231529287,0.2719936228848361,0.17871579941678079,0.004545454545454546,0.3147126108591989,0.5688352684090577,0.06818181818181818,0.36363636363636365,0.5681818181818182,0.0
improved_phases_conditional_ml_attenuator_allocator,recovery_fragile,49,0.7211076676796077,0.16659210479735584,0.11230022752303662,0.0,0.19559627992171455,0.5553639185349963,0.0,0.20408163265306123,0.7959183673469388,0.0
improved_phases_conditional_ml_attenuator_allocator,stressed_panic,229,0.8464103920961882,0.07557158539912552,0.07539793516844132,0.0026200873362445414,0.11318372786800418,0.5539205972353056,0.0,0.0,1.0,0.0
improved_phases_defense_reshape_ml_attenuator_combo,calm_trend,295,0.5256622770783944,0.15839465526091198,0.3142481524064563,0.001694915254237288,0.3934454800369123,0.5490291232731828,0.5152542372881356,0.02711864406779661,0.4576271186440678,0.0
improved_phases_defense_reshape_ml_attenuator_combo,neutral_mixed,492,0.8344490104839701,0.07335573163921683,0.0773578595028293,0.01483739837398374,0.1140357253224377,0.5417166176173817,0.052845528455284556,0.046747967479674794,0.9004065040650406,0.0
improved_phases_defense_reshape_ml_attenuator_combo,recovery_confirmed,44,0.5856542140620193,0.25153907743029075,0.15826125396223534,0.004545454545454546,0.28403079267738063,0.5688352684090577,0.06818181818181818,0.36363636363636365,0.5681818181818182,0.0
improved_phases_defense_reshape_ml_attenuator_combo,recovery_fragile,49,0.7986586880877709,0.12781659459327419,0.07352471731895499,0.0,0.1374330146155921,0.5553639185349963,0.0,0.20408163265306123,0.7959183673469388,0.0
improved_phases_defense_reshape_ml_attenuator_combo,stressed_panic,229,0.9437903047599439,0.02688162906724782,0.02670797883656362,0.0026200873362445414,0.04014879337018751,0.5539205972353056,0.0,0.0,1.0,0.0
