state_kind,state,n_weeks,ff_mean_wkly,prod_mean_wkly,delta_mean_wkly,ff_minus_prod_cumulative,candidate
market_state,calm_trend,295,0.000740291938943292,0.0007552175162830647,-1.492557733977272e-05,-0.005675002552104402,improved_phaseff_hint_inallocator_light
market_state,neutral_mixed,493,0.002069249030710928,0.0020712148039303295,-1.9657732194013067e-06,-0.002503140061545839,improved_phaseff_hint_inallocator_light
market_state,recovery_confirmed,44,0.0005365430707773602,0.0005399585327544482,-3.41546197708798e-06,-0.00016112731627448973,improved_phaseff_hint_inallocator_light
market_state,recovery_fragile,49,0.0013122690449644244,0.0013236555558595474,-1.138651089512303e-05,-0.000576656236218609,improved_phaseff_hint_inallocator_light
market_state,stressed_panic,229,0.0006818023999075541,0.00068168964870096,1.1275120659413711e-07,-4.36455491972243e-05,improved_phaseff_hint_inallocator_light
refined_state,calm_trend,295,0.000740291938943292,0.0007552175162830647,-1.492557733977272e-05,-0.005675002552104402,improved_phaseff_hint_inallocator_light
refined_state,neutral_deteriorating,171,0.0017269073061281434,0.001727673965252361,-7.666591242175801e-07,-0.00015762488182446965,improved_phaseff_hint_inallocator_light
refined_state,neutral_healthy,210,0.0031087106243032924,0.003124715384962978,-1.600476065968543e-05,-0.006295584339750748,improved_phaseff_hint_inallocator_light
refined_state,neutral_mixed,112,0.0006429409972221768,0.0006204144592613703,2.252653796080658e-05,0.0026931891992874046,improved_phaseff_hint_inallocator_light
refined_state,recovery_confirmed,44,0.0005365430707773602,0.0005399585327544482,-3.41546197708798e-06,-0.00016112731627448973,improved_phaseff_hint_inallocator_light
refined_state,recovery_fragile,49,0.0013122690449644244,0.0013236555558595474,-1.138651089512303e-05,-0.000576656236218609,improved_phaseff_hint_inallocator_light
refined_state,stressed_panic,229,0.0006818023999075541,0.00068168964870096,1.1275120659413711e-07,-4.36455491972243e-05,improved_phaseff_hint_inallocator_light
market_state,calm_trend,295,0.000740291938943292,0.0007552175162830647,-1.492557733977272e-05,-0.005675002552104402,improved_phaseff_hint_inallocator_state_gated
market_state,neutral_mixed,493,0.002069249030710928,0.0020712148039303295,-1.9657732194013067e-06,-0.002503140061545839,improved_phaseff_hint_inallocator_state_gated
market_state,recovery_confirmed,44,0.0005365430707773602,0.0005399585327544482,-3.41546197708798e-06,-0.00016112731627448973,improved_phaseff_hint_inallocator_state_gated
market_state,recovery_fragile,49,0.0013122690449644244,0.0013236555558595474,-1.138651089512303e-05,-0.000576656236218609,improved_phaseff_hint_inallocator_state_gated
market_state,stressed_panic,229,0.0006818023999075541,0.00068168964870096,1.1275120659413711e-07,-4.36455491972243e-05,improved_phaseff_hint_inallocator_state_gated
refined_state,calm_trend,295,0.000740291938943292,0.0007552175162830647,-1.492557733977272e-05,-0.005675002552104402,improved_phaseff_hint_inallocator_state_gated
refined_state,neutral_deteriorating,171,0.0017269073061281434,0.001727673965252361,-7.666591242175801e-07,-0.00015762488182446965,improved_phaseff_hint_inallocator_state_gated
refined_state,neutral_healthy,210,0.0031087106243032924,0.003124715384962978,-1.600476065968543e-05,-0.006295584339750748,improved_phaseff_hint_inallocator_state_gated
refined_state,neutral_mixed,112,0.0006429409972221768,0.0006204144592613703,2.252653796080658e-05,0.0026931891992874046,improved_phaseff_hint_inallocator_state_gated
refined_state,recovery_confirmed,44,0.0005365430707773602,0.0005399585327544482,-3.41546197708798e-06,-0.00016112731627448973,improved_phaseff_hint_inallocator_state_gated
refined_state,recovery_fragile,49,0.0013122690449644244,0.0013236555558595474,-1.138651089512303e-05,-0.000576656236218609,improved_phaseff_hint_inallocator_state_gated
refined_state,stressed_panic,229,0.0006818023999075541,0.00068168964870096,1.1275120659413711e-07,-4.36455491972243e-05,improved_phaseff_hint_inallocator_state_gated
