name,ann_return_delta_pp_vs_prod,sharpe_delta_vs_prod,max_drawdown_delta_pp_vs_prod,cvar_delta_pp_vs_prod,turnover_ratio_vs_prod,avg_BIL_delta_pp_vs_prod,avg_SPY_delta_pp_vs_prod,recovery_fragile_delta_weekly_vs_prod,stressed_panic_delta_weekly_vs_prod,calm_trend_delta_weekly_vs_prod,recovery_confirmed_css_delta_pp,passes_all_gates,fail_reasons
improved_phasemm_recovery_cash_relief,0.0005040415720802827,1.991465492279243e-05,-1.1102230246251565e-14,-0.0001001242928063556,1.0003538594942847,-0.006568920085014973,0.0005325387987947794,5.384382023262187e-07,9.080924264057069e-08,4.376947996967764e-09,0.003441790300284797,False,sharpe_delta +0.0000
improved_phasemm_good_state_overlay_relief,-0.005541226673977384,-0.0001252205292233688,-2.220446049250313e-14,0.00020649550135330708,0.9988693968239943,0.0885405923674143,-0.009141512227643644,-3.776290467420772e-06,-3.684702522652357e-07,-8.111146410232127e-07,-0.14015021913139913,False,sharpe_delta -0.0001
improved_phasemm_recovery_confirmed_sleeve_fix,0.009498559134724083,0.0004637578407662435,-2.220446049250313e-14,-0.0013783448373615864,1.0030801667016758,0.025286975097554842,0.033965952306962144,9.264153704173234e-06,4.921874541643275e-08,-3.963173316025217e-06,-2.7299166300690016,False,sharpe_delta +0.0005
