Date,version_name,offensive_weight,defensive_weight,cash_proxy_weight,bil_weight,spy_weight,overlay_cash_weight,sleeve_bil_weight,beta_overlay_spy_weight,beta_overlay_bil_weight,risk_state,market_state
2017-10-20,improved_phase7_expression_boost,0.7805394501903625,0.033378028163405446,0.18608252164623207,0.18608252164623207,0.0985959468254109,0.0,0.18608252164623207,0.0,0.0,calm,calm_trend
2017-10-27,improved_phase7_expression_boost,0.7864871811917445,0.21351281880825523,1.1102230246251565e-16,1.1102230246251565e-16,0.09313942761497307,0.0,1.1102230246251565e-16,0.0,0.0,neutral,neutral_mixed
2017-11-03,improved_phase7_expression_boost,0.7864871811917445,0.21351281880825523,0.0,0.0,0.08929647176710363,0.0,0.0,0.0,0.0,neutral,neutral_mixed
2017-11-10,improved_phase7_expression_boost,0.7864871811917445,0.21351281880825523,0.0,0.0,0.09890576429243901,0.0,0.0,0.0,0.0,calm,calm_trend
2017-11-17,improved_phase7_expression_boost,0.7864871811917445,0.21351281880825523,1.1102230246251565e-16,1.1102230246251565e-16,0.08145020917062068,0.0,1.1102230246251565e-16,0.0,0.0,neutral,neutral_mixed
2017-11-24,improved_phase7_expression_boost,0.976819793005858,0.023180206994141868,0.0,0.0,0.09122480408698333,0.0,0.0,0.0,0.0,neutral,neutral_mixed
2017-12-01,improved_phase7_expression_boost,0.9768197930058578,0.023180206994141868,0.0,0.0,0.08593251629685987,0.0,0.0,0.0,0.0,neutral,neutral_mixed
2017-12-08,improved_phase7_expression_boost,0.9768197930058578,0.023180206994141868,0.0,0.0,0.09288831033995683,0.0,0.0,0.0,0.0,neutral,neutral_mixed
2017-12-15,improved_phase7_expression_boost,0.9768197930058579,0.023180206994141868,0.0,0.0,0.09348998050418547,0.0,0.0,0.0,0.0,neutral,neutral_mixed
2017-12-22,improved_phase7_expression_boost,0.9768197930058578,0.023180206994141868,1.1102230246251565e-16,1.1102230246251565e-16,0.09045372852669642,0.0,1.1102230246251565e-16,0.0,0.0,neutral,neutral_mixed
2017-12-29,improved_phase7_expression_boost,0.8522429925198513,0.1477570074801487,1.1102230246251565e-16,1.1102230246251565e-16,0.09036592245269776,0.0,1.1102230246251565e-16,0.0,0.0,neutral,neutral_mixed
2018-01-05,improved_phase7_expression_boost,0.8522429925198513,0.1477570074801487,1.1102230246251565e-16,1.1102230246251565e-16,0.11301475004759944,0.0,1.1102230246251565e-16,0.0,0.0,neutral,neutral_mixed
2018-01-12,improved_phase7_expression_boost,0.8522429925198514,0.1477570074801487,0.0,0.0,0.10825298219287931,0.0,0.0,0.0,0.0,neutral,neutral_mixed
2018-01-19,improved_phase7_expression_boost,0.8522429925198514,0.1477570074801487,0.0,0.0,0.11313881996936771,0.0,0.0,0.0,0.0,neutral,neutral_mixed
2018-01-26,improved_phase7_expression_boost,0.8867768777503502,0.11322312224964946,2.220446049250313e-16,2.220446049250313e-16,0.10819478696468261,0.0,2.220446049250313e-16,0.0,0.0,neutral,neutral_mixed
2018-02-02,improved_phase7_expression_boost,0.8867768777503502,0.11322312224964946,2.220446049250313e-16,2.220446049250313e-16,0.09955298724782224,0.0,2.220446049250313e-16,0.0,0.0,neutral,neutral_mixed
2018-02-09,improved_phase7_expression_boost,0.8867768777503502,0.11322312224964946,2.220446049250313e-16,2.220446049250313e-16,0.09736431910879902,0.0,2.220446049250313e-16,0.0,0.0,stressed,stressed_panic
2018-02-16,improved_phase7_expression_boost,0.8867768777503502,0.11322312224964946,2.220446049250313e-16,2.220446049250313e-16,0.10197499539472697,0.0,2.220446049250313e-16,0.0,0.0,stressed,stressed_panic
2018-02-23,improved_phase7_expression_boost,0.34233703427277795,0.057662965727222085,0.6000000000000001,0.6000000000000001,0.03874197024605853,0.6,1.1102230246251565e-16,0.0,0.0,stressed,stressed_panic
2018-03-02,improved_phase7_expression_boost,0.342337034272778,0.057662965727222085,0.6,0.6,0.03895162060510645,0.6,0.0,0.0,0.0,stressed,stressed_panic
2018-03-09,improved_phase7_expression_boost,0.342337034272778,0.057662965727222085,0.6,0.6,0.03752384392373451,0.6,0.0,0.0,0.0,stressed,stressed_panic
2018-03-16,improved_phase7_expression_boost,0.342337034272778,0.057662965727222085,0.6000000000000001,0.6000000000000001,0.03544972335591075,0.6,1.1102230246251565e-16,0.0,0.0,stressed,stressed_panic
2018-03-23,improved_phase7_expression_boost,0.342337034272778,0.057662965727222085,0.6000000000000001,0.6000000000000001,0.03665251949989835,0.6,1.1102230246251565e-16,0.0,0.0,stressed,stressed_panic
2018-03-30,improved_phase7_expression_boost,0.320552546788865,0.07944745321113508,0.5999999999999999,0.5999999999999999,0.04424478891628307,0.6,0.0,0.0,0.0,stressed,stressed_panic
2018-04-06,improved_phase7_expression_boost,0.3205525467888648,0.07944745321113508,0.6,0.6,0.045786387836194944,0.6,0.0,0.0,0.0,stressed,stressed_panic
2018-04-13,improved_phase7_expression_boost,0.32055254678886486,0.07944745321113508,0.6000000000000001,0.6000000000000001,0.04642292374030735,0.6,1.1102230246251565e-16,0.0,0.0,stressed,stressed_panic
2018-04-20,improved_phase7_expression_boost,0.3205525467888648,0.07944745321113508,0.6000000000000001,0.6000000000000001,0.0478791050143071,0.6,1.1102230246251565e-16,0.0,0.0,stressed,stressed_panic
2018-04-27,improved_phase7_expression_boost,0.31756672564600275,0.08243327435399725,0.6,0.6,0.020343048968768034,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,stressed,stressed_panic
2018-05-04,improved_phase7_expression_boost,0.3248228874888671,0.07517711251113282,0.6,0.6,0.021470791121408934,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,stressed,stressed_panic
2018-05-11,improved_phase7_expression_boost,0.31896474993212404,0.08103525006787596,0.6,0.6,0.019702784962815467,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,stressed,stressed_panic
2018-05-18,improved_phase7_expression_boost,0.3248228874888672,0.07517711251113282,0.6,0.6,0.020286358296558744,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,stressed,stressed_panic
2018-05-25,improved_phase7_expression_boost,0.2560998130248901,0.14390018697510998,0.6,0.6,0.05147776799284551,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,stressed,stressed_panic
2018-06-01,improved_phase7_expression_boost,0.2560998130248901,0.14390018697510998,0.6,0.6,0.05210805019391101,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,stressed,stressed_panic
2018-06-08,improved_phase7_expression_boost,0.2560998130248901,0.14390018697510998,0.5999999999999999,0.5999999999999999,0.051689345412695376,0.5999999999999999,0.0,0.0,0.0,neutral,neutral_mixed
2018-06-15,improved_phase7_expression_boost,0.2560998130248901,0.14390018697510998,0.5999999999999999,0.5999999999999999,0.05185741291604947,0.5999999999999999,0.0,0.0,0.0,neutral,recovery_fragile
2018-06-22,improved_phase7_expression_boost,0.25609981302489004,0.14390018697510998,0.6,0.6,0.05247947418083301,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,neutral,neutral_mixed
2018-06-29,improved_phase7_expression_boost,0.5855327473493392,0.3013395406730959,0.1131277119775651,0.1131277119775651,0.09783172191506015,0.1131277119775651,0.0,0.0,0.0,neutral,neutral_mixed
2018-07-06,improved_phase7_expression_boost,0.5855327473493391,0.3013395406730959,0.1131277119775651,0.1131277119775651,0.09878932482865962,0.1131277119775651,0.0,0.0,0.0,neutral,neutral_mixed
2018-07-13,improved_phase7_expression_boost,0.5855327473493392,0.3013395406730959,0.1131277119775651,0.1131277119775651,0.09907142703588306,0.1131277119775651,0.0,0.0,0.0,neutral,neutral_mixed
2018-07-20,improved_phase7_expression_boost,0.585532747349339,0.3013395406730959,0.1131277119775651,0.1131277119775651,0.1023407362445549,0.1131277119775651,0.0,0.0,0.0,neutral,neutral_mixed
2018-07-27,improved_phase7_expression_boost,0.7155548902368694,0.16629177523380653,0.11815333452932408,0.11815333452932408,0.10000441769426703,0.11815333452932397,1.1102230246251565e-16,0.0,0.0,neutral,neutral_mixed
2018-08-03,improved_phase7_expression_boost,0.7008123631477862,0.1810343023228897,0.11815333452932408,0.11815333452932408,0.09753274429693254,0.11815333452932397,1.1102230246251565e-16,0.0,0.0,neutral,neutral_mixed
2018-08-10,improved_phase7_expression_boost,0.7093368411369693,0.1725098243337065,0.11815333452932408,0.11815333452932408,0.10124335341154048,0.11815333452932397,1.1102230246251565e-16,0.0,0.0,neutral,neutral_mixed
2018-08-17,improved_phase7_expression_boost,0.7088969188145325,0.17294974665614327,0.11815333452932397,0.11815333452932397,0.1039657721413027,0.11815333452932397,0.0,0.0,0.0,neutral,recovery_fragile
2018-08-24,improved_phase7_expression_boost,0.7155548902368692,0.16629177523380653,0.11815333452932397,0.11815333452932397,0.1040941474523051,0.11815333452932397,0.0,0.0,0.0,neutral,recovery_fragile
2018-08-31,improved_phase7_expression_boost,0.9051436448999902,0.0812376057116313,0.013618749388378593,0.013618749388378593,0.10949031680469243,0.013618749388378704,0.0,0.0,0.0,neutral,recovery_fragile
2018-09-07,improved_phase7_expression_boost,0.9051436448999901,0.0812376057116313,0.013618749388378593,0.013618749388378593,0.1051227037639321,0.013618749388378704,0.0,0.0,0.0,neutral,neutral_mixed
2018-09-14,improved_phase7_expression_boost,0.9051436448999902,0.0812376057116313,0.013618749388378593,0.013618749388378593,0.10298227531683563,0.013618749388378704,0.0,0.0,0.0,neutral,neutral_mixed
2018-09-21,improved_phase7_expression_boost,0.9051436448999902,0.0812376057116313,0.013618749388378593,0.013618749388378593,0.11329178513728907,0.013618749388378704,0.0,0.0,0.0,neutral,neutral_mixed
2018-09-28,improved_phase7_expression_boost,0.8799999999999997,0.0,0.12000000000000022,0.12000000000000022,0.10711476205066996,0.1200000000000001,1.1102230246251565e-16,0.0,0.0,neutral,neutral_mixed
2018-10-05,improved_phase7_expression_boost,0.8799999999999999,0.0,0.1200000000000001,0.1200000000000001,0.112139463740191,0.1200000000000001,0.0,0.0,0.0,neutral,neutral_mixed
2018-10-12,improved_phase7_expression_boost,0.8798358547388265,0.0,0.12016414526117347,0.12016414526117347,0.1068698739117547,0.1200000000000001,0.00016414526117336514,0.0,0.0,neutral,neutral_mixed
2018-10-19,improved_phase7_expression_boost,0.8799999999999999,0.0,0.1200000000000001,0.1200000000000001,0.103636532352403,0.1200000000000001,0.0,0.0,0.0,stressed,stressed_panic
2018-10-26,improved_phase7_expression_boost,0.4000000000000001,0.0,0.5999999999999999,0.5999999999999999,0.04975421024137944,0.5999999999999999,0.0,0.0,0.0,stressed,stressed_panic
2018-11-02,improved_phase7_expression_boost,0.4,0.0,0.5999999999999999,0.5999999999999999,0.047237961511418514,0.5999999999999999,0.0,0.0,0.0,stressed,stressed_panic
2018-11-09,improved_phase7_expression_boost,0.40000000000000013,0.0,0.6,0.6,0.04911477797212571,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,stressed,stressed_panic
2018-11-16,improved_phase7_expression_boost,0.39999999999999997,0.0,0.6,0.6,0.04560504980973647,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,stressed,stressed_panic
2018-11-23,improved_phase7_expression_boost,0.39999999999999997,0.0,0.6,0.6,0.044175368360744774,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,stressed,stressed_panic
2018-11-30,improved_phase7_expression_boost,0.34242578924078676,0.05757421075921339,0.5999999999999999,0.5999999999999999,0.012478686694026849,0.5999999999999999,0.0,0.0,0.0,stressed,stressed_panic
2018-12-07,improved_phase7_expression_boost,0.34242578924078676,0.05757421075921339,0.5999999999999999,0.5999999999999999,0.01841716493993014,0.5999999999999999,0.0,0.0,0.0,stressed,stressed_panic
2018-12-14,improved_phase7_expression_boost,0.34242578924078676,0.05757421075921339,0.5999999999999999,0.5999999999999999,0.01891221873341413,0.5999999999999999,0.0,0.0,0.0,stressed,stressed_panic
2018-12-21,improved_phase7_expression_boost,0.339216398969003,0.06076849220582088,0.6000151088251762,0.6000151088251762,0.017274132050318493,0.5999999999999999,1.5108825176302076e-05,0.0,0.0,stressed,stressed_panic
2018-12-28,improved_phase7_expression_boost,0.24694787418520509,0.12838304939124817,0.6246690764235467,0.6246690764235467,0.0019775190197784567,0.6000000000000001,0.024669076423546654,0.0,0.0,stressed,stressed_panic
2019-01-04,improved_phase7_expression_boost,0.252036061313291,0.12329486226316222,0.6246690764235467,0.6246690764235467,0.008563792747586979,0.6000000000000001,0.024669076423546654,0.0,0.0,stressed,stressed_panic
2019-01-11,improved_phase7_expression_boost,0.23853555788811648,0.13679536568833672,0.6246690764235467,0.6246690764235467,0.0,0.6000000000000001,0.024669076423546654,0.0,0.0,stressed,stressed_panic
2019-01-18,improved_phase7_expression_boost,0.24267595348770143,0.13266176906008104,0.6246622774522175,0.6246622774522175,0.0,0.6000000000000001,0.024662277452217385,0.0,0.0,stressed,stressed_panic
2019-01-25,improved_phase7_expression_boost,0.24985628036845758,0.12526624285478571,0.6248774767767566,0.6248774767767566,0.0,0.5999999999999999,0.02487747677675678,0.0,0.0,stressed,stressed_panic
2019-02-01,improved_phase7_expression_boost,0.24542903480623923,0.12969348841700407,0.6248774767767566,0.6248774767767566,0.0,0.5999999999999999,0.02487747677675678,0.0,0.0,stressed,stressed_panic
2019-02-08,improved_phase7_expression_boost,0.24267233145849612,0.13244713222764903,0.6248805363138549,0.6248805363138549,0.0,0.5999999999999999,0.024880536313855006,0.0,0.0,neutral,neutral_mixed
2019-02-15,improved_phase7_expression_boost,0.24519328841860594,0.1299292348046373,0.6248774767767566,0.6248774767767566,0.0,0.5999999999999999,0.02487747677675678,0.0,0.0,neutral,neutral_mixed
2019-02-22,improved_phase7_expression_boost,0.5914398618786301,0.28856013812137005,0.1200000000000001,0.1200000000000001,0.025103016280287032,0.11999999999999988,2.220446049250313e-16,0.0,0.0,neutral,neutral_mixed
2019-03-01,improved_phase7_expression_boost,0.587988918625215,0.2920110813747851,0.1200000000000001,0.1200000000000001,0.025103016280287032,0.11999999999999988,2.220446049250313e-16,0.0,0.0,neutral,neutral_mixed
2019-03-08,improved_phase7_expression_boost,0.5930502447190825,0.2869497552809174,0.12,0.12,0.025103016280287032,0.11999999999999988,1.1102230246251565e-16,0.0,0.0,neutral,neutral_mixed
2019-03-15,improved_phase7_expression_boost,0.5937624246638331,0.2862375753361668,0.11999999999999988,0.11999999999999988,0.025103016280287032,0.11999999999999988,0.0,0.0,0.0,neutral,neutral_mixed
2019-03-22,improved_phase7_expression_boost,0.5868287068057645,0.29317129319423535,0.12,0.12,0.025728628089465345,0.11999999999999988,1.1102230246251565e-16,0.0,0.0,neutral,neutral_mixed
2019-03-29,improved_phase7_expression_boost,0.5501306159083096,0.3298693840916903,0.1200000000000001,0.1200000000000001,0.05705168870150841,0.11999999999999977,3.3306690738754696e-16,0.0,0.0,neutral,neutral_mixed
2019-04-05,improved_phase7_expression_boost,0.5627983629389608,0.31720163706103915,0.1200000000000001,0.1200000000000001,0.057340617284394296,0.11999999999999977,3.3306690738754696e-16,0.0,0.0,neutral,recovery_confirmed
2019-04-12,improved_phase7_expression_boost,0.557990786384593,0.3220092136154068,0.1200000000000001,0.1200000000000001,0.048543654685756776,0.11999999999999977,3.3306690738754696e-16,0.0,0.0,neutral,recovery_confirmed
2019-04-19,improved_phase7_expression_boost,0.5627983629389608,0.31720163706103915,0.1200000000000001,0.1200000000000001,0.05465860324161352,0.11999999999999977,3.3306690738754696e-16,0.0,0.0,neutral,recovery_confirmed
2019-04-26,improved_phase7_expression_boost,0.8338804434363011,0.14517975872889033,0.020939797834808593,0.020939797834808593,0.021700364428905432,0.0,0.020939797834808593,0.0,0.0,neutral,recovery_confirmed
2019-05-03,improved_phase7_expression_boost,0.8236146526200705,0.14987361368930813,0.02651173369062121,0.02651173369062121,0.02839563683946157,0.0,0.02651173369062121,0.0,0.0,neutral,recovery_confirmed
2019-05-10,improved_phase7_expression_boost,0.8266047241606306,0.13793453632469324,0.0354607395146761,0.0354607395146761,0.03555712984357011,0.0,0.0354607395146761,0.0,0.0,neutral,neutral_mixed
2019-05-17,improved_phase7_expression_boost,0.8581217985816666,0.10589182361995803,0.03598637779837521,0.03598637779837521,0.03368716890296969,0.0,0.03598637779837521,0.0,0.0,neutral,neutral_mixed
2019-05-24,improved_phase7_expression_boost,0.8652222794797211,0.11547475296466275,0.019302967555616113,0.019302967555616113,0.03267930399160647,0.0,0.019302967555616113,0.0,0.0,neutral,neutral_mixed
2019-05-31,improved_phase7_expression_boost,0.7173199558496517,0.16268004415034842,0.12,0.12,0.04394251618000641,0.1200000000000001,0.0,0.0,0.0,neutral,neutral_mixed
2019-06-07,improved_phase7_expression_boost,0.7138960177880211,0.16610398221197886,0.12,0.12,0.041424028146562,0.1200000000000001,0.0,0.0,0.0,neutral,neutral_mixed
2019-06-14,improved_phase7_expression_boost,0.7058161921780367,0.17418380782196335,0.12,0.12,0.040468889408887376,0.1200000000000001,0.0,0.0,0.0,neutral,recovery_confirmed
2019-06-21,improved_phase7_expression_boost,0.7009865061748456,0.17901349382515447,0.12,0.12,0.038292646490958156,0.1200000000000001,0.0,0.0,0.0,neutral,recovery_confirmed
2019-06-28,improved_phase7_expression_boost,0.8527590768336408,0.14724092316635928,0.0,0.0,0.019501558419559143,0.0,0.0,0.0,0.0,neutral,recovery_confirmed
2019-07-05,improved_phase7_expression_boost,0.8145007005091734,0.16952163572558457,0.01597766376524201,0.01597766376524201,0.006452316939089296,0.0,0.01597766376524201,0.0,0.0,neutral,recovery_confirmed
2019-07-12,improved_phase7_expression_boost,0.8356984375290126,0.16430156247098748,0.0,0.0,0.016542485878671395,0.0,0.0,0.0,0.0,neutral,recovery_confirmed
2019-07-19,improved_phase7_expression_boost,0.8038619908245437,0.17105331254199266,0.025084696633463577,0.025084696633463577,0.020548650475561443,0.0,0.025084696633463577,0.0,0.0,neutral,neutral_mixed
2019-07-26,improved_phase7_expression_boost,0.6691203895771695,0.3308796104228304,2.220446049250313e-16,2.220446049250313e-16,0.013395145953133278,0.0,2.220446049250313e-16,0.0,0.0,neutral,neutral_mixed
2019-08-02,improved_phase7_expression_boost,0.6612278385468575,0.3387721614531424,2.220446049250313e-16,2.220446049250313e-16,0.0149342114187742,0.0,2.220446049250313e-16,0.0,0.0,neutral,neutral_mixed
2019-08-09,improved_phase7_expression_boost,0.6649494932589779,0.335050506741022,1.1102230246251565e-16,1.1102230246251565e-16,0.017707289833725524,0.0,1.1102230246251565e-16,0.0,0.0,neutral,neutral_mixed
2019-08-16,improved_phase7_expression_boost,0.6740354433493344,0.3259645566506655,2.220446049250313e-16,2.220446049250313e-16,0.022311091346204383,0.0,2.220446049250313e-16,0.0,0.0,neutral,neutral_mixed
2019-08-23,improved_phase7_expression_boost,0.6655398022935873,0.3344601977064126,2.220446049250313e-16,2.220446049250313e-16,0.019449068670741504,0.0,2.220446049250313e-16,0.0,0.0,neutral,neutral_mixed
2019-08-30,improved_phase7_expression_boost,0.5008039687308813,0.3193483601507766,0.1798476711183421,0.1798476711183421,0.029660867446531982,0.0,0.1798476711183421,0.0,0.0,neutral,neutral_mixed
2019-09-06,improved_phase7_expression_boost,0.4976671407519533,0.3224851881297046,0.1798476711183421,0.1798476711183421,0.014894692559464191,0.0,0.1798476711183421,0.0,0.0,neutral,neutral_mixed
2019-09-13,improved_phase7_expression_boost,0.4958502838578952,0.32430204502376264,0.1798476711183421,0.1798476711183421,0.016468957383751925,0.0,0.1798476711183421,0.0,0.0,neutral,neutral_mixed
2019-09-20,improved_phase7_expression_boost,0.4984999515032891,0.3216523773783688,0.1798476711183421,0.1798476711183421,0.016249445961875445,0.0,0.1798476711183421,0.0,0.0,calm,calm_trend
2019-09-27,improved_phase7_expression_boost,0.6278184723789828,0.37218152762101697,0.0,0.0,0.011183828752597375,0.0,0.0,0.0,0.0,neutral,neutral_mixed
2019-10-04,improved_phase7_expression_boost,0.6257805993242328,0.374219400675767,0.0,0.0,0.013013812852600525,0.0,0.0,0.0,0.0,neutral,neutral_mixed
2019-10-11,improved_phase7_expression_boost,0.6285579086717271,0.3714420913282727,0.0,0.0,0.0135109785090263,0.0,0.0,0.0,0.0,neutral,neutral_mixed
2019-10-18,improved_phase7_expression_boost,0.6167436046215062,0.38325639537849343,2.220446049250313e-16,2.220446049250313e-16,0.021584404410381914,0.0,2.220446049250313e-16,0.0,0.0,calm,calm_trend
2019-10-25,improved_phase7_expression_boost,0.6076228492146114,0.3923771507853885,0.0,0.0,0.01483699291883276,0.0,0.0,0.0,0.0,calm,calm_trend
2019-11-01,improved_phase7_expression_boost,0.607803067802041,0.39219693219795904,0.0,0.0,0.01376600534136711,0.0,0.0,0.0,0.0,calm,calm_trend
2019-11-08,improved_phase7_expression_boost,0.61214461343245,0.38785538656755014,0.0,0.0,0.013721639611116429,0.0,0.0,0.0,0.0,calm,calm_trend
2019-11-15,improved_phase7_expression_boost,0.6149959617578218,0.3850040382421783,0.0,0.0,0.013809459465519851,0.0,0.0,0.0,0.0,calm,calm_trend
2019-11-22,improved_phase7_expression_boost,0.6203848640361828,0.37961513596381724,0.0,0.0,0.01709547437594698,0.0,0.0,0.0,0.0,calm,calm_trend
2019-11-29,improved_phase7_expression_boost,0.597432669674249,0.402567330325751,0.0,0.0,0.023991603499748104,0.0,0.0,0.0,0.0,calm,calm_trend
2019-12-06,improved_phase7_expression_boost,0.5946111199176739,0.40538888008232615,0.0,0.0,0.01994229791760975,0.0,0.0,0.0,0.0,calm,calm_trend
2019-12-13,improved_phase7_expression_boost,0.6067778632073836,0.3932221367926165,0.0,0.0,0.02357362430118868,0.0,0.0,0.0,0.0,calm,calm_trend
2019-12-20,improved_phase7_expression_boost,0.606046452791869,0.3939535472081311,0.0,0.0,0.026465411366749958,0.0,0.0,0.0,0.0,calm,calm_trend
2019-12-27,improved_phase7_expression_boost,0.7123797645769026,0.28762023542309717,2.220446049250313e-16,2.220446049250313e-16,0.05613902119371564,0.0,2.220446049250313e-16,0.0,0.0,calm,calm_trend
2020-01-03,improved_phase7_expression_boost,0.7123797645769026,0.28762023542309717,2.220446049250313e-16,2.220446049250313e-16,0.05948888471173934,0.0,2.220446049250313e-16,0.0,0.0,calm,calm_trend
2020-01-10,improved_phase7_expression_boost,0.7123797645769026,0.28762023542309717,2.220446049250313e-16,2.220446049250313e-16,0.056852787575720924,0.0,2.220446049250313e-16,0.0,0.0,calm,calm_trend
2020-01-17,improved_phase7_expression_boost,0.7094824306589851,0.2905175693410146,0.0,0.0,0.05523021978568403,0.0,0.0,0.0,0.0,calm,calm_trend
2020-01-24,improved_phase7_expression_boost,0.7123797645769026,0.28762023542309717,0.0,0.0,0.05495502295583814,0.0,0.0,0.0,0.0,calm,calm_trend
2020-01-31,improved_phase7_expression_boost,0.776430483791956,0.22356951620804363,2.220446049250313e-16,2.220446049250313e-16,0.05992265040855723,0.0,2.220446049250313e-16,0.0,0.0,calm,calm_trend
2020-02-07,improved_phase7_expression_boost,0.7665753843709303,0.2334246156290694,1.1102230246251565e-16,1.1102230246251565e-16,0.05987627562790212,0.0,1.1102230246251565e-16,0.0,0.0,calm,calm_trend
2020-02-14,improved_phase7_expression_boost,0.7754334353463982,0.2245665646536015,2.220446049250313e-16,2.220446049250313e-16,0.0586716123165379,0.0,2.220446049250313e-16,0.0,0.0,calm,calm_trend
2020-02-21,improved_phase7_expression_boost,0.7858123894602778,0.21418761053972205,1.1102230246251565e-16,1.1102230246251565e-16,0.05457685567443947,0.0,1.1102230246251565e-16,0.0,0.0,calm,calm_trend
2020-02-28,improved_phase7_expression_boost,0.320645970211329,0.3820789537045016,0.29727507608416937,0.29727507608416937,0.04709056066021271,0.12,0.17727507608416937,0.0,0.0,neutral,neutral_mixed
2020-03-06,improved_phase7_expression_boost,0.3897060090378215,0.3889065604437352,0.22138743051844345,0.22138743051844345,0.046091033670413076,0.12,0.10138743051844346,0.0,0.0,stressed,stressed_panic
2020-03-13,improved_phase7_expression_boost,0.3199281867085173,0.3836042022364054,0.29646761105507724,0.29646761105507724,0.050931930946884016,0.12,0.17646761105507724,0.0,0.0,stressed,stressed_panic
2020-03-20,improved_phase7_expression_boost,0.3136507559436441,0.389807302006691,0.2965419420496649,0.2965419420496649,0.04522538225760257,0.12,0.1765419420496649,0.0,0.0,stressed,stressed_panic
2020-03-27,improved_phase7_expression_boost,0.19806651941575204,0.18573350590772875,0.6161999746765192,0.6161999746765192,0.0168159477324168,0.6000000000000001,0.016199974676519124,0.0,0.0,stressed,stressed_panic
2020-04-03,improved_phase7_expression_boost,0.1934119822984316,0.1903880430250492,0.6161999746765192,0.6161999746765192,0.012887677355057019,0.6000000000000001,0.016199974676519124,0.0,0.0,stressed,stressed_panic
2020-04-10,improved_phase7_expression_boost,0.19119688524323894,0.19260314008024182,0.6161999746765192,0.6161999746765192,0.012887677355057019,0.6000000000000001,0.016199974676519124,0.0,0.0,stressed,stressed_panic
2020-04-17,improved_phase7_expression_boost,0.20489924044991775,0.19510075955008227,0.6000000000000001,0.6000000000000001,0.012887677355057019,0.6000000000000001,0.0,0.0,0.0,stressed,stressed_panic
2020-04-24,improved_phase7_expression_boost,0.1294654809755077,0.219080465067924,0.6514540539565683,0.6514540539565683,0.0,0.6,0.051454053956568324,0.0,0.0,stressed,stressed_panic
2020-05-01,improved_phase7_expression_boost,0.12432014533491414,0.22422580070851755,0.6514540539565683,0.6514540539565683,0.0,0.6,0.051454053956568324,0.0,0.0,stressed,stressed_panic
2020-05-08,improved_phase7_expression_boost,0.1231409363317004,0.2254050097117313,0.6514540539565683,0.6514540539565683,0.0,0.6,0.051454053956568324,0.0,0.0,stressed,stressed_panic
2020-05-15,improved_phase7_expression_boost,0.12462735188118777,0.2239185941622439,0.6514540539565683,0.6514540539565683,0.0,0.6,0.051454053956568324,0.0,0.0,stressed,stressed_panic
2020-05-22,improved_phase7_expression_boost,0.1331877091410904,0.22264822550677493,0.6441640653521347,0.6441640653521347,0.0,0.6,0.044164065352134685,0.0,0.0,stressed,stressed_panic
2020-05-29,improved_phase7_expression_boost,0.14340607599083646,0.2261835597404704,0.630410364268693,0.630410364268693,0.0008920502459033869,0.5999999999999999,0.030410364268693146,0.0,0.0,stressed,stressed_panic
2020-06-05,improved_phase7_expression_boost,0.1429307500763109,0.22665888565499598,0.6304103642686931,0.6304103642686931,0.0009290400352504663,0.5999999999999999,0.030410364268693257,0.0,0.0,stressed,stressed_panic
2020-06-12,improved_phase7_expression_boost,0.14041990057317327,0.2258892402861385,0.6336908591406882,0.6336908591406882,0.0009620460326120729,0.5999999999999999,0.03369085914068837,0.0,0.0,stressed,stressed_panic
2020-06-19,improved_phase7_expression_boost,0.14012718826407053,0.2261819525952412,0.6336908591406882,0.6336908591406882,0.00045404471463991676,0.5999999999999999,0.03369085914068837,0.0,0.0,stressed,stressed_panic
2020-06-26,improved_phase7_expression_boost,0.17844616839122224,0.22007760891638,0.6014762226923978,0.6014762226923978,0.017238084633841876,0.5999999999999999,0.0014762226923978883,0.0,0.0,stressed,stressed_panic
2020-07-03,improved_phase7_expression_boost,0.18025255362096868,0.2197474463790314,0.6,0.6,0.01749106466927755,0.5999999999999999,1.1102230246251565e-16,0.0,0.0,stressed,stressed_panic
2020-07-10,improved_phase7_expression_boost,0.1855067052969111,0.21301707201069114,0.6014762226923978,0.6014762226923978,0.01997196658891092,0.5999999999999999,0.0014762226923978883,0.0,0.0,neutral,neutral_mixed
2020-07-17,improved_phase7_expression_boost,0.17962626319788177,0.22037373680211825,0.5999999999999999,0.5999999999999999,0.015912644659087087,0.5999999999999999,0.0,0.0,0.0,neutral,neutral_mixed
2020-07-24,improved_phase7_expression_boost,0.18059543645305048,0.2194045635469495,0.5999999999999999,0.5999999999999999,0.016357375863376825,0.5999999999999999,0.0,0.0,0.0,neutral,neutral_mixed
