version_name,full_raw_delta_vs_production,holdout_raw_delta_vs_production,holdout_sharpe_delta_vs_production,bootstrap_prob_vs_production,full_raw_delta_vs_u1a,holdout_raw_delta_vs_u1a,holdout_sharpe_delta_vs_u1a,bootstrap_prob_vs_u1a,full_raw_delta_vs_u3,holdout_raw_delta_vs_u3,holdout_sharpe_delta_vs_u3,bootstrap_prob_vs_u3,max_drawdown_delta_vs_production,cvar_delta_vs_production,rolling_raw_win_rate_vs_production,rolling_mean_raw_delta_vs_production,rolling_mean_sharpe_delta_vs_production,rolling_mean_ann_return_delta_vs_production,classification
improved_phasev_prod90_phasen_10_holdings_blend,0.01728033276112484,-0.00078584184780639,0.007853846385935448,0.323,0.010593532257115956,-0.0010746464031075043,-0.0023108091769867833,0.291,0.005053846989689248,0.00201812220878006,-0.02589216547289963,0.0725,0.0012833840996613333,0.00032302807792433316,0.4666666666666667,0.007997983835603002,0.01190455248689302,0.00033127806913660536,Research-only
improved_phasev_prod90_phaseo_10_holdings_blend,0.017214795792074467,-0.0006575159947792564,0.003348542590032366,0.228,0.010527995288065584,-0.0009463205500803706,-0.006816112972889865,0.164,0.004988310020638875,0.0021464480618071935,-0.030397469268802713,0.056,0.00139338233741515,0.0003517147387510841,0.4666666666666667,0.007305395696917619,0.010735737850650868,0.00020807982203886836,Research-only
improved_phasev_conditional95_80_holdings_blend,0.01195805021709323,-0.007834721462691707,0.004201208828006564,0.332,0.005271249713084347,-0.008123526017992821,-0.005963446734915667,0.3185,-0.0002684355543423611,-0.005030757406105257,-0.029544803030828515,0.0545,0.0005962764277569477,0.0003220533401113619,0.3333333333333333,0.0038659708164389055,0.016914698441204988,0.000730852412875634,Research-only
