best_candidate,rationale,rescue_used,name,ann_imp_pp_vs_prod,sharpe_imp_vs_prod,sharpe_vs_ccc,mdd_imp_pp_vs_prod,cvar_imp_pp_vs_prod,turnover_ratio_vs_prod,spy_inc_pp_vs_prod,stressed_panic_ann_delta_pp,recovery_confirmed_ann_delta_pp_vs_prod,recovery_fragile_ann_delta_pp_vs_prod,recovery_confirmed_ann_delta_pp_vs_ccc,recovery_fragile_ann_delta_pp_vs_ccc,decomposition_intact,passes_strict_gates,passes_challenger_track,passes_shadow_track,fail_reasons_strict
improved_phaseddd_confirmed_harder_dual_cap,Selected improved_phaseddd_confirmed_harder_dual_cap (strict gates passed; below challenger threshold).,False,,,,,,,,,,,,,,,,,,
,,,improved_phaseddd_confirmed_harder_dual_cap,0.2506094202889164,0.053093966815265126,0.0002686038007890801,2.226259505273276,0.0861603255692546,1.0979190487749804,-1.0459666949416475,0.20826621941685275,-0.5129398011973763,-0.13205567528371542,0.09772669453484983,0.04835638108544593,True,True,False,True,none
,,,improved_phaseddd_confirmed_near_exclude_dual,0.25308540366990595,0.05310036654107608,0.00027500352660003724,2.226259505273276,0.08392301129548814,1.1021314940381415,-1.064374415738363,0.20952855791143143,-0.4323263706142333,-0.0934197041213336,0.1783401251179928,0.08699235224782775,True,False,False,True,turnover>1.10x (1.10x)
,,,improved_phaseddd_confirmed_dual_hard_css_soft,0.24094225678656933,0.05096505908819937,-0.001860303926276674,2.226259505273276,0.08169022410583447,1.1040462186871176,-1.0429770414399138,0.20929169896262145,-0.637359346216626,-0.09790068205779434,-0.026692850484399955,0.08251137431136701,True,False,False,False,turnover>1.10x (1.10x); recovery_confirmed did not improve vs CCC2 (-0.03pp)
,,,improved_phaseddd_confirmed_defensive_balanced_substitution,0.24622802145748413,0.05296525246936257,0.0001398894548865215,2.226259505273287,0.08801606598625132,1.0962267104415937,-1.0445031301770193,0.20823502742444155,-0.5310729090642008,-0.15463801079507178,0.0795935866680253,0.025774045574089577,True,True,False,True,none
