method_name,subperiod,ann_return,ann_vol,sharpe,max_drawdown
equal_weight,split_1,0.04128589754701362,0.06886052309980287,0.5995582909989804,-0.08879555048875643
equal_weight,split_2,0.03697946125275253,0.055555666817069124,0.6656289694895864,-0.0865741465256995
equal_weight,split_3,0.07425677035961464,0.07401289148190475,1.0032950864751653,-0.1432882162222595
inverse_vol,split_1,0.04096081363629489,0.0673687915820895,0.6080087333373608,-0.08738628279561778
inverse_vol,split_2,0.03545502815458845,0.05485447282625758,0.646347076689377,-0.09002019130070993
inverse_vol,split_3,0.07333322764069461,0.07189898676523847,1.0199479984347926,-0.13761309315161907
min_variance,split_1,0.039700349285365144,0.06598125598545096,0.6016913241863595,-0.0850250273325539
min_variance,split_2,0.030374725193864194,0.052088620325970426,0.583135529483777,-0.10096738535697125
min_variance,split_3,0.06636256255267892,0.06599084631274629,1.0056328454733097,-0.12781281363028896
mvo_ic,split_1,0.03640557559413127,0.07039290403860046,0.5171767821109924,-0.09563858455430496
mvo_ic,split_2,0.035675068506730856,0.057389215220952965,0.6216336705316331,-0.09027967593395647
mvo_ic,split_3,0.07588964560274492,0.07892538736740991,0.9615365617335124,-0.14635402356814142
max_sharpe_ic,split_1,0.03884013624410909,0.07335736324167254,0.5294647262082199,-0.08581243777337022
max_sharpe_ic,split_2,0.03182314875519032,0.06034488811166941,0.5273545075815032,-0.12390748147568997
max_sharpe_ic,split_3,0.07632470376196188,0.08103848396675419,0.94183281850724,-0.15556593159023901
black_litterman_regime,split_1,0.039527778787001644,0.0653238570996228,0.6051047893072115,-0.08372733360782525
black_litterman_regime,split_2,0.0283428655318696,0.05136216068535924,0.5518238554155827,-0.10577403583454936
black_litterman_regime,split_3,0.06536884475511373,0.06479623495158855,1.0088370844996317,-0.12217828074603077
erc_risk_parity,split_1,0.040051541509011024,0.06698039814055884,0.597959143583509,-0.08728192630844112
erc_risk_parity,split_2,0.035186009020883535,0.05451731691498426,0.6454097709128556,-0.09186590263372363
erc_risk_parity,split_3,0.07312030095303546,0.07209438979229775,1.0142301108823215,-0.1381395054578911
hrp,split_1,0.04362967765970893,0.06773207408439388,0.644150917412429,-0.08603229820039204
hrp,split_2,0.03483424280513536,0.05421594221196502,0.6425092211612939,-0.08871297414308987
hrp,split_3,0.07366827392417252,0.068182283112317,1.0804606499142662,-0.12220885373119006
herc,split_1,0.04330606899340328,0.0699434299798771,0.6191584971721081,-0.09303006893091259
herc,split_2,0.036980443770928684,0.055622037239725856,0.6648523787711402,-0.08242679869132541
herc,split_3,0.07174392128004214,0.07177615188098495,0.9995509566882849,-0.13531599437110275
max_diversification,split_1,0.0454978214963806,0.0673360014782145,0.675683445669115,-0.08632656333967681
max_diversification,split_2,0.03410301448096709,0.05506640394977331,0.6193070917082734,-0.0840006316422095
max_diversification,split_3,0.07197244962323457,0.06811430740495882,1.0566421705698041,-0.12718042362031812
