version_name,market_state,observations,avg_w1_weight,median_w1_weight,max_w1_weight
improved_phasebb_w1cap_055_hrp_7sleeve,calm_trend,295,0.5071153595098639,0.5279466236661225,0.55
improved_phasebb_w1cap_055_hrp_7sleeve,neutral_mixed,493,0.4113207671122711,0.49994527374407494,0.55
improved_phasebb_w1cap_055_hrp_7sleeve,recovery_confirmed,44,0.509942968170597,0.5126000000000001,0.55
improved_phasebb_w1cap_055_hrp_7sleeve,recovery_fragile,49,0.460266258631855,0.5086251643635084,0.5408059406944977
improved_phasebb_w1cap_055_hrp_7sleeve,stressed_panic,229,0.2630160369041269,0.21824602264081128,0.55
improved_phasebb_w1cap_060_hrp_7sleeve,calm_trend,295,0.545900543622697,0.570778445756221,0.6
improved_phasebb_w1cap_060_hrp_7sleeve,neutral_mixed,493,0.44504398005096496,0.5414076574982998,0.6
improved_phasebb_w1cap_060_hrp_7sleeve,recovery_confirmed,44,0.5555707058504079,0.5592,0.6
improved_phasebb_w1cap_060_hrp_7sleeve,recovery_fragile,49,0.496280640083248,0.5578078775365334,0.591050013830731
improved_phasebb_w1cap_060_hrp_7sleeve,stressed_panic,229,0.28448843301257093,0.23819628332370546,0.591050013830731
improved_phasebb_w1cap_055_others_050_hrp_7sleeve,calm_trend,295,0.5071153595098639,0.5279466236661225,0.55
improved_phasebb_w1cap_055_others_050_hrp_7sleeve,neutral_mixed,493,0.4113207671122711,0.49994527374407494,0.55
improved_phasebb_w1cap_055_others_050_hrp_7sleeve,recovery_confirmed,44,0.509942968170597,0.5126000000000001,0.55
improved_phasebb_w1cap_055_others_050_hrp_7sleeve,recovery_fragile,49,0.460266258631855,0.5086251643635084,0.5408059406944977
improved_phasebb_w1cap_055_others_050_hrp_7sleeve,stressed_panic,229,0.2630160369041269,0.21824602264081128,0.55
