name,quick_screen_status,quick_screen_reasons,ann_return_delta_vs_prod,sharpe_delta_vs_prod,sharpe_delta_vs_tt1,avg_BIL_delta_vs_prod,avg_SPY_delta_vs_prod,avg_bucket_composite_delta_vs_prod,avg_bucket_offense_delta_vs_prod,targeted_overlay_absorption_reduction_vs_prod,targeted_overlay_absorption_reduction_vs_tt1,targeted_total_absorption_reduction_vs_prod,targeted_total_absorption_reduction_vs_tt1
improved_phaseuu_tt1_budget_aware_lighter_both,REJECT,Sharpe improvement < 0.005 vs production | overlay absorption is not reduced in recovery states,0.0009096330158875204,0.004134448298461435,0.00010564818564962053,-0.0006570264914549373,0.0022707416243715334,-0.014877257208267242,0.006459699632325733,-0.0009262183922622569,0.0017908876657459216,0.011579030028913972,0.0016884777906563397
improved_phaseuu_tt1_overlay_preserved_recovery,REJECT,Sharpe improvement < 0.005 vs production | overlay absorption is not reduced in recovery states,0.0008998283237051097,0.00412346194198876,9.466182917694521e-05,-0.0005202572001264394,0.002256916894780983,-0.014897880438863004,0.006375345058377779,-0.0017518847204701093,0.0009652213375380692,0.010783425410194225,0.0008928731719365923
improved_phaseuu_recovery_overlay_cash_cap,REJECT,Sharpe improvement < 0.005 vs production | Sharpe does not improve vs TT1 | overlay absorption is not reduced in recovery states,0.0008796273891984868,0.003992738744107216,-3.606136870459853e-05,-0.00033976006314911933,0.002244430454406962,-0.01496208107216826,0.006273632853388,-0.0027806327373553485,-6.352667934717005e-05,0.009830501140150438,-6.0051098107194445e-05
