,model_confidence,model_uncertainty,margin_confidence,agreement,signal_top_gap,risk_guard,cash_weight,mu_scale,lambda_turn,lambda_tail,lambda_anchor,safe_mix,freeze_prev
2005-01-14,0.07344201526732905,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.13333333333333325,0.6,0.10933307172191092,0.208885913960694,1.4864841553604724,1.3477605074971164,1.1789303213335576,0.28,0.0
2005-01-21,0.06566423748955127,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.11333333333333323,0.6,0.10956640505524426,0.20377506960083241,1.4898830442493614,1.3477605074971164,1.1800736546668906,0.28,0.0
2005-01-28,0.06566423748955127,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.11333333333333323,0.6,0.10956640505524426,0.20377506960083241,1.4898830442493614,1.3477605074971164,1.1800736546668906,0.28,0.0
2005-02-04,0.06566423748955127,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.11333333333333323,0.6,0.10956640505524426,0.20377506960083241,1.4898830442493614,1.3477605074971164,1.1800736546668906,0.28,0.0
2005-02-11,0.06566423748955127,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.11333333333333323,0.6,0.10956640505524426,0.20377506960083241,1.4898830442493614,1.3477605074971164,1.1800736546668906,0.28,0.0
2005-02-18,0.06566423748955127,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.11333333333333323,0.6,0.10956640505524426,0.20377506960083241,1.4898830442493614,1.3477605074971164,1.1800736546668906,0.28,0.0
2005-02-25,0.06566423748955127,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.11333333333333323,0.6,0.10956640505524426,0.20377506960083241,1.4898830442493614,1.3477605074971164,1.1800736546668906,0.28,0.0
2005-03-04,0.06566423748955127,0.6089388696655134,0.19804597701149423,0.3333333333333333,0.11333333333333323,0.6,0.10956640505524426,0.20377506960083241,1.4898830442493614,1.3477605074971164,1.1800736546668906,0.28,0.0
2005-03-11,0.11674469725966621,0.6089388696655134,0.4302298850574713,0.3333333333333333,0.11333333333333323,0.6,0.1080339912621408,0.23734047699279043,1.467560883329821,1.3477605074971164,1.1725648270806839,0.28,0.0
2005-03-18,0.06980041620473038,0.6012095366877994,0.3280890804597701,0.0,0.16666666666666663,0.1,0.058978559715126055,0.20681564353892753,1.485586688932004,1.1019073928973062,1.1784917404405675,0.2407035050598114,0.0
