version_name,full_raw_delta_vs_production,holdout_raw_delta_vs_production,holdout_sharpe_delta_vs_production,bootstrap_prob_vs_production,full_raw_delta_vs_r2,holdout_raw_delta_vs_r2,holdout_sharpe_delta_vs_r2,bootstrap_prob_vs_r2,full_raw_delta_vs_r3,holdout_raw_delta_vs_r3,holdout_sharpe_delta_vs_r3,bootstrap_prob_vs_r3,max_drawdown_delta_vs_production,cvar_delta_vs_production,rolling_raw_win_rate_vs_production,rolling_mean_raw_delta_vs_production,rolling_mean_sharpe_delta_vs_production,rolling_mean_ann_return_delta_vs_production,classification
improved_phaseu_prod90_r2_10_holdings_blend,0.006686800504008883,0.00028880455530111426,0.010164655562922231,0.4125,-0.03547739194504168,0.013415459594192658,-0.04511465142170623,0.6125,-0.04031057444566527,0.017860892596734956,-0.10593983858108702,0.743,0.0003311614978095401,0.00016092388679670583,0.7333333333333333,0.003764338370313025,0.008086306158563417,0.0003853215854284997,Research-only
improved_phaseu_prod80_r2_20_holdings_blend,0.012398964826885184,-0.00014528452494544375,0.01905883023167121,0.4055,-0.02976522762216538,0.0129813705139461,-0.036220476752957254,0.6165,-0.03459841012278897,0.0174268035164884,-0.09704566391233804,0.7505,0.0006552676485837017,0.0003158812650107777,0.6,0.006661312053905892,0.01564237556961336,0.0007425326915711776,Research-only
improved_phaseu_prod70_r2_30_holdings_blend,0.01753094357839713,-0.0008968700860698675,0.026885605579056282,0.401,-0.024633248870653435,0.012229784952821676,-0.02839370140557218,0.617,-0.029466431371277024,0.016675217955363975,-0.08921888856495297,0.759,0.0009773678078794923,0.0004695812123877187,0.6,0.009151016597469334,0.02281277601977155,0.0010849097873979548,Research-only
improved_phaseu_prod90_r3_10_holdings_blend,0.005831241839615142,-0.00011339001510290991,0.016101273657223913,0.284,-0.03633295060943542,0.013013265023788634,-0.03917803332740455,0.5965,-0.04116613311005901,0.017458698026330932,-0.10000322048678534,0.736,0.0009476305933020512,0.00028844690862735167,0.6,0.0038088683849363775,0.008402443821533595,0.00013449300307664114,Research-only
improved_phaseu_prod80_r3_20_holdings_blend,0.011044782470893466,-0.0009386924045344802,0.031059425182059286,0.282,-0.031119409978157098,0.012187962634357064,-0.024219881802569176,0.5685,-0.03595259247878069,0.016633395636899362,-0.08504506896194997,0.739,0.0018879552575588043,0.0005709193825503278,0.6,0.006778723095881242,0.01632604476215213,0.00024068762377482678,Research-only
improved_phaseu_prod70_r3_30_holdings_blend,0.016740353245910278,-0.002079624756309739,0.0450388039699674,0.278,-0.025423839203140286,0.011047030282581805,-0.010240503014661062,0.531,-0.030257021703763876,0.015492463285124103,-0.07106569017404185,0.739,0.002827344016980371,0.0008522012354608977,0.5333333333333333,0.00900112914742015,0.02391375566176128,0.0003319480044597848,Research-only
improved_phaseu_conditional_prod_r2_holdings_blend,0.012226485771435591,-0.00280396405658645,0.03374601185883508,0.712,-0.029937706677614973,0.010322690982305094,-0.021533295125793384,0.676,-0.03477088917823856,0.014768123984847392,-0.08235848228517417,0.8,0.00028978480479602275,0.0003302755566168894,0.4,0.0046233291254696735,0.018858521964663963,0.0009449203541680736,Research-only
